DemVegINum,DemVegAñoFRlt,DemVegAñoIni,DemVegAñoFin,DemVegBar,DemVegIBlo,DemVegEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
467,F,2022,2022,Uribe 110,3,EtaMes,0.956837598,0.907159529,0.92113711,0.970060615,0.949643243,1.046670378,0.960066856,0.961500087,1.046282161,0.972662043,0.969386514,0.937434474
468,F,2022,2022,Uribe 110,4,EtaMes,0.912197557,0.91882637,0.927232748,0.910991299,0.9307578,0.913886392,0.931749732,0.966041905,0.908205518,0.947205215,0.953416141,0.943175849
469,F,2022,2022,Uribe 110,5,EtaMes,0.914111281,0.86374686,0.876268765,0.885489454,0.869232838,0.996689421,0.84526521,0.921870491,0.98967849,0.936586692,0.928514469,0.923202333
470,F,2022,2022,Uribe 110,6,EtaMes,0.987870739,0.964034488,0.978725576,0.909505526,0.963330858,0.940968276,0.953971193,0.954969367,0.915958345,0.962083624,0.965866977,1.035536515
471,F,2022,2022,Uribe 110,7,EtaMes,0.919284822,0.930142706,0.92085877,0.958213735,0.92717563,1.005673884,0.820656795,0.908660625,0.967745622,0.922666312,0.884425642,0.890452236
472,F,2022,2022,Uribe 110,8,EtaMes,0.976745192,0.994960083,0.98912156,0.936497074,0.998112993,0.926211759,0.988651819,0.933051875,0.919680773,0.958714928,0.955043454,0.968823354
473,F,2022,2022,Uribe 110,9,EtaMes,0.938641004,0.967321375,0.916739344,0.961932099,0.925629276,1.037192746,0.8815852,0.926827901,1.034623998,0.951571407,0.939516402,0.952133832
474,F,2022,2022,Uribe 110,10,EtaMes,0.988292407,0.989356756,0.975357666,0.951413767,0.981985286,0.954424411,1.025629863,0.967674585,0.960964911,1.008615174,0.994509846,0.976062967
475,F,2022,2022,Uribe 110,11,EtaMes,0.949255684,0.98707489,0.912508582,0.95760842,0.903798397,1.02745144,0.976321956,0.95289141,1.040967659,0.922078127,0.941192372,0.976662712
476,F,2022,2022,Uribe 110,12,EtaMes,1.002661554,0.968684057,0.988495296,0.980044383,0.972080536,0.910324474,1.025595228,0.980350119,0.953262967,0.985263463,0.999018747,0.989825645
477,F,2022,2022,Uribe 110,13,EtaMes,1.005986244,1.162828599,0.935555102,1.102711086,1.005311985,1.103770545,1.020007538,1.09196606,1.124143843,0.990699719,1.010258559,1.029404295
478,F,2022,2022,Uribe 110,14,EtaMes,1.053326582,1.152163203,0.99400642,1.116311022,1.072658515,0.959767288,1.045683207,1.134638378,1.033576362,1.039724053,1.061689216,0.997287636
479,F,2022,2022,Uribe 110,15,EtaMes,1.178497096,1.194524354,1.135709117,1.206565855,1.163222011,1.284680514,1.190347442,1.169295721,1.251017048,1.12121145,1.111366411,1.185203112
480,F,2022,2022,Uribe 110,16,EtaMes,1.188649563,1.173622753,1.188023047,1.198170057,1.201564658,1.110894381,1.206456308,1.218498759,1.134885324,1.135143713,1.147343903,1.160710172
481,F,2023,2023,Uribe 110,1,EtaMes,1.086047687,1.058630359,1.070841866,1.096537955,1.07474633,1.152098401,1.104285329,1.079982796,1.166942511,1.066031208,1.050178229,1.064652252
482,F,2023,2023,Uribe 110,2,EtaMes,1.03386277,1.057640103,1.067938107,1.05182082,1.063789891,1.026063902,1.086669818,1.099265643,1.001902309,1.010446328,1.026231606,1.036150126
483,F,2023,2023,Uribe 110,3,EtaMes,0.956838333,0.907162553,0.921136947,0.970078596,0.949628706,1.046623009,0.96006416,0.96153307,1.046239305,0.972649298,0.969381227,0.937432167
484,F,2023,2023,Uribe 110,4,EtaMes,0.912202375,0.918819945,0.927213332,0.910994876,0.930767341,0.913873488,0.931752456,0.96603479,0.908222942,0.947215944,0.953404625,0.943176862
485,F,2023,2023,Uribe 110,5,EtaMes,0.914285386,0.863685682,0.87629,0.885549619,0.86914574,0.996649067,0.845197549,0.921849114,0.989690234,0.936470912,0.92843433,0.923161573
486,F,2023,2023,Uribe 110,6,EtaMes,0.987879902,0.96404934,0.978728171,0.909536956,0.963318676,0.940981803,0.953958705,0.954966866,0.915944409,0.962093682,0.965834933,1.035529477
487,F,2023,2023,Uribe 110,7,EtaMes,0.919281481,0.930182564,0.920894967,0.958217811,0.92713565,1.005704368,0.820662722,0.90865936,0.967798518,0.92264357,0.884562654,0.890479831
488,F,2023,2023,Uribe 110,8,EtaMes,0.976760066,0.995000616,0.989133309,0.936497083,0.998129358,0.926182542,0.988664334,0.933031732,0.919695205,0.9586842,0.955013253,0.96885742
489,F,2023,2023,Uribe 110,9,EtaMes,0.938662884,0.967348276,0.916727535,0.962004352,0.925612683,1.037185688,0.881618138,0.926838282,1.034636153,0.951570044,0.939532819,0.95211074
490,F,2023,2023,Uribe 110,10,EtaMes,0.988287107,0.989335427,0.975340452,0.951429371,0.982007103,0.954429471,1.025645011,0.967697846,0.960969483,1.00863089,0.994508206,0.9760665
491,F,2023,2023,Uribe 110,11,EtaMes,0.949258051,0.987007172,0.91274831,0.957549597,0.903939686,1.027493686,0.976322572,0.952911941,1.041024405,0.922075323,0.941230235,0.976719701
492,F,2023,2023,Uribe 110,12,EtaMes,1.002664584,0.968678214,0.988407369,0.979995488,0.972021346,0.910318389,1.025645011,0.980390595,0.953219562,0.985262658,0.999031167,0.989792398
493,F,2023,2023,Uribe 110,13,EtaMes,1.005937888,1.162849109,0.935333103,1.102551874,1.005158438,1.103897788,1.019994565,1.091882248,1.124136874,0.9908332,1.010328124,1.029409788
494,F,2023,2023,Uribe 110,14,EtaMes,1.053283327,1.152175064,0.994053567,1.116265433,1.072771493,0.959794886,1.04571896,1.134677265,1.033590069,1.039736873,1.061694543,0.997287932
495,F,2023,2023,Uribe 110,15,EtaMes,1.178389305,1.194622528,1.135692488,1.206542562,1.163195586,1.28472083,1.190266269,1.16930037,1.250924129,1.121214297,1.111415776,1.185223143
496,F,2023,2023,Uribe 110,16,EtaMes,1.188663406,1.173592241,1.188040814,1.198170913,1.201582173,1.110927561,1.206444385,1.218475213,1.134861564,1.135150696,1.147341803,1.160709665
497,F,2024,2024,Uribe 110,1,EtaMes,1.086079516,1.058615207,1.070836689,1.096476774,1.074776831,1.152114309,1.104308208,1.080072023,1.166962506,1.066108152,1.050207533,1.064650193
498,F,2024,2024,Uribe 110,2,EtaMes,1.033845682,1.057636367,1.067927371,1.051808704,1.06380356,1.026081348,1.086695133,1.099324397,1.00188298,1.010485841,1.026257291,1.03617816
499,F,2024,2024,Uribe 110,3,EtaMes,0.956871496,0.907157551,0.921110736,0.970055402,0.949597473,1.046662543,0.960059134,0.961510642,1.046282964,0.972674982,0.969401959,0.937425627
500,F,2024,2024,Uribe 110,4,EtaMes,0.912193643,0.918819092,0.927215108,0.911004149,0.930760745,0.913866066,0.931737424,0.966025947,0.908217292,0.947218167,0.953417468,0.943175392
501,F,2024,2024,Uribe 110,5,EtaMes,0.914190418,0.86375713,0.876379978,0.885541369,0.869238212,0.996652234,0.845245636,0.921897844,0.989682449,0.936527968,0.928513455,0.923233646
502,F,2024,2024,Uribe 110,6,EtaMes,0.987919844,0.964045938,0.978777567,0.909529641,0.963260165,0.94098344,0.953950586,0.955000846,0.915939463,0.962117891,0.965851812,1.035486175
503,F,2024,2024,Uribe 110,7,EtaMes,0.919265556,0.930142488,0.920876951,0.958166413,0.927130835,1.005673773,0.820593077,0.90860124,0.967745485,0.922618231,0.884534027,0.890521633
504,F,2024,2024,Uribe 110,8,EtaMes,0.976756053,0.994990622,0.989103047,0.936499941,0.99810407,0.92621133,0.988688282,0.933024516,0.919663099,0.958673734,0.955042411,0.968848031
505,F,2024,2024,Uribe 110,9,EtaMes,0.938650919,0.967329501,0.916746759,0.961985952,0.925602877,1.037135251,0.881566019,0.926828668,1.034647977,0.951561988,0.939489388,0.952129257
506,F,2024,2024,Uribe 110,10,EtaMes,0.988282894,0.989340047,0.975348728,0.951432091,0.981989101,0.954423423,1.025645571,0.967688022,0.960967968,1.008624713,0.994505305,0.97606774
507,F,2024,2024,Uribe 110,11,EtaMes,0.949300389,0.987090941,0.912694496,0.957520857,0.903871922,1.027498607,0.976304538,0.952830915,1.041008647,0.922069162,0.941230398,0.976663266
508,F,2024,2024,Uribe 110,12,EtaMes,1.002683882,0.968650934,0.988440658,0.980041956,0.972072197,0.910304932,1.025645571,0.980393666,0.953250795,0.985253644,0.998986513,0.989815173
509,F,2024,2024,Uribe 110,13,EtaMes,1.006042095,1.162841621,0.935449516,1.102609556,1.005396228,1.103908308,1.020078632,1.091983564,1.124138194,0.990702734,1.010290463,1.029421871
510,F,2024,2024,Uribe 110,14,EtaMes,1.053268863,1.15218339,0.994051485,1.116312948,1.072804229,0.959765123,1.04568655,1.1346435,1.033571371,1.039761179,1.061652782,0.99728861
511,F,2024,2024,Uribe 110,15,EtaMes,1.178430386,1.194656138,1.135724862,1.206544063,1.163285201,1.284749157,1.190276105,1.169270072,1.251036707,1.121198032,1.111437258,1.185181377
512,F,2024,2024,Uribe 110,16,EtaMes,1.188626044,1.173606633,1.18801465,1.198181179,1.201562295,1.110915469,1.206466917,1.218509057,1.134859266,1.135124408,1.147350847,1.160689306
513,F,2025,2025,Uribe 110,1,EtaMes,1.086094927,1.058667045,1.07082793,1.096460515,1.074746869,1.152139331,1.104299082,1.08004015,1.166984844,1.06606879,1.050268796,1.064607965
514,F,2025,2025,Uribe 110,2,EtaMes,1.033844469,1.057648216,1.067916161,1.05181017,1.06377374,1.026055809,1.086686494,1.099312242,1.001876189,1.010424462,1.026239247,1.036175192
515,F,2025,2025,Uribe 110,3,EtaMes,0.956853408,0.907183861,0.921122872,0.970091791,0.949631328,1.046619746,0.960059114,0.961516785,1.046239541,0.972602075,0.969373865,0.937406158
516,F,2025,2025,Uribe 110,4,EtaMes,0.912172727,0.918838067,0.927222524,0.911011659,0.930762963,0.913876834,0.931738294,0.966040373,0.90821593,0.947227715,0.953399676,0.943176195
517,F,2025,2025,Uribe 110,5,EtaMes,0.914174773,0.863670813,0.876392085,0.885464771,0.869137414,0.996642345,0.845200607,0.921848396,0.989644934,0.936612527,0.928414406,0.923254612
518,F,2025,2025,Uribe 110,6,EtaMes,0.98792895,0.964019072,0.978730703,0.909480547,0.963286546,0.940975963,0.953953478,0.954972304,0.915931401,0.96209541,0.965824045,1.03550652
519,F,2025,2025,Uribe 110,7,EtaMes,0.919318714,0.930113973,0.920896959,0.958213858,0.927129123,1.005711535,0.820665152,0.908643444,0.967788057,0.922641154,0.884553652,0.890550439
520,F,2025,2025,Uribe 110,8,EtaMes,0.97676426,0.994970855,0.989122704,0.936498295,0.998127662,0.926192766,0.98868813,0.933045838,0.91967443,0.958695013,0.955038054,0.968839853
521,F,2025,2025,Uribe 110,9,EtaMes,0.938688867,0.967330268,0.916705016,0.961982568,0.925680014,1.037189549,0.881596562,0.92682702,1.034646774,0.951569222,0.939531973,0.952149377
522,F,2025,2025,Uribe 110,10,EtaMes,0.988279673,0.989360845,0.975342007,0.951416004,0.982009089,0.95443377,1.025640552,0.967673148,0.960978158,1.008626076,0.994515171,0.976061518
523,F,2025,2025,Uribe 110,11,EtaMes,0.949217871,0.987033013,0.912688784,0.957512098,0.903916035,1.027415956,0.976276948,0.952897877,1.041016203,0.922110596,0.941214237,0.976667376
524,F,2025,2025,Uribe 110,12,EtaMes,1.002659327,0.96866184,0.988444965,0.980039293,0.972035884,0.910313574,1.025609316,0.980378453,0.953240953,0.985247052,0.999001207,0.989813886
525,F,2025,2025,Uribe 110,13,EtaMes,1.005961971,1.16280045,0.93528009,1.102542433,1.005298995,1.103887718,1.020104804,1.091951374,1.124133193,0.990729489,1.010333324,1.029269627
526,F,2025,2025,Uribe 110,14,EtaMes,1.053280383,1.152180119,0.994017487,1.116308264,1.072731396,0.959786306,1.045725427,1.134644411,1.033583271,1.039725759,1.061669179,0.997258442
527,F,2025,2025,Uribe 110,15,EtaMes,1.178444744,1.194622752,1.135740284,1.206558812,1.163224555,1.284699191,1.190224078,1.169307409,1.251014649,1.121246869,1.111366656,1.185212202
528,F,2025,2025,Uribe 110,16,EtaMes,1.188659558,1.173588436,1.188039158,1.198190859,1.201575822,1.110957237,1.206466901,1.218491394,1.134862406,1.135153932,1.14736547,1.160726624
529,F,2026,2026,Uribe 110,1,EtaMes,1.086055886,1.058654127,1.07080222,1.096427651,1.074791724,1.152095836,1.104351234,1.079990947,1.166960817,1.066042625,1.050152543,1.064645594
530,F,2026,2026,Uribe 110,2,EtaMes,1.033869692,1.057669726,1.067939891,1.051809419,1.063770542,1.026093821,1.086686981,1.099324997,1.001857565,1.010431858,1.026273446,1.03619082
531,F,2026,2026,Uribe 110,3,EtaMes,0.956850409,0.907143686,0.921136361,0.97009837,0.949610722,1.046662179,0.960062457,0.961503616,1.046266079,0.972648541,0.969346207,0.937433252
532,F,2026,2026,Uribe 110,4,EtaMes,0.912174849,0.918836037,0.927224875,0.911009236,0.930761481,0.913864347,0.931749566,0.966029982,0.908203228,0.947196847,0.953415815,0.943168851
533,F,2026,2026,Uribe 110,5,EtaMes,0.91422192,0.863661847,0.876309374,0.885460264,0.869186287,0.996650958,0.845209929,0.921956109,0.98966745,0.936504261,0.928448306,0.923194116
534,F,2026,2026,Uribe 110,6,EtaMes,0.987902359,0.964027078,0.978771058,0.909529725,0.963296614,0.940975961,0.953950179,0.954998581,0.915938723,0.962122966,0.965850096,1.035544655
535,F,2026,2026,Uribe 110,7,EtaMes,0.919269009,0.93017118,0.920918048,0.958168667,0.927126755,1.005669654,0.820614133,0.90863566,0.967714043,0.922661771,0.88458201,0.890533393
536,F,2026,2026,Uribe 110,8,EtaMes,0.976749352,0.994992079,0.989140937,0.936499987,0.998134118,0.926198555,0.988683914,0.933034928,0.919672296,0.958697299,0.955031942,0.968860387
537,F,2026,2026,Uribe 110,9,EtaMes,0.938680889,0.967285568,0.916721582,0.962011287,0.92567362,1.037192548,0.881611707,0.926844584,1.034652335,0.951591843,0.939520895,0.952134493
538,F,2026,2026,Uribe 110,10,EtaMes,0.988297656,0.989353583,0.97532656,0.951408121,0.981992364,0.954435716,1.025651395,0.967685339,0.96096561,1.008624145,0.99451632,0.9760759
539,F,2026,2026,Uribe 110,11,EtaMes,0.9493186,0.987042111,0.912549373,0.957490558,0.903903011,1.027493196,0.976207138,0.952864723,1.041022743,0.922149087,0.941146445,0.976688778
540,F,2026,2026,Uribe 110,12,EtaMes,1.002641271,0.968699865,0.988376841,0.980053109,0.97205317,0.910288215,1.025651395,0.980367785,0.953227781,0.985263694,0.999030167,0.989796145
541,F,2026,2026,Uribe 110,13,EtaMes,1.006001291,1.162757587,0.935253951,1.102756673,1.005358277,1.103811782,1.020036846,1.091888824,1.124181075,0.990848852,1.010244107,1.029400209
542,F,2026,2026,Uribe 110,14,EtaMes,1.05329569,1.152184628,0.994052985,1.116291464,1.072678073,0.959792525,1.045694733,1.134630652,1.033616268,1.039724804,1.061696305,0.997162431
543,F,2026,2026,Uribe 110,15,EtaMes,1.178378789,1.194551229,1.135738283,1.20650742,1.163248034,1.284653647,1.190190562,1.169354346,1.251050208,1.121184725,1.111389453,1.185184811
544,F,2026,2026,Uribe 110,16,EtaMes,1.188656497,1.173617144,1.188024306,1.198188593,1.201560482,1.110965389,1.206464035,1.218497749,1.134912763,1.135130787,1.147340027,1.160685352
545,F,2027,2027,Uribe 110,1,EtaMes,1.086055886,1.058654127,1.07080222,1.096427651,1.074791724,1.152095836,1.104351234,1.079990947,1.166960817,1.066042625,1.050152543,1.064645594
546,F,2027,2027,Uribe 110,2,EtaMes,1.033869692,1.057669726,1.067939891,1.051809419,1.063770542,1.026093821,1.086686981,1.099324997,1.001857565,1.010431858,1.026273446,1.03619082
547,F,2027,2027,Uribe 110,3,EtaMes,0.956850409,0.907143686,0.921136361,0.97009837,0.949610722,1.046662179,0.960062457,0.961503616,1.046266079,0.972648541,0.969346207,0.937433252
548,F,2027,2027,Uribe 110,4,EtaMes,0.912174849,0.918836037,0.927224875,0.911009236,0.930761481,0.913864347,0.931749566,0.966029982,0.908203228,0.947196847,0.953415815,0.943168851
549,F,2027,2027,Uribe 110,5,EtaMes,0.91422192,0.863661847,0.876309374,0.885460264,0.869186287,0.996650958,0.845209929,0.921956109,0.98966745,0.936504261,0.928448306,0.923194116
550,F,2027,2027,Uribe 110,6,EtaMes,0.987902359,0.964027078,0.978771058,0.909529725,0.963296614,0.940975961,0.953950179,0.954998581,0.915938723,0.962122966,0.965850096,1.035544655
551,F,2027,2027,Uribe 110,7,EtaMes,0.919269009,0.93017118,0.920918048,0.958168667,0.927126755,1.005669654,0.820614133,0.90863566,0.967714043,0.922661771,0.88458201,0.890533393
552,F,2027,2027,Uribe 110,8,EtaMes,0.976749352,0.994992079,0.989140937,0.936499987,0.998134118,0.926198555,0.988683914,0.933034928,0.919672296,0.958697299,0.955031942,0.968860387
553,F,2027,2027,Uribe 110,9,EtaMes,0.938680889,0.967285568,0.916721582,0.962011287,0.92567362,1.037192548,0.881611707,0.926844584,1.034652335,0.951591843,0.939520895,0.952134493
554,F,2027,2027,Uribe 110,10,EtaMes,0.988297656,0.989353583,0.97532656,0.951408121,0.981992364,0.954435716,1.025651395,0.967685339,0.96096561,1.008624145,0.99451632,0.9760759
555,F,2027,2027,Uribe 110,11,EtaMes,0.9493186,0.987042111,0.912549373,0.957490558,0.903903011,1.027493196,0.976207138,0.952864723,1.041022743,0.922149087,0.941146445,0.976688778
556,F,2027,2027,Uribe 110,12,EtaMes,1.002641271,0.968699865,0.988376841,0.980053109,0.97205317,0.910288215,1.025651395,0.980367785,0.953227781,0.985263694,0.999030167,0.989796145
557,F,2027,2027,Uribe 110,13,EtaMes,1.006001291,1.162757587,0.935253951,1.102756673,1.005358277,1.103811782,1.020036846,1.091888824,1.124181075,0.990848852,1.010244107,1.029400209
558,F,2027,2027,Uribe 110,14,EtaMes,1.05329569,1.152184628,0.994052985,1.116291464,1.072678073,0.959792525,1.045694733,1.134630652,1.033616268,1.039724804,1.061696305,0.997162431
559,F,2027,2027,Uribe 110,15,EtaMes,1.178378789,1.194551229,1.135738283,1.20650742,1.163248034,1.284653647,1.190190562,1.169354346,1.251050208,1.121184725,1.111389453,1.185184811
560,F,2027,2027,Uribe 110,16,EtaMes,1.188656497,1.173617144,1.188024306,1.198188593,1.201560482,1.110965389,1.206464035,1.218497749,1.134912763,1.135130787,1.147340027,1.160685352
561,F,2028,2028,Uribe 110,1,EtaMes,1.086055886,1.058654127,1.07080222,1.096427651,1.074791724,1.152095836,1.104351234,1.079990947,1.166960817,1.066042625,1.050152543,1.064645594
562,F,2028,2028,Uribe 110,2,EtaMes,1.033869692,1.057669726,1.067939891,1.051809419,1.063770542,1.026093821,1.086686981,1.099324997,1.001857565,1.010431858,1.026273446,1.03619082
563,F,2028,2028,Uribe 110,3,EtaMes,0.956850409,0.907143686,0.921136361,0.97009837,0.949610722,1.046662179,0.960062457,0.961503616,1.046266079,0.972648541,0.969346207,0.937433252
564,F,2028,2028,Uribe 110,4,EtaMes,0.912174849,0.918836037,0.927224875,0.911009236,0.930761481,0.913864347,0.931749566,0.966029982,0.908203228,0.947196847,0.953415815,0.943168851
565,F,2028,2028,Uribe 110,5,EtaMes,0.91422192,0.863661847,0.876309374,0.885460264,0.869186287,0.996650958,0.845209929,0.921956109,0.98966745,0.936504261,0.928448306,0.923194116
566,F,2028,2028,Uribe 110,6,EtaMes,0.987902359,0.964027078,0.978771058,0.909529725,0.963296614,0.940975961,0.953950179,0.954998581,0.915938723,0.962122966,0.965850096,1.035544655
567,F,2028,2028,Uribe 110,7,EtaMes,0.919269009,0.93017118,0.920918048,0.958168667,0.927126755,1.005669654,0.820614133,0.90863566,0.967714043,0.922661771,0.88458201,0.890533393
568,F,2028,2028,Uribe 110,8,EtaMes,0.976749352,0.994992079,0.989140937,0.936499987,0.998134118,0.926198555,0.988683914,0.933034928,0.919672296,0.958697299,0.955031942,0.968860387
569,F,2028,2028,Uribe 110,9,EtaMes,0.938680889,0.967285568,0.916721582,0.962011287,0.92567362,1.037192548,0.881611707,0.926844584,1.034652335,0.951591843,0.939520895,0.952134493
570,F,2028,2028,Uribe 110,10,EtaMes,0.988297656,0.989353583,0.97532656,0.951408121,0.981992364,0.954435716,1.025651395,0.967685339,0.96096561,1.008624145,0.99451632,0.9760759
571,F,2028,2028,Uribe 110,11,EtaMes,0.9493186,0.987042111,0.912549373,0.957490558,0.903903011,1.027493196,0.976207138,0.952864723,1.041022743,0.922149087,0.941146445,0.976688778
572,F,2028,2028,Uribe 110,12,EtaMes,1.002641271,0.968699865,0.988376841,0.980053109,0.97205317,0.910288215,1.025651395,0.980367785,0.953227781,0.985263694,0.999030167,0.989796145
573,F,2028,2028,Uribe 110,13,EtaMes,1.006001291,1.162757587,0.935253951,1.102756673,1.005358277,1.103811782,1.020036846,1.091888824,1.124181075,0.990848852,1.010244107,1.029400209
574,F,2028,2028,Uribe 110,14,EtaMes,1.05329569,1.152184628,0.994052985,1.116291464,1.072678073,0.959792525,1.045694733,1.134630652,1.033616268,1.039724804,1.061696305,0.997162431
575,F,2028,2028,Uribe 110,15,EtaMes,1.178378789,1.194551229,1.135738283,1.20650742,1.163248034,1.284653647,1.190190562,1.169354346,1.251050208,1.121184725,1.111389453,1.185184811
576,F,2028,2028,Uribe 110,16,EtaMes,1.188656497,1.173617144,1.188024306,1.198188593,1.201560482,1.110965389,1.206464035,1.218497749,1.134912763,1.135130787,1.147340027,1.160685352
577,F,2029,2029,Uribe 110,1,EtaMes,1.086055886,1.058654127,1.07080222,1.096427651,1.074791724,1.152095836,1.104351234,1.079990947,1.166960817,1.066042625,1.050152543,1.064645594
578,F,2029,2029,Uribe 110,2,EtaMes,1.033869692,1.057669726,1.067939891,1.051809419,1.063770542,1.026093821,1.086686981,1.099324997,1.001857565,1.010431858,1.026273446,1.03619082
579,F,2029,2029,Uribe 110,3,EtaMes,0.956850409,0.907143686,0.921136361,0.97009837,0.949610722,1.046662179,0.960062457,0.961503616,1.046266079,0.972648541,0.969346207,0.937433252
580,F,2029,2029,Uribe 110,4,EtaMes,0.912174849,0.918836037,0.927224875,0.911009236,0.930761481,0.913864347,0.931749566,0.966029982,0.908203228,0.947196847,0.953415815,0.943168851
581,F,2029,2029,Uribe 110,5,EtaMes,0.91422192,0.863661847,0.876309374,0.885460264,0.869186287,0.996650958,0.845209929,0.921956109,0.98966745,0.936504261,0.928448306,0.923194116
582,F,2029,2029,Uribe 110,6,EtaMes,0.987902359,0.964027078,0.978771058,0.909529725,0.963296614,0.940975961,0.953950179,0.954998581,0.915938723,0.962122966,0.965850096,1.035544655
583,F,2029,2029,Uribe 110,7,EtaMes,0.919269009,0.93017118,0.920918048,0.958168667,0.927126755,1.005669654,0.820614133,0.90863566,0.967714043,0.922661771,0.88458201,0.890533393
584,F,2029,2029,Uribe 110,8,EtaMes,0.976749352,0.994992079,0.989140937,0.936499987,0.998134118,0.926198555,0.988683914,0.933034928,0.919672296,0.958697299,0.955031942,0.968860387
585,F,2029,2029,Uribe 110,9,EtaMes,0.938680889,0.967285568,0.916721582,0.962011287,0.92567362,1.037192548,0.881611707,0.926844584,1.034652335,0.951591843,0.939520895,0.952134493
586,F,2029,2029,Uribe 110,10,EtaMes,0.988297656,0.989353583,0.97532656,0.951408121,0.981992364,0.954435716,1.025651395,0.967685339,0.96096561,1.008624145,0.99451632,0.9760759
587,F,2029,2029,Uribe 110,11,EtaMes,0.9493186,0.987042111,0.912549373,0.957490558,0.903903011,1.027493196,0.976207138,0.952864723,1.041022743,0.922149087,0.941146445,0.976688778
588,F,2029,2029,Uribe 110,12,EtaMes,1.002641271,0.968699865,0.988376841,0.980053109,0.97205317,0.910288215,1.025651395,0.980367785,0.953227781,0.985263694,0.999030167,0.989796145
589,F,2029,2029,Uribe 110,13,EtaMes,1.006001291,1.162757587,0.935253951,1.102756673,1.005358277,1.103811782,1.020036846,1.091888824,1.124181075,0.990848852,1.010244107,1.029400209
590,F,2029,2029,Uribe 110,14,EtaMes,1.05329569,1.152184628,0.994052985,1.116291464,1.072678073,0.959792525,1.045694733,1.134630652,1.033616268,1.039724804,1.061696305,0.997162431
591,F,2029,2029,Uribe 110,15,EtaMes,1.178378789,1.194551229,1.135738283,1.20650742,1.163248034,1.284653647,1.190190562,1.169354346,1.251050208,1.121184725,1.111389453,1.185184811
592,F,2029,2029,Uribe 110,16,EtaMes,1.188656497,1.173617144,1.188024306,1.198188593,1.201560482,1.110965389,1.206464035,1.218497749,1.134912763,1.135130787,1.147340027,1.160685352
593,F,2030,2030,Uribe 110,1,EtaMes,1.086055886,1.058654127,1.07080222,1.096427651,1.074791724,1.152095836,1.104351234,1.079990947,1.166960817,1.066042625,1.050152543,1.064645594
594,F,2030,2030,Uribe 110,2,EtaMes,1.033869692,1.057669726,1.067939891,1.051809419,1.063770542,1.026093821,1.086686981,1.099324997,1.001857565,1.010431858,1.026273446,1.03619082
595,F,2030,2030,Uribe 110,3,EtaMes,0.956850409,0.907143686,0.921136361,0.97009837,0.949610722,1.046662179,0.960062457,0.961503616,1.046266079,0.972648541,0.969346207,0.937433252
596,F,2030,2030,Uribe 110,4,EtaMes,0.912174849,0.918836037,0.927224875,0.911009236,0.930761481,0.913864347,0.931749566,0.966029982,0.908203228,0.947196847,0.953415815,0.943168851
597,F,2030,2030,Uribe 110,5,EtaMes,0.91422192,0.863661847,0.876309374,0.885460264,0.869186287,0.996650958,0.845209929,0.921956109,0.98966745,0.936504261,0.928448306,0.923194116
598,F,2030,2030,Uribe 110,6,EtaMes,0.987902359,0.964027078,0.978771058,0.909529725,0.963296614,0.940975961,0.953950179,0.954998581,0.915938723,0.962122966,0.965850096,1.035544655
599,F,2030,2030,Uribe 110,7,EtaMes,0.919269009,0.93017118,0.920918048,0.958168667,0.927126755,1.005669654,0.820614133,0.90863566,0.967714043,0.922661771,0.88458201,0.890533393
600,F,2030,2030,Uribe 110,8,EtaMes,0.976749352,0.994992079,0.989140937,0.936499987,0.998134118,0.926198555,0.988683914,0.933034928,0.919672296,0.958697299,0.955031942,0.968860387
601,F,2030,2030,Uribe 110,9,EtaMes,0.938680889,0.967285568,0.916721582,0.962011287,0.92567362,1.037192548,0.881611707,0.926844584,1.034652335,0.951591843,0.939520895,0.952134493
602,F,2030,2030,Uribe 110,10,EtaMes,0.988297656,0.989353583,0.97532656,0.951408121,0.981992364,0.954435716,1.025651395,0.967685339,0.96096561,1.008624145,0.99451632,0.9760759
603,F,2030,2030,Uribe 110,11,EtaMes,0.9493186,0.987042111,0.912549373,0.957490558,0.903903011,1.027493196,0.976207138,0.952864723,1.041022743,0.922149087,0.941146445,0.976688778
604,F,2030,2030,Uribe 110,12,EtaMes,1.002641271,0.968699865,0.988376841,0.980053109,0.97205317,0.910288215,1.025651395,0.980367785,0.953227781,0.985263694,0.999030167,0.989796145
605,F,2030,2030,Uribe 110,13,EtaMes,1.006001291,1.162757587,0.935253951,1.102756673,1.005358277,1.103811782,1.020036846,1.091888824,1.124181075,0.990848852,1.010244107,1.029400209
606,F,2030,2030,Uribe 110,14,EtaMes,1.05329569,1.152184628,0.994052985,1.116291464,1.072678073,0.959792525,1.045694733,1.134630652,1.033616268,1.039724804,1.061696305,0.997162431
607,F,2030,2030,Uribe 110,15,EtaMes,1.178378789,1.194551229,1.135738283,1.20650742,1.163248034,1.284653647,1.190190562,1.169354346,1.251050208,1.121184725,1.111389453,1.185184811
608,F,2030,2030,Uribe 110,16,EtaMes,1.188656497,1.173617144,1.188024306,1.198188593,1.201560482,1.110965389,1.206464035,1.218497749,1.134912763,1.135130787,1.147340027,1.160685352
609,F,2031,2031,Uribe 110,1,EtaMes,1.086055886,1.058654127,1.07080222,1.096427651,1.074791724,1.152095836,1.104351234,1.079990947,1.166960817,1.066042625,1.050152543,1.064645594
