DemVegINum,DemVegAñoFRlt,DemVegAñoIni,DemVegAñoFin,DemVegBar,DemVegIBlo,DemVegEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
5136,F,2027,2027,Dolores 110,16,EtaMes,1.188988064,1.17282491,1.187464434,1.198293415,1.20172551,1.110852352,1.206960967,1.218388472,1.134218383,1.135009496,1.1470236,1.160989505
5137,F,2028,2028,Dolores 110,1,EtaMes,1.086456657,1.0586288,1.071132428,1.095343933,1.07532102,1.152453741,1.105364926,1.081388269,1.166669631,1.066143751,1.050369849,1.064740357
5138,F,2028,2028,Dolores 110,2,EtaMes,1.03377997,1.057600007,1.068205837,1.052301093,1.063584202,1.025850023,1.086154039,1.099654962,1.001892905,1.010030922,1.026699542,1.036431784
5139,F,2028,2028,Dolores 110,3,EtaMes,0.957116579,0.907396115,0.92090074,0.970498281,0.949903254,1.046259051,0.959066627,0.961558758,1.047025345,0.97262237,0.96900317,0.936971514
5140,F,2028,2028,Dolores 110,4,EtaMes,0.912435461,0.918712846,0.927241688,0.911126999,0.930636177,0.913833256,0.931654168,0.965942764,0.908162358,0.947541636,0.953469532,0.943106447
5141,F,2028,2028,Dolores 110,5,EtaMes,0.915727754,0.862026309,0.875050809,0.886875249,0.870290237,0.997586484,0.845279061,0.920641364,0.989132948,0.935213817,0.928319831,0.922774976
5142,F,2028,2028,Dolores 110,6,EtaMes,0.98768787,0.964494169,0.978944801,0.909199708,0.962834527,0.940847694,0.954263905,0.955348082,0.915251223,0.961569843,0.966044382,1.034572714
5143,F,2028,2028,Dolores 110,7,EtaMes,0.918314555,0.929000784,0.920412975,0.9575426,0.927546174,1.005631537,0.820896012,0.908463568,0.968181414,0.922744299,0.883938006,0.889818727
5144,F,2028,2028,Dolores 110,8,EtaMes,0.976400008,0.994843586,0.989187871,0.93666361,0.997889182,0.925710293,0.988621839,0.93281916,0.919977133,0.95901926,0.955688623,0.96904048
5145,F,2028,2028,Dolores 110,9,EtaMes,0.939008968,0.967349072,0.916998618,0.961075967,0.924819701,1.037811746,0.881853636,0.926486706,1.034785238,0.951246054,0.939415287,0.952351097
5146,F,2028,2028,Dolores 110,10,EtaMes,0.988628525,0.98918522,0.975530445,0.951118295,0.982568999,0.954529576,1.025750574,0.968134768,0.960935019,1.008573446,0.994575555,0.976011994
5147,F,2028,2028,Dolores 110,11,EtaMes,0.946769372,0.988413625,0.913096496,0.9575426,0.903007916,1.028761062,0.975321994,0.952303633,1.040960427,0.922744299,0.939415287,0.976857026
5148,F,2028,2028,Dolores 110,12,EtaMes,1.002738352,0.969123741,0.989187871,0.980027666,0.972182435,0.909990685,1.025750574,0.980312563,0.953583603,0.985800383,0.998591053,0.989955022
5149,F,2028,2028,Dolores 110,13,EtaMes,1.003679007,1.163411447,0.936509227,1.102410668,1.007704485,1.104183427,1.020024252,1.092348285,1.124766563,0.991326646,1.009686509,1.029249012
5150,F,2028,2028,Dolores 110,14,EtaMes,1.053533728,1.152763431,0.995041054,1.115901708,1.071893454,0.958896134,1.045700342,1.134361681,1.033398971,1.039362628,1.062205002,0.99832084
5151,F,2028,2028,Dolores 110,15,EtaMes,1.179581513,1.195818451,1.135517438,1.206645011,1.162568162,1.285197104,1.190705601,1.169068399,1.250475767,1.12225658,1.112011272,1.184734905
5152,F,2028,2028,Dolores 110,16,EtaMes,1.188988064,1.17282491,1.187464434,1.198293415,1.20172551,1.110852352,1.206960967,1.218388472,1.134218383,1.135009496,1.1470236,1.160989505
5153,F,2029,2029,Dolores 110,1,EtaMes,1.086456657,1.0586288,1.071132428,1.095343933,1.07532102,1.152453741,1.105364926,1.081388269,1.166669631,1.066143751,1.050369849,1.064740357
5154,F,2029,2029,Dolores 110,2,EtaMes,1.03377997,1.057600007,1.068205837,1.052301093,1.063584202,1.025850023,1.086154039,1.099654962,1.001892905,1.010030922,1.026699542,1.036431784
5155,F,2029,2029,Dolores 110,3,EtaMes,0.957116579,0.907396115,0.92090074,0.970498281,0.949903254,1.046259051,0.959066627,0.961558758,1.047025345,0.97262237,0.96900317,0.936971514
5156,F,2029,2029,Dolores 110,4,EtaMes,0.912435461,0.918712846,0.927241688,0.911126999,0.930636177,0.913833256,0.931654168,0.965942764,0.908162358,0.947541636,0.953469532,0.943106447
5157,F,2029,2029,Dolores 110,5,EtaMes,0.915727754,0.862026309,0.875050809,0.886875249,0.870290237,0.997586484,0.845279061,0.920641364,0.989132948,0.935213817,0.928319831,0.922774976
5158,F,2029,2029,Dolores 110,6,EtaMes,0.98768787,0.964494169,0.978944801,0.909199708,0.962834527,0.940847694,0.954263905,0.955348082,0.915251223,0.961569843,0.966044382,1.034572714
5159,F,2029,2029,Dolores 110,7,EtaMes,0.918314555,0.929000784,0.920412975,0.9575426,0.927546174,1.005631537,0.820896012,0.908463568,0.968181414,0.922744299,0.883938006,0.889818727
5160,F,2029,2029,Dolores 110,8,EtaMes,0.976400008,0.994843586,0.989187871,0.93666361,0.997889182,0.925710293,0.988621839,0.93281916,0.919977133,0.95901926,0.955688623,0.96904048
5161,F,2029,2029,Dolores 110,9,EtaMes,0.939008968,0.967349072,0.916998618,0.961075967,0.924819701,1.037811746,0.881853636,0.926486706,1.034785238,0.951246054,0.939415287,0.952351097
5162,F,2029,2029,Dolores 110,10,EtaMes,0.988628525,0.98918522,0.975530445,0.951118295,0.982568999,0.954529576,1.025750574,0.968134768,0.960935019,1.008573446,0.994575555,0.976011994
5163,F,2029,2029,Dolores 110,11,EtaMes,0.946769372,0.988413625,0.913096496,0.9575426,0.903007916,1.028761062,0.975321994,0.952303633,1.040960427,0.922744299,0.939415287,0.976857026
5164,F,2029,2029,Dolores 110,12,EtaMes,1.002738352,0.969123741,0.989187871,0.980027666,0.972182435,0.909990685,1.025750574,0.980312563,0.953583603,0.985800383,0.998591053,0.989955022
5165,F,2029,2029,Dolores 110,13,EtaMes,1.003679007,1.163411447,0.936509227,1.102410668,1.007704485,1.104183427,1.020024252,1.092348285,1.124766563,0.991326646,1.009686509,1.029249012
5166,F,2029,2029,Dolores 110,14,EtaMes,1.053533728,1.152763431,0.995041054,1.115901708,1.071893454,0.958896134,1.045700342,1.134361681,1.033398971,1.039362628,1.062205002,0.99832084
5167,F,2029,2029,Dolores 110,15,EtaMes,1.179581513,1.195818451,1.135517438,1.206645011,1.162568162,1.285197104,1.190705601,1.169068399,1.250475767,1.12225658,1.112011272,1.184734905
5168,F,2029,2029,Dolores 110,16,EtaMes,1.188988064,1.17282491,1.187464434,1.198293415,1.20172551,1.110852352,1.206960967,1.218388472,1.134218383,1.135009496,1.1470236,1.160989505
5169,F,2030,2030,Dolores 110,1,EtaMes,1.086456657,1.0586288,1.071132428,1.095343933,1.07532102,1.152453741,1.105364926,1.081388269,1.166669631,1.066143751,1.050369849,1.064740357
5170,F,2030,2030,Dolores 110,2,EtaMes,1.03377997,1.057600007,1.068205837,1.052301093,1.063584202,1.025850023,1.086154039,1.099654962,1.001892905,1.010030922,1.026699542,1.036431784
5171,F,2030,2030,Dolores 110,3,EtaMes,0.957116579,0.907396115,0.92090074,0.970498281,0.949903254,1.046259051,0.959066627,0.961558758,1.047025345,0.97262237,0.96900317,0.936971514
5172,F,2030,2030,Dolores 110,4,EtaMes,0.912435461,0.918712846,0.927241688,0.911126999,0.930636177,0.913833256,0.931654168,0.965942764,0.908162358,0.947541636,0.953469532,0.943106447
5173,F,2030,2030,Dolores 110,5,EtaMes,0.915727754,0.862026309,0.875050809,0.886875249,0.870290237,0.997586484,0.845279061,0.920641364,0.989132948,0.935213817,0.928319831,0.922774976
5174,F,2030,2030,Dolores 110,6,EtaMes,0.98768787,0.964494169,0.978944801,0.909199708,0.962834527,0.940847694,0.954263905,0.955348082,0.915251223,0.961569843,0.966044382,1.034572714
5175,F,2030,2030,Dolores 110,7,EtaMes,0.918314555,0.929000784,0.920412975,0.9575426,0.927546174,1.005631537,0.820896012,0.908463568,0.968181414,0.922744299,0.883938006,0.889818727
5176,F,2030,2030,Dolores 110,8,EtaMes,0.976400008,0.994843586,0.989187871,0.93666361,0.997889182,0.925710293,0.988621839,0.93281916,0.919977133,0.95901926,0.955688623,0.96904048
5177,F,2030,2030,Dolores 110,9,EtaMes,0.939008968,0.967349072,0.916998618,0.961075967,0.924819701,1.037811746,0.881853636,0.926486706,1.034785238,0.951246054,0.939415287,0.952351097
5178,F,2030,2030,Dolores 110,10,EtaMes,0.988628525,0.98918522,0.975530445,0.951118295,0.982568999,0.954529576,1.025750574,0.968134768,0.960935019,1.008573446,0.994575555,0.976011994
5179,F,2030,2030,Dolores 110,11,EtaMes,0.946769372,0.988413625,0.913096496,0.9575426,0.903007916,1.028761062,0.975321994,0.952303633,1.040960427,0.922744299,0.939415287,0.976857026
5180,F,2030,2030,Dolores 110,12,EtaMes,1.002738352,0.969123741,0.989187871,0.980027666,0.972182435,0.909990685,1.025750574,0.980312563,0.953583603,0.985800383,0.998591053,0.989955022
5181,F,2030,2030,Dolores 110,13,EtaMes,1.003679007,1.163411447,0.936509227,1.102410668,1.007704485,1.104183427,1.020024252,1.092348285,1.124766563,0.991326646,1.009686509,1.029249012
5182,F,2030,2030,Dolores 110,14,EtaMes,1.053533728,1.152763431,0.995041054,1.115901708,1.071893454,0.958896134,1.045700342,1.134361681,1.033398971,1.039362628,1.062205002,0.99832084
5183,F,2030,2030,Dolores 110,15,EtaMes,1.179581513,1.195818451,1.135517438,1.206645011,1.162568162,1.285197104,1.190705601,1.169068399,1.250475767,1.12225658,1.112011272,1.184734905
5184,F,2030,2030,Dolores 110,16,EtaMes,1.188988064,1.17282491,1.187464434,1.198293415,1.20172551,1.110852352,1.206960967,1.218388472,1.134218383,1.135009496,1.1470236,1.160989505
5185,F,2031,2031,Dolores 110,1,EtaMes,1.086456657,1.0586288,1.071132428,1.095343933,1.07532102,1.152453741,1.105364926,1.081388269,1.166669631,1.066143751,1.050369849,1.064740357
5186,F,2031,2031,Dolores 110,2,EtaMes,1.03377997,1.057600007,1.068205837,1.052301093,1.063584202,1.025850023,1.086154039,1.099654962,1.001892905,1.010030922,1.026699542,1.036431784
5187,F,2031,2031,Dolores 110,3,EtaMes,0.957116579,0.907396115,0.92090074,0.970498281,0.949903254,1.046259051,0.959066627,0.961558758,1.047025345,0.97262237,0.96900317,0.936971514
5188,F,2031,2031,Dolores 110,4,EtaMes,0.912435461,0.918712846,0.927241688,0.911126999,0.930636177,0.913833256,0.931654168,0.965942764,0.908162358,0.947541636,0.953469532,0.943106447
5189,F,2031,2031,Dolores 110,5,EtaMes,0.915727754,0.862026309,0.875050809,0.886875249,0.870290237,0.997586484,0.845279061,0.920641364,0.989132948,0.935213817,0.928319831,0.922774976
5190,F,2031,2031,Dolores 110,6,EtaMes,0.98768787,0.964494169,0.978944801,0.909199708,0.962834527,0.940847694,0.954263905,0.955348082,0.915251223,0.961569843,0.966044382,1.034572714
5191,F,2031,2031,Dolores 110,7,EtaMes,0.918314555,0.929000784,0.920412975,0.9575426,0.927546174,1.005631537,0.820896012,0.908463568,0.968181414,0.922744299,0.883938006,0.889818727
5192,F,2031,2031,Dolores 110,8,EtaMes,0.976400008,0.994843586,0.989187871,0.93666361,0.997889182,0.925710293,0.988621839,0.93281916,0.919977133,0.95901926,0.955688623,0.96904048
5193,F,2031,2031,Dolores 110,9,EtaMes,0.939008968,0.967349072,0.916998618,0.961075967,0.924819701,1.037811746,0.881853636,0.926486706,1.034785238,0.951246054,0.939415287,0.952351097
5194,F,2031,2031,Dolores 110,10,EtaMes,0.988628525,0.98918522,0.975530445,0.951118295,0.982568999,0.954529576,1.025750574,0.968134768,0.960935019,1.008573446,0.994575555,0.976011994
5195,F,2031,2031,Dolores 110,11,EtaMes,0.946769372,0.988413625,0.913096496,0.9575426,0.903007916,1.028761062,0.975321994,0.952303633,1.040960427,0.922744299,0.939415287,0.976857026
5196,F,2031,2031,Dolores 110,12,EtaMes,1.002738352,0.969123741,0.989187871,0.980027666,0.972182435,0.909990685,1.025750574,0.980312563,0.953583603,0.985800383,0.998591053,0.989955022
5197,F,2031,2031,Dolores 110,13,EtaMes,1.003679007,1.163411447,0.936509227,1.102410668,1.007704485,1.104183427,1.020024252,1.092348285,1.124766563,0.991326646,1.009686509,1.029249012
5198,F,2031,2031,Dolores 110,14,EtaMes,1.053533728,1.152763431,0.995041054,1.115901708,1.071893454,0.958896134,1.045700342,1.134361681,1.033398971,1.039362628,1.062205002,0.99832084
5199,F,2031,2031,Dolores 110,15,EtaMes,1.179581513,1.195818451,1.135517438,1.206645011,1.162568162,1.285197104,1.190705601,1.169068399,1.250475767,1.12225658,1.112011272,1.184734905
5200,F,2031,2031,Dolores 110,16,EtaMes,1.188988064,1.17282491,1.187464434,1.198293415,1.20172551,1.110852352,1.206960967,1.218388472,1.134218383,1.135009496,1.1470236,1.160989505
5201,F,2032,2032,Dolores 110,1,EtaMes,1.086456657,1.0586288,1.071132428,1.095343933,1.07532102,1.152453741,1.105364926,1.081388269,1.166669631,1.066143751,1.050369849,1.064740357
5202,F,2032,2032,Dolores 110,2,EtaMes,1.03377997,1.057600007,1.068205837,1.052301093,1.063584202,1.025850023,1.086154039,1.099654962,1.001892905,1.010030922,1.026699542,1.036431784
5203,F,2032,2032,Dolores 110,3,EtaMes,0.957116579,0.907396115,0.92090074,0.970498281,0.949903254,1.046259051,0.959066627,0.961558758,1.047025345,0.97262237,0.96900317,0.936971514
5204,F,2032,2032,Dolores 110,4,EtaMes,0.912435461,0.918712846,0.927241688,0.911126999,0.930636177,0.913833256,0.931654168,0.965942764,0.908162358,0.947541636,0.953469532,0.943106447
5205,F,2032,2032,Dolores 110,5,EtaMes,0.915727754,0.862026309,0.875050809,0.886875249,0.870290237,0.997586484,0.845279061,0.920641364,0.989132948,0.935213817,0.928319831,0.922774976
5206,F,2032,2032,Dolores 110,6,EtaMes,0.98768787,0.964494169,0.978944801,0.909199708,0.962834527,0.940847694,0.954263905,0.955348082,0.915251223,0.961569843,0.966044382,1.034572714
5207,F,2032,2032,Dolores 110,7,EtaMes,0.918314555,0.929000784,0.920412975,0.9575426,0.927546174,1.005631537,0.820896012,0.908463568,0.968181414,0.922744299,0.883938006,0.889818727
5208,F,2032,2032,Dolores 110,8,EtaMes,0.976400008,0.994843586,0.989187871,0.93666361,0.997889182,0.925710293,0.988621839,0.93281916,0.919977133,0.95901926,0.955688623,0.96904048
5209,F,2032,2032,Dolores 110,9,EtaMes,0.939008968,0.967349072,0.916998618,0.961075967,0.924819701,1.037811746,0.881853636,0.926486706,1.034785238,0.951246054,0.939415287,0.952351097
5210,F,2032,2032,Dolores 110,10,EtaMes,0.988628525,0.98918522,0.975530445,0.951118295,0.982568999,0.954529576,1.025750574,0.968134768,0.960935019,1.008573446,0.994575555,0.976011994
5211,F,2032,2032,Dolores 110,11,EtaMes,0.946769372,0.988413625,0.913096496,0.9575426,0.903007916,1.028761062,0.975321994,0.952303633,1.040960427,0.922744299,0.939415287,0.976857026
5212,F,2032,2032,Dolores 110,12,EtaMes,1.002738352,0.969123741,0.989187871,0.980027666,0.972182435,0.909990685,1.025750574,0.980312563,0.953583603,0.985800383,0.998591053,0.989955022
5213,F,2032,2032,Dolores 110,13,EtaMes,1.003679007,1.163411447,0.936509227,1.102410668,1.007704485,1.104183427,1.020024252,1.092348285,1.124766563,0.991326646,1.009686509,1.029249012
5214,F,2032,2032,Dolores 110,14,EtaMes,1.053533728,1.152763431,0.995041054,1.115901708,1.071893454,0.958896134,1.045700342,1.134361681,1.033398971,1.039362628,1.062205002,0.99832084
5215,F,2032,2032,Dolores 110,15,EtaMes,1.179581513,1.195818451,1.135517438,1.206645011,1.162568162,1.285197104,1.190705601,1.169068399,1.250475767,1.12225658,1.112011272,1.184734905
5216,F,2032,2032,Dolores 110,16,EtaMes,1.188988064,1.17282491,1.187464434,1.198293415,1.20172551,1.110852352,1.206960967,1.218388472,1.134218383,1.135009496,1.1470236,1.160989505
5217,F,2033,2033,Dolores 110,1,EtaMes,1.086456657,1.0586288,1.071132428,1.095343933,1.07532102,1.152453741,1.105364926,1.081388269,1.166669631,1.066143751,1.050369849,1.064740357
5218,F,2033,2033,Dolores 110,2,EtaMes,1.03377997,1.057600007,1.068205837,1.052301093,1.063584202,1.025850023,1.086154039,1.099654962,1.001892905,1.010030922,1.026699542,1.036431784
5219,F,2033,2033,Dolores 110,3,EtaMes,0.957116579,0.907396115,0.92090074,0.970498281,0.949903254,1.046259051,0.959066627,0.961558758,1.047025345,0.97262237,0.96900317,0.936971514
5220,F,2033,2033,Dolores 110,4,EtaMes,0.912435461,0.918712846,0.927241688,0.911126999,0.930636177,0.913833256,0.931654168,0.965942764,0.908162358,0.947541636,0.953469532,0.943106447
5221,F,2033,2033,Dolores 110,5,EtaMes,0.915727754,0.862026309,0.875050809,0.886875249,0.870290237,0.997586484,0.845279061,0.920641364,0.989132948,0.935213817,0.928319831,0.922774976
5222,F,2033,2033,Dolores 110,6,EtaMes,0.98768787,0.964494169,0.978944801,0.909199708,0.962834527,0.940847694,0.954263905,0.955348082,0.915251223,0.961569843,0.966044382,1.034572714
5223,F,2033,2033,Dolores 110,7,EtaMes,0.918314555,0.929000784,0.920412975,0.9575426,0.927546174,1.005631537,0.820896012,0.908463568,0.968181414,0.922744299,0.883938006,0.889818727
5224,F,2033,2033,Dolores 110,8,EtaMes,0.976400008,0.994843586,0.989187871,0.93666361,0.997889182,0.925710293,0.988621839,0.93281916,0.919977133,0.95901926,0.955688623,0.96904048
5225,F,2033,2033,Dolores 110,9,EtaMes,0.939008968,0.967349072,0.916998618,0.961075967,0.924819701,1.037811746,0.881853636,0.926486706,1.034785238,0.951246054,0.939415287,0.952351097
5226,F,2033,2033,Dolores 110,10,EtaMes,0.988628525,0.98918522,0.975530445,0.951118295,0.982568999,0.954529576,1.025750574,0.968134768,0.960935019,1.008573446,0.994575555,0.976011994
5227,F,2033,2033,Dolores 110,11,EtaMes,0.946769372,0.988413625,0.913096496,0.9575426,0.903007916,1.028761062,0.975321994,0.952303633,1.040960427,0.922744299,0.939415287,0.976857026
5228,F,2033,2033,Dolores 110,12,EtaMes,1.002738352,0.969123741,0.989187871,0.980027666,0.972182435,0.909990685,1.025750574,0.980312563,0.953583603,0.985800383,0.998591053,0.989955022
5229,F,2033,2033,Dolores 110,13,EtaMes,1.003679007,1.163411447,0.936509227,1.102410668,1.007704485,1.104183427,1.020024252,1.092348285,1.124766563,0.991326646,1.009686509,1.029249012
5230,F,2033,2033,Dolores 110,14,EtaMes,1.053533728,1.152763431,0.995041054,1.115901708,1.071893454,0.958896134,1.045700342,1.134361681,1.033398971,1.039362628,1.062205002,0.99832084
5231,F,2033,2033,Dolores 110,15,EtaMes,1.179581513,1.195818451,1.135517438,1.206645011,1.162568162,1.285197104,1.190705601,1.169068399,1.250475767,1.12225658,1.112011272,1.184734905
5232,F,2033,2033,Dolores 110,16,EtaMes,1.188988064,1.17282491,1.187464434,1.198293415,1.20172551,1.110852352,1.206960967,1.218388472,1.134218383,1.135009496,1.1470236,1.160989505
5233,F,2034,2034,Dolores 110,1,EtaMes,1.086456657,1.0586288,1.071132428,1.095343933,1.07532102,1.152453741,1.105364926,1.081388269,1.166669631,1.066143751,1.050369849,1.064740357
5234,F,2034,2034,Dolores 110,2,EtaMes,1.03377997,1.057600007,1.068205837,1.052301093,1.063584202,1.025850023,1.086154039,1.099654962,1.001892905,1.010030922,1.026699542,1.036431784
5235,F,2034,2034,Dolores 110,3,EtaMes,0.957116579,0.907396115,0.92090074,0.970498281,0.949903254,1.046259051,0.959066627,0.961558758,1.047025345,0.97262237,0.96900317,0.936971514
5236,F,2034,2034,Dolores 110,4,EtaMes,0.912435461,0.918712846,0.927241688,0.911126999,0.930636177,0.913833256,0.931654168,0.965942764,0.908162358,0.947541636,0.953469532,0.943106447
5237,F,2034,2034,Dolores 110,5,EtaMes,0.915727754,0.862026309,0.875050809,0.886875249,0.870290237,0.997586484,0.845279061,0.920641364,0.989132948,0.935213817,0.928319831,0.922774976
5238,F,2034,2034,Dolores 110,6,EtaMes,0.98768787,0.964494169,0.978944801,0.909199708,0.962834527,0.940847694,0.954263905,0.955348082,0.915251223,0.961569843,0.966044382,1.034572714
5239,F,2034,2034,Dolores 110,7,EtaMes,0.918314555,0.929000784,0.920412975,0.9575426,0.927546174,1.005631537,0.820896012,0.908463568,0.968181414,0.922744299,0.883938006,0.889818727
5240,F,2034,2034,Dolores 110,8,EtaMes,0.976400008,0.994843586,0.989187871,0.93666361,0.997889182,0.925710293,0.988621839,0.93281916,0.919977133,0.95901926,0.955688623,0.96904048
5241,F,2034,2034,Dolores 110,9,EtaMes,0.939008968,0.967349072,0.916998618,0.961075967,0.924819701,1.037811746,0.881853636,0.926486706,1.034785238,0.951246054,0.939415287,0.952351097
5242,F,2034,2034,Dolores 110,10,EtaMes,0.988628525,0.98918522,0.975530445,0.951118295,0.982568999,0.954529576,1.025750574,0.968134768,0.960935019,1.008573446,0.994575555,0.976011994
5243,F,2034,2034,Dolores 110,11,EtaMes,0.946769372,0.988413625,0.913096496,0.9575426,0.903007916,1.028761062,0.975321994,0.952303633,1.040960427,0.922744299,0.939415287,0.976857026
5244,F,2034,2034,Dolores 110,12,EtaMes,1.002738352,0.969123741,0.989187871,0.980027666,0.972182435,0.909990685,1.025750574,0.980312563,0.953583603,0.985800383,0.998591053,0.989955022
5245,F,2034,2034,Dolores 110,13,EtaMes,1.003679007,1.163411447,0.936509227,1.102410668,1.007704485,1.104183427,1.020024252,1.092348285,1.124766563,0.991326646,1.009686509,1.029249012
5246,F,2034,2034,Dolores 110,14,EtaMes,1.053533728,1.152763431,0.995041054,1.115901708,1.071893454,0.958896134,1.045700342,1.134361681,1.033398971,1.039362628,1.062205002,0.99832084
5247,F,2034,2034,Dolores 110,15,EtaMes,1.179581513,1.195818451,1.135517438,1.206645011,1.162568162,1.285197104,1.190705601,1.169068399,1.250475767,1.12225658,1.112011272,1.184734905
5248,F,2034,2034,Dolores 110,16,EtaMes,1.188988064,1.17282491,1.187464434,1.198293415,1.20172551,1.110852352,1.206960967,1.218388472,1.134218383,1.135009496,1.1470236,1.160989505
5249,F,2035,2035,Dolores 110,1,EtaMes,1.086456657,1.0586288,1.071132428,1.095343933,1.07532102,1.152453741,1.105364926,1.081388269,1.166669631,1.066143751,1.050369849,1.064740357
5250,F,2035,2035,Dolores 110,2,EtaMes,1.03377997,1.057600007,1.068205837,1.052301093,1.063584202,1.025850023,1.086154039,1.099654962,1.001892905,1.010030922,1.026699542,1.036431784
5251,F,2035,2035,Dolores 110,3,EtaMes,0.957116579,0.907396115,0.92090074,0.970498281,0.949903254,1.046259051,0.959066627,0.961558758,1.047025345,0.97262237,0.96900317,0.936971514
5252,F,2035,2035,Dolores 110,4,EtaMes,0.912435461,0.918712846,0.927241688,0.911126999,0.930636177,0.913833256,0.931654168,0.965942764,0.908162358,0.947541636,0.953469532,0.943106447
5253,F,2035,2035,Dolores 110,5,EtaMes,0.915727754,0.862026309,0.875050809,0.886875249,0.870290237,0.997586484,0.845279061,0.920641364,0.989132948,0.935213817,0.928319831,0.922774976
5254,F,2035,2035,Dolores 110,6,EtaMes,0.98768787,0.964494169,0.978944801,0.909199708,0.962834527,0.940847694,0.954263905,0.955348082,0.915251223,0.961569843,0.966044382,1.034572714
5255,F,2035,2035,Dolores 110,7,EtaMes,0.918314555,0.929000784,0.920412975,0.9575426,0.927546174,1.005631537,0.820896012,0.908463568,0.968181414,0.922744299,0.883938006,0.889818727
5256,F,2035,2035,Dolores 110,8,EtaMes,0.976400008,0.994843586,0.989187871,0.93666361,0.997889182,0.925710293,0.988621839,0.93281916,0.919977133,0.95901926,0.955688623,0.96904048
5257,F,2035,2035,Dolores 110,9,EtaMes,0.939008968,0.967349072,0.916998618,0.961075967,0.924819701,1.037811746,0.881853636,0.926486706,1.034785238,0.951246054,0.939415287,0.952351097
5258,F,2035,2035,Dolores 110,10,EtaMes,0.988628525,0.98918522,0.975530445,0.951118295,0.982568999,0.954529576,1.025750574,0.968134768,0.960935019,1.008573446,0.994575555,0.976011994
5259,F,2035,2035,Dolores 110,11,EtaMes,0.946769372,0.988413625,0.913096496,0.9575426,0.903007916,1.028761062,0.975321994,0.952303633,1.040960427,0.922744299,0.939415287,0.976857026
5260,F,2035,2035,Dolores 110,12,EtaMes,1.002738352,0.969123741,0.989187871,0.980027666,0.972182435,0.909990685,1.025750574,0.980312563,0.953583603,0.985800383,0.998591053,0.989955022
5261,F,2035,2035,Dolores 110,13,EtaMes,1.003679007,1.163411447,0.936509227,1.102410668,1.007704485,1.104183427,1.020024252,1.092348285,1.124766563,0.991326646,1.009686509,1.029249012
5262,F,2035,2035,Dolores 110,14,EtaMes,1.053533728,1.152763431,0.995041054,1.115901708,1.071893454,0.958896134,1.045700342,1.134361681,1.033398971,1.039362628,1.062205002,0.99832084
5263,F,2035,2035,Dolores 110,15,EtaMes,1.179581513,1.195818451,1.135517438,1.206645011,1.162568162,1.285197104,1.190705601,1.169068399,1.250475767,1.12225658,1.112011272,1.184734905
5264,F,2035,2035,Dolores 110,16,EtaMes,1.188988064,1.17282491,1.187464434,1.198293415,1.20172551,1.110852352,1.206960967,1.218388472,1.134218383,1.135009496,1.1470236,1.160989505
5265,F,2036,*,Dolores 110,1,EtaMes,1.086456657,1.0586288,1.071132428,1.095343933,1.07532102,1.152453741,1.105364926,1.081388269,1.166669631,1.066143751,1.050369849,1.064740357
5266,F,2036,*,Dolores 110,2,EtaMes,1.03377997,1.057600007,1.068205837,1.052301093,1.063584202,1.025850023,1.086154039,1.099654962,1.001892905,1.010030922,1.026699542,1.036431784
5267,F,2036,*,Dolores 110,3,EtaMes,0.957116579,0.907396115,0.92090074,0.970498281,0.949903254,1.046259051,0.959066627,0.961558758,1.047025345,0.97262237,0.96900317,0.936971514
5268,F,2036,*,Dolores 110,4,EtaMes,0.912435461,0.918712846,0.927241688,0.911126999,0.930636177,0.913833256,0.931654168,0.965942764,0.908162358,0.947541636,0.953469532,0.943106447
5269,F,2036,*,Dolores 110,5,EtaMes,0.915727754,0.862026309,0.875050809,0.886875249,0.870290237,0.997586484,0.845279061,0.920641364,0.989132948,0.935213817,0.928319831,0.922774976
5270,F,2036,*,Dolores 110,6,EtaMes,0.98768787,0.964494169,0.978944801,0.909199708,0.962834527,0.940847694,0.954263905,0.955348082,0.915251223,0.961569843,0.966044382,1.034572714
5271,F,2036,*,Dolores 110,7,EtaMes,0.918314555,0.929000784,0.920412975,0.9575426,0.927546174,1.005631537,0.820896012,0.908463568,0.968181414,0.922744299,0.883938006,0.889818727
5272,F,2036,*,Dolores 110,8,EtaMes,0.976400008,0.994843586,0.989187871,0.93666361,0.997889182,0.925710293,0.988621839,0.93281916,0.919977133,0.95901926,0.955688623,0.96904048
5273,F,2036,*,Dolores 110,9,EtaMes,0.939008968,0.967349072,0.916998618,0.961075967,0.924819701,1.037811746,0.881853636,0.926486706,1.034785238,0.951246054,0.939415287,0.952351097
5274,F,2036,*,Dolores 110,10,EtaMes,0.988628525,0.98918522,0.975530445,0.951118295,0.982568999,0.954529576,1.025750574,0.968134768,0.960935019,1.008573446,0.994575555,0.976011994
5275,F,2036,*,Dolores 110,11,EtaMes,0.946769372,0.988413625,0.913096496,0.9575426,0.903007916,1.028761062,0.975321994,0.952303633,1.040960427,0.922744299,0.939415287,0.976857026
5276,F,2036,*,Dolores 110,12,EtaMes,1.002738352,0.969123741,0.989187871,0.980027666,0.972182435,0.909990685,1.025750574,0.980312563,0.953583603,0.985800383,0.998591053,0.989955022
