CenINum,CenAñoFRlt,CenAñoIni,CenAñoFin,CenIBlo,CenNom,CenDatTip,CenEtaTip,SemAbr01,SemAbr02,SemAbr03,SemAbr04,SemMay01,SemMay02,SemMay03,SemMay04,SemJun01,SemJun02,SemJun03,SemJun04,SemJul01,SemJul02,SemJul03,SemJul04,SemAgo01,SemAgo02,SemAgo03,SemAgo04,SemSep01,SemSep02,SemSep03,SemSep04,SemOct01,SemOct02,SemOct03,SemOct04,SemNov01,SemNov02,SemNov03,SemNov04,SemDic01,SemDic02,SemDic03,SemDic04,SemEne01,SemEne02,SemEne03,SemEne04,SemFeb01,SemFeb02,SemFeb03,SemFeb04,SemMar01,SemMar02,SemMar03,SemMar04
1,F,2017,2017,*,U16 GNL,CenPotMax,EtaSem,331.9,331.9,331.9,331.9,117.2402427,117.2402427,117.2402427,117.2402427,109.7983565,109.7983565,109.7983565,109.7983565,117.2402427,117.2402427,117.2402427,117.2402427,113.4582994,113.4582994,113.4582994,113.4582994,109.7983565,109.7983565,109.7983565,109.7983565,117.2402427,117.2402427,117.2402427,117.2402427,109.7983565,109.7983565,109.7983565,109.7983565,117.2402427,117.2402427,117.2402427,117.2402427,113.4582994,113.4582994,113.4582994,113.4582994,102.4784634,102.4784634,102.4784634,102.4784634,331.9,331.9,331.9,331.9
2,F,2017,2017,*,KELAR_GNL,CenPotMax,EtaSem,479.31,479.31,479.31,479.31,124.6050624,124.6050624,124.6050624,124.6050624,154.8435035,154.8435035,154.8435035,154.8435035,155.0274014,155.0274014,155.0274014,155.0274014,140.0513027,140.0513027,140.0513027,140.0513027,152.3038291,152.3038291,152.3038291,152.3038291,164.6163121,164.6163121,164.6163121,164.6163121,147.0624008,147.0624008,147.0624008,147.0624008,151.1487423,151.1487423,151.1487423,151.1487423,146.0266627,146.0266627,146.0266627,146.0266627,479.31,479.31,479.31,479.31,479.31,479.31,479.31,479.31
3,F,2017,2017,*,U16d,CenPotMax,EtaSem,0,0,0,0,214.6597573,214.6597573,214.6597573,214.6597573,222.1016435,222.1016435,222.1016435,222.1016435,214.6597573,214.6597573,214.6597573,214.6597573,218.4417006,218.4417006,218.4417006,218.4417006,222.1016435,222.1016435,222.1016435,222.1016435,214.6597573,214.6597573,214.6597573,214.6597573,222.1016435,222.1016435,222.1016435,222.1016435,214.6597573,214.6597573,214.6597573,214.6597573,218.4417006,218.4417006,218.4417006,218.4417006,229.4215366,229.4215366,229.4215366,229.4215366,0,0,0,0
4,F,2017,2017,*,KELAR_D,CenPotMax,EtaSem,0,0,0,0,317.0298873,317.0298873,317.0298873,317.0298873,290.0032277,290.0032277,290.0032277,290.0032277,289.8388626,289.8388626,289.8388626,289.8388626,303.2242723,303.2242723,303.2242723,303.2242723,292.2731502,292.2731502,292.2731502,292.2731502,281.2684398,281.2684398,281.2684398,281.2684398,296.9578592,296.9578592,296.9578592,296.9578592,293.3055492,293.3055492,293.3055492,293.3055492,297.8835862,297.8835862,297.8835862,297.8835862,0,0,0,0,0,0,0,0
