CenINum,CenAñoFRlt,CenAñoIni,CenAñoFin,CenIBlo,CenNom,CenDatTip,CenEtaTip,1,2,3,4,5,6,7,8,9,10,11,12
312,F,2023,2023,*,DIESEL_TARAPACA,CenCosVar,EtaMes,818.68,818.68,818.68,818.68,818.68,818.68,818.68,818.68,818.68,836.78,836.78,836.78
313,F,2024,2024,*,DIESEL_TARAPACA,CenCosVar,EtaMes,836.78,836.78,836.78,836.78,836.78,836.78,836.78,836.78,836.78,859.39,859.39,859.39
314,F,2025,2025,*,DIESEL_TARAPACA,CenCosVar,EtaMes,859.39,859.39,859.39,859.39,859.39,859.39,859.39,859.39,859.39,891.05,891.05,891.05
315,F,2026,2026,*,DIESEL_TARAPACA,CenCosVar,EtaMes,891.05,891.05,891.05,891.05,891.05,891.05,891.05,891.05,891.05,913.67,913.67,913.67
316,F,2027,2027,*,DIESEL_TARAPACA,CenCosVar,EtaMes,913.67,913.67,913.67,913.67,913.67,913.67,913.67,913.67,913.67,936.29,936.29,936.29
317,F,2028,2028,*,DIESEL_TARAPACA,CenCosVar,EtaMes,936.29,936.29,936.29,936.29,936.29,936.29,936.29,936.29,936.29,963.42,963.42,963.42
318,F,2029,2029,*,DIESEL_TARAPACA,CenCosVar,EtaMes,963.42,963.42,963.42,963.42,963.42,963.42,963.42,963.42,963.42,978.26,978.26,978.26
319,F,2030,2030,*,DIESEL_TARAPACA,CenCosVar,EtaMes,978.26,978.26,978.26,978.26,978.26,978.26,978.26,978.26,978.26,1008.67,1008.67,1008.67
320,F,2031,*,*,DIESEL_TARAPACA,CenCosVar,EtaMes,1008.67,1008.67,1008.67,1008.67,1008.67,1008.67,1008.67,1008.67,1008.67,1008.67,1008.67,1008.67
321,F,2016,2016,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,443.68,443.68,443.68,443.68,443.68,443.68,443.68,443.68,443.68,443.68,443.68,443.68
322,F,2017,2017,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,443.68,443.68,443.68,443.68,443.68,443.68,443.68,443.68,443.68,527.98,527.98,527.98
323,F,2018,2018,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,527.98,527.98,527.98,527.98,527.98,527.98,527.98,527.98,527.98,647.77,647.77,647.77
324,F,2019,2019,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,647.77,647.77,647.77,647.77,647.77,647.77,647.77,647.77,647.77,705.45,705.45,705.45
325,F,2020,2020,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,705.45,705.45,705.45,705.45,705.45,705.45,705.45,705.45,705.45,749.82,749.82,749.82
326,F,2021,2021,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,749.82,749.82,749.82,749.82,749.82,749.82,749.82,749.82,749.82,780.88,780.88,780.88
327,F,2022,2022,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,780.88,780.88,780.88,780.88,780.88,780.88,780.88,780.88,780.88,803.06,803.06,803.06
328,F,2023,2023,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,803.06,803.06,803.06,803.06,803.06,803.06,803.06,803.06,803.06,820.81,820.81,820.81
329,F,2024,2024,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,820.81,820.81,820.81,820.81,820.81,820.81,820.81,820.81,820.81,842.99,842.99,842.99
330,F,2025,2025,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,842.99,842.99,842.99,842.99,842.99,842.99,842.99,842.99,842.99,874.05,874.05,874.05
331,F,2026,2026,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,874.05,874.05,874.05,874.05,874.05,874.05,874.05,874.05,874.05,896.23,896.23,896.23
332,F,2027,2027,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,896.23,896.23,896.23,896.23,896.23,896.23,896.23,896.23,896.23,918.42,918.42,918.42
333,F,2028,2028,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,918.42,918.42,918.42,918.42,918.42,918.42,918.42,918.42,918.42,945.04,945.04,945.04
334,F,2029,2029,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,945.04,945.04,945.04,945.04,945.04,945.04,945.04,945.04,945.04,959.59,959.59,959.59
335,F,2030,2030,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,959.59,959.59,959.59,959.59,959.59,959.59,959.59,959.59,959.59,989.42,989.42,989.42
336,F,2031,*,*,DIESEL_TOCOPILLA,CenCosVar,EtaMes,989.42,989.42,989.42,989.42,989.42,989.42,989.42,989.42,989.42,989.42,989.42,989.42
337,F,2016,2016,*,DIESEL_UJINA,CenCosVar,EtaMes,374.79,374.79,374.79,374.79,374.79,374.79,374.79,374.79,374.79,374.79,374.79,374.79
338,F,2017,2017,*,DIESEL_UJINA,CenCosVar,EtaMes,374.79,374.79,374.79,374.79,374.79,374.79,374.79,374.79,374.79,446.00,446.00,446.00
339,F,2018,2018,*,DIESEL_UJINA,CenCosVar,EtaMes,446.00,446.00,446.00,446.00,446.00,446.00,446.00,446.00,446.00,547.20,547.20,547.20
340,F,2019,2019,*,DIESEL_UJINA,CenCosVar,EtaMes,547.20,547.20,547.20,547.20,547.20,547.20,547.20,547.20,547.20,595.92,595.92,595.92
341,F,2020,2020,*,DIESEL_UJINA,CenCosVar,EtaMes,595.92,595.92,595.92,595.92,595.92,595.92,595.92,595.92,595.92,633.40,633.40,633.40
342,F,2021,2021,*,DIESEL_UJINA,CenCosVar,EtaMes,633.40,633.40,633.40,633.40,633.40,633.40,633.40,633.40,633.40,659.64,659.64,659.64
343,F,2022,2022,*,DIESEL_UJINA,CenCosVar,EtaMes,659.64,659.64,659.64,659.64,659.64,659.64,659.64,659.64,659.64,678.37,678.37,678.37
344,F,2023,2023,*,DIESEL_UJINA,CenCosVar,EtaMes,678.37,678.37,678.37,678.37,678.37,678.37,678.37,678.37,678.37,693.37,693.37,693.37
345,F,2024,2024,*,DIESEL_UJINA,CenCosVar,EtaMes,693.37,693.37,693.37,693.37,693.37,693.37,693.37,693.37,693.37,712.11,712.11,712.11
346,F,2025,2025,*,DIESEL_UJINA,CenCosVar,EtaMes,712.11,712.11,712.11,712.11,712.11,712.11,712.11,712.11,712.11,738.34,738.34,738.34
347,F,2026,2026,*,DIESEL_UJINA,CenCosVar,EtaMes,738.34,738.34,738.34,738.34,738.34,738.34,738.34,738.34,738.34,757.08,757.08,757.08
348,F,2027,2027,*,DIESEL_UJINA,CenCosVar,EtaMes,757.08,757.08,757.08,757.08,757.08,757.08,757.08,757.08,757.08,775.82,775.82,775.82
349,F,2028,2028,*,DIESEL_UJINA,CenCosVar,EtaMes,775.82,775.82,775.82,775.82,775.82,775.82,775.82,775.82,775.82,798.31,798.31,798.31
350,F,2029,2029,*,DIESEL_UJINA,CenCosVar,EtaMes,798.31,798.31,798.31,798.31,798.31,798.31,798.31,798.31,798.31,810.60,810.60,810.60
351,F,2030,2030,*,DIESEL_UJINA,CenCosVar,EtaMes,810.60,810.60,810.60,810.60,810.60,810.60,810.60,810.60,810.60,835.80,835.80,835.80
352,F,2031,*,*,DIESEL_UJINA,CenCosVar,EtaMes,835.80,835.80,835.80,835.80,835.80,835.80,835.80,835.80,835.80,835.80,835.80,835.80
353,F,2016,2016,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03
354,F,2017,2017,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,521.25,521.25,521.25
355,F,2018,2018,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,521.25,521.25,521.25,521.25,521.25,521.25,521.25,521.25,521.25,639.52,639.52,639.52
356,F,2019,2019,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,639.52,639.52,639.52,639.52,639.52,639.52,639.52,639.52,639.52,696.47,696.47,696.47
357,F,2020,2020,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,696.47,696.47,696.47,696.47,696.47,696.47,696.47,696.47,696.47,740.27,740.27,740.27
358,F,2021,2021,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,740.27,740.27,740.27,740.27,740.27,740.27,740.27,740.27,740.27,770.93,770.93,770.93
359,F,2022,2022,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,770.93,770.93,770.93,770.93,770.93,770.93,770.93,770.93,770.93,792.83,792.83,792.83
360,F,2023,2023,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,792.83,792.83,792.83,792.83,792.83,792.83,792.83,792.83,792.83,810.35,810.35,810.35
361,F,2024,2024,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,810.35,810.35,810.35,810.35,810.35,810.35,810.35,810.35,810.35,832.26,832.26,832.26
362,F,2025,2025,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,832.26,832.26,832.26,832.26,832.26,832.26,832.26,832.26,832.26,862.92,862.92,862.92
363,F,2026,2026,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,862.92,862.92,862.92,862.92,862.92,862.92,862.92,862.92,862.92,884.82,884.82,884.82
364,F,2027,2027,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,884.82,884.82,884.82,884.82,884.82,884.82,884.82,884.82,884.82,906.72,906.72,906.72
365,F,2028,2028,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,906.72,906.72,906.72,906.72,906.72,906.72,906.72,906.72,906.72,933.00,933.00,933.00
366,F,2029,2029,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,933.00,933.00,933.00,933.00,933.00,933.00,933.00,933.00,933.00,947.37,947.37,947.37
367,F,2030,2030,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,947.37,947.37,947.37,947.37,947.37,947.37,947.37,947.37,947.37,976.82,976.82,976.82
368,F,2031,*,*,DIESEL-FUEL_MAIQ_IQUIQUE,CenCosVar,EtaMes,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82
369,F,2016,2016,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,516.40,516.40,516.40,516.40,516.40,516.40,516.40,516.40,516.40,516.40,516.40,516.40
370,F,2017,2017,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,516.40,516.40,516.40,516.40,516.40,516.40,516.40,516.40,516.40,614.51,614.51,614.51
371,F,2018,2018,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,614.51,614.51,614.51,614.51,614.51,614.51,614.51,614.51,614.51,753.94,753.94,753.94
372,F,2019,2019,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,753.94,753.94,753.94,753.94,753.94,753.94,753.94,753.94,753.94,821.07,821.07,821.07
373,F,2020,2020,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,821.07,821.07,821.07,821.07,821.07,821.07,821.07,821.07,821.07,872.71,872.71,872.71
374,F,2021,2021,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,872.71,872.71,872.71,872.71,872.71,872.71,872.71,872.71,872.71,908.86,908.86,908.86
375,F,2022,2022,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,908.86,908.86,908.86,908.86,908.86,908.86,908.86,908.86,908.86,934.68,934.68,934.68
376,F,2023,2023,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,934.68,934.68,934.68,934.68,934.68,934.68,934.68,934.68,934.68,955.34,955.34,955.34
377,F,2024,2024,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,955.34,955.34,955.34,955.34,955.34,955.34,955.34,955.34,955.34,981.16,981.16,981.16
378,F,2025,2025,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,981.16,981.16,981.16,981.16,981.16,981.16,981.16,981.16,981.16,1017.30,1017.30,1017.30
379,F,2026,2026,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,1017.30,1017.30,1017.30,1017.30,1017.30,1017.30,1017.30,1017.30,1017.30,1043.12,1043.12,1043.12
380,F,2027,2027,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,1043.12,1043.12,1043.12,1043.12,1043.12,1043.12,1043.12,1043.12,1043.12,1068.94,1068.94,1068.94
381,F,2028,2028,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,1068.94,1068.94,1068.94,1068.94,1068.94,1068.94,1068.94,1068.94,1068.94,1099.93,1099.93,1099.93
382,F,2029,2029,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,1099.93,1099.93,1099.93,1099.93,1099.93,1099.93,1099.93,1099.93,1099.93,1116.86,1116.86,1116.86
383,F,2030,2030,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,1116.86,1116.86,1116.86,1116.86,1116.86,1116.86,1116.86,1116.86,1116.86,1151.58,1151.58,1151.58
384,F,2031,*,*,DIESEL-FUEL_MANTOS BLANCOS,CenCosVar,EtaMes,1151.58,1151.58,1151.58,1151.58,1151.58,1151.58,1151.58,1151.58,1151.58,1151.58,1151.58,1151.58
385,F,2016,2016,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03
386,F,2017,2017,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,521.25,521.25,521.25
387,F,2018,2018,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,521.25,521.25,521.25,521.25,521.25,521.25,521.25,521.25,521.25,639.52,639.52,639.52
388,F,2019,2019,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,639.52,639.52,639.52,639.52,639.52,639.52,639.52,639.52,639.52,696.47,696.47,696.47
389,F,2020,2020,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,696.47,696.47,696.47,696.47,696.47,696.47,696.47,696.47,696.47,740.27,740.27,740.27
390,F,2021,2021,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,740.27,740.27,740.27,740.27,740.27,740.27,740.27,740.27,740.27,770.93,770.93,770.93
391,F,2022,2022,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,770.93,770.93,770.93,770.93,770.93,770.93,770.93,770.93,770.93,792.83,792.83,792.83
392,F,2023,2023,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,792.83,792.83,792.83,792.83,792.83,792.83,792.83,792.83,792.83,810.35,810.35,810.35
393,F,2024,2024,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,810.35,810.35,810.35,810.35,810.35,810.35,810.35,810.35,810.35,832.26,832.26,832.26
394,F,2025,2025,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,832.26,832.26,832.26,832.26,832.26,832.26,832.26,832.26,832.26,862.92,862.92,862.92
395,F,2026,2026,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,862.92,862.92,862.92,862.92,862.92,862.92,862.92,862.92,862.92,884.82,884.82,884.82
396,F,2027,2027,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,884.82,884.82,884.82,884.82,884.82,884.82,884.82,884.82,884.82,906.72,906.72,906.72
397,F,2028,2028,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,906.72,906.72,906.72,906.72,906.72,906.72,906.72,906.72,906.72,933.00,933.00,933.00
398,F,2029,2029,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,933.00,933.00,933.00,933.00,933.00,933.00,933.00,933.00,933.00,947.37,947.37,947.37
399,F,2030,2030,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,947.37,947.37,947.37,947.37,947.37,947.37,947.37,947.37,947.37,976.82,976.82,976.82
400,F,2031,*,*,DIESEL-FUEL_MSIQ_IQUIQUE,CenCosVar,EtaMes,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82
401,F,2016,2016,*,FUEL_INACAL,CenCosVar,EtaMes,415.97,415.97,415.97,415.97,415.97,415.97,415.97,415.97,415.97,415.97,415.97,415.97
402,F,2017,2017,*,FUEL_INACAL,CenCosVar,EtaMes,415.97,415.97,415.97,415.97,415.97,415.97,415.97,415.97,415.97,495.01,495.01,495.01
403,F,2018,2018,*,FUEL_INACAL,CenCosVar,EtaMes,495.01,495.01,495.01,495.01,495.01,495.01,495.01,495.01,495.01,607.32,607.32,607.32
404,F,2019,2019,*,FUEL_INACAL,CenCosVar,EtaMes,607.32,607.32,607.32,607.32,607.32,607.32,607.32,607.32,607.32,661.40,661.40,661.40
405,F,2020,2020,*,FUEL_INACAL,CenCosVar,EtaMes,661.40,661.40,661.40,661.40,661.40,661.40,661.40,661.40,661.40,703.00,703.00,703.00
406,F,2021,2021,*,FUEL_INACAL,CenCosVar,EtaMes,703.00,703.00,703.00,703.00,703.00,703.00,703.00,703.00,703.00,732.12,732.12,732.12
407,F,2022,2022,*,FUEL_INACAL,CenCosVar,EtaMes,732.12,732.12,732.12,732.12,732.12,732.12,732.12,732.12,732.12,752.91,752.91,752.91
408,F,2023,2023,*,FUEL_INACAL,CenCosVar,EtaMes,752.91,752.91,752.91,752.91,752.91,752.91,752.91,752.91,752.91,769.55,769.55,769.55
409,F,2024,2024,*,FUEL_INACAL,CenCosVar,EtaMes,769.55,769.55,769.55,769.55,769.55,769.55,769.55,769.55,769.55,790.35,790.35,790.35
410,F,2025,2025,*,FUEL_INACAL,CenCosVar,EtaMes,790.35,790.35,790.35,790.35,790.35,790.35,790.35,790.35,790.35,819.47,819.47,819.47
411,F,2026,2026,*,FUEL_INACAL,CenCosVar,EtaMes,819.47,819.47,819.47,819.47,819.47,819.47,819.47,819.47,819.47,840.27,840.27,840.27
412,F,2027,2027,*,FUEL_INACAL,CenCosVar,EtaMes,840.27,840.27,840.27,840.27,840.27,840.27,840.27,840.27,840.27,861.07,861.07,861.07
413,F,2028,2028,*,FUEL_INACAL,CenCosVar,EtaMes,861.07,861.07,861.07,861.07,861.07,861.07,861.07,861.07,861.07,886.03,886.03,886.03
414,F,2029,2029,*,FUEL_INACAL,CenCosVar,EtaMes,886.03,886.03,886.03,886.03,886.03,886.03,886.03,886.03,886.03,899.67,899.67,899.67
415,F,2030,2030,*,FUEL_INACAL,CenCosVar,EtaMes,899.67,899.67,899.67,899.67,899.67,899.67,899.67,899.67,899.67,927.64,927.64,927.64
416,F,2031,*,*,FUEL_INACAL,CenCosVar,EtaMes,927.64,927.64,927.64,927.64,927.64,927.64,927.64,927.64,927.64,927.64,927.64,927.64
417,F,2016,2016,*,FUEL_TAMAYA,CenCosVar,EtaMes,359.79,359.79,359.79,359.79,359.79,359.79,359.79,359.79,359.79,359.79,359.79,359.79
418,F,2017,2017,*,FUEL_TAMAYA,CenCosVar,EtaMes,359.79,359.79,359.79,359.79,359.79,359.79,359.79,359.79,359.79,428.16,428.16,428.16
419,F,2018,2018,*,FUEL_TAMAYA,CenCosVar,EtaMes,428.16,428.16,428.16,428.16,428.16,428.16,428.16,428.16,428.16,525.30,525.30,525.30
420,F,2019,2019,*,FUEL_TAMAYA,CenCosVar,EtaMes,525.30,525.30,525.30,525.30,525.30,525.30,525.30,525.30,525.30,572.07,572.07,572.07
421,F,2020,2020,*,FUEL_TAMAYA,CenCosVar,EtaMes,572.07,572.07,572.07,572.07,572.07,572.07,572.07,572.07,572.07,608.05,608.05,608.05
422,F,2021,2021,*,FUEL_TAMAYA,CenCosVar,EtaMes,608.05,608.05,608.05,608.05,608.05,608.05,608.05,608.05,608.05,633.24,633.24,633.24
423,F,2022,2022,*,FUEL_TAMAYA,CenCosVar,EtaMes,633.24,633.24,633.24,633.24,633.24,633.24,633.24,633.24,633.24,651.23,651.23,651.23
424,F,2023,2023,*,FUEL_TAMAYA,CenCosVar,EtaMes,651.23,651.23,651.23,651.23,651.23,651.23,651.23,651.23,651.23,665.62,665.62,665.62
425,F,2024,2024,*,FUEL_TAMAYA,CenCosVar,EtaMes,665.62,665.62,665.62,665.62,665.62,665.62,665.62,665.62,665.62,683.61,683.61,683.61
426,F,2025,2025,*,FUEL_TAMAYA,CenCosVar,EtaMes,683.61,683.61,683.61,683.61,683.61,683.61,683.61,683.61,683.61,708.80,708.80,708.80
427,F,2026,2026,*,FUEL_TAMAYA,CenCosVar,EtaMes,708.80,708.80,708.80,708.80,708.80,708.80,708.80,708.80,708.80,726.78,726.78,726.78
428,F,2027,2027,*,FUEL_TAMAYA,CenCosVar,EtaMes,726.78,726.78,726.78,726.78,726.78,726.78,726.78,726.78,726.78,744.77,744.77,744.77
429,F,2028,2028,*,FUEL_TAMAYA,CenCosVar,EtaMes,744.77,744.77,744.77,744.77,744.77,744.77,744.77,744.77,744.77,766.36,766.36,766.36
430,F,2029,2029,*,FUEL_TAMAYA,CenCosVar,EtaMes,766.36,766.36,766.36,766.36,766.36,766.36,766.36,766.36,766.36,778.16,778.16,778.16
431,F,2030,2030,*,FUEL_TAMAYA,CenCosVar,EtaMes,778.16,778.16,778.16,778.16,778.16,778.16,778.16,778.16,778.16,802.35,802.35,802.35
432,F,2031,*,*,FUEL_TAMAYA,CenCosVar,EtaMes,802.35,802.35,802.35,802.35,802.35,802.35,802.35,802.35,802.35,802.35,802.35,802.35
433,F,2016,2016,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,306.89,306.89,306.89,306.89,306.89,306.89,306.89,306.89,306.89,306.89,306.89,306.89
434,F,2017,2017,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,306.89,306.89,306.89,306.89,306.89,306.89,306.89,306.89,306.89,365.20,365.20,365.20
435,F,2018,2018,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,365.20,365.20,365.20,365.20,365.20,365.20,365.20,365.20,365.20,448.07,448.07,448.07
436,F,2019,2019,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,448.07,448.07,448.07,448.07,448.07,448.07,448.07,448.07,448.07,487.96,487.96,487.96
437,F,2020,2020,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,487.96,487.96,487.96,487.96,487.96,487.96,487.96,487.96,487.96,518.65,518.65,518.65
438,F,2021,2021,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,518.65,518.65,518.65,518.65,518.65,518.65,518.65,518.65,518.65,540.13,540.13,540.13
439,F,2022,2022,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,540.13,540.13,540.13,540.13,540.13,540.13,540.13,540.13,540.13,555.48,555.48,555.48
440,F,2023,2023,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,555.48,555.48,555.48,555.48,555.48,555.48,555.48,555.48,555.48,567.76,567.76,567.76
441,F,2024,2024,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,567.76,567.76,567.76,567.76,567.76,567.76,567.76,567.76,567.76,583.10,583.10,583.10
442,F,2025,2025,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,583.10,583.10,583.10,583.10,583.10,583.10,583.10,583.10,583.10,604.58,604.58,604.58
443,F,2026,2026,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,604.58,604.58,604.58,604.58,604.58,604.58,604.58,604.58,604.58,619.93,619.93,619.93
444,F,2027,2027,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,619.93,619.93,619.93,619.93,619.93,619.93,619.93,619.93,619.93,635.27,635.27,635.27
445,F,2028,2028,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,635.27,635.27,635.27,635.27,635.27,635.27,635.27,635.27,635.27,653.69,653.69,653.69
446,F,2029,2029,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,653.69,653.69,653.69,653.69,653.69,653.69,653.69,653.69,653.69,663.75,663.75,663.75
447,F,2030,2030,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,663.75,663.75,663.75,663.75,663.75,663.75,663.75,663.75,663.75,684.39,684.39,684.39
448,F,2031,*,*,FUEL_TOCOPILLA,CenCosVar,EtaMes,684.39,684.39,684.39,684.39,684.39,684.39,684.39,684.39,684.39,684.39,684.39,684.39
449,F,2016,2016,*,GNL EDELNOR,CenCosVar,EtaMes,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
450,F,2017,2017,*,GNL EDELNOR,CenCosVar,EtaMes,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.22,0.22,0.22
451,F,2018,2018,*,GNL EDELNOR,CenCosVar,EtaMes,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.28,0.28,0.28
452,F,2019,2019,*,GNL EDELNOR,CenCosVar,EtaMes,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.30,0.30,0.30
453,F,2020,2020,*,GNL EDELNOR,CenCosVar,EtaMes,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30
454,F,2021,2021,*,GNL EDELNOR,CenCosVar,EtaMes,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.35,0.35,0.35
455,F,2022,2022,*,GNL EDELNOR,CenCosVar,EtaMes,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36
456,F,2023,2023,*,GNL EDELNOR,CenCosVar,EtaMes,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.37
457,F,2024,2024,*,GNL EDELNOR,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38
458,F,2025,2025,*,GNL EDELNOR,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37
459,F,2026,2026,*,GNL EDELNOR,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
460,F,2027,2027,*,GNL EDELNOR,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
461,F,2028,2028,*,GNL EDELNOR,CenCosVar,EtaMes,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38
462,F,2029,2029,*,GNL EDELNOR,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
463,F,2030,2030,*,GNL EDELNOR,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
464,F,2031,*,*,GNL EDELNOR,CenCosVar,EtaMes,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
465,F,2016,2016,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
466,F,2017,2017,*,GNL ELECTROANDINA,CenCosVar,EtaMes,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.22,0.22,0.22
