CenINum,CenAñoFRlt,CenAñoIni,CenAñoFin,CenIBlo,CenNom,CenDatTip,CenEtaTip,1,2,3,4,5,6,7,8,9,10,11,12
153,F,2024,2024,*,DIESEL_ARICA,CenCosVar,EtaMes,835.02,835.02,835.02,835.02,835.02,835.02,835.02,835.02,835.02,857.59,857.59,857.59
154,F,2025,2025,*,DIESEL_ARICA,CenCosVar,EtaMes,857.59,857.59,857.59,857.59,857.59,857.59,857.59,857.59,857.59,889.19,889.19,889.19
155,F,2026,2026,*,DIESEL_ARICA,CenCosVar,EtaMes,889.19,889.19,889.19,889.19,889.19,889.19,889.19,889.19,889.19,911.75,911.75,911.75
156,F,2027,2027,*,DIESEL_ARICA,CenCosVar,EtaMes,911.75,911.75,911.75,911.75,911.75,911.75,911.75,911.75,911.75,934.32,934.32,934.32
157,F,2028,2028,*,DIESEL_ARICA,CenCosVar,EtaMes,934.32,934.32,934.32,934.32,934.32,934.32,934.32,934.32,934.32,961.40,961.40,961.40
158,F,2029,2029,*,DIESEL_ARICA,CenCosVar,EtaMes,961.40,961.40,961.40,961.40,961.40,961.40,961.40,961.40,961.40,976.21,976.21,976.21
159,F,2030,2030,*,DIESEL_ARICA,CenCosVar,EtaMes,976.21,976.21,976.21,976.21,976.21,976.21,976.21,976.21,976.21,1006.55,1006.55,1006.55
160,F,2031,*,*,DIESEL_ARICA,CenCosVar,EtaMes,1006.55,1006.55,1006.55,1006.55,1006.55,1006.55,1006.55,1006.55,1006.55,1006.55,1006.55,1006.55
161,F,2016,2016,*,DIESEL_ATACAMA,CenCosVar,EtaMes,471.31,471.31,471.31,471.31,471.31,471.31,471.31,471.31,471.31,471.31,471.31,471.31
162,F,2017,2017,*,DIESEL_ATACAMA,CenCosVar,EtaMes,471.31,471.31,471.31,471.31,471.31,471.31,471.31,471.31,471.31,560.86,560.86,560.86
163,F,2018,2018,*,DIESEL_ATACAMA,CenCosVar,EtaMes,560.86,560.86,560.86,560.86,560.86,560.86,560.86,560.86,560.86,688.11,688.11,688.11
164,F,2019,2019,*,DIESEL_ATACAMA,CenCosVar,EtaMes,688.11,688.11,688.11,688.11,688.11,688.11,688.11,688.11,688.11,749.38,749.38,749.38
165,F,2020,2020,*,DIESEL_ATACAMA,CenCosVar,EtaMes,749.38,749.38,749.38,749.38,749.38,749.38,749.38,749.38,749.38,796.51,796.51,796.51
166,F,2021,2021,*,DIESEL_ATACAMA,CenCosVar,EtaMes,796.51,796.51,796.51,796.51,796.51,796.51,796.51,796.51,796.51,829.50,829.50,829.50
167,F,2022,2022,*,DIESEL_ATACAMA,CenCosVar,EtaMes,829.50,829.50,829.50,829.50,829.50,829.50,829.50,829.50,829.50,853.07,853.07,853.07
168,F,2023,2023,*,DIESEL_ATACAMA,CenCosVar,EtaMes,853.07,853.07,853.07,853.07,853.07,853.07,853.07,853.07,853.07,871.92,871.92,871.92
169,F,2024,2024,*,DIESEL_ATACAMA,CenCosVar,EtaMes,871.92,871.92,871.92,871.92,871.92,871.92,871.92,871.92,871.92,895.48,895.48,895.48
170,F,2025,2025,*,DIESEL_ATACAMA,CenCosVar,EtaMes,895.48,895.48,895.48,895.48,895.48,895.48,895.48,895.48,895.48,928.48,928.48,928.48
171,F,2026,2026,*,DIESEL_ATACAMA,CenCosVar,EtaMes,928.48,928.48,928.48,928.48,928.48,928.48,928.48,928.48,928.48,952.04,952.04,952.04
172,F,2027,2027,*,DIESEL_ATACAMA,CenCosVar,EtaMes,952.04,952.04,952.04,952.04,952.04,952.04,952.04,952.04,952.04,975.61,975.61,975.61
173,F,2028,2028,*,DIESEL_ATACAMA,CenCosVar,EtaMes,975.61,975.61,975.61,975.61,975.61,975.61,975.61,975.61,975.61,1003.89,1003.89,1003.89
174,F,2029,2029,*,DIESEL_ATACAMA,CenCosVar,EtaMes,1003.89,1003.89,1003.89,1003.89,1003.89,1003.89,1003.89,1003.89,1003.89,1019.34,1019.34,1019.34
175,F,2030,2030,*,DIESEL_ATACAMA,CenCosVar,EtaMes,1019.34,1019.34,1019.34,1019.34,1019.34,1019.34,1019.34,1019.34,1019.34,1051.03,1051.03,1051.03
176,F,2031,*,*,DIESEL_ATACAMA,CenCosVar,EtaMes,1051.03,1051.03,1051.03,1051.03,1051.03,1051.03,1051.03,1051.03,1051.03,1051.03,1051.03,1051.03
177,F,2016,2016,*,DIESEL_ENAEX,CenCosVar,EtaMes,461.40,461.40,461.40,461.40,461.40,461.40,461.40,461.40,461.40,461.40,461.40,461.40
178,F,2017,2017,*,DIESEL_ENAEX,CenCosVar,EtaMes,461.40,461.40,461.40,461.40,461.40,461.40,461.40,461.40,461.40,549.07,549.07,549.07
179,F,2018,2018,*,DIESEL_ENAEX,CenCosVar,EtaMes,549.07,549.07,549.07,549.07,549.07,549.07,549.07,549.07,549.07,673.65,673.65,673.65
180,F,2019,2019,*,DIESEL_ENAEX,CenCosVar,EtaMes,673.65,673.65,673.65,673.65,673.65,673.65,673.65,673.65,673.65,733.63,733.63,733.63
181,F,2020,2020,*,DIESEL_ENAEX,CenCosVar,EtaMes,733.63,733.63,733.63,733.63,733.63,733.63,733.63,733.63,733.63,779.77,779.77,779.77
182,F,2021,2021,*,DIESEL_ENAEX,CenCosVar,EtaMes,779.77,779.77,779.77,779.77,779.77,779.77,779.77,779.77,779.77,812.07,812.07,812.07
183,F,2022,2022,*,DIESEL_ENAEX,CenCosVar,EtaMes,812.07,812.07,812.07,812.07,812.07,812.07,812.07,812.07,812.07,835.14,835.14,835.14
184,F,2023,2023,*,DIESEL_ENAEX,CenCosVar,EtaMes,835.14,835.14,835.14,835.14,835.14,835.14,835.14,835.14,835.14,853.60,853.60,853.60
185,F,2024,2024,*,DIESEL_ENAEX,CenCosVar,EtaMes,853.60,853.60,853.60,853.60,853.60,853.60,853.60,853.60,853.60,876.67,876.67,876.67
186,F,2025,2025,*,DIESEL_ENAEX,CenCosVar,EtaMes,876.67,876.67,876.67,876.67,876.67,876.67,876.67,876.67,876.67,908.97,908.97,908.97
187,F,2026,2026,*,DIESEL_ENAEX,CenCosVar,EtaMes,908.97,908.97,908.97,908.97,908.97,908.97,908.97,908.97,908.97,932.04,932.04,932.04
188,F,2027,2027,*,DIESEL_ENAEX,CenCosVar,EtaMes,932.04,932.04,932.04,932.04,932.04,932.04,932.04,932.04,932.04,955.11,955.11,955.11
189,F,2028,2028,*,DIESEL_ENAEX,CenCosVar,EtaMes,955.11,955.11,955.11,955.11,955.11,955.11,955.11,955.11,955.11,982.79,982.79,982.79
190,F,2029,2029,*,DIESEL_ENAEX,CenCosVar,EtaMes,982.79,982.79,982.79,982.79,982.79,982.79,982.79,982.79,982.79,997.92,997.92,997.92
191,F,2030,2030,*,DIESEL_ENAEX,CenCosVar,EtaMes,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,997.92,1028.95,1028.95,1028.95
192,F,2031,*,*,DIESEL_ENAEX,CenCosVar,EtaMes,1028.95,1028.95,1028.95,1028.95,1028.95,1028.95,1028.95,1028.95,1028.95,1028.95,1028.95,1028.95
193,F,2016,2016,*,DIESEL_ENOR,CenCosVar,EtaMes,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95
194,F,2017,2017,*,DIESEL_ENOR,CenCosVar,EtaMes,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,568.76,568.76,568.76
195,F,2018,2018,*,DIESEL_ENOR,CenCosVar,EtaMes,568.76,568.76,568.76,568.76,568.76,568.76,568.76,568.76,568.76,697.81,697.81,697.81
196,F,2019,2019,*,DIESEL_ENOR,CenCosVar,EtaMes,697.81,697.81,697.81,697.81,697.81,697.81,697.81,697.81,697.81,759.94,759.94,759.94
197,F,2020,2020,*,DIESEL_ENOR,CenCosVar,EtaMes,759.94,759.94,759.94,759.94,759.94,759.94,759.94,759.94,759.94,807.73,807.73,807.73
198,F,2021,2021,*,DIESEL_ENOR,CenCosVar,EtaMes,807.73,807.73,807.73,807.73,807.73,807.73,807.73,807.73,807.73,841.19,841.19,841.19
199,F,2022,2022,*,DIESEL_ENOR,CenCosVar,EtaMes,841.19,841.19,841.19,841.19,841.19,841.19,841.19,841.19,841.19,865.09,865.09,865.09
200,F,2023,2023,*,DIESEL_ENOR,CenCosVar,EtaMes,865.09,865.09,865.09,865.09,865.09,865.09,865.09,865.09,865.09,884.21,884.21,884.21
201,F,2024,2024,*,DIESEL_ENOR,CenCosVar,EtaMes,884.21,884.21,884.21,884.21,884.21,884.21,884.21,884.21,884.21,908.10,908.10,908.10
202,F,2025,2025,*,DIESEL_ENOR,CenCosVar,EtaMes,908.10,908.10,908.10,908.10,908.10,908.10,908.10,908.10,908.10,941.56,941.56,941.56
203,F,2026,2026,*,DIESEL_ENOR,CenCosVar,EtaMes,941.56,941.56,941.56,941.56,941.56,941.56,941.56,941.56,941.56,965.46,965.46,965.46
204,F,2027,2027,*,DIESEL_ENOR,CenCosVar,EtaMes,965.46,965.46,965.46,965.46,965.46,965.46,965.46,965.46,965.46,989.35,989.35,989.35
205,F,2028,2028,*,DIESEL_ENOR,CenCosVar,EtaMes,989.35,989.35,989.35,989.35,989.35,989.35,989.35,989.35,989.35,1018.03,1018.03,1018.03
206,F,2029,2029,*,DIESEL_ENOR,CenCosVar,EtaMes,1018.03,1018.03,1018.03,1018.03,1018.03,1018.03,1018.03,1018.03,1018.03,1033.71,1033.71,1033.71
207,F,2030,2030,*,DIESEL_ENOR,CenCosVar,EtaMes,1033.71,1033.71,1033.71,1033.71,1033.71,1033.71,1033.71,1033.71,1033.71,1065.84,1065.84,1065.84
208,F,2031,*,*,DIESEL_ENOR,CenCosVar,EtaMes,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84
209,F,2016,2016,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95
210,F,2017,2017,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,477.95,568.76,568.76,568.76
211,F,2018,2018,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,568.76,568.76,568.76,568.76,568.76,568.76,568.76,568.76,568.76,697.81,697.81,697.81
212,F,2019,2019,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,697.81,697.81,697.81,697.81,697.81,697.81,697.81,697.81,697.81,759.94,759.94,759.94
213,F,2020,2020,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,759.94,759.94,759.94,759.94,759.94,759.94,759.94,759.94,759.94,807.73,807.73,807.73
214,F,2021,2021,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,807.73,807.73,807.73,807.73,807.73,807.73,807.73,807.73,807.73,841.19,841.19,841.19
215,F,2022,2022,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,841.19,841.19,841.19,841.19,841.19,841.19,841.19,841.19,841.19,865.09,865.09,865.09
216,F,2023,2023,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,865.09,865.09,865.09,865.09,865.09,865.09,865.09,865.09,865.09,884.21,884.21,884.21
217,F,2024,2024,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,884.21,884.21,884.21,884.21,884.21,884.21,884.21,884.21,884.21,908.10,908.10,908.10
218,F,2025,2025,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,908.10,908.10,908.10,908.10,908.10,908.10,908.10,908.10,908.10,941.56,941.56,941.56
219,F,2026,2026,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,941.56,941.56,941.56,941.56,941.56,941.56,941.56,941.56,941.56,965.46,965.46,965.46
220,F,2027,2027,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,965.46,965.46,965.46,965.46,965.46,965.46,965.46,965.46,965.46,989.35,989.35,989.35
221,F,2028,2028,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,989.35,989.35,989.35,989.35,989.35,989.35,989.35,989.35,989.35,1018.03,1018.03,1018.03
222,F,2029,2029,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,1018.03,1018.03,1018.03,1018.03,1018.03,1018.03,1018.03,1018.03,1018.03,1033.71,1033.71,1033.71
223,F,2030,2030,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,1033.71,1033.71,1033.71,1033.71,1033.71,1033.71,1033.71,1033.71,1033.71,1065.84,1065.84,1065.84
224,F,2031,*,*,DIESEL_ESTANDARTES,CenCosVar,EtaMes,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84,1065.84
225,F,2016,2016,*,DIESEL_INGENOVA,CenCosVar,EtaMes,478.85,478.85,478.85,478.85,478.85,478.85,478.85,478.85,478.85,478.85,478.85,478.85
226,F,2017,2017,*,DIESEL_INGENOVA,CenCosVar,EtaMes,478.85,478.85,478.85,478.85,478.85,478.85,478.85,478.85,478.85,569.83,569.83,569.83
227,F,2018,2018,*,DIESEL_INGENOVA,CenCosVar,EtaMes,569.83,569.83,569.83,569.83,569.83,569.83,569.83,569.83,569.83,699.12,699.12,699.12
228,F,2019,2019,*,DIESEL_INGENOVA,CenCosVar,EtaMes,699.12,699.12,699.12,699.12,699.12,699.12,699.12,699.12,699.12,761.37,761.37,761.37
229,F,2020,2020,*,DIESEL_INGENOVA,CenCosVar,EtaMes,761.37,761.37,761.37,761.37,761.37,761.37,761.37,761.37,761.37,809.25,809.25,809.25
230,F,2021,2021,*,DIESEL_INGENOVA,CenCosVar,EtaMes,809.25,809.25,809.25,809.25,809.25,809.25,809.25,809.25,809.25,842.77,842.77,842.77
231,F,2022,2022,*,DIESEL_INGENOVA,CenCosVar,EtaMes,842.77,842.77,842.77,842.77,842.77,842.77,842.77,842.77,842.77,866.71,866.71,866.71
232,F,2023,2023,*,DIESEL_INGENOVA,CenCosVar,EtaMes,866.71,866.71,866.71,866.71,866.71,866.71,866.71,866.71,866.71,885.87,885.87,885.87
233,F,2024,2024,*,DIESEL_INGENOVA,CenCosVar,EtaMes,885.87,885.87,885.87,885.87,885.87,885.87,885.87,885.87,885.87,909.81,909.81,909.81
234,F,2025,2025,*,DIESEL_INGENOVA,CenCosVar,EtaMes,909.81,909.81,909.81,909.81,909.81,909.81,909.81,909.81,909.81,943.33,943.33,943.33
235,F,2026,2026,*,DIESEL_INGENOVA,CenCosVar,EtaMes,943.33,943.33,943.33,943.33,943.33,943.33,943.33,943.33,943.33,967.27,967.27,967.27
236,F,2027,2027,*,DIESEL_INGENOVA,CenCosVar,EtaMes,967.27,967.27,967.27,967.27,967.27,967.27,967.27,967.27,967.27,991.21,991.21,991.21
237,F,2028,2028,*,DIESEL_INGENOVA,CenCosVar,EtaMes,991.21,991.21,991.21,991.21,991.21,991.21,991.21,991.21,991.21,1019.94,1019.94,1019.94
238,F,2029,2029,*,DIESEL_INGENOVA,CenCosVar,EtaMes,1019.94,1019.94,1019.94,1019.94,1019.94,1019.94,1019.94,1019.94,1019.94,1035.65,1035.65,1035.65
239,F,2030,2030,*,DIESEL_INGENOVA,CenCosVar,EtaMes,1035.65,1035.65,1035.65,1035.65,1035.65,1035.65,1035.65,1035.65,1035.65,1067.85,1067.85,1067.85
240,F,2031,*,*,DIESEL_INGENOVA,CenCosVar,EtaMes,1067.85,1067.85,1067.85,1067.85,1067.85,1067.85,1067.85,1067.85,1067.85,1067.85,1067.85,1067.85
241,F,2016,2016,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03
242,F,2017,2017,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,438.03,521.25,521.25,521.25
243,F,2018,2018,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,521.25,521.25,521.25,521.25,521.25,521.25,521.25,521.25,521.25,639.52,639.52,639.52
244,F,2019,2019,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,639.52,639.52,639.52,639.52,639.52,639.52,639.52,639.52,639.52,696.47,696.47,696.47
245,F,2020,2020,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,696.47,696.47,696.47,696.47,696.47,696.47,696.47,696.47,696.47,740.27,740.27,740.27
246,F,2021,2021,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,740.27,740.27,740.27,740.27,740.27,740.27,740.27,740.27,740.27,770.93,770.93,770.93
247,F,2022,2022,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,770.93,770.93,770.93,770.93,770.93,770.93,770.93,770.93,770.93,792.83,792.83,792.83
248,F,2023,2023,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,792.83,792.83,792.83,792.83,792.83,792.83,792.83,792.83,792.83,810.35,810.35,810.35
249,F,2024,2024,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,810.35,810.35,810.35,810.35,810.35,810.35,810.35,810.35,810.35,832.26,832.26,832.26
250,F,2025,2025,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,832.26,832.26,832.26,832.26,832.26,832.26,832.26,832.26,832.26,862.92,862.92,862.92
251,F,2026,2026,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,862.92,862.92,862.92,862.92,862.92,862.92,862.92,862.92,862.92,884.82,884.82,884.82
252,F,2027,2027,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,884.82,884.82,884.82,884.82,884.82,884.82,884.82,884.82,884.82,906.72,906.72,906.72
253,F,2028,2028,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,906.72,906.72,906.72,906.72,906.72,906.72,906.72,906.72,906.72,933.00,933.00,933.00
254,F,2029,2029,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,933.00,933.00,933.00,933.00,933.00,933.00,933.00,933.00,933.00,947.37,947.37,947.37
255,F,2030,2030,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,947.37,947.37,947.37,947.37,947.37,947.37,947.37,947.37,947.37,976.82,976.82,976.82
256,F,2031,*,*,DIESEL_IQUIQUE,CenCosVar,EtaMes,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82,976.82
257,F,2016,2016,*,DIESEL_KELAR,CenCosVar,EtaMes,435.86,435.86,435.86,435.86,435.86,435.86,435.86,435.86,435.86,435.86,435.86,435.86
258,F,2017,2017,*,DIESEL_KELAR,CenCosVar,EtaMes,435.86,435.86,435.86,435.86,435.86,435.86,435.86,435.86,435.86,518.67,518.67,518.67
259,F,2018,2018,*,DIESEL_KELAR,CenCosVar,EtaMes,518.67,518.67,518.67,518.67,518.67,518.67,518.67,518.67,518.67,636.35,636.35,636.35
260,F,2019,2019,*,DIESEL_KELAR,CenCosVar,EtaMes,636.35,636.35,636.35,636.35,636.35,636.35,636.35,636.35,636.35,693.01,693.01,693.01
261,F,2020,2020,*,DIESEL_KELAR,CenCosVar,EtaMes,693.01,693.01,693.01,693.01,693.01,693.01,693.01,693.01,693.01,736.60,736.60,736.60
262,F,2021,2021,*,DIESEL_KELAR,CenCosVar,EtaMes,736.60,736.60,736.60,736.60,736.60,736.60,736.60,736.60,736.60,767.11,767.11,767.11
263,F,2022,2022,*,DIESEL_KELAR,CenCosVar,EtaMes,767.11,767.11,767.11,767.11,767.11,767.11,767.11,767.11,767.11,788.90,788.90,788.90
264,F,2023,2023,*,DIESEL_KELAR,CenCosVar,EtaMes,788.90,788.90,788.90,788.90,788.90,788.90,788.90,788.90,788.90,806.33,806.33,806.33
265,F,2024,2024,*,DIESEL_KELAR,CenCosVar,EtaMes,806.33,806.33,806.33,806.33,806.33,806.33,806.33,806.33,806.33,828.13,828.13,828.13
266,F,2025,2025,*,DIESEL_KELAR,CenCosVar,EtaMes,828.13,828.13,828.13,828.13,828.13,828.13,828.13,828.13,828.13,858.64,858.64,858.64
267,F,2026,2026,*,DIESEL_KELAR,CenCosVar,EtaMes,858.64,858.64,858.64,858.64,858.64,858.64,858.64,858.64,858.64,880.43,880.43,880.43
268,F,2027,2027,*,DIESEL_KELAR,CenCosVar,EtaMes,880.43,880.43,880.43,880.43,880.43,880.43,880.43,880.43,880.43,902.22,902.22,902.22
269,F,2028,2028,*,DIESEL_KELAR,CenCosVar,EtaMes,902.22,902.22,902.22,902.22,902.22,902.22,902.22,902.22,902.22,928.37,928.37,928.37
270,F,2029,2029,*,DIESEL_KELAR,CenCosVar,EtaMes,928.37,928.37,928.37,928.37,928.37,928.37,928.37,928.37,928.37,942.67,942.67,942.67
271,F,2030,2030,*,DIESEL_KELAR,CenCosVar,EtaMes,942.67,942.67,942.67,942.67,942.67,942.67,942.67,942.67,942.67,971.97,971.97,971.97
272,F,2031,*,*,DIESEL_KELAR,CenCosVar,EtaMes,971.97,971.97,971.97,971.97,971.97,971.97,971.97,971.97,971.97,971.97,971.97,971.97
273,F,2016,2016,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,442.17,442.17,442.17,442.17,442.17,442.17,442.17,442.17,442.17,442.17,442.17,442.17
274,F,2017,2017,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,442.17,442.17,442.17,442.17,442.17,442.17,442.17,442.17,442.17,526.19,526.19,526.19
275,F,2018,2018,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,526.19,526.19,526.19,526.19,526.19,526.19,526.19,526.19,526.19,645.57,645.57,645.57
276,F,2019,2019,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,645.57,645.57,645.57,645.57,645.57,645.57,645.57,645.57,645.57,703.05,703.05,703.05
277,F,2020,2020,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,703.05,703.05,703.05,703.05,703.05,703.05,703.05,703.05,703.05,747.27,747.27,747.27
278,F,2021,2021,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,747.27,747.27,747.27,747.27,747.27,747.27,747.27,747.27,747.27,778.22,778.22,778.22
279,F,2022,2022,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,778.22,778.22,778.22,778.22,778.22,778.22,778.22,778.22,778.22,800.33,800.33,800.33
280,F,2023,2023,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,800.33,800.33,800.33,800.33,800.33,800.33,800.33,800.33,800.33,818.02,818.02,818.02
281,F,2024,2024,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,818.02,818.02,818.02,818.02,818.02,818.02,818.02,818.02,818.02,840.13,840.13,840.13
282,F,2025,2025,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,840.13,840.13,840.13,840.13,840.13,840.13,840.13,840.13,840.13,871.08,871.08,871.08
283,F,2026,2026,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,871.08,871.08,871.08,871.08,871.08,871.08,871.08,871.08,871.08,893.19,893.19,893.19
284,F,2027,2027,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,893.19,893.19,893.19,893.19,893.19,893.19,893.19,893.19,893.19,915.30,915.30,915.30
285,F,2028,2028,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,915.30,915.30,915.30,915.30,915.30,915.30,915.30,915.30,915.30,941.83,941.83,941.83
286,F,2029,2029,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,941.83,941.83,941.83,941.83,941.83,941.83,941.83,941.83,941.83,956.33,956.33,956.33
287,F,2030,2030,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,956.33,956.33,956.33,956.33,956.33,956.33,956.33,956.33,956.33,986.06,986.06,986.06
288,F,2031,*,*,DIESEL_MEJILLONES,CenCosVar,EtaMes,986.06,986.06,986.06,986.06,986.06,986.06,986.06,986.06,986.06,986.06,986.06,986.06
289,F,2016,2016,*,DIESEL_PORTADA,CenCosVar,EtaMes,531.59,531.59,531.59,531.59,531.59,531.59,531.59,531.59,531.59,531.59,531.59,531.59
290,F,2017,2017,*,DIESEL_PORTADA,CenCosVar,EtaMes,531.59,531.59,531.59,531.59,531.59,531.59,531.59,531.59,531.59,632.59,632.59,632.59
291,F,2018,2018,*,DIESEL_PORTADA,CenCosVar,EtaMes,632.59,632.59,632.59,632.59,632.59,632.59,632.59,632.59,632.59,776.12,776.12,776.12
292,F,2019,2019,*,DIESEL_PORTADA,CenCosVar,EtaMes,776.12,776.12,776.12,776.12,776.12,776.12,776.12,776.12,776.12,845.23,845.23,845.23
293,F,2020,2020,*,DIESEL_PORTADA,CenCosVar,EtaMes,845.23,845.23,845.23,845.23,845.23,845.23,845.23,845.23,845.23,898.39,898.39,898.39
294,F,2021,2021,*,DIESEL_PORTADA,CenCosVar,EtaMes,898.39,898.39,898.39,898.39,898.39,898.39,898.39,898.39,898.39,935.60,935.60,935.60
295,F,2022,2022,*,DIESEL_PORTADA,CenCosVar,EtaMes,935.60,935.60,935.60,935.60,935.60,935.60,935.60,935.60,935.60,962.18,962.18,962.18
296,F,2023,2023,*,DIESEL_PORTADA,CenCosVar,EtaMes,962.18,962.18,962.18,962.18,962.18,962.18,962.18,962.18,962.18,983.44,983.44,983.44
297,F,2024,2024,*,DIESEL_PORTADA,CenCosVar,EtaMes,983.44,983.44,983.44,983.44,983.44,983.44,983.44,983.44,983.44,1010.02,1010.02,1010.02
298,F,2025,2025,*,DIESEL_PORTADA,CenCosVar,EtaMes,1010.02,1010.02,1010.02,1010.02,1010.02,1010.02,1010.02,1010.02,1010.02,1047.23,1047.23,1047.23
299,F,2026,2026,*,DIESEL_PORTADA,CenCosVar,EtaMes,1047.23,1047.23,1047.23,1047.23,1047.23,1047.23,1047.23,1047.23,1047.23,1073.81,1073.81,1073.81
300,F,2027,2027,*,DIESEL_PORTADA,CenCosVar,EtaMes,1073.81,1073.81,1073.81,1073.81,1073.81,1073.81,1073.81,1073.81,1073.81,1100.39,1100.39,1100.39
301,F,2028,2028,*,DIESEL_PORTADA,CenCosVar,EtaMes,1100.39,1100.39,1100.39,1100.39,1100.39,1100.39,1100.39,1100.39,1100.39,1132.29,1132.29,1132.29
302,F,2029,2029,*,DIESEL_PORTADA,CenCosVar,EtaMes,1132.29,1132.29,1132.29,1132.29,1132.29,1132.29,1132.29,1132.29,1132.29,1149.72,1149.72,1149.72
303,F,2030,2030,*,DIESEL_PORTADA,CenCosVar,EtaMes,1149.72,1149.72,1149.72,1149.72,1149.72,1149.72,1149.72,1149.72,1149.72,1185.47,1185.47,1185.47
304,F,2031,*,*,DIESEL_PORTADA,CenCosVar,EtaMes,1185.47,1185.47,1185.47,1185.47,1185.47,1185.47,1185.47,1185.47,1185.47,1185.47,1185.47,1185.47
305,F,2016,2016,*,DIESEL_TARAPACA,CenCosVar,EtaMes,452.31,452.31,452.31,452.31,452.31,452.31,452.31,452.31,452.31,452.31,452.31,452.31
306,F,2017,2017,*,DIESEL_TARAPACA,CenCosVar,EtaMes,452.31,452.31,452.31,452.31,452.31,452.31,452.31,452.31,452.31,538.25,538.25,538.25
307,F,2018,2018,*,DIESEL_TARAPACA,CenCosVar,EtaMes,538.25,538.25,538.25,538.25,538.25,538.25,538.25,538.25,538.25,660.38,660.38,660.38
308,F,2019,2019,*,DIESEL_TARAPACA,CenCosVar,EtaMes,660.38,660.38,660.38,660.38,660.38,660.38,660.38,660.38,660.38,719.18,719.18,719.18
309,F,2020,2020,*,DIESEL_TARAPACA,CenCosVar,EtaMes,719.18,719.18,719.18,719.18,719.18,719.18,719.18,719.18,719.18,764.41,764.41,764.41
310,F,2021,2021,*,DIESEL_TARAPACA,CenCosVar,EtaMes,764.41,764.41,764.41,764.41,764.41,764.41,764.41,764.41,764.41,796.07,796.07,796.07
311,F,2022,2022,*,DIESEL_TARAPACA,CenCosVar,EtaMes,796.07,796.07,796.07,796.07,796.07,796.07,796.07,796.07,796.07,818.68,818.68,818.68
