DemIndINum,DemIndAñoFRlt,DemIndAñoIni,DemIndAñoFin,DemIndBar,DemIndIBlo,DemIndEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
3613,F,2020,2020,Chuquicamata 110,13,EtaMes,0.939169354,0.950115525,0.826777425,1.066166688,1.110530471,1.108723818,1.044588658,0.81649593,0.988641773,0.947212666,0.870345169,0.870358354
3614,F,2020,2020,Chuquicamata 110,14,EtaMes,0.953147627,0.963552996,0.709687271,0.942449508,0.985343784,0.815726966,0.939501363,0.912244808,0.809269789,0.92745735,0.8835952,0.855884761
3615,F,2020,2020,Chuquicamata 110,15,EtaMes,0.994032437,1.041761546,1.069753237,1.077027968,1.022234802,1.20395163,1.101308404,1.031141767,1.163676652,1.043157129,1.043981195,0.992752497
3616,F,2020,2020,Chuquicamata 110,16,EtaMes,0.983072945,1.004481808,0.958709993,0.911586929,0.874864245,0.794630579,0.930558335,1.085592366,0.988084491,1.040203388,1.055845602,0.990696405
3617,F,2021,2021,Chuquicamata 110,1,EtaMes,1.016264516,1.090771988,1.134301403,1.167000849,1.131853704,1.177365602,1.196613826,1.01211268,1.118595063,1.013423835,1.006553666,0.962473339
3618,F,2021,2021,Chuquicamata 110,2,EtaMes,1.066213955,1.106246266,0.998325056,1.052866496,1.040200604,0.919694419,1.047903776,1.024155667,0.925729595,0.970145592,0.994417468,0.98976317
3619,F,2021,2021,Chuquicamata 110,3,EtaMes,1.057920345,1.027722536,1.082742248,1.101109726,1.083753446,1.226363289,1.190001454,1.057374239,1.250775012,1.113937807,1.062230034,1.051297839
3620,F,2021,2021,Chuquicamata 110,4,EtaMes,1.091752014,1.111263256,1.120057094,1.138925427,1.100776893,0.999751833,1.008311518,1.036098295,1.013826448,1.046623068,1.108397629,1.090146082
3621,F,2021,2021,Chuquicamata 110,5,EtaMes,0.988723473,0.938333886,0.964767911,0.916129265,0.841490238,1.106000749,1.127484487,1.053259551,1.140112729,0.994094225,1.044088296,0.928166123
3622,F,2021,2021,Chuquicamata 110,6,EtaMes,1.081862275,0.943507657,0.898177952,0.938553968,0.918712422,0.900735335,0.887751864,0.984263273,0.989673966,1.060743724,1.053471953,0.993193891
3623,F,2021,2021,Chuquicamata 110,7,EtaMes,1.012477623,1.050933953,1.069371823,1.072644015,1.048427065,1.219381273,1.125605972,0.998229792,1.074265435,1.008453364,0.980279424,0.978691295
3624,F,2021,2021,Chuquicamata 110,8,EtaMes,1.0117578,1.044317797,0.988493861,0.970740161,1.039403547,1.03863584,0.984427059,0.982507004,0.963017638,1.025272635,0.988411928,1.024842297
3625,F,2021,2021,Chuquicamata 110,9,EtaMes,0.912985602,0.900306671,0.895206746,1.005352939,1.021557873,0.968059594,1.065963133,1.011610889,1.032847972,0.966322704,0.868301111,0.953896535
3626,F,2021,2021,Chuquicamata 110,10,EtaMes,0.950166011,0.904351619,0.902197818,0.926107112,0.932807736,0.912048185,0.942006782,1.03358934,1.017871122,0.954201353,0.996776788,1.033333333
3627,F,2021,2021,Chuquicamata 110,11,EtaMes,0.847575623,0.725974112,0.945892017,0.754854676,0.839904516,1.108472259,0.896615038,0.8396638,0.98981264,0.997407873,0.863296494,0.974636806
3628,F,2021,2021,Chuquicamata 110,12,EtaMes,0.826231314,0.83815087,0.861999155,0.769490548,0.769453116,0.806476495,0.80344925,0.949723318,0.83975138,0.967660356,0.993166314,0.923550243
3629,F,2021,2021,Chuquicamata 110,13,EtaMes,0.939149594,0.949692665,0.82739335,1.066204231,1.111063116,1.108472259,1.044829843,0.816414145,0.988680132,0.947150887,0.87080342,0.870155741
3630,F,2021,2021,Chuquicamata 110,14,EtaMes,0.953170489,0.963497226,0.709419013,0.942448382,0.985665163,0.815866607,0.939470788,0.912256248,0.809397064,0.927444726,0.883565194,0.855793493
3631,F,2021,2021,Chuquicamata 110,15,EtaMes,0.994231681,1.041550614,1.069633988,1.077123864,1.022262639,1.203934335,1.101185282,1.031180742,1.163410052,1.04306257,1.04387977,0.992726065
3632,F,2021,2021,Chuquicamata 110,16,EtaMes,0.982964891,1.004652221,0.958607029,0.911636689,0.874916268,0.794671782,0.930479534,1.085625078,0.98828722,1.040334669,1.055807441,0.99062085
3633,F,2022,2022,Chuquicamata 110,1,EtaMes,1.016336546,1.090904441,1.134311607,1.166681891,1.131947391,1.177503348,1.196321247,1.012110309,1.118546259,1.013053522,1.006224096,0.962501433
3634,F,2022,2022,Chuquicamata 110,2,EtaMes,1.066286706,1.106156566,0.998288488,1.052970493,1.04022466,0.919803601,1.0479407,1.024193765,0.925777384,0.970145264,0.994457522,0.989731484
3635,F,2022,2022,Chuquicamata 110,3,EtaMes,1.058117429,1.027638326,1.082797901,1.101057158,1.08375053,1.226424639,1.19002482,1.057544105,1.250767839,1.113984066,1.06232761,1.051222111
3636,F,2022,2022,Chuquicamata 110,4,EtaMes,1.091729033,1.111290944,1.120002245,1.138952786,1.100753581,0.999776036,1.008296892,1.036083886,1.013895422,1.046591572,1.108484122,1.090085034
3637,F,2022,2022,Chuquicamata 110,5,EtaMes,0.988814219,0.938526655,0.964619399,0.915869557,0.841578277,1.106085404,1.127567153,1.05319406,1.1402066,0.994313103,1.043828614,0.928029185
3638,F,2022,2022,Chuquicamata 110,6,EtaMes,1.081841494,0.943668584,0.898207121,0.938450022,0.918843566,0.900852787,0.887766687,0.984318359,0.989741804,1.060610379,1.0534117,0.99289144
3639,F,2022,2022,Chuquicamata 110,7,EtaMes,1.012357414,1.050629771,1.069414438,1.072559843,1.048281714,1.219163815,1.125757834,0.998254612,1.074290597,1.008234558,0.980143544,0.978830392
3640,F,2022,2022,Chuquicamata 110,8,EtaMes,1.011784661,1.044393011,0.988482366,0.970776128,1.039335717,1.038504608,0.984433628,0.982465562,0.963028125,1.025344317,0.988392277,1.025073097
3641,F,2022,2022,Chuquicamata 110,9,EtaMes,0.912879123,0.900234006,0.895261076,1.005406863,1.021637675,0.967936319,1.066050331,1.011530303,1.032964536,0.966393703,0.868369749,0.953883371
3642,F,2022,2022,Chuquicamata 110,10,EtaMes,0.95016841,0.904367936,0.902163239,0.926166837,0.932905025,0.911964855,0.941947545,1.033570527,1.017880212,0.954217646,0.996848961,1.033388771
3643,F,2022,2022,Chuquicamata 110,11,EtaMes,0.847555045,0.725895426,0.945428018,0.75513391,0.840050912,1.108763577,0.89669814,0.839719664,0.989830849,0.997525746,0.863084321,0.974596958
3644,F,2022,2022,Chuquicamata 110,12,EtaMes,0.826212429,0.838111801,0.862097023,0.769427516,0.769501182,0.806529417,0.803386662,0.949759673,0.839699974,0.967735781,0.993244473,0.923538722
3645,F,2022,2022,Chuquicamata 110,13,EtaMes,0.939075073,0.949943097,0.827249516,1.066896339,1.110903691,1.108317215,1.044881307,0.816358315,0.988272551,0.947194335,0.870362615,0.869970663
3646,F,2022,2022,Chuquicamata 110,14,EtaMes,0.953062324,0.963375537,0.70957605,0.942201174,0.985271835,0.815832544,0.939504966,0.912300959,0.809201857,0.927431711,0.883584848,0.855682824
3647,F,2022,2022,Chuquicamata 110,15,EtaMes,0.994119728,1.041750316,1.069666957,1.077144585,1.022316504,1.203838714,1.101332038,1.030960501,1.163581069,1.043038193,1.044030788,0.992740246
3648,F,2022,2022,Chuquicamata 110,16,EtaMes,0.982966101,1.004601577,0.958685222,0.911640316,0.874881306,0.794642088,0.930400805,1.085577723,0.988183506,1.040312314,1.055676058,0.990729365
3649,F,2023,2023,Chuquicamata 110,1,EtaMes,1.016253483,1.09085319,1.134323486,1.166668775,1.131984343,1.17738843,1.196359202,1.012170517,1.118606153,1.01320371,1.00634938,0.962447504
3650,F,2023,2023,Chuquicamata 110,2,EtaMes,1.066319406,1.106255262,0.99836788,1.052954106,1.040159478,0.919829491,1.047874791,1.024119753,0.925768824,0.970123988,0.994509976,0.989667662
3651,F,2023,2023,Chuquicamata 110,3,EtaMes,1.058048153,1.027671022,1.08274849,1.101127544,1.083776289,1.22643426,1.189973942,1.057530752,1.250726774,1.113915246,1.062385396,1.051271179
3652,F,2023,2023,Chuquicamata 110,4,EtaMes,1.091688479,1.111233117,1.119960829,1.138953202,1.100801496,0.999769639,1.008319347,1.036068988,1.013863626,1.046608945,1.108421139,1.090115778
3653,F,2023,2023,Chuquicamata 110,5,EtaMes,0.988283204,0.938508839,0.965072629,0.916182741,0.84158429,1.105839219,1.127594861,1.053407094,1.140361864,0.994431283,1.043706724,0.928350673
3654,F,2023,2023,Chuquicamata 110,6,EtaMes,1.081868193,0.943669705,0.89823731,0.938502572,0.918797092,0.900788169,0.887844604,0.984288968,0.989798529,1.060619079,1.053362161,0.993292241
3655,F,2023,2023,Chuquicamata 110,7,EtaMes,1.012395513,1.050883935,1.069365105,1.072540412,1.048401778,1.219221638,1.12548983,0.998424992,1.074188242,1.008637444,0.979911875,0.978636335
3656,F,2023,2023,Chuquicamata 110,8,EtaMes,1.0118402,1.044324878,0.98845275,0.970698751,1.039375989,1.038587212,0.984436816,0.982492678,0.963035551,1.025334296,0.988302909,1.02496791
3657,F,2023,2023,Chuquicamata 110,9,EtaMes,0.9127313,0.900230592,0.8953811,1.005430374,1.021747496,0.968078137,1.065934999,1.0116082,1.032852391,0.966308882,0.868332467,0.953851664
3658,F,2023,2023,Chuquicamata 110,10,EtaMes,0.950112686,0.904359284,0.902072793,0.926166052,0.932821538,0.911979121,0.941989347,1.033538562,1.01785649,0.95423101,0.996808889,1.033398996
3659,F,2023,2023,Chuquicamata 110,11,EtaMes,0.848110309,0.725903151,0.944997552,0.755118652,0.840103496,1.108724267,0.896743144,0.839726651,0.989884861,0.99747546,0.863242015,0.974481679
3660,F,2023,2023,Chuquicamata 110,12,EtaMes,0.826306936,0.838036675,0.862249062,0.769499374,0.769542512,0.806500217,0.803452004,0.949847055,0.83972441,0.967633297,0.993130628,0.923479698
3661,F,2023,2023,Chuquicamata 110,13,EtaMes,0.939415589,0.950038432,0.827484903,1.066788123,1.110595104,1.10829151,1.044621561,0.816296778,0.988525129,0.947246533,0.870713484,0.870758548
3662,F,2023,2023,Chuquicamata 110,14,EtaMes,0.953035391,0.963434721,0.709482618,0.94213935,0.985315275,0.815770335,0.939513543,0.912124959,0.809364257,0.927367132,0.883702345,0.855715829
3663,F,2023,2023,Chuquicamata 110,15,EtaMes,0.994070158,1.041813989,1.069609923,1.076985362,1.022076561,1.203930879,1.101457394,1.030914416,1.163477307,1.043138121,1.044089877,0.99281947
3664,F,2023,2023,Chuquicamata 110,16,EtaMes,0.982963882,1.004502031,0.958707361,0.911654596,0.874843381,0.794724663,0.930471479,1.08550602,0.988071885,1.04027844,1.055814335,0.990613205
3665,F,2024,2024,Chuquicamata 110,1,EtaMes,1.016260713,1.090750182,1.13452071,1.166964382,1.131921742,1.17744752,1.196477668,1.011926934,1.118631231,1.013413189,1.006115929,0.962489128
3666,F,2024,2024,Chuquicamata 110,2,EtaMes,1.066220772,1.106232442,0.998273062,1.052903243,1.040156343,0.919722152,1.047888856,1.024137548,0.925750614,0.970184013,0.994395253,0.989657261
3667,F,2024,2024,Chuquicamata 110,3,EtaMes,1.05799564,1.027676621,1.082712581,1.101059387,1.083744908,1.22643721,1.190028191,1.057483627,1.250837008,1.11398091,1.062254678,1.051283869
3668,F,2024,2024,Chuquicamata 110,4,EtaMes,1.091699294,1.111226719,1.119983504,1.138989671,1.100813569,0.99977644,1.008339722,1.036081749,1.01386053,1.046631744,1.108425377,1.090094708
3669,F,2024,2024,Chuquicamata 110,5,EtaMes,0.988843607,0.938674436,0.965023069,0.91573256,0.841457527,1.106095348,1.127661086,1.053221012,1.140247985,0.994073242,1.043906892,0.928085261
3670,F,2024,2024,Chuquicamata 110,6,EtaMes,1.081840214,0.943502237,0.898213779,0.938571816,0.918767648,0.900887712,0.887815503,0.984397548,0.989626043,1.060576285,1.053327248,0.992961124
3671,F,2024,2024,Chuquicamata 110,7,EtaMes,1.012300464,1.050837582,1.069412583,1.072566626,1.04843082,1.219274655,1.125666403,0.998458256,1.074252465,1.008578202,0.979826563,0.978871921
3672,F,2024,2024,Chuquicamata 110,8,EtaMes,1.011829666,1.044358894,0.988452715,0.970803548,1.039376783,1.038584885,0.98437632,0.982473451,0.962971515,1.025368792,0.988480146,1.024948529
3673,F,2024,2024,Chuquicamata 110,9,EtaMes,0.912684981,0.900436999,0.895120757,1.005587991,1.021535986,0.96797012,1.065909009,1.01166052,1.032965896,0.966306605,0.868331486,0.953888161
3674,F,2024,2024,Chuquicamata 110,10,EtaMes,0.950127331,0.90427635,0.902080058,0.926138611,0.932948223,0.912006363,0.941977961,1.03350642,1.017889386,0.954219139,0.996867706,1.033358363
3675,F,2024,2024,Chuquicamata 110,11,EtaMes,0.848102466,0.72585579,0.945537026,0.75468652,0.840054318,1.108829148,0.896610244,0.83979427,0.989789651,0.997457733,0.863167503,0.974503176
3676,F,2024,2024,Chuquicamata 110,12,EtaMes,0.826168781,0.838206222,0.862025414,0.76950726,0.769537509,0.806478098,0.80335879,0.949763805,0.839719887,0.967810474,0.993080785,0.923579993
3677,F,2024,2024,Chuquicamata 110,13,EtaMes,0.939492817,0.950036417,0.827692863,1.066372548,1.110405874,1.108419078,1.044715496,0.8165571,0.988644393,0.947173872,0.870835235,0.870745483
3678,F,2024,2024,Chuquicamata 110,14,EtaMes,0.953118288,0.963479347,0.7098487,0.942220692,0.985364382,0.815737046,0.93942794,0.912243916,0.80924783,0.927262519,0.88376084,0.855550442
3679,F,2024,2024,Chuquicamata 110,15,EtaMes,0.994327029,1.041806264,1.06964456,1.077026363,1.022159634,1.203555306,1.101563977,1.031019895,1.16343947,1.043067773,1.043906892,0.992797296
3680,F,2024,2024,Chuquicamata 110,16,EtaMes,0.983027858,1.00447404,0.95864371,0.911610682,0.874889532,0.794607652,0.930451864,1.085412632,0.98819447,1.040269341,1.055810132,0.99070849
3681,F,2025,2025,Chuquicamata 110,1,EtaMes,1.016353784,1.090814647,1.134505797,1.166813278,1.131824445,1.177284071,1.19656626,1.012141657,1.118702622,1.013307992,1.006432085,0.962544296
3682,F,2025,2025,Chuquicamata 110,2,EtaMes,1.066206872,1.106295915,0.998329731,1.052990924,1.040148207,0.919740754,1.047956688,1.023989469,0.925755654,0.97005419,0.9943549,0.989664543
3683,F,2025,2025,Chuquicamata 110,3,EtaMes,1.058157538,1.027653453,1.082776577,1.101019679,1.083835564,1.2264179,1.190103472,1.057501851,1.250764102,1.113843856,1.062315551,1.051272659
3684,F,2025,2025,Chuquicamata 110,4,EtaMes,1.091753611,1.111253623,1.119989192,1.138953309,1.100779891,0.999799526,1.008324589,1.036091162,1.013848613,1.046571972,1.108452516,1.090083396
3685,F,2025,2025,Chuquicamata 110,5,EtaMes,0.988774918,0.938672518,0.964727844,0.916073557,0.841514001,1.105901943,1.12750313,1.053185863,1.140258111,0.994136036,1.044040863,0.928478942
3686,F,2025,2025,Chuquicamata 110,6,EtaMes,1.081830498,0.943550902,0.898187267,0.938438802,0.918814091,0.900887426,0.887769393,0.984426239,0.989681518,1.060727762,1.053469542,0.99300506
3687,F,2025,2025,Chuquicamata 110,7,EtaMes,1.01228953,1.050835694,1.069512674,1.072608807,1.048326763,1.219227584,1.12560231,0.998319209,1.074227371,1.008631905,0.97994703,0.978784755
3688,F,2025,2025,Chuquicamata 110,8,EtaMes,1.011840878,1.04429152,0.988381804,0.97079543,1.039369971,1.038592134,0.984452016,0.982522126,0.963045741,1.025338288,0.988422247,1.024812594
3689,F,2025,2025,Chuquicamata 110,9,EtaMes,0.912715309,0.900359354,0.895166044,1.005477299,1.021583734,0.967957284,1.065884878,1.011633893,1.03286266,0.966346721,0.86825577,0.953829903
3690,F,2025,2025,Chuquicamata 110,10,EtaMes,0.950190897,0.904285858,0.902092749,0.926204455,0.932893093,0.912086303,0.941975167,1.033552345,1.017902448,0.954231405,0.996867196,1.033381747
3691,F,2025,2025,Chuquicamata 110,11,EtaMes,0.847687246,0.725867879,0.945274121,0.75505238,0.840176849,1.108637389,0.896711888,0.839784201,0.989642539,0.997409297,0.862883087,0.974691631
3692,F,2025,2025,Chuquicamata 110,12,EtaMes,0.826151978,0.838249194,0.862153665,0.76941164,0.769392719,0.806545373,0.803269299,0.949799598,0.839741585,0.967758656,0.993083617,0.923580397
3693,F,2025,2025,Chuquicamata 110,13,EtaMes,0.939423263,0.949916599,0.827667518,1.066234068,1.110727166,1.108637389,1.044975857,0.816229622,0.988414695,0.947375169,0.870828604,0.870647063
3694,F,2025,2025,Chuquicamata 110,14,EtaMes,0.953041153,0.963381732,0.709618786,0.94230228,0.985671665,0.81582121,0.939350739,0.912069959,0.809402785,0.927395526,0.883753311,0.855753373
3695,F,2025,2025,Chuquicamata 110,15,EtaMes,0.994000387,1.041535034,1.069733739,1.077094734,1.022178023,1.203596461,1.101525255,1.031182783,1.163587154,1.043079077,1.043864296,0.992648562
3696,F,2025,2025,Chuquicamata 110,16,EtaMes,0.983021623,1.004629859,0.958648556,0.91158763,0.874879114,0.794554656,0.930408244,1.085555778,0.988122351,1.040259255,1.0557296,0.990681222
3697,F,2026,2026,Chuquicamata 110,1,EtaMes,1.016384442,1.090694124,1.13431843,1.166834241,1.131988366,1.177420388,1.196455751,1.012026827,1.118564862,1.013220877,1.006448813,0.962382936
3698,F,2026,2026,Chuquicamata 110,2,EtaMes,1.066310307,1.106267797,0.998337055,1.052953212,1.040177416,0.919729138,1.047856253,1.024099125,0.925697586,0.970151777,0.994298526,0.989767817
3699,F,2026,2026,Chuquicamata 110,3,EtaMes,1.05821905,1.027728154,1.082719628,1.101071372,1.083708588,1.22635149,1.190144102,1.057451404,1.250766088,1.114006632,1.062390762,1.051276529
3700,F,2026,2026,Chuquicamata 110,4,EtaMes,1.091732681,1.111318372,1.119993348,1.138955601,1.100800833,0.99978423,1.008348563,1.036089576,1.013844302,1.046670533,1.108409976,1.090105009
3701,F,2026,2026,Chuquicamata 110,5,EtaMes,0.988307523,0.938448046,0.964698057,0.916113302,0.841447559,1.105863061,1.12751784,1.0533591,1.140334525,0.994002307,1.0439122,0.928309583
3702,F,2026,2026,Chuquicamata 110,6,EtaMes,1.081829186,0.943626484,0.89820402,0.93842867,0.918793734,0.900911524,0.887794957,0.984403774,0.989718615,1.060657833,1.053429925,0.993238251
3703,F,2026,2026,Chuquicamata 110,7,EtaMes,1.012453673,1.050685896,1.069463582,1.07252846,1.048360893,1.219246149,1.125679496,0.998522223,1.074233912,1.008304498,0.98012319,0.978662428
3704,F,2026,2026,Chuquicamata 110,8,EtaMes,1.011790037,1.044382266,0.988430655,0.970749626,1.039390543,1.038615617,0.984433375,0.982425827,0.963017008,1.025369613,0.988425887,1.02488861
3705,F,2026,2026,Chuquicamata 110,9,EtaMes,0.912780613,0.900386527,0.895424526,1.005319417,1.021634588,0.967913636,1.066009903,1.011617597,1.032911134,0.966419509,0.868311616,0.953927697
3706,F,2026,2026,Chuquicamata 110,10,EtaMes,0.950122915,0.904308714,0.902123818,0.926160407,0.932889021,0.91199787,0.941942553,1.033552347,1.017877815,0.954218532,0.9968443,1.03335647
3707,F,2026,2026,Chuquicamata 110,11,EtaMes,0.847922932,0.725786858,0.945027795,0.754902936,0.840154351,1.10888661,0.896652434,0.839740821,0.989794007,0.997577855,0.863176673,0.974497907
3708,F,2026,2026,Chuquicamata 110,12,EtaMes,0.826176083,0.838139784,0.862070604,0.769537665,0.769561597,0.806531706,0.803377351,0.949823804,0.839749826,0.967774851,0.993083497,0.923551933
3709,F,2026,2026,Chuquicamata 110,13,EtaMes,0.939453686,0.949725534,0.827006224,1.066819878,1.110434893,1.108508666,1.044639151,0.816414687,0.988342697,0.947073241,0.870770603,0.870763475
3710,F,2026,2026,Chuquicamata 110,14,EtaMes,0.952981655,0.963381266,0.709839882,0.942352023,0.985301591,0.815721704,0.939498391,0.912174605,0.809341408,0.927367097,0.88373091,0.855809059
3711,F,2026,2026,Chuquicamata 110,15,EtaMes,0.993922907,1.041556501,1.069677389,1.077095326,1.022209347,1.203750461,1.101168238,1.030851427,1.163687436,1.042868128,1.0439122,0.992670362
3712,F,2026,2026,Chuquicamata 110,16,EtaMes,0.982998433,1.004616977,0.958711455,0.911619091,0.874865705,0.794715994,0.930473791,1.085483688,0.988210759,1.040240642,1.055724979,0.990600721
3713,F,2027,2027,Chuquicamata 110,1,EtaMes,1.016384442,1.090694124,1.13431843,1.166834241,1.131988366,1.177420388,1.196455751,1.012026827,1.118564862,1.013220877,1.006448813,0.962382936
3714,F,2027,2027,Chuquicamata 110,2,EtaMes,1.066310307,1.106267797,0.998337055,1.052953212,1.040177416,0.919729138,1.047856253,1.024099125,0.925697586,0.970151777,0.994298526,0.989767817
3715,F,2027,2027,Chuquicamata 110,3,EtaMes,1.05821905,1.027728154,1.082719628,1.101071372,1.083708588,1.22635149,1.190144102,1.057451404,1.250766088,1.114006632,1.062390762,1.051276529
3716,F,2027,2027,Chuquicamata 110,4,EtaMes,1.091732681,1.111318372,1.119993348,1.138955601,1.100800833,0.99978423,1.008348563,1.036089576,1.013844302,1.046670533,1.108409976,1.090105009
3717,F,2027,2027,Chuquicamata 110,5,EtaMes,0.988307523,0.938448046,0.964698057,0.916113302,0.841447559,1.105863061,1.12751784,1.0533591,1.140334525,0.994002307,1.0439122,0.928309583
3718,F,2027,2027,Chuquicamata 110,6,EtaMes,1.081829186,0.943626484,0.89820402,0.93842867,0.918793734,0.900911524,0.887794957,0.984403774,0.989718615,1.060657833,1.053429925,0.993238251
3719,F,2027,2027,Chuquicamata 110,7,EtaMes,1.012453673,1.050685896,1.069463582,1.07252846,1.048360893,1.219246149,1.125679496,0.998522223,1.074233912,1.008304498,0.98012319,0.978662428
3720,F,2027,2027,Chuquicamata 110,8,EtaMes,1.011790037,1.044382266,0.988430655,0.970749626,1.039390543,1.038615617,0.984433375,0.982425827,0.963017008,1.025369613,0.988425887,1.02488861
3721,F,2027,2027,Chuquicamata 110,9,EtaMes,0.912780613,0.900386527,0.895424526,1.005319417,1.021634588,0.967913636,1.066009903,1.011617597,1.032911134,0.966419509,0.868311616,0.953927697
3722,F,2027,2027,Chuquicamata 110,10,EtaMes,0.950122915,0.904308714,0.902123818,0.926160407,0.932889021,0.91199787,0.941942553,1.033552347,1.017877815,0.954218532,0.9968443,1.03335647
3723,F,2027,2027,Chuquicamata 110,11,EtaMes,0.847922932,0.725786858,0.945027795,0.754902936,0.840154351,1.10888661,0.896652434,0.839740821,0.989794007,0.997577855,0.863176673,0.974497907
3724,F,2027,2027,Chuquicamata 110,12,EtaMes,0.826176083,0.838139784,0.862070604,0.769537665,0.769561597,0.806531706,0.803377351,0.949823804,0.839749826,0.967774851,0.993083497,0.923551933
3725,F,2027,2027,Chuquicamata 110,13,EtaMes,0.939453686,0.949725534,0.827006224,1.066819878,1.110434893,1.108508666,1.044639151,0.816414687,0.988342697,0.947073241,0.870770603,0.870763475
3726,F,2027,2027,Chuquicamata 110,14,EtaMes,0.952981655,0.963381266,0.709839882,0.942352023,0.985301591,0.815721704,0.939498391,0.912174605,0.809341408,0.927367097,0.88373091,0.855809059
3727,F,2027,2027,Chuquicamata 110,15,EtaMes,0.993922907,1.041556501,1.069677389,1.077095326,1.022209347,1.203750461,1.101168238,1.030851427,1.163687436,1.042868128,1.0439122,0.992670362
3728,F,2027,2027,Chuquicamata 110,16,EtaMes,0.982998433,1.004616977,0.958711455,0.911619091,0.874865705,0.794715994,0.930473791,1.085483688,0.988210759,1.040240642,1.055724979,0.990600721
3729,F,2028,2028,Chuquicamata 110,1,EtaMes,1.016384442,1.090694124,1.13431843,1.166834241,1.131988366,1.177420388,1.196455751,1.012026827,1.118564862,1.013220877,1.006448813,0.962382936
3730,F,2028,2028,Chuquicamata 110,2,EtaMes,1.066310307,1.106267797,0.998337055,1.052953212,1.040177416,0.919729138,1.047856253,1.024099125,0.925697586,0.970151777,0.994298526,0.989767817
3731,F,2028,2028,Chuquicamata 110,3,EtaMes,1.05821905,1.027728154,1.082719628,1.101071372,1.083708588,1.22635149,1.190144102,1.057451404,1.250766088,1.114006632,1.062390762,1.051276529
3732,F,2028,2028,Chuquicamata 110,4,EtaMes,1.091732681,1.111318372,1.119993348,1.138955601,1.100800833,0.99978423,1.008348563,1.036089576,1.013844302,1.046670533,1.108409976,1.090105009
3733,F,2028,2028,Chuquicamata 110,5,EtaMes,0.988307523,0.938448046,0.964698057,0.916113302,0.841447559,1.105863061,1.12751784,1.0533591,1.140334525,0.994002307,1.0439122,0.928309583
3734,F,2028,2028,Chuquicamata 110,6,EtaMes,1.081829186,0.943626484,0.89820402,0.93842867,0.918793734,0.900911524,0.887794957,0.984403774,0.989718615,1.060657833,1.053429925,0.993238251
3735,F,2028,2028,Chuquicamata 110,7,EtaMes,1.012453673,1.050685896,1.069463582,1.07252846,1.048360893,1.219246149,1.125679496,0.998522223,1.074233912,1.008304498,0.98012319,0.978662428
3736,F,2028,2028,Chuquicamata 110,8,EtaMes,1.011790037,1.044382266,0.988430655,0.970749626,1.039390543,1.038615617,0.984433375,0.982425827,0.963017008,1.025369613,0.988425887,1.02488861
3737,F,2028,2028,Chuquicamata 110,9,EtaMes,0.912780613,0.900386527,0.895424526,1.005319417,1.021634588,0.967913636,1.066009903,1.011617597,1.032911134,0.966419509,0.868311616,0.953927697
3738,F,2028,2028,Chuquicamata 110,10,EtaMes,0.950122915,0.904308714,0.902123818,0.926160407,0.932889021,0.91199787,0.941942553,1.033552347,1.017877815,0.954218532,0.9968443,1.03335647
3739,F,2028,2028,Chuquicamata 110,11,EtaMes,0.847922932,0.725786858,0.945027795,0.754902936,0.840154351,1.10888661,0.896652434,0.839740821,0.989794007,0.997577855,0.863176673,0.974497907
3740,F,2028,2028,Chuquicamata 110,12,EtaMes,0.826176083,0.838139784,0.862070604,0.769537665,0.769561597,0.806531706,0.803377351,0.949823804,0.839749826,0.967774851,0.993083497,0.923551933
3741,F,2028,2028,Chuquicamata 110,13,EtaMes,0.939453686,0.949725534,0.827006224,1.066819878,1.110434893,1.108508666,1.044639151,0.816414687,0.988342697,0.947073241,0.870770603,0.870763475
3742,F,2028,2028,Chuquicamata 110,14,EtaMes,0.952981655,0.963381266,0.709839882,0.942352023,0.985301591,0.815721704,0.939498391,0.912174605,0.809341408,0.927367097,0.88373091,0.855809059
3743,F,2028,2028,Chuquicamata 110,15,EtaMes,0.993922907,1.041556501,1.069677389,1.077095326,1.022209347,1.203750461,1.101168238,1.030851427,1.163687436,1.042868128,1.0439122,0.992670362
3744,F,2028,2028,Chuquicamata 110,16,EtaMes,0.982998433,1.004616977,0.958711455,0.911619091,0.874865705,0.794715994,0.930473791,1.085483688,0.988210759,1.040240642,1.055724979,0.990600721
3745,F,2029,2029,Chuquicamata 110,1,EtaMes,1.016384442,1.090694124,1.13431843,1.166834241,1.131988366,1.177420388,1.196455751,1.012026827,1.118564862,1.013220877,1.006448813,0.962382936
3746,F,2029,2029,Chuquicamata 110,2,EtaMes,1.066310307,1.106267797,0.998337055,1.052953212,1.040177416,0.919729138,1.047856253,1.024099125,0.925697586,0.970151777,0.994298526,0.989767817
3747,F,2029,2029,Chuquicamata 110,3,EtaMes,1.05821905,1.027728154,1.082719628,1.101071372,1.083708588,1.22635149,1.190144102,1.057451404,1.250766088,1.114006632,1.062390762,1.051276529
3748,F,2029,2029,Chuquicamata 110,4,EtaMes,1.091732681,1.111318372,1.119993348,1.138955601,1.100800833,0.99978423,1.008348563,1.036089576,1.013844302,1.046670533,1.108409976,1.090105009
3749,F,2029,2029,Chuquicamata 110,5,EtaMes,0.988307523,0.938448046,0.964698057,0.916113302,0.841447559,1.105863061,1.12751784,1.0533591,1.140334525,0.994002307,1.0439122,0.928309583
