DemIndINum,DemIndAñoFRlt,DemIndAñoIni,DemIndAñoFin,DemIndBar,DemIndIBlo,DemIndEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
5406,F,2022,2022,Gaby 220,14,EtaMes,0.969662974,0.961924468,0.934561888,0.983776729,1.01783849,0.921964203,0.994449979,0.971245573,0.942322439,0.923514652,0.982578499,1.035923196
5407,F,2022,2022,Gaby 220,15,EtaMes,1.058155695,1.061329928,1.096486362,1.056727328,0.9638599,1.159145728,1.111502702,1.031529781,1.084541057,1.078861869,1.150792233,0.930283543
5408,F,2022,2022,Gaby 220,16,EtaMes,1.004855493,0.967367762,0.944833811,1.011573351,1.077260261,0.953512732,0.983144588,0.997465244,0.955787499,0.985877849,0.987209273,1.033805701
5409,F,2023,2023,Gaby 220,1,EtaMes,1.091791322,0.968562938,1.097047832,1.056193092,0.982901865,1.096857788,1.105899792,1.02324544,1.132688328,1.143791278,1.109728385,1.002963366
5410,F,2023,2023,Gaby 220,2,EtaMes,1.042972299,1.024708048,0.958652931,1.017709071,1.068562866,0.956469845,1.011456749,1.036757497,1.026357662,1.001882177,0.968119619,1.036607959
5411,F,2023,2023,Gaby 220,3,EtaMes,1.131359038,0.972753,1.117955813,1.059429946,0.992783451,1.142008009,1.086604165,1.074748812,1.156537085,1.153446485,1.086284524,1.037806312
5412,F,2023,2023,Gaby 220,4,EtaMes,1.001984413,1.079990833,1.030014717,1.022941236,1.056628584,1.00276591,1.0026092,1.049861674,1.051667091,1.040629745,1.000634979,1.037311028
5413,F,2023,2023,Gaby 220,5,EtaMes,1.130799351,1.01158126,1.106735809,1.028757187,0.925347736,1.174041651,1.096642394,1.112515393,1.101606815,1.101524854,1.119154975,1.025468241
5414,F,2023,2023,Gaby 220,6,EtaMes,0.97048827,1.002657653,0.95945237,0.98634894,1.036232662,0.960706049,0.98740145,1.021725883,0.997608361,1.025506928,0.954327959,1.051215344
5415,F,2023,2023,Gaby 220,7,EtaMes,1.058506373,0.985312692,1.06041569,0.988888551,0.872245796,1.116479969,1.039696821,1.044884459,0.999481842,0.977254118,1.102126296,1.008288835
5416,F,2023,2023,Gaby 220,8,EtaMes,0.940017721,0.986469373,0.911218611,0.937421076,0.959656691,0.893186204,0.934131945,0.962041964,0.948265258,0.963665979,0.927878576,1.000123116
5417,F,2023,2023,Gaby 220,9,EtaMes,1.038006444,0.988093823,1.036245886,1.000866099,0.916227136,1.055417316,0.995806515,0.957976484,0.984403672,0.979870487,1.067579883,0.935813063
5418,F,2023,2023,Gaby 220,10,EtaMes,0.924081091,0.960312874,0.894984703,0.956628197,0.957034492,0.862374663,0.924546569,0.930843601,0.909848706,0.940798811,0.937945002,0.971984197
5419,F,2023,2023,Gaby 220,11,EtaMes,0.971760287,0.954366052,1.081198323,0.976357643,0.928119298,1.058940446,1.022676023,0.982129436,1.049969318,1.112383714,1.073503206,0.907784663
5420,F,2023,2023,Gaby 220,12,EtaMes,0.934021781,0.949726211,0.92784806,0.956876479,1.020932712,0.879857556,0.935834433,0.947990064,0.915311737,0.914457489,0.942533441,1.0229016
5421,F,2023,2023,Gaby 220,13,EtaMes,1.032821103,1.023482402,1.077053496,1.046705659,0.95823581,1.112415199,1.104600403,1.022365696,1.088549175,1.087894992,1.109385065,0.929507101
5422,F,2023,2023,Gaby 220,14,EtaMes,0.969662207,0.961922707,0.934566692,0.983771195,1.017835815,0.921964454,0.99445269,0.971244612,0.942321149,0.923515592,0.982578302,1.035916724
5423,F,2023,2023,Gaby 220,15,EtaMes,1.058160684,1.061326771,1.096486553,1.056728601,0.963857559,1.15914652,1.111498542,1.031531022,1.084542151,1.078860375,1.150789473,0.930284649
5424,F,2023,2023,Gaby 220,16,EtaMes,1.00485568,0.967368776,0.944832661,1.011573234,1.077259849,0.953513625,0.98314278,0.997464962,0.955788405,0.985877284,0.987208219,1.033808053
5425,F,2024,2024,Gaby 220,1,EtaMes,1.091794189,0.96856253,1.097043403,1.056197037,0.982903385,1.096858706,1.105900102,1.023246042,1.132688455,1.14379684,1.109732557,1.002963729
5426,F,2024,2024,Gaby 220,2,EtaMes,1.042972617,1.024705801,0.958651982,1.017708146,1.068561926,0.95646823,1.011455271,1.036758168,1.026356843,1.001881394,0.968119623,1.036609599
5427,F,2024,2024,Gaby 220,3,EtaMes,1.131361746,0.97275415,1.117955732,1.059430489,0.992783028,1.142007009,1.086604001,1.074746716,1.156538913,1.153447515,1.086284015,1.037806793
5428,F,2024,2024,Gaby 220,4,EtaMes,1.001984202,1.079990291,1.030015997,1.022940433,1.05662876,1.002765698,1.002609265,1.04986258,1.051667301,1.040628878,1.000634437,1.037311884
5429,F,2024,2024,Gaby 220,5,EtaMes,1.130800209,1.011582572,1.106738087,1.028753573,0.925352404,1.174045302,1.096645826,1.112518525,1.101604551,1.101530267,1.119154974,1.025467628
5430,F,2024,2024,Gaby 220,6,EtaMes,0.970487085,1.002657355,0.959453054,0.986349019,1.036231637,0.96070651,0.987400912,1.021726591,0.997607124,1.02550865,0.954326252,1.051214066
5431,F,2024,2024,Gaby 220,7,EtaMes,1.058507527,0.985314093,1.060415814,0.988890778,0.872248991,1.116478463,1.039696002,1.044887167,0.999483593,0.977247398,1.102123582,1.008292618
5432,F,2024,2024,Gaby 220,8,EtaMes,0.940016616,0.986469079,0.911218502,0.937421308,0.959654998,0.893185766,0.934132218,0.962041091,0.948266043,0.963663911,0.927879923,1.00012278
5433,F,2024,2024,Gaby 220,9,EtaMes,1.03800623,0.988096075,1.036246409,1.000864699,0.916223114,1.055414595,0.995806282,0.957977097,0.984404406,0.979871524,1.067580064,0.935813191
5434,F,2024,2024,Gaby 220,10,EtaMes,0.924081824,0.960313186,0.894985911,0.956628658,0.957035352,0.862374497,0.924546336,0.930843718,0.909848692,0.94079814,0.937944922,0.971983934
5435,F,2024,2024,Gaby 220,11,EtaMes,0.971760469,0.95436174,1.081185613,0.976361505,0.92811434,1.058941952,1.02267971,0.982128663,1.049967449,1.112381603,1.073501123,0.907784674
5436,F,2024,2024,Gaby 220,12,EtaMes,0.934019326,0.949727588,0.927847011,0.956875453,1.020935695,0.879860441,0.935835962,0.94798838,0.915311488,0.914458184,0.942533276,1.022899649
5437,F,2024,2024,Gaby 220,13,EtaMes,1.032822412,1.023478717,1.077052241,1.046708111,0.958232217,1.112419203,1.104597921,1.022366959,1.088549898,1.087898018,1.109386695,0.929505668
5438,F,2024,2024,Gaby 220,14,EtaMes,0.969662741,0.961923845,0.934561761,0.983771509,1.017833933,0.92196366,0.994451488,0.971243685,0.942321797,0.923515468,0.982578545,1.035920128
5439,F,2024,2024,Gaby 220,15,EtaMes,1.058153967,1.061330089,1.096487799,1.056729838,0.9638572,1.159149684,1.111500328,1.031529134,1.084540412,1.078862115,1.150793603,0.930283914
5440,F,2024,2024,Gaby 220,16,EtaMes,1.004856171,0.967368476,0.944833824,1.011572288,1.077261556,0.953511698,0.983142713,0.997464635,0.955787975,0.985876705,0.987207494,1.033805582
5441,F,2025,2025,Gaby 220,1,EtaMes,1.091792515,0.968566131,1.097047018,1.056197642,0.982903962,1.096857125,1.105900736,1.023244449,1.132688927,1.14379638,1.109730115,1.002964176
5442,F,2025,2025,Gaby 220,2,EtaMes,1.042972087,1.024706053,0.958652222,1.017708104,1.068560659,0.956469729,1.011455821,1.036756369,1.026356499,1.001882013,0.96812157,1.036608746
5443,F,2025,2025,Gaby 220,3,EtaMes,1.131361452,0.972752442,1.117956399,1.059429403,0.992782802,1.142009276,1.086606274,1.074748622,1.156536039,1.153445201,1.086283585,1.037807167
5444,F,2025,2025,Gaby 220,4,EtaMes,1.001984278,1.079989917,1.030015261,1.022940392,1.056628678,1.002765701,1.002609716,1.049862425,1.051667487,1.040629661,1.000634815,1.037311754
5445,F,2025,2025,Gaby 220,5,EtaMes,1.130801561,1.011580662,1.106740842,1.028755878,0.925350087,1.17404485,1.096643893,1.11251989,1.101605257,1.101529912,1.119150314,1.025467805
5446,F,2025,2025,Gaby 220,6,EtaMes,0.970486239,1.002660423,0.95945459,0.986350641,1.036231294,0.960706816,0.987400663,1.021724268,0.997607847,1.025506716,0.95432577,1.051216725
5447,F,2025,2025,Gaby 220,7,EtaMes,1.058506248,0.985311378,1.060413471,0.988890772,0.872246253,1.116478636,1.039697007,1.044888075,0.999483178,0.97725245,1.102127057,1.008289238
5448,F,2025,2025,Gaby 220,8,EtaMes,0.940016995,0.986470012,0.911218136,0.937420338,0.959655074,0.893186279,0.934132035,0.962042411,0.948265362,0.963663276,0.927880507,1.000119785
5449,F,2025,2025,Gaby 220,9,EtaMes,1.038003335,0.98809396,1.036243052,1.000862795,0.916226867,1.055416521,0.995805406,0.957975595,0.984403756,0.979870162,1.067582024,0.935811597
5450,F,2025,2025,Gaby 220,10,EtaMes,0.924082396,0.960313319,0.894985886,0.956628474,0.957033709,0.862373437,0.924545916,0.930844874,0.909849117,0.940798824,0.937944905,0.971984615
5451,F,2025,2025,Gaby 220,11,EtaMes,0.971762773,0.954365365,1.081190801,0.976362659,0.928119002,1.058941324,1.022675663,0.982126135,1.049966783,1.112383839,1.073504842,0.907784596
5452,F,2025,2025,Gaby 220,12,EtaMes,0.934018999,0.949726543,0.927845281,0.956875746,1.020934162,0.879857215,0.935835251,0.947988859,0.915313457,0.914458203,0.942533345,1.022900597
5453,F,2025,2025,Gaby 220,13,EtaMes,1.032825581,1.023478601,1.077055709,1.046703839,0.958242362,1.112416943,1.104600344,1.022370616,1.088550116,1.087898657,1.109386576,0.929508508
5454,F,2025,2025,Gaby 220,14,EtaMes,0.969664645,0.96192435,0.934561033,0.983775709,1.017833441,0.921960376,0.994450206,0.971244141,0.942322488,0.923514993,0.982575517,1.035919621
5455,F,2025,2025,Gaby 220,15,EtaMes,1.058154458,1.061333094,1.096486115,1.056729553,0.963861333,1.159149753,1.111502423,1.031527812,1.084540672,1.078859038,1.150789042,0.930283718
5456,F,2025,2025,Gaby 220,16,EtaMes,1.004856253,0.967366657,0.944834625,1.011572447,1.077261514,0.953514579,0.983142623,0.997462754,0.955787089,0.985877549,0.987207868,1.033807624
5457,F,2026,2026,Gaby 220,1,EtaMes,1.091791542,0.968563472,1.097047026,1.05619425,0.982905028,1.096857132,1.105902865,1.023246267,1.132689266,1.143796189,1.109734531,1.002966568
5458,F,2026,2026,Gaby 220,2,EtaMes,1.042972975,1.024706244,0.958653011,1.017710942,1.068560401,0.956468624,1.011456085,1.03675773,1.026356299,1.001882298,0.968119167,1.036608647
5459,F,2026,2026,Gaby 220,3,EtaMes,1.131358964,0.972754295,1.117955369,1.059428945,0.992782977,1.142008406,1.086606474,1.074748375,1.156537572,1.153445549,1.086283472,1.037805988
5460,F,2026,2026,Gaby 220,4,EtaMes,1.001984947,1.079990317,1.030015048,1.022940307,1.056628107,1.002765065,1.002609695,1.049862697,1.051667723,1.040628308,1.000634397,1.037310898
5461,F,2026,2026,Gaby 220,5,EtaMes,1.130803094,1.011578405,1.106733707,1.028757798,0.925351503,1.17404578,1.096646872,1.112514818,1.101604613,1.101529706,1.119152974,1.025474602
5462,F,2026,2026,Gaby 220,6,EtaMes,0.970486792,1.0026583,0.959452126,0.986350696,1.036231802,0.960708398,0.987401914,1.021727144,0.997608646,1.0255078,0.954328493,1.051215176
5463,F,2026,2026,Gaby 220,7,EtaMes,1.058506413,0.985313015,1.060414246,0.988889205,0.872248941,1.116478959,1.039693756,1.044886493,0.999482835,0.977247479,1.102122009,1.008293111
5464,F,2026,2026,Gaby 220,8,EtaMes,0.940016736,0.986469585,0.911218804,0.937421059,0.959656322,0.893185702,0.934131465,0.962041329,0.94826614,0.963665217,0.927880813,1.000120756
5465,F,2026,2026,Gaby 220,9,EtaMes,1.0380063,0.98809353,1.036246196,1.000864073,0.916226416,1.055414999,0.995803617,0.957976365,0.984403491,0.979871495,1.0675799,0.935812936
5466,F,2026,2026,Gaby 220,10,EtaMes,0.924081207,0.960313087,0.894984126,0.956627283,0.957033507,0.86237452,0.924545309,0.930844481,0.909848578,0.940798448,0.937945586,0.97198453
5467,F,2026,2026,Gaby 220,11,EtaMes,0.971757104,0.954359586,1.081191228,0.97636353,0.928117721,1.05894009,1.022677372,0.982128673,1.0499695,1.112384282,1.073503768,0.907786666
5468,F,2026,2026,Gaby 220,12,EtaMes,0.934018913,0.949725556,0.927848782,0.956874934,1.020932821,0.87985892,0.93583434,0.947988569,0.915311801,0.914457643,0.942532109,1.02290007
5469,F,2026,2026,Gaby 220,13,EtaMes,1.032826164,1.023484098,1.077060645,1.046716203,0.958244486,1.112419567,1.104600751,1.022366223,1.088552841,1.087898555,1.1093889,0.929506379
5470,F,2026,2026,Gaby 220,14,EtaMes,0.969664313,0.961925194,0.934562805,0.983771088,1.017832387,0.921964133,0.994451942,0.971243372,0.942322306,0.92351341,0.982576909,1.03591919
5471,F,2026,2026,Gaby 220,15,EtaMes,1.058156598,1.061332106,1.096487524,1.056728169,0.963860302,1.159145575,1.111495681,1.031529852,1.08454003,1.078861974,1.150789726,0.930281776
5472,F,2026,2026,Gaby 220,16,EtaMes,1.004856653,0.967368713,0.94483453,1.011572816,1.077260302,0.953512235,0.983143658,0.997463084,0.955785202,0.985878161,0.987207212,1.033805805
5473,F,2027,2027,Gaby 220,1,EtaMes,1.091791542,0.968563472,1.097047026,1.05619425,0.982905028,1.096857132,1.105902865,1.023246267,1.132689266,1.143796189,1.109734531,1.002966568
5474,F,2027,2027,Gaby 220,2,EtaMes,1.042972975,1.024706244,0.958653011,1.017710942,1.068560401,0.956468624,1.011456085,1.03675773,1.026356299,1.001882298,0.968119167,1.036608647
5475,F,2027,2027,Gaby 220,3,EtaMes,1.131358964,0.972754295,1.117955369,1.059428945,0.992782977,1.142008406,1.086606474,1.074748375,1.156537572,1.153445549,1.086283472,1.037805988
5476,F,2027,2027,Gaby 220,4,EtaMes,1.001984947,1.079990317,1.030015048,1.022940307,1.056628107,1.002765065,1.002609695,1.049862697,1.051667723,1.040628308,1.000634397,1.037310898
5477,F,2027,2027,Gaby 220,5,EtaMes,1.130803094,1.011578405,1.106733707,1.028757798,0.925351503,1.17404578,1.096646872,1.112514818,1.101604613,1.101529706,1.119152974,1.025474602
5478,F,2027,2027,Gaby 220,6,EtaMes,0.970486792,1.0026583,0.959452126,0.986350696,1.036231802,0.960708398,0.987401914,1.021727144,0.997608646,1.0255078,0.954328493,1.051215176
5479,F,2027,2027,Gaby 220,7,EtaMes,1.058506413,0.985313015,1.060414246,0.988889205,0.872248941,1.116478959,1.039693756,1.044886493,0.999482835,0.977247479,1.102122009,1.008293111
5480,F,2027,2027,Gaby 220,8,EtaMes,0.940016736,0.986469585,0.911218804,0.937421059,0.959656322,0.893185702,0.934131465,0.962041329,0.94826614,0.963665217,0.927880813,1.000120756
5481,F,2027,2027,Gaby 220,9,EtaMes,1.0380063,0.98809353,1.036246196,1.000864073,0.916226416,1.055414999,0.995803617,0.957976365,0.984403491,0.979871495,1.0675799,0.935812936
5482,F,2027,2027,Gaby 220,10,EtaMes,0.924081207,0.960313087,0.894984126,0.956627283,0.957033507,0.86237452,0.924545309,0.930844481,0.909848578,0.940798448,0.937945586,0.97198453
5483,F,2027,2027,Gaby 220,11,EtaMes,0.971757104,0.954359586,1.081191228,0.97636353,0.928117721,1.05894009,1.022677372,0.982128673,1.0499695,1.112384282,1.073503768,0.907786666
5484,F,2027,2027,Gaby 220,12,EtaMes,0.934018913,0.949725556,0.927848782,0.956874934,1.020932821,0.87985892,0.93583434,0.947988569,0.915311801,0.914457643,0.942532109,1.02290007
5485,F,2027,2027,Gaby 220,13,EtaMes,1.032826164,1.023484098,1.077060645,1.046716203,0.958244486,1.112419567,1.104600751,1.022366223,1.088552841,1.087898555,1.1093889,0.929506379
5486,F,2027,2027,Gaby 220,14,EtaMes,0.969664313,0.961925194,0.934562805,0.983771088,1.017832387,0.921964133,0.994451942,0.971243372,0.942322306,0.92351341,0.982576909,1.03591919
5487,F,2027,2027,Gaby 220,15,EtaMes,1.058156598,1.061332106,1.096487524,1.056728169,0.963860302,1.159145575,1.111495681,1.031529852,1.08454003,1.078861974,1.150789726,0.930281776
5488,F,2027,2027,Gaby 220,16,EtaMes,1.004856653,0.967368713,0.94483453,1.011572816,1.077260302,0.953512235,0.983143658,0.997463084,0.955785202,0.985878161,0.987207212,1.033805805
5489,F,2028,2028,Gaby 220,1,EtaMes,1.091791542,0.968563472,1.097047026,1.05619425,0.982905028,1.096857132,1.105902865,1.023246267,1.132689266,1.143796189,1.109734531,1.002966568
5490,F,2028,2028,Gaby 220,2,EtaMes,1.042972975,1.024706244,0.958653011,1.017710942,1.068560401,0.956468624,1.011456085,1.03675773,1.026356299,1.001882298,0.968119167,1.036608647
5491,F,2028,2028,Gaby 220,3,EtaMes,1.131358964,0.972754295,1.117955369,1.059428945,0.992782977,1.142008406,1.086606474,1.074748375,1.156537572,1.153445549,1.086283472,1.037805988
5492,F,2028,2028,Gaby 220,4,EtaMes,1.001984947,1.079990317,1.030015048,1.022940307,1.056628107,1.002765065,1.002609695,1.049862697,1.051667723,1.040628308,1.000634397,1.037310898
5493,F,2028,2028,Gaby 220,5,EtaMes,1.130803094,1.011578405,1.106733707,1.028757798,0.925351503,1.17404578,1.096646872,1.112514818,1.101604613,1.101529706,1.119152974,1.025474602
5494,F,2028,2028,Gaby 220,6,EtaMes,0.970486792,1.0026583,0.959452126,0.986350696,1.036231802,0.960708398,0.987401914,1.021727144,0.997608646,1.0255078,0.954328493,1.051215176
5495,F,2028,2028,Gaby 220,7,EtaMes,1.058506413,0.985313015,1.060414246,0.988889205,0.872248941,1.116478959,1.039693756,1.044886493,0.999482835,0.977247479,1.102122009,1.008293111
5496,F,2028,2028,Gaby 220,8,EtaMes,0.940016736,0.986469585,0.911218804,0.937421059,0.959656322,0.893185702,0.934131465,0.962041329,0.94826614,0.963665217,0.927880813,1.000120756
5497,F,2028,2028,Gaby 220,9,EtaMes,1.0380063,0.98809353,1.036246196,1.000864073,0.916226416,1.055414999,0.995803617,0.957976365,0.984403491,0.979871495,1.0675799,0.935812936
5498,F,2028,2028,Gaby 220,10,EtaMes,0.924081207,0.960313087,0.894984126,0.956627283,0.957033507,0.86237452,0.924545309,0.930844481,0.909848578,0.940798448,0.937945586,0.97198453
5499,F,2028,2028,Gaby 220,11,EtaMes,0.971757104,0.954359586,1.081191228,0.97636353,0.928117721,1.05894009,1.022677372,0.982128673,1.0499695,1.112384282,1.073503768,0.907786666
5500,F,2028,2028,Gaby 220,12,EtaMes,0.934018913,0.949725556,0.927848782,0.956874934,1.020932821,0.87985892,0.93583434,0.947988569,0.915311801,0.914457643,0.942532109,1.02290007
5501,F,2028,2028,Gaby 220,13,EtaMes,1.032826164,1.023484098,1.077060645,1.046716203,0.958244486,1.112419567,1.104600751,1.022366223,1.088552841,1.087898555,1.1093889,0.929506379
5502,F,2028,2028,Gaby 220,14,EtaMes,0.969664313,0.961925194,0.934562805,0.983771088,1.017832387,0.921964133,0.994451942,0.971243372,0.942322306,0.92351341,0.982576909,1.03591919
5503,F,2028,2028,Gaby 220,15,EtaMes,1.058156598,1.061332106,1.096487524,1.056728169,0.963860302,1.159145575,1.111495681,1.031529852,1.08454003,1.078861974,1.150789726,0.930281776
5504,F,2028,2028,Gaby 220,16,EtaMes,1.004856653,0.967368713,0.94483453,1.011572816,1.077260302,0.953512235,0.983143658,0.997463084,0.955785202,0.985878161,0.987207212,1.033805805
5505,F,2029,2029,Gaby 220,1,EtaMes,1.091791542,0.968563472,1.097047026,1.05619425,0.982905028,1.096857132,1.105902865,1.023246267,1.132689266,1.143796189,1.109734531,1.002966568
5506,F,2029,2029,Gaby 220,2,EtaMes,1.042972975,1.024706244,0.958653011,1.017710942,1.068560401,0.956468624,1.011456085,1.03675773,1.026356299,1.001882298,0.968119167,1.036608647
5507,F,2029,2029,Gaby 220,3,EtaMes,1.131358964,0.972754295,1.117955369,1.059428945,0.992782977,1.142008406,1.086606474,1.074748375,1.156537572,1.153445549,1.086283472,1.037805988
5508,F,2029,2029,Gaby 220,4,EtaMes,1.001984947,1.079990317,1.030015048,1.022940307,1.056628107,1.002765065,1.002609695,1.049862697,1.051667723,1.040628308,1.000634397,1.037310898
5509,F,2029,2029,Gaby 220,5,EtaMes,1.130803094,1.011578405,1.106733707,1.028757798,0.925351503,1.17404578,1.096646872,1.112514818,1.101604613,1.101529706,1.119152974,1.025474602
5510,F,2029,2029,Gaby 220,6,EtaMes,0.970486792,1.0026583,0.959452126,0.986350696,1.036231802,0.960708398,0.987401914,1.021727144,0.997608646,1.0255078,0.954328493,1.051215176
5511,F,2029,2029,Gaby 220,7,EtaMes,1.058506413,0.985313015,1.060414246,0.988889205,0.872248941,1.116478959,1.039693756,1.044886493,0.999482835,0.977247479,1.102122009,1.008293111
5512,F,2029,2029,Gaby 220,8,EtaMes,0.940016736,0.986469585,0.911218804,0.937421059,0.959656322,0.893185702,0.934131465,0.962041329,0.94826614,0.963665217,0.927880813,1.000120756
5513,F,2029,2029,Gaby 220,9,EtaMes,1.0380063,0.98809353,1.036246196,1.000864073,0.916226416,1.055414999,0.995803617,0.957976365,0.984403491,0.979871495,1.0675799,0.935812936
5514,F,2029,2029,Gaby 220,10,EtaMes,0.924081207,0.960313087,0.894984126,0.956627283,0.957033507,0.86237452,0.924545309,0.930844481,0.909848578,0.940798448,0.937945586,0.97198453
5515,F,2029,2029,Gaby 220,11,EtaMes,0.971757104,0.954359586,1.081191228,0.97636353,0.928117721,1.05894009,1.022677372,0.982128673,1.0499695,1.112384282,1.073503768,0.907786666
5516,F,2029,2029,Gaby 220,12,EtaMes,0.934018913,0.949725556,0.927848782,0.956874934,1.020932821,0.87985892,0.93583434,0.947988569,0.915311801,0.914457643,0.942532109,1.02290007
5517,F,2029,2029,Gaby 220,13,EtaMes,1.032826164,1.023484098,1.077060645,1.046716203,0.958244486,1.112419567,1.104600751,1.022366223,1.088552841,1.087898555,1.1093889,0.929506379
5518,F,2029,2029,Gaby 220,14,EtaMes,0.969664313,0.961925194,0.934562805,0.983771088,1.017832387,0.921964133,0.994451942,0.971243372,0.942322306,0.92351341,0.982576909,1.03591919
5519,F,2029,2029,Gaby 220,15,EtaMes,1.058156598,1.061332106,1.096487524,1.056728169,0.963860302,1.159145575,1.111495681,1.031529852,1.08454003,1.078861974,1.150789726,0.930281776
5520,F,2029,2029,Gaby 220,16,EtaMes,1.004856653,0.967368713,0.94483453,1.011572816,1.077260302,0.953512235,0.983143658,0.997463084,0.955785202,0.985878161,0.987207212,1.033805805
5521,F,2030,2030,Gaby 220,1,EtaMes,1.091791542,0.968563472,1.097047026,1.05619425,0.982905028,1.096857132,1.105902865,1.023246267,1.132689266,1.143796189,1.109734531,1.002966568
5522,F,2030,2030,Gaby 220,2,EtaMes,1.042972975,1.024706244,0.958653011,1.017710942,1.068560401,0.956468624,1.011456085,1.03675773,1.026356299,1.001882298,0.968119167,1.036608647
5523,F,2030,2030,Gaby 220,3,EtaMes,1.131358964,0.972754295,1.117955369,1.059428945,0.992782977,1.142008406,1.086606474,1.074748375,1.156537572,1.153445549,1.086283472,1.037805988
5524,F,2030,2030,Gaby 220,4,EtaMes,1.001984947,1.079990317,1.030015048,1.022940307,1.056628107,1.002765065,1.002609695,1.049862697,1.051667723,1.040628308,1.000634397,1.037310898
5525,F,2030,2030,Gaby 220,5,EtaMes,1.130803094,1.011578405,1.106733707,1.028757798,0.925351503,1.17404578,1.096646872,1.112514818,1.101604613,1.101529706,1.119152974,1.025474602
5526,F,2030,2030,Gaby 220,6,EtaMes,0.970486792,1.0026583,0.959452126,0.986350696,1.036231802,0.960708398,0.987401914,1.021727144,0.997608646,1.0255078,0.954328493,1.051215176
5527,F,2030,2030,Gaby 220,7,EtaMes,1.058506413,0.985313015,1.060414246,0.988889205,0.872248941,1.116478959,1.039693756,1.044886493,0.999482835,0.977247479,1.102122009,1.008293111
5528,F,2030,2030,Gaby 220,8,EtaMes,0.940016736,0.986469585,0.911218804,0.937421059,0.959656322,0.893185702,0.934131465,0.962041329,0.94826614,0.963665217,0.927880813,1.000120756
5529,F,2030,2030,Gaby 220,9,EtaMes,1.0380063,0.98809353,1.036246196,1.000864073,0.916226416,1.055414999,0.995803617,0.957976365,0.984403491,0.979871495,1.0675799,0.935812936
5530,F,2030,2030,Gaby 220,10,EtaMes,0.924081207,0.960313087,0.894984126,0.956627283,0.957033507,0.86237452,0.924545309,0.930844481,0.909848578,0.940798448,0.937945586,0.97198453
5531,F,2030,2030,Gaby 220,11,EtaMes,0.971757104,0.954359586,1.081191228,0.97636353,0.928117721,1.05894009,1.022677372,0.982128673,1.0499695,1.112384282,1.073503768,0.907786666
5532,F,2030,2030,Gaby 220,12,EtaMes,0.934018913,0.949725556,0.927848782,0.956874934,1.020932821,0.87985892,0.93583434,0.947988569,0.915311801,0.914457643,0.942532109,1.02290007
5533,F,2030,2030,Gaby 220,13,EtaMes,1.032826164,1.023484098,1.077060645,1.046716203,0.958244486,1.112419567,1.104600751,1.022366223,1.088552841,1.087898555,1.1093889,0.929506379
5534,F,2030,2030,Gaby 220,14,EtaMes,0.969664313,0.961925194,0.934562805,0.983771088,1.017832387,0.921964133,0.994451942,0.971243372,0.942322306,0.92351341,0.982576909,1.03591919
5535,F,2030,2030,Gaby 220,15,EtaMes,1.058156598,1.061332106,1.096487524,1.056728169,0.963860302,1.159145575,1.111495681,1.031529852,1.08454003,1.078861974,1.150789726,0.930281776
5536,F,2030,2030,Gaby 220,16,EtaMes,1.004856653,0.967368713,0.94483453,1.011572816,1.077260302,0.953512235,0.983143658,0.997463084,0.955785202,0.985878161,0.987207212,1.033805805
5537,F,2031,2031,Gaby 220,1,EtaMes,1.091791542,0.968563472,1.097047026,1.05619425,0.982905028,1.096857132,1.105902865,1.023246267,1.132689266,1.143796189,1.109734531,1.002966568
5538,F,2031,2031,Gaby 220,2,EtaMes,1.042972975,1.024706244,0.958653011,1.017710942,1.068560401,0.956468624,1.011456085,1.03675773,1.026356299,1.001882298,0.968119167,1.036608647
5539,F,2031,2031,Gaby 220,3,EtaMes,1.131358964,0.972754295,1.117955369,1.059428945,0.992782977,1.142008406,1.086606474,1.074748375,1.156537572,1.153445549,1.086283472,1.037805988
5540,F,2031,2031,Gaby 220,4,EtaMes,1.001984947,1.079990317,1.030015048,1.022940307,1.056628107,1.002765065,1.002609695,1.049862697,1.051667723,1.040628308,1.000634397,1.037310898
5541,F,2031,2031,Gaby 220,5,EtaMes,1.130803094,1.011578405,1.106733707,1.028757798,0.925351503,1.17404578,1.096646872,1.112514818,1.101604613,1.101529706,1.119152974,1.025474602
5542,F,2031,2031,Gaby 220,6,EtaMes,0.970486792,1.0026583,0.959452126,0.986350696,1.036231802,0.960708398,0.987401914,1.021727144,0.997608646,1.0255078,0.954328493,1.051215176
5543,F,2031,2031,Gaby 220,7,EtaMes,1.058506413,0.985313015,1.060414246,0.988889205,0.872248941,1.116478959,1.039693756,1.044886493,0.999482835,0.977247479,1.102122009,1.008293111
5544,F,2031,2031,Gaby 220,8,EtaMes,0.940016736,0.986469585,0.911218804,0.937421059,0.959656322,0.893185702,0.934131465,0.962041329,0.94826614,0.963665217,0.927880813,1.000120756
5545,F,2031,2031,Gaby 220,9,EtaMes,1.0380063,0.98809353,1.036246196,1.000864073,0.916226416,1.055414999,0.995803617,0.957976365,0.984403491,0.979871495,1.0675799,0.935812936
5546,F,2031,2031,Gaby 220,10,EtaMes,0.924081207,0.960313087,0.894984126,0.956627283,0.957033507,0.86237452,0.924545309,0.930844481,0.909848578,0.940798448,0.937945586,0.97198453
