CamHdr,INum,IAño,AñoHid,AñoCld,EtaTip,EtaHid,EtaCld,EtaNom,IBlo,ISim,IHid,LinTip,LinNum,LinNom,LinEmp,LinGrp,LinAux,SisGbl,SisPri,SisSec,SisCmr,EstOpe,EstFlu,LinPotPro P.U.,LinPotHlg MW,LinPotOpe MW,LinPotTrs MW,LinEneOpe GWh,LinEneTrs GWh,LinPotPer MW,LinPotPerL MW,LinPotPer2 MW,LinEnePer GWh,LinEnePerL GWh,LinEnePer2 GWh,LinPotMaxA->B MW,LinPotMaxB->A MW,LinBarINumA,LinBarNomA,LinBarCMgA US$/MWh,LinBarINumB,LinBarNomB,LinBarCMgB US$/MWh,LinTipSTSis,LinTipSTLin,LinEneIngIT MUS$,LinEneIngITL MUS$,LinEneIngIT2 MUS$,LinVtj kV,EtaHrs,EtaTas
CamFlg,T,F,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
