DemVegINum,DemVegAñoFRlt,DemVegAñoIni,DemVegAñoFin,DemVegBar,DemVegTasa,DemVegEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
137,F,2018,2018,Chena 110,0,EtaMes,0.075088713,0.077272111,0.079242405,0.07830005,0.077253638,0.075753495,0.073406884,0.07188435,0.070463343,0.068810248,0.068211683,0.068021463
138,F,2019,2019,Chena 110,0,EtaMes,0.072701445,0.076152663,0.077886251,0.078887128,0.077422668,0.075491534,0.073304369,0.071754126,0.069965213,0.067857551,0.067273428,0.067111235
139,F,2020,2020,Chena 110,0,EtaMes,0.07174425,0.075165264,0.076894575,0.077897134,0.07644041,0.074513447,0.072330946,0.070805223,0.069021218,0.067277654,0.066705487,0.066562907
140,F,2021,2021,Chena 110,0,EtaMes,0.071167777,0.074568792,0.076290444,0.077298254,0.075848666,0.07392838,0.07174565,0.070231962,0.068448263,0.067146617,0.066579136,0.066441742
141,F,2022,2022,Chena 110,0,EtaMes,0.071040511,0.074438652,0.076157182,0.077166351,0.075719457,0.073801051,0.071614768,0.070100453,0.068314411,0.067016711,0.066455523,0.066322948
142,F,2023,2023,Chena 110,0,EtaMes,0.070914698,0.074309021,0.076021676,0.077034805,0.075590914,0.07367565,0.071485223,0.069970067,0.068182921,0.066869241,0.066314684,0.06618687
143,F,2024,2024,Chena 110,0,EtaMes,0.070770184,0.074159532,0.075866001,0.076883587,0.075443156,0.073531763,0.071337584,0.069822295,0.068034769,0.06677071,0.066221126,0.066097566
144,F,2025,2025,Chena 110,0,EtaMes,0.07067563,0.074061808,0.075763572,0.076784803,0.075346754,0.073438075,0.071241124,0.069725166,0.067936834,0.066730602,0.066184177,0.06606176
145,F,2026,2026,Chena 110,0,EtaMes,0.07063703,0.074022232,0.075720177,0.076744105,0.075307588,0.073400592,0.071201084,0.069683661,0.067895405,0.066682893,0.066140027,0.06601873
146,F,2027,2027,Chena 110,0,EtaMes,0.070590924,0.073974694,0.075668515,0.07669505,0.07526031,0.073355208,0.071152924,0.06963443,0.067846508,0.066628817,0.066089586,0.065969472
147,F,2028,2028,Chena 110,0,EtaMes,0.070538382,0.07392036,0.075609992,0.07663943,0.075206556,0.073303467,0.071098447,0.069579015,0.067791451,0.06656884,0.066033372,0.065914583
148,F,2029,2029,Chena 110,0,EtaMes,0.070479817,0.073859714,0.075545127,0.076577549,0.07514664,0.073245677,0.071038058,0.069517912,0.067730816,0.066500365,0.065968882,0.065851635
149,F,2030,2030,Chena 110,0,EtaMes,0.070412708,0.073789981,0.075471191,0.076506738,0.075077905,0.07317933,0.070969372,0.069448818,0.067662207,0.066420341,0.065893175,0.06577801
150,F,2031,*,Chena 110,0,EtaMes,0.070334385,0.073708233,0.075385421,0.076424212,0.07499768,0.073101862,0.070890079,0.069369469,0.067583169,0.066335313,0.065812514,0.065699375
151,F,2017,2017,Colbun 220,0,EtaMes,0.00020708,0.000196962,0.000229465,0.000215959,0.000220443,0.000166156,0.000173953,0.000241498,0.000251926,0.000252852,0.000218076,0.000183052
152,F,2018,2018,Colbun 220,0,EtaMes,0.00021807,0.000206612,0.000240907,0.000229233,0.000234284,0.000177245,0.000185072,0.000256574,0.000266256,0.000262292,0.000225858,0.000187202
153,F,2019,2019,Colbun 220,0,EtaMes,0.000222289,0.000208922,0.000243456,0.000228955,0.000234679,0.000178418,0.000186091,0.000257518,0.000267745,0.000264692,0.000227883,0.000188928
154,F,2020,2020,Colbun 220,0,EtaMes,0.000224448,0.000211044,0.000245984,0.000231345,0.000237077,0.000180178,0.000187888,0.000259974,0.000270195,0.00026663,0.000229531,0.00019033
155,F,2021,2021,Colbun 220,0,EtaMes,0.000226187,0.000212737,0.000247974,0.000233235,0.000238989,0.0001816,0.000189342,0.000261952,0.000272172,0.000267131,0.000229962,0.000190697
156,F,2022,2022,Colbun 220,0,EtaMes,0.000226642,0.000213185,0.000248495,0.000233728,0.000239491,0.000181976,0.000189718,0.000262451,0.000272662,0.000267701,0.000230457,0.000191115
157,F,2023,2023,Colbun 220,0,EtaMes,0.000227156,0.000213685,0.000249068,0.000234278,0.000240053,0.000182399,0.000190144,0.000263017,0.000273226,0.000268448,0.000231103,0.000191658
158,F,2024,2024,Colbun 220,0,EtaMes,0.00022782,0.000214328,0.000249808,0.000234986,0.000240776,0.000182945,0.000190697,0.000263758,0.000273971,0.000268955,0.000231542,0.000192029
159,F,2025,2025,Colbun 220,0,EtaMes,0.000228276,0.000214771,0.000250315,0.000235472,0.000241273,0.00018332,0.000191078,0.000264266,0.00027448,0.000269132,0.000231698,0.000192159
160,F,2026,2026,Colbun 220,0,EtaMes,0.000228435,0.000214928,0.000250489,0.000235643,0.000241448,0.000183454,0.00019121,0.000264435,0.000274648,0.00026935,0.00023189,0.000192319
161,F,2027,2027,Colbun 220,0,EtaMes,0.000228631,0.000215121,0.000250702,0.000235851,0.000241662,0.000183616,0.000191371,0.000264644,0.000274858,0.00026961,0.000232118,0.000192508
162,F,2028,2028,Colbun 220,0,EtaMes,0.000228864,0.000215348,0.000250957,0.000236098,0.000241916,0.000183809,0.000191563,0.000264896,0.000275112,0.000269913,0.000232382,0.000192727
163,F,2029,2029,Colbun 220,0,EtaMes,0.000229133,0.00021561,0.000251253,0.000236384,0.000242209,0.000184031,0.000191786,0.000265191,0.000275409,0.000270284,0.000232703,0.000192994
164,F,2030,2030,Colbun 220,0,EtaMes,0.000229461,0.000215929,0.000251614,0.000236732,0.000242565,0.000184301,0.000192059,0.000265554,0.000275777,0.00027076,0.000233115,0.000193336
165,F,2031,*,Colbun 220,0,EtaMes,0.00022988,0.000216334,0.000252079,0.000237177,0.00024302,0.000184646,0.000192412,0.000266026,0.000276255,0.000271256,0.000233543,0.000193693
166,F,2017,2017,Diego de Almagro 220,0,EtaMes,0.002047718,0.002103046,0.00199668,0.003162357,0.003341669,0.003515236,0.003469735,0.003319545,0.003251728,0.003410854,0.003416273,0.003441679
167,F,2018,2018,Diego de Almagro 220,0,EtaMes,0.00362162,0.003601645,0.003458925,0.00352851,0.003732236,0.003947466,0.003879696,0.003710351,0.003609147,0.003578586,0.003582052,0.00355977
168,F,2019,2019,Diego de Almagro 220,0,EtaMes,0.00373656,0.003683856,0.003537041,0.003564237,0.003780872,0.004020559,0.003945223,0.003767044,0.003669357,0.003752674,0.003764846,0.003732199
169,F,2020,2020,Diego de Almagro 220,0,EtaMes,0.003927676,0.003866365,0.00371623,0.003739997,0.003965842,0.004221309,0.004136114,0.003951804,0.003842595,0.003671162,0.003680699,0.003652171
170,F,2021,2021,Diego de Almagro 220,0,EtaMes,0.003842444,0.003786132,0.003638811,0.003663523,0.003884746,0.004132779,0.004050041,0.003867953,0.003761284,0.003691775,0.003704697,0.003672728
171,F,2022,2022,Diego de Almagro 220,0,EtaMes,0.00386715,0.00380854,0.003661532,0.003684665,0.003907026,0.004158205,0.004072807,0.003890219,0.003780703,0.003656361,0.003669945,0.003638022
172,F,2023,2023,Diego de Almagro 220,0,EtaMes,0.003831167,0.003773579,0.003628122,0.003650871,0.003871323,0.004120334,0.004035074,0.003853704,0.003744585,0.00361968,0.00363378,0.003602017
173,F,2024,2024,Diego de Almagro 220,0,EtaMes,0.003793739,0.003737323,0.003593442,0.00361587,0.003834345,0.004081036,0.003996027,0.003815883,0.003707264,0.003631553,0.003647975,0.003613977
174,F,2025,2025,Diego de Almagro 220,0,EtaMes,0.003808369,0.003750552,0.003606855,0.003628324,0.003847495,0.004096206,0.004009444,0.003828938,0.003718476,0.003599684,0.003615775,0.003582601
175,F,2026,2026,Diego de Almagro 220,0,EtaMes,0.003774936,0.003718455,0.00357583,0.003597384,0.003814855,0.00406117,0.003975201,0.003795732,0.003686345,0.00352364,0.003537232,0.003507591
176,F,2027,2027,Diego de Almagro 220,0,EtaMes,0.003693671,0.003641121,0.003500666,0.003523117,0.003736474,0.003976172,0.003893198,0.003716179,0.003610363,0.003449938,0.003461095,0.003434892
177,F,2028,2028,Diego de Almagro 220,0,EtaMes,0.003614918,0.003566215,0.00342787,0.003451204,0.00366058,0.003893854,0.003813786,0.003639118,0.003536754,0.003378617,0.003387408,0.003364551
178,F,2029,2029,Diego de Almagro 220,0,EtaMes,0.003538712,0.003493776,0.003357479,0.003381672,0.003587204,0.00381425,0.003737003,0.003564589,0.003465567,0.00330905,0.00331552,0.003295947
179,F,2030,2030,Diego de Almagro 220,0,EtaMes,0.003464389,0.003423165,0.003288878,0.003313915,0.003515703,0.003736663,0.003662183,0.003491949,0.003396174,0.00323995,0.003244092,0.003227818
180,F,2031,*,Diego de Almagro 220,0,EtaMes,0.003390589,0.003353088,0.003220818,0.003246698,0.003444774,0.003659678,0.00358798,0.003419887,0.003327317,0.003174337,0.00317626,0.003163133
181,F,2017,2017,El Salto 110,0,EtaMes,0.070287338,0.071761266,0.073572766,0.073761888,0.07246525,0.070641074,0.068415575,0.069444193,0.067091032,0.065257506,0.065373231,0.063851584
182,F,2018,2018,El Salto 110,0,EtaMes,0.064559348,0.06599265,0.068041508,0.067871164,0.066416831,0.063848439,0.061913729,0.06317606,0.060448655,0.058116196,0.058718689,0.060478041
183,F,2019,2019,El Salto 110,0,EtaMes,0.06196644,0.06358247,0.06604082,0.066759007,0.065146585,0.061872965,0.059842254,0.061608596,0.058364385,0.057156746,0.057738821,0.059483826
184,F,2020,2020,El Salto 110,0,EtaMes,0.060977379,0.062595304,0.065030013,0.065740731,0.064139243,0.060894674,0.058884104,0.060614859,0.057400996,0.056559093,0.057129958,0.058867411
185,F,2021,2021,El Salto 110,0,EtaMes,0.06036521,0.061983686,0.064399112,0.065107898,0.06351509,0.060291886,0.058292253,0.059997832,0.056800458,0.056418765,0.05698821,0.058724238
186,F,2022,2022,El Salto 110,0,EtaMes,0.060223499,0.061843761,0.064253467,0.064961591,0.063371627,0.060153607,0.058154042,0.059850608,0.056655128,0.056277213,0.056846389,0.058580561
187,F,2023,2023,El Salto 110,0,EtaMes,0.060080578,0.061701956,0.064103525,0.064813033,0.063226165,0.060014404,0.058014612,0.05970183,0.056509293,0.056114248,0.056682423,0.058413657
188,F,2024,2024,El Salto 110,0,EtaMes,0.059914344,0.06153663,0.063929237,0.064640125,0.06305682,0.059852518,0.057853448,0.059530509,0.056342088,0.056003159,0.056570883,0.058300932
189,F,2025,2025,El Salto 110,0,EtaMes,0.059802495,0.061425625,0.063811689,0.064523903,0.062943024,0.05974382,0.057745202,0.059414861,0.056228742,0.055954919,0.056523091,0.058251922
190,F,2026,2026,El Salto 110,0,EtaMes,0.059753489,0.061377424,0.063759084,0.064472654,0.062893228,0.059696652,0.057697318,0.059362616,0.056177882,0.055898188,0.056466796,0.058194012
191,F,2027,2027,El Salto 110,0,EtaMes,0.059695761,0.061320389,0.063697187,0.064411909,0.062834179,0.059640637,0.057640615,0.059301341,0.056118442,0.055834218,0.056403016,0.058128344
192,F,2028,2028,El Salto 110,0,EtaMes,0.059630461,0.061255713,0.063627423,0.064343428,0.062767496,0.05957728,0.057576783,0.059232606,0.056051751,0.055763477,0.056332278,0.058055533
193,F,2029,2029,El Salto 110,0,EtaMes,0.059558021,0.061183879,0.06355031,0.064267551,0.062693529,0.059506916,0.057506232,0.059156915,0.055978376,0.055682828,0.056251381,0.057972293
194,F,2030,2030,El Salto 110,0,EtaMes,0.059475235,0.061101574,0.063462496,0.064180918,0.062608937,0.059426409,0.057426014,0.059071202,0.055895249,0.055588536,0.056156504,0.057874914
195,F,2031,*,El Salto 110,0,EtaMes,0.059378528,0.06100513,0.063360358,0.064079812,0.06251011,0.059332329,0.057333012,0.058972176,0.055799002,0.055488886,0.056056102,0.057771727
196,F,2017,2017,Itahue 154,0,EtaMes,0.085140808,0.081429232,0.079451969,0.075261032,0.073787046,0.072921108,0.074876088,0.082790663,0.089361806,0.089468165,0.097413668,0.101687242
197,F,2018,2018,Itahue 154,0,EtaMes,0.088833954,0.084613821,0.082569646,0.079116233,0.077657511,0.077062744,0.078918523,0.087149207,0.093611623,0.092817057,0.10089029,0.103959925
198,F,2019,2019,Itahue 154,0,EtaMes,0.090504666,0.085508871,0.083399705,0.078975563,0.077744133,0.077529244,0.079320581,0.087439493,0.094120513,0.0936741,0.101823932,0.104967629
199,F,2020,2020,Itahue 154,0,EtaMes,0.091432385,0.086417895,0.084266362,0.079834774,0.078572261,0.078342892,0.080122147,0.08830625,0.095019994,0.094386193,0.102569067,0.105737909
200,F,2021,2021,Itahue 154,0,EtaMes,0.092140253,0.087112459,0.084963594,0.080496879,0.07921689,0.078970561,0.080754997,0.088988854,0.095729423,0.094573995,0.102763764,0.105918804
201,F,2022,2022,Itahue 154,0,EtaMes,0.092305303,0.087268947,0.085105269,0.080653604,0.079371679,0.079133391,0.08091528,0.089148676,0.095905209,0.094789396,0.102970042,0.106110114
202,F,2023,2023,Itahue 154,0,EtaMes,0.092490639,0.087453259,0.085301718,0.080838791,0.07955547,0.079313897,0.08109755,0.089334964,0.096100389,0.095061578,0.103236945,0.106364312
203,F,2024,2024,Itahue 154,0,EtaMes,0.092733589,0.087693394,0.085553018,0.081076943,0.079791542,0.079546646,0.081332164,0.089576873,0.096353313,0.095267562,0.103436009,0.10654295
204,F,2025,2025,Itahue 154,0,EtaMes,0.092899786,0.087856399,0.085727653,0.081242101,0.079956084,0.079708835,0.081499532,0.089747516,0.096535259,0.095364218,0.103526533,0.106625745
205,F,2026,2026,Itahue 154,0,EtaMes,0.092982647,0.087940434,0.085818732,0.081326866,0.080041206,0.079791796,0.081582273,0.089829717,0.096619624,0.095475864,0.103632769,0.106724325
206,F,2027,2027,Itahue 154,0,EtaMes,0.093082683,0.088041042,0.08592472,0.081428089,0.08014313,0.079891496,0.081679741,0.089926055,0.096717437,0.095600449,0.1037537,0.106839099
207,F,2028,2028,Itahue 154,0,EtaMes,0.093195843,0.088154512,0.086044299,0.081540632,0.080255688,0.080001754,0.08178903,0.090036237,0.096830209,0.095737463,0.103887812,0.106967802
208,F,2029,2029,Itahue 154,0,EtaMes,0.093322192,0.08828091,0.086176657,0.081665688,0.080380594,0.08012432,0.0819105,0.090159071,0.096955757,0.095893944,0.104042226,0.107117638
209,F,2030,2030,Itahue 154,0,EtaMes,0.093468806,0.088427038,0.086328913,0.081810086,0.080524586,0.080265981,0.082051057,0.090301676,0.097101139,0.09607795,0.104224652,0.10729643
210,F,2031,*,Itahue 154,0,EtaMes,0.093643765,0.088600696,0.08650961,0.081981964,0.080695839,0.080434987,0.082219252,0.090472623,0.097274774,0.096270372,0.104416702,0.107485659
211,F,2017,2017,Las Vegas 110,0,EtaMes,0.009875077,0.008882333,0.007795218,0.007843012,0.008392349,0.009402118,0.010313365,0.010945819,0.01162556,0.01153069,0.011297725,0.011413981
212,F,2018,2018,Las Vegas 110,0,EtaMes,0.010085985,0.009023174,0.007909564,0.008046474,0.008626177,0.009717006,0.010641106,0.011291938,0.011938832,0.011905539,0.011652142,0.01162208
213,F,2019,2019,Las Vegas 110,0,EtaMes,0.010237058,0.00908765,0.007965516,0.008004034,0.008604228,0.009741653,0.010655201,0.011284541,0.011948314,0.011926205,0.011669495,0.011642653
214,F,2020,2020,Las Vegas 110,0,EtaMes,0.010259239,0.009110754,0.007986921,0.008025728,0.008625878,0.009762811,0.010677169,0.011307503,0.011969003,0.011924128,0.011666143,0.011641611
215,F,2021,2021,Las Vegas 110,0,EtaMes,0.010260809,0.009114232,0.007990248,0.008029044,0.008628584,0.009764453,0.010678219,0.011308047,0.011966655,0.011928386,0.011670529,0.011646566
216,F,2022,2022,Las Vegas 110,0,EtaMes,0.010265078,0.009118645,0.007994142,0.008031855,0.008631452,0.009767781,0.010681998,0.011312026,0.011969655,0.011926278,0.011668943,0.011645468
217,F,2023,2023,Las Vegas 110,0,EtaMes,0.010263937,0.00911818,0.007993484,0.008030375,0.008629733,0.009766066,0.010680158,0.011309949,0.011966422,0.011916066,0.011659326,0.011636272
218,F,2024,2024,Las Vegas 110,0,EtaMes,0.010255784,0.009111566,0.007987451,0.008023564,0.008622265,0.00975783,0.010671182,0.011300239,0.011955089,0.011906756,0.011650595,0.011627974
219,F,2025,2025,Las Vegas 110,0,EtaMes,0.010248362,0.00910542,0.007981883,0.008017286,0.008615402,0.009750303,0.010663111,0.011291561,0.011945067,0.011893348,0.01163795,0.011615345
220,F,2026,2026,Las Vegas 110,0,EtaMes,0.010236812,0.009095406,0.00797293,0.008007609,0.008604959,0.009738822,0.010650753,0.011278448,0.011930818,0.011876095,0.011621562,0.01159895
221,F,2027,2027,Las Vegas 110,0,EtaMes,0.010222028,0.009082544,0.007961472,0.007995415,0.008591811,0.009724265,0.010634965,0.011261696,0.011912704,0.011856975,0.011603306,0.011580682
222,F,2028,2028,Las Vegas 110,0,EtaMes,0.010205678,0.009068314,0.007948821,0.007982075,0.008577421,0.009708278,0.010617589,0.01124322,0.011892727,0.011836278,0.011583477,0.011560849
223,F,2029,2029,Las Vegas 110,0,EtaMes,0.010187997,0.00905293,0.007935167,0.007967756,0.00856197,0.009691067,0.010598868,0.011223296,0.011871199,0.011814548,0.011562593,0.011539974
224,F,2030,2030,Las Vegas 110,0,EtaMes,0.010169476,0.009036822,0.007920895,0.007952853,0.008545877,0.00967311,0.010579339,0.011202485,0.011848684,0.011794461,0.011543246,0.011520694
225,F,2031,*,Las Vegas 110,0,EtaMes,0.010152478,0.009022085,0.00790785,0.007939234,0.008531154,0.009656677,0.010561521,0.01118344,0.011827951,0.011770517,0.011520109,0.011497605
226,F,2017,2017,Los Almendros 110,0,EtaMes,0.121779903,0.125706622,0.130778324,0.131536655,0.126266991,0.121930771,0.117733226,0.11416853,0.109222029,0.104854338,0.102123796,0.104790363
227,F,2018,2018,Los Almendros 110,0,EtaMes,0.113226081,0.118294023,0.123455015,0.122552187,0.116974234,0.11205525,0.108110004,0.104985331,0.101223073,0.104001848,0.100576389,0.106414099
228,F,2019,2019,Los Almendros 110,0,EtaMes,0.115509203,0.122059211,0.127537707,0.128498421,0.122596439,0.117382167,0.113090103,0.109804692,0.105710245,0.102522407,0.099137335,0.104900639
229,F,2020,2020,Los Almendros 110,0,EtaMes,0.11391203,0.120384767,0.125809491,0.126765698,0.120935376,0.115759274,0.111501921,0.108247512,0.104179467,0.101621483,0.098264692,0.10398381
230,F,2021,2021,Los Almendros 110,0,EtaMes,0.112946114,0.119368116,0.124749509,0.125708488,0.1199255,0.114779515,0.110541113,0.107300122,0.103244243,0.101438884,0.098091147,0.103800756
231,F,2022,2022,Los Almendros 110,0,EtaMes,0.112754563,0.119166863,0.124536516,0.125496033,0.119726627,0.11458774,0.11034727,0.107102708,0.103045671,0.101252913,0.097916262,0.103615513
232,F,2023,2023,Los Almendros 110,0,EtaMes,0.112559274,0.118960231,0.124313402,0.125277439,0.119522156,0.11439241,0.11014941,0.106900824,0.102844543,0.101031174,0.097705956,0.103391693
233,F,2024,2024,Los Almendros 110,0,EtaMes,0.11232273,0.118709681,0.124044493,0.125013283,0.119274122,0.114155444,0.109911847,0.106660005,0.10260604,0.100884707,0.097567808,0.103245751
234,F,2025,2025,Los Almendros 110,0,EtaMes,0.112169224,0.118546887,0.123868173,0.124840999,0.119112637,0.114001574,0.109757509,0.106502391,0.102449112,0.100836992,0.097525196,0.103198554
235,F,2026,2026,Los Almendros 110,0,EtaMes,0.112118964,0.118492965,0.123805031,0.124781306,0.119058317,0.113951314,0.109705059,0.106446353,0.102393902,0.100775424,0.097469366,0.103136979
236,F,2027,2027,Los Almendros 110,0,EtaMes,0.112053736,0.118423063,0.123724913,0.124704328,0.118987604,0.113885293,0.109636942,0.106375171,0.102324124,0.100701041,0.097400826,0.103061797
237,F,2028,2028,Los Almendros 110,0,EtaMes,0.111974377,0.118338212,0.123629328,0.124612206,0.1189023,0.113805124,0.109555132,0.106290436,0.102240988,0.100614633,0.097320435,0.102974051
238,F,2029,2029,Los Almendros 110,0,EtaMes,0.111881653,0.118239303,0.123519245,0.124505561,0.118803025,0.113711406,0.109460365,0.106193021,0.10214549,0.100510481,0.097222579,0.1028678
239,F,2030,2030,Los Almendros 110,0,EtaMes,0.111769384,0.118119641,0.123387871,0.124377607,0.118683201,0.113597897,0.109346782,0.106077146,0.102031778,0.100380561,0.097099319,0.102735069
240,F,2031,*,Los Almendros 110,0,EtaMes,0.111629334,0.117970448,0.123226531,0.124219505,0.118534391,0.113456454,0.109206866,0.105935317,0.101892149,0.100242277,0.096967833,0.102593326
241,F,2017,2017,Los Vilos 220,0,EtaMes,0.008505106,0.008310285,0.007556773,0.007592646,0.008447828,0.009273444,0.009274854,0.009561104,0.009985315,0.010516656,0.010523872,0.009940455
242,F,2018,2018,Los Vilos 220,0,EtaMes,0.00873864,0.00850511,0.007740405,0.007863151,0.00875956,0.009651522,0.009627886,0.009910987,0.010297229,0.010796945,0.01078714,0.010061101
243,F,2019,2019,Los Vilos 220,0,EtaMes,0.008815966,0.008511628,0.00774174,0.007772747,0.008683947,0.009615386,0.00958115,0.009845028,0.010248153,0.010754426,0.010742702,0.010022187
244,F,2020,2020,Los Vilos 220,0,EtaMes,0.008786139,0.008486594,0.007720693,0.007752029,0.008658959,0.009584319,0.009548244,0.009810034,0.010207802,0.01066928,0.010656683,0.009943773
245,F,2021,2021,Los Vilos 220,0,EtaMes,0.008720248,0.008425242,0.007665414,0.007697109,0.008596707,0.009513798,0.009476519,0.009735083,0.010126902,0.010549057,0.010536592,0.009832202
246,F,2022,2022,Los Vilos 220,0,EtaMes,0.00862314,0.008332183,0.007580713,0.007612165,0.008501741,0.009408368,0.009370763,0.009625644,0.010011987,0.010423941,0.010411826,0.009716189
247,F,2023,2023,Los Vilos 220,0,EtaMes,0.008522024,0.008235151,0.007492126,0.007523559,0.008402715,0.009298601,0.009260648,0.009511695,0.00989257,0.010295593,0.010283734,0.009596998
248,F,2024,2024,Los Vilos 220,0,EtaMes,0.008418179,0.008135528,0.007401196,0.007432625,0.008301071,0.00918594,0.009147695,0.009394819,0.009770121,0.010205365,0.010193721,0.009513362
249,F,2025,2025,Los Vilos 220,0,EtaMes,0.008345346,0.00806566,0.007337377,0.007368833,0.008229775,0.009106934,0.009068506,0.009312824,0.009684161,0.010138647,0.010127236,0.009451358
250,F,2026,2026,Los Vilos 220,0,EtaMes,0.008291134,0.008013555,0.007289685,0.007321154,0.008176556,0.009048052,0.009009502,0.009251769,0.009620409,0.010071297,0.010060132,0.009388753
251,F,2027,2027,Los Vilos 220,0,EtaMes,0.008236448,0.007961006,0.00724158,0.007273046,0.008122859,0.008988631,0.008949923,0.009190135,0.009556051,0.01000625,0.009995294,0.009328256
252,F,2028,2028,Los Vilos 220,0,EtaMes,0.008183663,0.007910308,0.00719517,0.007226662,0.008071077,0.008931315,0.008892439,0.009130638,0.009493886,0.009942422,0.009931653,0.00926888
253,F,2029,2029,Los Vilos 220,0,EtaMes,0.008131884,0.007860603,0.007149674,0.0071812,0.008020314,0.008875112,0.008836076,0.009072291,0.009432902,0.009881025,0.009870411,0.00921175
254,F,2030,2030,Los Vilos 220,0,EtaMes,0.00808212,0.007812862,0.007105989,0.007137559,0.00797157,0.008821135,0.008781953,0.009016236,0.009374259,0.009824996,0.009814496,0.009159634
255,F,2031,*,Los Vilos 220,0,EtaMes,0.008036831,0.007769465,0.007066297,0.00709793,0.00792729,0.008772089,0.008732793,0.008965256,0.009320808,0.009768248,0.009757844,0.009106811
256,F,2017,2017,Maitencillo 220,0,EtaMes,0.003529546,0.003593416,0.0035301,0.003457997,0.003653435,0.003904326,0.004031526,0.003903183,0.004058716,0.003964907,0.003883761,0.00368788
257,F,2018,2018,Maitencillo 220,0,EtaMes,0.00369145,0.003743516,0.003680741,0.003645388,0.003856249,0.00413681,0.004260518,0.004119314,0.00426109,0.004099712,0.004009387,0.003759367
258,F,2019,2019,Maitencillo 220,0,EtaMes,0.003750824,0.003773271,0.003707781,0.003629325,0.003850378,0.004150829,0.004270174,0.004121149,0.004271104,0.004098842,0.00400779,0.003758844
259,F,2020,2020,Maitencillo 220,0,EtaMes,0.00375216,0.003776303,0.003711577,0.003633235,0.003853702,0.004152902,0.004271422,0.004121835,0.004270181,0.004080934,0.0039899,0.003742785
260,F,2021,2021,Maitencillo 220,0,EtaMes,0.003737388,0.003762474,0.00369823,0.003620446,0.003839727,0.004137098,0.004254493,0.004104942,0.004251467,0.004044846,0.003954597,0.003709876
261,F,2022,2022,Maitencillo 220,0,EtaMes,0.003704875,0.003730098,0.003666379,0.003589317,0.003806665,0.004101294,0.004217327,0.004068723,0.004213514,0.004012119,0.003922662,0.003680097
262,F,2023,2023,Maitencillo 220,0,EtaMes,0.003675438,0.003700774,0.003637397,0.003561111,0.003776716,0.004068914,0.004183665,0.00403587,0.004179123,0.003980923,0.003892188,0.003651661
263,F,2024,2024,Maitencillo 220,0,EtaMes,0.003647371,0.00367285,0.003609798,0.003534272,0.003748209,0.004038088,0.004151619,0.004004567,0.004146338,0.003957319,0.003869138,0.003630199
264,F,2025,2025,Maitencillo 220,0,EtaMes,0.003626195,0.003651774,0.003588946,0.003514,0.003726682,0.004014812,0.004127445,0.003980942,0.004121594,0.003941346,0.003853565,0.003615629
265,F,2026,2026,Maitencillo 220,0,EtaMes,0.003611752,0.003637372,0.003574638,0.003500097,0.003711946,0.003998905,0.00411091,0.003964774,0.004104752,0.003926751,0.003839344,0.003602319
266,F,2027,2027,Maitencillo 220,0,EtaMes,0.003598591,0.00362427,0.003561601,0.003487431,0.003698523,0.003984407,0.004095807,0.00394999,0.004089341,0.003913419,0.003826345,0.003590155
267,F,2028,2028,Maitencillo 220,0,EtaMes,0.003586599,0.003612351,0.003549732,0.003475921,0.00368632,0.003971215,0.004082044,0.003936491,0.004075247,0.003901423,0.003814644,0.00357921
268,F,2029,2029,Maitencillo 220,0,EtaMes,0.003575837,0.003601682,0.003539096,0.00346562,0.003675394,0.003959393,0.004069692,0.00392435,0.004062552,0.003890556,0.003804036,0.003569294
269,F,2030,2030,Maitencillo 220,0,EtaMes,0.003566125,0.003592081,0.003529518,0.003456358,0.003665564,0.003948745,0.004058558,0.003913376,0.004051048,0.003880648,0.003794351,0.003560262
270,F,2031,*,Maitencillo 220,0,EtaMes,0.003557331,0.003583414,0.003520879,0.003448016,0.003656702,0.003939135,0.004048512,0.003903443,0.004040582,0.003872274,0.003786158,0.003552623
271,F,2017,2017,Melipilla 220,0,EtaMes,0.018356174,0.017661566,0.017053416,0.017238705,0.017450594,0.019227964,0.019694698,0.020562491,0.021010639,0.022479829,0.022582652,0.020832486
272,F,2018,2018,Melipilla 220,0,EtaMes,0.019035095,0.018246942,0.017630458,0.018025336,0.018267026,0.020192999,0.020623372,0.021487745,0.021839508,0.023262894,0.023332988,0.021250904
273,F,2019,2019,Melipilla 220,0,EtaMes,0.019351784,0.018401479,0.017769613,0.017955679,0.018248624,0.020273755,0.020683069,0.021512713,0.021907021,0.023447637,0.023515009,0.021417734
274,F,2020,2020,Melipilla 220,0,EtaMes,0.019508133,0.018557548,0.017925101,0.018113439,0.018404387,0.02044271,0.020851955,0.021689431,0.022079456,0.023590881,0.023657764,0.021546696
275,F,2021,2021,Melipilla 220,0,EtaMes,0.019626939,0.018674822,0.018040408,0.018231165,0.018521274,0.020572245,0.020981544,0.021825031,0.022212115,0.023630944,0.023695865,0.021587626
276,F,2022,2022,Melipilla 220,0,EtaMes,0.019663446,0.018710714,0.018075496,0.018265131,0.01855648,0.020611893,0.021021502,0.02186713,0.022252751,0.023671662,0.023734902,0.021629637
277,F,2023,2023,Melipilla 220,0,EtaMes,0.01970001,0.018746347,0.018109796,0.018298626,0.018591339,0.020651893,0.021061903,0.021910162,0.022294785,0.023717167,0.023778209,0.021675977
