DemVegINum,DemVegAñoFRlt,DemVegAñoIni,DemVegAñoFin,DemVegBar,DemVegTasa,DemVegEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
329,F,2030,2030,Colbun 220,0,EtaMes,0.000229461,0.000215929,0.000251614,0.000236732,0.000242565,0.000184301,0.000192059,0.000265554,0.000275777,0.00027076,0.000233115,0.000193336
330,F,2031,*,Colbun 220,0,EtaMes,0.00022988,0.000216334,0.000252079,0.000237177,0.00024302,0.000184646,0.000192412,0.000266026,0.000276255,0.000271256,0.000233543,0.000193693
331,F,2017,2017,Concepcion 066,0,EtaMes,0.018166398,0.018661212,0.018697389,0.019270337,0.019432415,0.018949039,0.018284552,0.016330158,0.016548385,0.016447422,0.016533543,0.017464901
332,F,2018,2018,Concepcion 066,0,EtaMes,0.018849005,0.019287235,0.019340438,0.020153322,0.020348261,0.019916122,0.019167005,0.017094015,0.017232305,0.017049708,0.017111702,0.017848494
333,F,2019,2019,Concepcion 066,0,EtaMes,0.019200381,0.019489343,0.019531502,0.020114961,0.020368387,0.020034141,0.019259121,0.017145073,0.017316691,0.017218762,0.017278225,0.018026746
334,F,2020,2020,Concepcion 066,0,EtaMes,0.019401594,0.019702312,0.019749355,0.02034041,0.020592285,0.020247178,0.019459965,0.017321791,0.017488467,0.017357576,0.017415946,0.018173792
335,F,2021,2021,Concepcion 066,0,EtaMes,0.019566281,0.019874949,0.01992381,0.020521648,0.020773558,0.020421941,0.019624918,0.017466362,0.01762938,0.017403296,0.017461807,0.018222554
336,F,2022,2022,Concepcion 066,0,EtaMes,0.019620477,0.019931812,0.019980742,0.020580585,0.020832971,0.020479618,0.019678819,0.017512889,0.017674469,0.017455075,0.017514104,0.018277909
337,F,2023,2023,Concepcion 066,0,EtaMes,0.019681567,0.019995494,0.020043777,0.020646477,0.020899485,0.020544601,0.019739613,0.017565447,0.017725928,0.017519764,0.017579199,0.018346502
338,F,2024,2024,Concepcion 066,0,EtaMes,0.0197571,0.020074006,0.020121698,0.0207278,0.020981574,0.020624884,0.019815154,0.017631057,0.017790528,0.01756905,0.017628848,0.018399031
339,F,2025,2025,Concepcion 066,0,EtaMes,0.01981496,0.020134079,0.020181224,0.020789965,0.021044352,0.020686338,0.019873106,0.017681362,0.017840036,0.017597574,0.017657747,0.018429283
340,F,2026,2026,Concepcion 066,0,EtaMes,0.019848004,0.020168374,0.020214811,0.020825191,0.021080067,0.02072146,0.01990606,0.017709804,0.017868264,0.017629675,0.017690259,0.018463263
341,F,2027,2027,Concepcion 066,0,EtaMes,0.019885205,0.020206938,0.020252638,0.020864755,0.021120176,0.020760877,0.019943043,0.01774184,0.017900104,0.017665087,0.017726041,0.018500641
342,F,2028,2028,Concepcion 066,0,EtaMes,0.019926199,0.020249407,0.020294396,0.020908444,0.021164432,0.020804337,0.019983894,0.017777273,0.017935307,0.017703736,0.017765036,0.018541383
343,F,2029,2029,Concepcion 066,0,EtaMes,0.019970885,0.020295691,0.020340001,0.020956112,0.021212692,0.020851699,0.020028505,0.017816033,0.01797383,0.017747447,0.017809062,0.01858739
344,F,2030,2030,Concepcion 066,0,EtaMes,0.020021368,0.020347927,0.020391621,0.021010004,0.021267207,0.020905189,0.020079042,0.017860034,0.018017549,0.017798478,0.017860373,0.018641086
345,F,2031,*,Concepcion 066,0,EtaMes,0.02008034,0.020408852,0.02045206,0.021072992,0.02133089,0.020967667,0.020138323,0.017911755,0.018068881,0.017851254,0.0179134,0.018696539
346,F,2017,2017,Concepcion 154,0,EtaMes,0.019993303,0.020609293,0.021153245,0.021526996,0.021730225,0.020937718,0.020318271,0.018860108,0.018207165,0.018015275,0.017498355,0.018437542
347,F,2018,2018,Concepcion 154,0,EtaMes,0.020753591,0.021310284,0.021890853,0.022523657,0.022764622,0.022015893,0.021308258,0.019751185,0.01896784,0.018675328,0.018110584,0.018842852
348,F,2019,2019,Concepcion 154,0,EtaMes,0.021140905,0.021534049,0.022107592,0.022481267,0.022787621,0.022146809,0.021411109,0.019810598,0.019061112,0.018860108,0.01828646,0.019030641
349,F,2020,2020,Concepcion 154,0,EtaMes,0.021361972,0.021768853,0.022353645,0.022732701,0.023037575,0.022381806,0.021633902,0.020014325,0.019249761,0.019011773,0.018431859,0.019185492
350,F,2021,2021,Concepcion 154,0,EtaMes,0.021542832,0.021959103,0.022550586,0.022934734,0.023239852,0.022574503,0.021816803,0.020180916,0.019404447,0.019061458,0.018480027,0.019236575
351,F,2022,2022,Concepcion 154,0,EtaMes,0.02160202,0.02202142,0.02261449,0.023000063,0.02330578,0.022637754,0.02187623,0.020234208,0.019453646,0.019117731,0.018534962,0.019294569
352,F,2023,2023,Concepcion 154,0,EtaMes,0.021668741,0.022091207,0.022685235,0.023073099,0.023379587,0.022709019,0.021943261,0.020294411,0.019509803,0.019188104,0.018603402,0.019366498
353,F,2024,2024,Concepcion 154,0,EtaMes,0.021751314,0.02217733,0.022772774,0.023163327,0.023470763,0.022797144,0.022026634,0.020369648,0.019580379,0.019241599,0.01865549,0.019421461
354,F,2025,2025,Concepcion 154,0,EtaMes,0.02181442,0.022243069,0.022839484,0.023232133,0.023540325,0.022864448,0.022090446,0.020427192,0.019634337,0.019272332,0.018685596,0.019452884
355,F,2026,2026,Concepcion 154,0,EtaMes,0.021850176,0.022280298,0.022876805,0.023270802,0.023579581,0.022902614,0.022126438,0.020459449,0.019664848,0.019306955,0.018719501,0.019488216
356,F,2027,2027,Concepcion 154,0,EtaMes,0.021890475,0.022322208,0.022918887,0.023314282,0.023623715,0.022945494,0.022166877,0.020495826,0.019699305,0.019345189,0.018756852,0.019527121
357,F,2028,2028,Concepcion 154,0,EtaMes,0.021934932,0.022368413,0.022965399,0.023362351,0.023672468,0.022992822,0.022211595,0.02053611,0.019737447,0.019386955,0.018797589,0.01956956
358,F,2029,2029,Concepcion 154,0,EtaMes,0.021983435,0.022418814,0.023016243,0.023414846,0.023725678,0.023044444,0.022260475,0.020580221,0.019779226,0.019434245,0.018843634,0.01961754
359,F,2030,2030,Concepcion 154,0,EtaMes,0.022038298,0.022475766,0.023073869,0.023474271,0.023785861,0.023102816,0.022315919,0.020630364,0.019826704,0.019489538,0.018897374,0.019673622
360,F,2031,*,Concepcion 154,0,EtaMes,0.022102489,0.022542299,0.023141457,0.023543841,0.023856279,0.023171104,0.022381064,0.02068941,0.019882545,0.019546731,0.018952919,0.019731547
361,F,2017,2017,Coronel 066,0,EtaMes,0.017135714,0.017325678,0.016478773,0.016242954,0.01653093,0.01583318,0.016028241,0.015842476,0.01583353,0.016637775,0.01607563,0.017238531
362,F,2018,2018,Coronel 066,0,EtaMes,0.017905903,0.018030885,0.017170141,0.017118923,0.017446347,0.016771803,0.016926416,0.016704697,0.01660943,0.017180223,0.016572492,0.017546921
363,F,2019,2019,Coronel 066,0,EtaMes,0.018165792,0.018156828,0.017279479,0.017026815,0.01740488,0.016810043,0.016946533,0.016693214,0.016621035,0.017271639,0.016656385,0.017640308
364,F,2020,2020,Coronel 066,0,EtaMes,0.018269375,0.018277841,0.017397262,0.017142008,0.017520062,0.016911883,0.017047338,0.01678988,0.016703932,0.017324882,0.016704878,0.017695171
365,F,2021,2021,Coronel 066,0,EtaMes,0.018330031,0.018353294,0.017468839,0.017211768,0.017590623,0.01697355,0.017108712,0.016847525,0.016749371,0.017331724,0.01671074,0.017701752
366,F,2022,2022,Coronel 066,0,EtaMes,0.018337354,0.018369249,0.017483694,0.017226471,0.017606637,0.016985901,0.017120149,0.016856793,0.016751181,0.017340606,0.016718844,0.017710675
367,F,2023,2023,Coronel 066,0,EtaMes,0.018346784,0.018387343,0.017499821,0.017242819,0.017624357,0.017000097,0.017133489,0.016867842,0.016754946,0.017354264,0.016731283,0.017724232
368,F,2024,2024,Coronel 066,0,EtaMes,0.018360964,0.018410782,0.017520824,0.017263719,0.017646655,0.017018537,0.017151433,0.016883362,0.016762923,0.017356959,0.016733222,0.017726659
369,F,2025,2025,Coronel 066,0,EtaMes,0.018363356,0.018421656,0.017530056,0.017273022,0.017657159,0.017025839,0.017158451,0.016888465,0.016761066,0.017348803,0.016724902,0.017717476
370,F,2026,2026,Coronel 066,0,EtaMes,0.018353171,0.018418784,0.017526366,0.017269807,0.017655042,0.017021422,0.017153607,0.01688226,0.016749053,0.017342343,0.01671821,0.017710029
371,F,2027,2027,Coronel 066,0,EtaMes,0.018344851,0.01841789,0.017524462,0.017268249,0.017654597,0.017018572,0.017150334,0.016877614,0.01673856,0.017337178,0.01671269,0.01770386
372,F,2028,2028,Coronel 066,0,EtaMes,0.018337919,0.018418505,0.01752395,0.01726804,0.017655483,0.017016949,0.017148358,0.016874205,0.016729223,0.017333396,0.016708443,0.017699099
373,F,2029,2029,Coronel 066,0,EtaMes,0.01833245,0.018420708,0.017524911,0.017269217,0.017657743,0.017016599,0.017147746,0.016872125,0.016721163,0.017331439,0.016705866,0.017696193
374,F,2030,2030,Coronel 066,0,EtaMes,0.018328928,0.018425056,0.017527863,0.017272242,0.017661828,0.017017936,0.017148988,0.016871843,0.016714758,0.017331818,0.016705417,0.017695725
375,F,2031,*,Coronel 066,0,EtaMes,0.018327987,0.018432287,0.017533513,0.017277724,0.017668362,0.017021524,0.017152768,0.016874009,0.016710527,0.017333243,0.016705937,0.017696277
376,F,2017,2017,Diego de Almagro 110,0,EtaMes,0.002047718,0.002103046,0.00199668,0.003162357,0.003341669,0.003515236,0.003469735,0.003319545,0.003251728,0.003410854,0.003416273,0.003441679
377,F,2018,2018,Diego de Almagro 110,0,EtaMes,0.00362162,0.003601645,0.003458925,0.00352851,0.003732236,0.003947466,0.003879696,0.003710351,0.003609147,0.003578586,0.003582052,0.00355977
378,F,2019,2019,Diego de Almagro 110,0,EtaMes,0.00373656,0.003683856,0.003537041,0.003564237,0.003780872,0.004020559,0.003945223,0.003767044,0.003669357,0.003752674,0.003764846,0.003732199
379,F,2020,2020,Diego de Almagro 110,0,EtaMes,0.003927676,0.003866365,0.00371623,0.003739997,0.003965842,0.004221309,0.004136114,0.003951804,0.003842595,0.003671162,0.003680699,0.003652171
380,F,2021,2021,Diego de Almagro 110,0,EtaMes,0.003842444,0.003786132,0.003638811,0.003663523,0.003884746,0.004132779,0.004050041,0.003867953,0.003761284,0.003691775,0.003704697,0.003672728
381,F,2022,2022,Diego de Almagro 110,0,EtaMes,0.00386715,0.00380854,0.003661532,0.003684665,0.003907026,0.004158205,0.004072807,0.003890219,0.003780703,0.003656361,0.003669945,0.003638022
382,F,2023,2023,Diego de Almagro 110,0,EtaMes,0.003831167,0.003773579,0.003628122,0.003650871,0.003871323,0.004120334,0.004035074,0.003853704,0.003744585,0.00361968,0.00363378,0.003602017
383,F,2024,2024,Diego de Almagro 110,0,EtaMes,0.003793739,0.003737323,0.003593442,0.00361587,0.003834345,0.004081036,0.003996027,0.003815883,0.003707264,0.003631553,0.003647975,0.003613977
384,F,2025,2025,Diego de Almagro 110,0,EtaMes,0.003808369,0.003750552,0.003606855,0.003628324,0.003847495,0.004096206,0.004009444,0.003828938,0.003718476,0.003599684,0.003615775,0.003582601
385,F,2026,2026,Diego de Almagro 110,0,EtaMes,0.003774936,0.003718455,0.00357583,0.003597384,0.003814855,0.00406117,0.003975201,0.003795732,0.003686345,0.00352364,0.003537232,0.003507591
386,F,2027,2027,Diego de Almagro 110,0,EtaMes,0.003693671,0.003641121,0.003500666,0.003523117,0.003736474,0.003976172,0.003893198,0.003716179,0.003610363,0.003449938,0.003461095,0.003434892
387,F,2028,2028,Diego de Almagro 110,0,EtaMes,0.003614918,0.003566215,0.00342787,0.003451204,0.00366058,0.003893854,0.003813786,0.003639118,0.003536754,0.003378617,0.003387408,0.003364551
388,F,2029,2029,Diego de Almagro 110,0,EtaMes,0.003538712,0.003493776,0.003357479,0.003381672,0.003587204,0.00381425,0.003737003,0.003564589,0.003465567,0.00330905,0.00331552,0.003295947
389,F,2030,2030,Diego de Almagro 110,0,EtaMes,0.003464389,0.003423165,0.003288878,0.003313915,0.003515703,0.003736663,0.003662183,0.003491949,0.003396174,0.00323995,0.003244092,0.003227818
390,F,2031,*,Diego de Almagro 110,0,EtaMes,0.003390589,0.003353088,0.003220818,0.003246698,0.003444774,0.003659678,0.00358798,0.003419887,0.003327317,0.003174337,0.00317626,0.003163133
391,F,2017,2017,Duqueco 220,0,EtaMes,0.001620545,0.001585784,0.00140746,0.00135593,0.001451959,0.001710749,0.001709534,0.001812036,0.001806804,0.001728826,0.001678519,0.001760498
392,F,2018,2018,Duqueco 220,0,EtaMes,0.001708744,0.001665581,0.001479407,0.001441407,0.001545384,0.001827344,0.001821065,0.001927534,0.001911871,0.001790124,0.001735281,0.001797158
393,F,2019,2019,Duqueco 220,0,EtaMes,0.00173876,0.001681313,0.001492636,0.001436759,0.001544903,0.001836121,0.001828006,0.00193138,0.001919421,0.001802518,0.001746998,0.001809743
394,F,2020,2020,Duqueco 220,0,EtaMes,0.001751911,0.001694846,0.001505161,0.00144819,0.001556911,0.001850153,0.001841886,0.001945811,0.001933132,0.001811132,0.001755212,0.001818579
395,F,2021,2021,Duqueco 220,0,EtaMes,0.001761184,0.001704356,0.001513913,0.001455911,0.001565102,0.001860053,0.001851783,0.001956015,0.00194284,0.001813561,0.001757571,0.001821111
396,F,2022,2022,Duqueco 220,0,EtaMes,0.001763816,0.001707074,0.001516364,0.001458117,0.001567466,0.0018629,0.001854543,0.001958769,0.001945398,0.001816165,0.001760137,0.001823844
397,F,2023,2023,Duqueco 220,0,EtaMes,0.001766632,0.001709959,0.001518919,0.001460419,0.001569943,0.001865941,0.001857506,0.001961725,0.001948196,0.001819359,0.001763262,0.001827143
398,F,2024,2024,Duqueco 220,0,EtaMes,0.001770033,0.001713433,0.001522028,0.00146315,0.001572884,0.001869599,0.001861131,0.001965374,0.001951697,0.001821236,0.00176511,0.001829124
399,F,2025,2025,Duqueco 220,0,EtaMes,0.001772113,0.001715581,0.001523951,0.001464782,0.001574647,0.001871838,0.001863369,0.001967596,0.001953811,0.001821622,0.001765517,0.001829553
400,F,2026,2026,Duqueco 220,0,EtaMes,0.001772592,0.001716118,0.001524403,0.001465116,0.001575022,0.001872371,0.001863884,0.001968042,0.001954227,0.001822139,0.001766054,0.001830111
401,F,2027,2027,Duqueco 220,0,EtaMes,0.001773212,0.001716798,0.001524987,0.001465548,0.001575503,0.001873046,0.001864542,0.001968639,0.001954796,0.001822776,0.001766704,0.001830784
402,F,2028,2028,Duqueco 220,0,EtaMes,0.001773961,0.00171761,0.001525695,0.001466076,0.001576087,0.001873857,0.001865346,0.001969387,0.001955512,0.001823536,0.00176747,0.001831579
403,F,2029,2029,Duqueco 220,0,EtaMes,0.001774839,0.001718554,0.001526531,0.001466698,0.001576773,0.001874803,0.001866298,0.001970288,0.001956381,0.001824497,0.001768427,0.001832572
404,F,2030,2030,Duqueco 220,0,EtaMes,0.001775927,0.001719712,0.001527571,0.001467472,0.001577622,0.001875969,0.001867491,0.001971442,0.001957499,0.001825765,0.001769678,0.001833877
405,F,2031,*,Duqueco 220,0,EtaMes,0.00177735,0.001721204,0.001528935,0.001468486,0.001578731,0.001877485,0.001869072,0.001973,0.00195901,0.0018271,0.00177099,0.001835243
406,F,2017,2017,Florida 110,0,EtaMes,0.009652077,0.008807072,0.008675557,0.008911928,0.008769773,0.008672352,0.008540947,0.008336332,0.008174404,0.009153169,0.009211604,0.009233556
407,F,2018,2018,Florida 110,0,EtaMes,0.009623728,0.008748412,0.008635834,0.008980392,0.008826565,0.008766788,0.008599926,0.008352665,0.008368673,0.009635613,0.009673791,0.009584194
408,F,2019,2019,Florida 110,0,EtaMes,0.009960187,0.008993376,0.00887474,0.00912878,0.008984574,0.008966025,0.00878203,0.008508497,0.008538686,0.009709037,0.009748455,0.009658287
409,F,2020,2020,Florida 110,0,EtaMes,0.010041554,0.009069562,0.008951106,0.009205225,0.009061985,0.009040567,0.008854399,0.008579638,0.008607202,0.00977597,0.009816744,0.009726201
410,F,2021,2021,Florida 110,0,EtaMes,0.010115203,0.009138055,0.009018746,0.009273612,0.009131205,0.009108424,0.008920314,0.008643898,0.008669431,0.009819699,0.009861663,0.009771086
411,F,2022,2022,Florida 110,0,EtaMes,0.010163164,0.009184164,0.00906391,0.009319244,0.009176968,0.009153853,0.008964478,0.008686856,0.008711408,0.009862102,0.009905393,0.009814637
412,F,2023,2023,Florida 110,0,EtaMes,0.010209518,0.009228292,0.009106807,0.009362896,0.00922083,0.009197538,0.009006861,0.008727965,0.008751721,0.009903514,0.009947989,0.009856805
413,F,2024,2024,Florida 110,0,EtaMes,0.010254335,0.009270337,0.009147673,0.009404541,0.009262806,0.00923936,0.009047438,0.008767212,0.008790249,0.009936506,0.009981926,0.009890564
414,F,2025,2025,Florida 110,0,EtaMes,0.010290216,0.009304054,0.009180424,0.009437942,0.009296417,0.009272875,0.009080024,0.008798726,0.008821179,0.009966716,0.010013044,0.009921495
415,F,2026,2026,Florida 110,0,EtaMes,0.010322936,0.00933546,0.009210869,0.009468954,0.009327468,0.009303916,0.009110274,0.008828142,0.008850273,0.009996861,0.010044106,0.009952295
416,F,2027,2027,Florida 110,0,EtaMes,0.010355541,0.009366594,0.009241028,0.009499659,0.009358259,0.009334695,0.009140224,0.008857259,0.008879085,0.010025944,0.010074045,0.00998191
417,F,2028,2028,Florida 110,0,EtaMes,0.010386916,0.009396365,0.009269858,0.009529053,0.009387773,0.009364192,0.009168907,0.008885092,0.00890661,0.010053999,0.010102906,0.0100104
418,F,2029,2029,Florida 110,0,EtaMes,0.010417086,0.00942481,0.009297399,0.00955715,0.009416026,0.009392422,0.009196349,0.00891168,0.008932902,0.010080396,0.010130029,0.010037079
419,F,2030,2030,Florida 110,0,EtaMes,0.010445332,0.009451117,0.009322869,0.009583165,0.009442246,0.009418624,0.009221818,0.008936286,0.008957216,0.010103164,0.01015338,0.010059908
420,F,2031,*,Florida 110,0,EtaMes,0.010469495,0.009473027,0.009344082,0.009604883,0.009464261,0.009440635,0.009243215,0.008956813,0.008977444,0.010126272,0.010177062,0.010083023
421,F,2017,2017,Huasco 110,0,EtaMes,0.000573683,0.000577809,0.000562133,0.000557361,0.000577051,0.000599001,0.000580623,0.000551374,0.000558009,0.000417319,0.00056819,0.000563403
422,F,2018,2018,Huasco 110,0,EtaMes,0.000601086,0.000603066,0.000587192,0.000588638,0.000610193,0.000635757,0.000614627,0.000582843,0.000586777,0.000431421,0.000586454,0.000574207
423,F,2019,2019,Huasco 110,0,EtaMes,0.000610623,0.000607725,0.000591377,0.000585917,0.000609132,0.000637781,0.000615898,0.000582991,0.000588043,0.000431263,0.000586134,0.000574038
424,F,2020,2020,Huasco 110,0,EtaMes,0.00061074,0.00060811,0.000591884,0.000586451,0.000609557,0.000638001,0.000615984,0.000583003,0.00058783,0.000429306,0.000583422,0.000571487
425,F,2021,2021,Huasco 110,0,EtaMes,0.000608224,0.00060577,0.000589648,0.000584279,0.000607236,0.000635463,0.00061344,0.000580519,0.000585159,0.000425443,0.000578172,0.000566372
426,F,2022,2022,Huasco 110,0,EtaMes,0.000602832,0.000600453,0.00058447,0.000579158,0.000601905,0.000629863,0.000607987,0.000575311,0.000579849,0.00042194,0.000573423,0.000561744
427,F,2023,2023,Huasco 110,0,EtaMes,0.00059795,0.000595638,0.00057976,0.000574517,0.000597077,0.000624799,0.000603048,0.000570587,0.000575036,0.000418598,0.000568888,0.000557321
428,F,2024,2024,Huasco 110,0,EtaMes,0.000593291,0.000591049,0.00057527,0.000570097,0.000592477,0.000619974,0.000598343,0.000566083,0.000570446,0.000416052,0.000565435,0.000553959
429,F,2025,2025,Huasco 110,0,EtaMes,0.00058975,0.000587558,0.000571853,0.000566733,0.000588978,0.000616305,0.000594769,0.000562662,0.000566959,0.000414308,0.000563074,0.000551648
430,F,2026,2026,Huasco 110,0,EtaMes,0.000587302,0.00058514,0.000569476,0.000564395,0.00058655,0.000613765,0.000592294,0.000560293,0.000564558,0.000412707,0.000560908,0.000549528
431,F,2027,2027,Huasco 110,0,EtaMes,0.00058506,0.000582928,0.0005673,0.000562255,0.000584327,0.00061144,0.000590024,0.000558117,0.000562351,0.000411237,0.000558919,0.000547579
432,F,2028,2028,Huasco 110,0,EtaMes,0.000583006,0.000580904,0.000565308,0.000560298,0.000582295,0.000609312,0.000587944,0.000556121,0.000560324,0.000409906,0.000557116,0.000545814
433,F,2029,2029,Huasco 110,0,EtaMes,0.000581148,0.000579078,0.000563508,0.000558532,0.00058046,0.000607391,0.000586065,0.000554314,0.000558486,0.00040869,0.00055547,0.000544202
434,F,2030,2030,Huasco 110,0,EtaMes,0.000579458,0.000577419,0.000561874,0.000556931,0.000578796,0.000605647,0.000584357,0.00055267,0.000556808,0.000407574,0.000553956,0.000542723
435,F,2031,*,Huasco 110,0,EtaMes,0.000577914,0.000575908,0.000560385,0.000555475,0.00057728,0.000604059,0.000582804,0.000551169,0.000555271,0.000406616,0.000552656,0.000541452
436,F,2017,2017,Illapel 110,0,EtaMes,0.002683437,0.002571676,0.002350279,0.00242217,0.002521263,0.002666615,0.002715939,0.002757072,0.002766465,0.002785384,0.002822972,0.002795472
437,F,2018,2018,Illapel 110,0,EtaMes,0.002755331,0.002630355,0.002405901,0.002506885,0.002612693,0.002773585,0.002817441,0.002856082,0.002850854,0.002859683,0.002893658,0.002829464
438,F,2019,2019,Illapel 110,0,EtaMes,0.002779774,0.002632427,0.002406368,0.002478117,0.002590195,0.00276326,0.002803829,0.002837138,0.002837336,0.002848476,0.002881795,0.002818575
439,F,2020,2020,Illapel 110,0,EtaMes,0.002770422,0.002624732,0.00239987,0.002471557,0.002582789,0.002754383,0.002794254,0.002827109,0.002826224,0.002825984,0.002858784,0.002796584
440,F,2021,2021,Illapel 110,0,EtaMes,0.002749706,0.002605811,0.002382736,0.002454099,0.002564273,0.002734175,0.002773326,0.002805571,0.002803892,0.002794206,0.002826637,0.002765273
441,F,2022,2022,Illapel 110,0,EtaMes,0.00271915,0.002577086,0.002356461,0.002427072,0.002536003,0.002703938,0.002742443,0.002774099,0.002772147,0.00276113,0.002793234,0.00273271
442,F,2023,2023,Illapel 110,0,EtaMes,0.002687327,0.002547131,0.002328976,0.002398876,0.00250652,0.002672452,0.002710282,0.002741324,0.002739153,0.002727199,0.00275894,0.002699255
443,F,2024,2024,Illapel 110,0,EtaMes,0.002654647,0.002516376,0.002300764,0.002369938,0.002476258,0.002640136,0.002677292,0.002707708,0.002705321,0.002703367,0.002734863,0.0026758
444,F,2025,2025,Illapel 110,0,EtaMes,0.002631746,0.002494826,0.00228098,0.002349656,0.002455049,0.002617493,0.002654185,0.002684145,0.002681594,0.002685762,0.002717098,0.00265843
445,F,2026,2026,Illapel 110,0,EtaMes,0.002614717,0.002478769,0.00226621,0.002334511,0.002439232,0.002600634,0.002636985,0.002666617,0.002664015,0.002667991,0.002699168,0.002640892
446,F,2027,2027,Illapel 110,0,EtaMes,0.002597541,0.002462576,0.002251312,0.002319231,0.002423275,0.002583622,0.002619619,0.002648925,0.002646271,0.002650831,0.002681847,0.002623948
447,F,2028,2028,Illapel 110,0,EtaMes,0.002580964,0.002446957,0.002236942,0.002304501,0.002407889,0.002567215,0.002602866,0.002631848,0.002629135,0.002633994,0.002664848,0.00260732
448,F,2029,2029,Illapel 110,0,EtaMes,0.002564705,0.002431645,0.002222857,0.002290065,0.002392807,0.002551129,0.002586442,0.002615104,0.002612326,0.002617802,0.002648493,0.002591324
449,F,2030,2030,Illapel 110,0,EtaMes,0.002549082,0.002416941,0.002209334,0.002276211,0.002378329,0.002535684,0.002570674,0.002599021,0.002596166,0.002603033,0.002633568,0.002576739
450,F,2031,*,Illapel 110,0,EtaMes,0.002534872,0.002403582,0.002197055,0.002263637,0.002365183,0.002521656,0.00255636,0.002584401,0.002581445,0.002588074,0.002618447,0.002561957
451,F,2017,2017,Incahuasi 110,0,EtaMes,0.000467975,0.000491726,0.00047825,0.000479624,0.000488041,0.000500333,0.000499557,0.00048002,0.000457502,0.000504216,0.000520249,0.000500333
452,F,2018,2018,Incahuasi 110,0,EtaMes,0.000487452,0.000510201,0.000496624,0.000503567,0.000512953,0.000527922,0.000525684,0.000504403,0.000478148,0.000518528,0.000534146,0.000507315
453,F,2019,2019,Incahuasi 110,0,EtaMes,0.000492775,0.000511631,0.000497715,0.000498797,0.000509493,0.000527027,0.000524182,0.000502043,0.000476747,0.000516891,0.000532353,0.000505779
454,F,2020,2020,Incahuasi 110,0,EtaMes,0.000491588,0.000510621,0.000496841,0.000497954,0.000508484,0.00052584,0.000522882,0.000500732,0.000475283,0.000513161,0.000528455,0.000502204
455,F,2021,2021,Incahuasi 110,0,EtaMes,0.000488338,0.000507379,0.000493717,0.000494868,0.000505241,0.000522438,0.000519407,0.000497335,0.000471889,0.000507566,0.000522686,0.000496773
456,F,2022,2022,Incahuasi 110,0,EtaMes,0.000483143,0.000502024,0.000488503,0.000489652,0.000499884,0.00051691,0.000513861,0.000491981,0.000466734,0.00050193,0.000516884,0.000491318
457,F,2023,2023,Incahuasi 110,0,EtaMes,0.000477941,0.000496654,0.000483255,0.000484421,0.000494499,0.000511375,0.000508303,0.000486612,0.000461562,0.000496234,0.000511012,0.0004858
458,F,2024,2024,Incahuasi 110,0,EtaMes,0.000472693,0.000491239,0.000477963,0.000479149,0.000489064,0.000505797,0.000502701,0.000481199,0.000456343,0.000492118,0.000506772,0.000481817
459,F,2025,2025,Incahuasi 110,0,EtaMes,0.000468899,0.000487324,0.000474135,0.000475335,0.000485138,0.000501764,0.000498655,0.000477287,0.000452573,0.000489083,0.000503648,0.000478875
460,F,2026,2026,Incahuasi 110,0,EtaMes,0.000466092,0.000484421,0.00047129,0.000472501,0.00048222,0.000498776,0.000495657,0.00047439,0.00044979,0.000486072,0.000500549,0.000475959
461,F,2027,2027,Incahuasi 110,0,EtaMes,0.00046332,0.000481554,0.000468479,0.000469702,0.000479334,0.000495824,0.000492691,0.000471525,0.000447032,0.000483183,0.000497573,0.000473162
462,F,2028,2028,Incahuasi 110,0,EtaMes,0.000460667,0.000478813,0.000465791,0.000467027,0.000476573,0.000493002,0.000489854,0.000468781,0.000444388,0.000480382,0.000494686,0.000470451
463,F,2029,2029,Incahuasi 110,0,EtaMes,0.000458104,0.000476165,0.000463194,0.000464444,0.000473903,0.000490277,0.000487112,0.000466129,0.000441827,0.000477701,0.000491922,0.000467858
464,F,2030,2030,Incahuasi 110,0,EtaMes,0.000455659,0.000473641,0.00046072,0.000461984,0.000471357,0.000487679,0.000484499,0.000463599,0.00043938,0.000475237,0.00048938,0.000465475
465,F,2031,*,Incahuasi 110,0,EtaMes,0.000453418,0.000471331,0.000458456,0.000459735,0.000469028,0.000485303,0.000482109,0.000461282,0.000437134,0.000472801,0.000486865,0.000463121
466,F,2017,2017,Itahue 154,0,EtaMes,0.018419598,0.017927233,0.01715807,0.016380794,0.016229836,0.01608226,0.016761338,0.018864536,0.019950306,0.021401611,0.021990783,0.022338454
467,F,2018,2018,Itahue 154,0,EtaMes,0.019167619,0.018582687,0.017800195,0.017181646,0.017044045,0.016955724,0.017629288,0.019814868,0.020854039,0.022189241,0.022763744,0.022832598
468,F,2019,2019,Itahue 154,0,EtaMes,0.019527614,0.018779983,0.017978515,0.017151303,0.017063226,0.017058694,0.017716805,0.019877258,0.020959906,0.022404893,0.022980862,0.023056726
469,F,2020,2020,Itahue 154,0,EtaMes,0.019729278,0.018982341,0.018176297,0.017340909,0.017248209,0.017237318,0.017898463,0.020078574,0.02116366,0.02258128,0.023159757,0.023241013
470,F,2021,2021,Itahue 154,0,EtaMes,0.019893852,0.019145891,0.018334183,0.017492868,0.017397534,0.017383406,0.018047166,0.020242692,0.021330143,0.022636397,0.023216335,0.023299468
