INum,SecFOpe,SecIIni,SecIFin,SecFecIni,SecFecFin,SecIBlo,EstFPri,EstFDep,EleTip,EleNom,EleFOpe,EleOpePro,EleOpePotMax,EleOpeCosVar,EleOpeCenRen,EleOpeCosOpe
255,T,18,18,*,*,*,T,F,SecOpeAlt,Fallas en Linea STx Antofagasta-Esmeralda Edelnor,T,0.000221416,*,*,*,*
256,T,18,18,*,*,*,F,T,LinSis,Atacama 220 -> Esmeralda 220,T,1,*,*,*,*
257,T,18,18,*,*,*,F,T,LinSis,Capricornio 110 -> Negro 110,T,1,*,*,*,*
258,T,18,18,*,*,*,F,T,LinSis,Alto Norte 110 -> Negro 110,T,1,*,*,*,*
259,T,18,18,*,*,*,F,T,LinSis,Alto Norte 110 -> La Negra 110,T,1,*,*,*,*
260,T,18,18,*,*,*,F,T,LinSis,Antofagasta 110 -> La Negra 110,T,1,*,*,*,*
261,T,18,18,*,*,*,F,T,LinSis,Chacaya 220-2 -> Mejillones 220,T,1,*,*,*,*
262,T,17,17,*,*,*,F,T,LinSis,Tap Arica 66 -> Tap Quiani 66,F,1,*,*,*,*
263,T,18,18,*,*,*,F,T,LinSis,Pampa 110 -> Mejillones 110,F,1,*,*,*,*
264,T,18,18,*,*,*,F,T,LinSis,Desalant 110 -> Pampa 110,T,1,*,*,*,*
265,T,18,18,*,*,*,F,T,LinSis,Desalant 110 -> Antofagasta 110,T,1,*,*,*,*
266,T,18,18,*,*,*,F,T,LinSis,Capricornio 110 -> Salar del Carmen 110,T,1,*,*,*,*
267,T,18,18,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Antofagasta 110,T,1,*,*,*,*
268,T,18,18,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Esmeralda 110,T,1,*,*,*,*
269,T,18,18,*,*,*,F,T,SisFal,SING,T,1,*,3000,*,*
270,T,19,19,*,*,*,T,F,SecOpeAlt,Fallas en Linea STx Antofagasta-Esmeralda Edelnor,T,0.000221416,*,*,*,*
271,T,19,19,*,*,*,F,T,LinSis,Atacama 220 -> Esmeralda 220,T,1,*,*,*,*
272,T,19,19,*,*,*,F,T,LinSis,Capricornio 110 -> Negro 110,T,1,*,*,*,*
273,T,19,19,*,*,*,F,T,LinSis,Alto Norte 110 -> Negro 110,T,1,*,*,*,*
274,T,19,19,*,*,*,F,T,LinSis,Alto Norte 110 -> La Negra 110,T,1,*,*,*,*
275,T,19,19,*,*,*,F,T,LinSis,Antofagasta 110 -> La Negra 110,T,1,*,*,*,*
276,T,19,19,*,*,*,F,T,LinSis,Chacaya 220-2 -> Mejillones 220,T,1,*,*,*,*
277,T,19,19,*,*,*,F,T,LinSis,Pampa 110 -> Mejillones 110,T,1,*,*,*,*
278,T,18,18,*,*,*,F,T,LinSis,Tap Arica 66 -> Tap Quiani 66,F,1,*,*,*,*
279,T,19,19,*,*,*,F,T,LinSis,Desalant 110 -> Pampa 110,F,1,*,*,*,*
280,T,19,19,*,*,*,F,T,LinSis,Desalant 110 -> Antofagasta 110,T,1,*,*,*,*
281,T,19,19,*,*,*,F,T,LinSis,Capricornio 110 -> Salar del Carmen 110,T,1,*,*,*,*
282,T,19,19,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Antofagasta 110,T,1,*,*,*,*
283,T,19,19,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Esmeralda 110,T,1,*,*,*,*
284,T,19,19,*,*,*,F,T,SisFal,SING,T,1,*,3000,*,*
285,T,20,20,*,*,*,T,F,SecOpeAlt,Fallas en Linea STx Antofagasta-Esmeralda Edelnor,T,0.000221416,*,*,*,*
286,T,20,20,*,*,*,F,T,LinSis,Atacama 220 -> Esmeralda 220,T,1,*,*,*,*
287,T,20,20,*,*,*,F,T,LinSis,Capricornio 110 -> Negro 110,T,1,*,*,*,*
288,T,20,20,*,*,*,F,T,LinSis,Alto Norte 110 -> Negro 110,T,1,*,*,*,*
289,T,20,20,*,*,*,F,T,LinSis,Alto Norte 110 -> La Negra 110,T,1,*,*,*,*
290,T,20,20,*,*,*,F,T,LinSis,Antofagasta 110 -> La Negra 110,T,1,*,*,*,*
291,T,20,20,*,*,*,F,T,LinSis,Chacaya 220-2 -> Mejillones 220,T,1,*,*,*,*
292,T,20,20,*,*,*,F,T,LinSis,Pampa 110 -> Mejillones 110,T,1,*,*,*,*
293,T,20,20,*,*,*,F,T,LinSis,Desalant 110 -> Pampa 110,T,1,*,*,*,*
294,T,19,19,*,*,*,F,T,LinSis,Tap Arica 66 -> Tap Quiani 66,F,1,*,*,*,*
295,T,20,20,*,*,*,F,T,LinSis,Desalant 110 -> Antofagasta 110,F,1,*,*,*,*
296,T,20,20,*,*,*,F,T,LinSis,Capricornio 110 -> Salar del Carmen 110,T,1,*,*,*,*
297,T,20,20,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Antofagasta 110,T,1,*,*,*,*
298,T,20,20,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Esmeralda 110,T,1,*,*,*,*
299,T,20,20,*,*,*,F,T,SisFal,SING,T,1,*,3000,*,*
300,T,21,21,*,*,*,T,F,SecOpeAlt,Fallas en Linea STx Antofagasta-Esmeralda Edelnor,T,0.000221416,*,*,*,*
301,T,21,21,*,*,*,F,T,LinSis,Atacama 220 -> Esmeralda 220,T,1,*,*,*,*
302,T,21,21,*,*,*,F,T,LinSis,Capricornio 110 -> Negro 110,T,1,*,*,*,*
303,T,21,21,*,*,*,F,T,LinSis,Alto Norte 110 -> Negro 110,T,1,*,*,*,*
304,T,21,21,*,*,*,F,T,LinSis,Alto Norte 110 -> La Negra 110,T,1,*,*,*,*
305,T,21,21,*,*,*,F,T,LinSis,Antofagasta 110 -> La Negra 110,T,1,*,*,*,*
306,T,21,21,*,*,*,F,T,LinSis,Chacaya 220-2 -> Mejillones 220,T,1,*,*,*,*
307,T,21,21,*,*,*,F,T,LinSis,Pampa 110 -> Mejillones 110,T,1,*,*,*,*
308,T,21,21,*,*,*,F,T,LinSis,Desalant 110 -> Pampa 110,T,1,*,*,*,*
309,T,21,21,*,*,*,F,T,LinSis,Desalant 110 -> Antofagasta 110,T,1,*,*,*,*
310,T,20,20,*,*,*,F,T,LinSis,Tap Arica 66 -> Tap Quiani 66,F,1,*,*,*,*
311,T,21,21,*,*,*,F,T,LinSis,Capricornio 110 -> Antofagasta 110,F,1,*,*,*,*
312,T,21,21,*,*,*,F,T,LinSis,Capricornio 110 -> Salar del Carmen 110,F,1,*,*,*,*
313,T,21,21,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Antofagasta 110,T,1,*,*,*,*
314,T,21,21,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Esmeralda 110,T,1,*,*,*,*
315,T,21,21,*,*,*,F,T,SisFal,SING,T,1,*,3000,*,*
316,T,22,22,*,*,*,T,F,SecOpeAlt,Fallas en Linea STx Antofagasta-Esmeralda Edelnor,T,0.000221416,*,*,*,*
317,T,22,22,*,*,*,F,T,LinSis,Atacama 220 -> Esmeralda 220,T,1,*,*,*,*
318,T,22,22,*,*,*,F,T,LinSis,Capricornio 110 -> Negro 110,T,1,*,*,*,*
319,T,22,22,*,*,*,F,T,LinSis,Alto Norte 110 -> Negro 110,T,1,*,*,*,*
320,T,22,22,*,*,*,F,T,LinSis,Alto Norte 110 -> La Negra 110,T,1,*,*,*,*
321,T,22,22,*,*,*,F,T,LinSis,Antofagasta 110 -> La Negra 110,T,1,*,*,*,*
322,T,22,22,*,*,*,F,T,LinSis,Chacaya 220-2 -> Mejillones 220,T,1,*,*,*,*
323,T,22,22,*,*,*,F,T,LinSis,Pampa 110 -> Mejillones 110,T,1,*,*,*,*
324,T,22,22,*,*,*,F,T,LinSis,Desalant 110 -> Pampa 110,T,1,*,*,*,*
325,T,22,22,*,*,*,F,T,LinSis,Desalant 110 -> Antofagasta 110,T,1,*,*,*,*
326,T,22,22,*,*,*,F,T,LinSis,Capricornio 110 -> Salar del Carmen 110,T,1,*,*,*,*
327,T,21,21,*,*,*,F,T,LinSis,Tap Arica 66 -> Tap Quiani 66,F,1,*,*,*,*
328,T,22,22,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Antofagasta 110,F,1,*,*,*,*
329,T,22,22,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Esmeralda 110,T,1,*,*,*,*
330,T,22,22,*,*,*,F,T,SisFal,SING,T,1,*,3000,*,*
331,T,23,23,*,*,*,T,F,SecOpeAlt,Fallas en Linea STx Antofagasta-Esmeralda Edelnor,T,0.000221416,*,*,*,*
332,T,23,23,*,*,*,F,T,LinSis,Atacama 220 -> Esmeralda 220,T,1,*,*,*,*
333,T,23,23,*,*,*,F,T,LinSis,Capricornio 110 -> Negro 110,T,1,*,*,*,*
334,T,23,23,*,*,*,F,T,LinSis,Alto Norte 110 -> Negro 110,T,1,*,*,*,*
335,T,23,23,*,*,*,F,T,LinSis,Alto Norte 110 -> La Negra 110,T,1,*,*,*,*
336,T,23,23,*,*,*,F,T,LinSis,Antofagasta 110 -> La Negra 110,T,1,*,*,*,*
337,T,23,23,*,*,*,F,T,LinSis,Chacaya 220-2 -> Mejillones 220,T,1,*,*,*,*
338,T,23,23,*,*,*,F,T,LinSis,Pampa 110 -> Mejillones 110,T,1,*,*,*,*
339,T,23,23,*,*,*,F,T,LinSis,Desalant 110 -> Pampa 110,T,1,*,*,*,*
340,T,23,23,*,*,*,F,T,LinSis,Desalant 110 -> Antofagasta 110,T,1,*,*,*,*
341,T,23,23,*,*,*,F,T,LinSis,Capricornio 110 -> Salar del Carmen 110,T,1,*,*,*,*
342,T,23,23,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Antofagasta 110,T,1,*,*,*,*
343,T,22,22,*,*,*,F,T,LinSis,Tap Arica 66 -> Tap Quiani 66,F,1,*,*,*,*
344,T,23,23,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Esmeralda 110,F,1,*,*,*,*
345,T,23,23,*,*,*,F,T,LinSis,Esmeralda 110 -> Uribe 110,F,1,*,*,*,*
346,T,23,23,*,*,*,F,T,SisFal,SING,T,1,*,3000,*,*
347,T,24,24,*,*,*,T,F,SecOpeAlt,Fallas en Linea STx Antofagasta-Esmeralda Edelnor,T,0.000153056,*,*,*,*
348,T,24,24,*,*,*,F,T,LinSis,Atacama 220 -> Esmeralda 220,T,1,*,*,*,*
349,T,24,24,*,*,*,F,T,LinSis,Capricornio 110 -> Negro 110,T,1,*,*,*,*
350,T,24,24,*,*,*,F,T,LinSis,Alto Norte 110 -> Negro 110,T,1,*,*,*,*
351,T,24,24,*,*,*,F,T,LinSis,Alto Norte 110 -> La Negra 110,T,1,*,*,*,*
352,T,24,24,*,*,*,F,T,LinSis,Antofagasta 110 -> La Negra 110,T,1,*,*,*,*
353,T,24,24,*,*,*,F,T,LinSis,Chacaya 220-2 -> Mejillones 220,T,1,*,*,*,*
354,T,24,24,*,*,*,F,T,LinSis,Pampa 110 -> Mejillones 110,T,1,*,*,*,*
355,T,24,24,*,*,*,F,T,LinSis,Desalant 110 -> Pampa 110,T,1,*,*,*,*
356,T,24,24,*,*,*,F,T,LinSis,Desalant 110 -> Antofagasta 110,T,1,*,*,*,*
357,T,24,24,*,*,*,F,T,LinSis,Capricornio 110 -> Salar del Carmen 110,T,1,*,*,*,*
358,T,24,24,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Antofagasta 110,T,1,*,*,*,*
359,T,24,24,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Esmeralda 110,T,1,*,*,*,*
360,T,23,23,*,*,*,F,T,LinSis,Tap Arica 66 -> Tap Quiani 66,F,1,*,*,*,*
361,T,24,24,*,*,*,F,T,LinSis,Tap Arica 66 -> Tap Quiani 66,F,1,*,*,*,*
362,T,24,24,*,*,*,F,T,LinSis,Capricornio 220 -> Mantos Blancos 220,F,1,*,*,*,*
363,T,24,24,*,*,*,F,T,SisFal,SING,T,1,*,3000,*,*
364,T,25,25,*,*,*,T,F,SecOpeAlt,Fallas en Linea STx Antofagasta-Esmeralda Edelnor,T,0.000153056,*,*,*,*
365,T,25,25,*,*,*,F,T,LinSis,Atacama 220 -> Esmeralda 220,T,1,*,*,*,*
366,T,25,25,*,*,*,F,T,LinSis,Capricornio 110 -> Negro 110,T,1,*,*,*,*
367,T,25,25,*,*,*,F,T,LinSis,Alto Norte 110 -> Negro 110,T,1,*,*,*,*
368,T,25,25,*,*,*,F,T,LinSis,Alto Norte 110 -> La Negra 110,T,1,*,*,*,*
369,T,25,25,*,*,*,F,T,LinSis,Antofagasta 110 -> La Negra 110,T,1,*,*,*,*
370,T,25,25,*,*,*,F,T,LinSis,Chacaya 220-2 -> Mejillones 220,T,1,*,*,*,*
371,T,25,25,*,*,*,F,T,LinSis,Pampa 110 -> Mejillones 110,T,1,*,*,*,*
372,T,25,25,*,*,*,F,T,LinSis,Desalant 110 -> Pampa 110,T,1,*,*,*,*
373,T,25,25,*,*,*,F,T,LinSis,Desalant 110 -> Antofagasta 110,T,1,*,*,*,*
374,T,25,25,*,*,*,F,T,LinSis,Capricornio 110 -> Salar del Carmen 110,T,1,*,*,*,*
375,T,25,25,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Antofagasta 110,T,1,*,*,*,*
376,T,25,25,*,*,*,F,T,LinSis,Salar del Carmen 110 -> Esmeralda 110,T,1,*,*,*,*
377,T,25,25,*,*,*,F,T,LinSis,Capricornio 220 -> Mantos Blancos 220,T,1,*,*,*,*
378,T,25,25,*,*,*,F,T,LinSis,Tap Arica 66 -> Tap Quiani 66,F,1,*,*,*,*
379,T,25,25,*,*,*,F,T,LinSis,Capricornio 220 -> Chacaya 220-2,F,1,*,*,*,*
380,T,25,25,*,*,*,F,T,SisFal,SING,T,1,*,3000,*,*
