CenManINum,CenManFOpe,CenManFecIni,CenManFecFin,CenManIBlo,CenManFTip,CenManNom,CenBar,CenPotMax,CenPotMin,CenCosVar,CenRenTer,CenCosOpe,CenDisEne,CenFacCol,CenConPro%
437,T,SemJun04-2017,SemJun04-*,*,T,San Juan II,*,0,*,*,*,*,*,*,*
438,T,SemJun04-2017,SemJun04-*,*,T,San Juan III,*,0,*,*,*,*,*,*,*
439,T,SemJun04-2017,SemJun04-*,*,T,San Juan IV,*,0,*,*,*,*,*,*,*
440,T,SemJun04-2017,SemJun04-*,*,T,San Juan V,*,0,*,*,*,*,*,*,*
441,T,SemJun04-2017,SemJun04-*,*,T,San Juan VI,*,0,*,*,*,*,*,*,*
442,T,SemAgo01-2017,SemAgo01-*,*,T,San Lorenzo 01,*,0,*,*,*,*,*,*,*
443,T,SemMay04-2017,SemMay04-*,*,T,San Lorenzo 02,*,0,*,*,*,*,*,*,*
444,T,SemJun02-2017,SemJun02-*,*,T,San Lorenzo 03,*,0,*,*,*,*,*,*,*
445,T,SemJul03-2017,SemJul03-*,*,T,San Pedro Eólico II,*,0,*,*,*,*,*,*,*
446,T,SemNov04-2018,SemDic01-*,*,T,Santa Fe 01,*,0,*,*,*,*,*,*,*
447,T,SemNov04-2018,SemDic01-*,*,T,Santa Fe 02,*,0,*,*,*,*,*,*,*
448,T,SemNov04-2018,SemDic01-*,*,T,Santa Fe 03,*,0,*,*,*,*,*,*,*
449,T,SemNov04-2018,SemDic01-*,*,T,Santa Fe 04,*,0,*,*,*,*,*,*,*
450,T,SemJun02-2017,SemJun03-*,*,T,Santa Irene,*,0,*,*,*,*,*,*,*
451,T,SemJun01-2017,SemJun01-*,*,T,Santa Julia,*,0,*,*,*,*,*,*,*
452,T,SemSep04-2018,SemOct01-*,*,T,Santa Lidia,*,0,*,*,*,*,*,*,*
453,T,SemOct01-2018,SemOct03-*,*,T,Santa Maria,*,0,*,*,*,*,*,*,*
454,T,SemAgo04-2018,SemSep01-*,*,T,Santa Marta 01,*,10.7999904,*,*,*,*,*,*,*
455,T,SemAgo04-2017,SemSep01-*,*,T,Santa Marta 02,*,3.1456,*,*,*,*,*,*,*
456,T,SemAgo04-2017,SemAgo04-*,*,T,Santiago Solar,*,0,*,*,*,*,*,*,*
457,T,SemMay04-2017,SemMay04-*,*,T,SDGx01,*,0,*,*,*,*,*,*,*
458,T,SemMay04-2017,SemMay04-*,*,T,Skretting,*,0,*,*,*,*,*,*,*
459,T,SemJun01-2017,SemJun01-*,*,T,Skretting Osorno,*,0,*,*,*,*,*,*,*
460,T,SemJun01-2018,SemJun01-*,*,T,Sol,*,0,*,*,*,*,*,*,*
461,T,SemAgo03-2017,SemAgo03-*,*,T,Sol del Norte,*,0,*,*,*,*,*,*,*
462,T,SemJun01-2017,SemJun01-*,*,T,Solar Cardones,*,0,*,*,*,*,*,*,*
463,T,SemJun03-2026,SemJun03-*,*,T,Solar Cardones 02,*,0,*,*,*,*,*,*,*
464,T,SemJun04-2025,SemJun04-*,*,T,Solar Cardones 03,*,0,*,*,*,*,*,*,*
465,T,SemJun04-2027,SemJun04-*,*,T,Solar Cardones 04,*,0,*,*,*,*,*,*,*
466,T,SemJun03-2027,SemJun03-*,*,T,Solar Carrera Pinto 01,*,0,*,*,*,*,*,*,*
467,T,SemJul01-2030,SemJul01-*,*,T,Solar Carrera Pinto 02,*,0,*,*,*,*,*,*,*
468,T,SemSep01-2030,SemSep01-*,*,T,Solar Carrera Pinto 03,*,0,*,*,*,*,*,*,*
469,T,SemJun02-2028,SemJun02-*,*,T,Solar Diego de Almagro 01,*,0,*,*,*,*,*,*,*
470,T,SemJun04-2030,SemJun04-*,*,T,Solar Diego de Almagro 02,*,0,*,*,*,*,*,*,*
471,T,SemAgo04-2017,SemAgo04-*,*,T,Solar Esperanza,*,0,*,*,*,*,*,*,*
472,T,SemJun03-2017,SemJun03-*,*,T,Solar Hornitos,*,0,*,*,*,*,*,*,*
473,T,SemSep01-2017,SemSep01-*,*,T,Solar Las Terrazas,*,0,*,*,*,*,*,*,*
474,T,SemJun03-2017,SemJun03-*,*,T,Solar Loma los colorados,*,0,*,*,*,*,*,*,*
475,T,SemSep02-2030,SemSep02-*,*,T,Solar Ovalle 02,*,0,*,*,*,*,*,*,*
476,T,SemSep03-2030,SemSep03-*,*,T,Solar Ovalle 03,*,0,*,*,*,*,*,*,*
477,T,SemJun04-2027,SemJun04-*,*,T,Solar Ovalle 04,*,0,*,*,*,*,*,*,*
478,T,SemJul02-2028,SemJul02-*,*,T,Solar Pan de Azucar 01,*,0,*,*,*,*,*,*,*
479,T,SemSep02-2026,SemSep02-*,*,T,Solar Pan de Azucar 02,*,0,*,*,*,*,*,*,*
480,T,SemAgo04-2025,SemAgo04-*,*,T,Solar Pan de Azucar 03,*,0,*,*,*,*,*,*,*
481,T,SemJun03-2024,SemJun03-*,*,T,Solar Polpaico 01,*,0,*,*,*,*,*,*,*
482,T,SemJul03-2025,SemJul03-*,*,T,Solar Polpaico 03,*,0,*,*,*,*,*,*,*
483,T,SemDic03-2017,SemDic03-*,*,T,Solar Santa Cecilia,*,0,*,*,*,*,*,*,*
484,T,SemJul02-2017,SemJul03-*,*,T,Tal Tal Eólico,*,0,*,*,*,*,*,*,*
485,T,SemJun01-2017,SemJun02-*,*,T,Talinay Oriente,*,0,*,*,*,*,*,*,*
486,T,SemJun01-2017,SemJun02-*,*,T,Talinay Poniente,*,0,*,*,*,*,*,*,*
487,T,SemSep03-2019,SemOct01-*,*,T,Taltal 01 GNL,*,0,*,*,*,*,*,*,*
488,T,SemOct02-2018,SemNov01-*,*,T,Taltal 02 GNL,*,0,*,*,*,*,*,*,*
489,T,SemDic02-2029,SemDic04-*,*,T,Taltal CC GNL,*,0,*,*,*,*,*,*,*
490,T,SemSep03-2019,SemOct01-*,*,T,Taltal 01 Diesel,*,0,*,*,*,*,*,*,*
491,T,SemOct02-2018,SemNov01-*,*,T,Taltal 02 Diesel,*,0,*,*,*,*,*,*,*
492,T,SemEne01-2017,SemEne01-*,*,T,Tambo Real,*,0,*,*,*,*,*,*,*
493,T,SemJun04-2017,SemJul01-*,*,T,Tamm,*,0,*,*,*,*,*,*,*
494,T,SemOct04-2017,SemNov02-*,*,T,Tapihue,*,0,*,*,*,*,*,*,*
495,T,SemJul01-2017,SemJul01-*,*,T,Techos de Altamira,*,0,*,*,*,*,*,*,*
496,T,SemJul03-2017,SemJul03-*,*,T,Teno,*,57.24638889,*,*,*,*,*,*,*
497,T,SemJul01-2017,SemJul01-*,*,T,Termopacífico,*,0,*,*,*,*,*,*,*
498,T,SemJul03-2017,SemJul03-*,*,T,TilTil Solar,*,0,*,*,*,*,*,*,*
499,T,SemMar04-2018,SemMar04-*,*,T,Tirúa,*,0,*,*,*,*,*,*,*
500,T,SemMar03-2017,SemMar03-*,*,T,Tomaval 1,*,0,*,*,*,*,*,*,*
501,T,SemOct01-2017,SemOct03-*,*,T,Tomaval 2,*,0,*,*,*,*,*,*,*
502,T,SemJun01-2017,SemJun01-*,*,T,Totoral,*,2.869565217,*,*,*,*,*,*,*
503,T,SemAgo01-2017,SemAgo01-*,*,T,Trapen,*,79.22124,*,*,*,*,*,*,*
504,T,SemOct02-2017,SemOct04-*,*,T,Trebal Mapocho,*,0,*,*,*,*,*,*,*
505,T,SemMay04-2017,SemMay04-*,*,T,Trongol,*,0,*,*,*,*,*,*,*
506,T,SemJun02-2017,SemJun03-*,*,T,Ucuquer I,*,0,*,*,*,*,*,*,*
507,T,SemMay03-2017,SemMay04-*,*,T,Ucuquer II Eólico,*,0,*,*,*,*,*,*,*
508,T,SemNov02-2018,SemNov03-*,*,T,valdivia 01,*,0,*,*,*,*,*,*,*
509,T,SemNov02-2018,SemNov03-*,*,T,valdivia 02,*,0,*,*,*,*,*,*,*
510,T,SemNov02-2018,SemNov03-*,*,T,valdivia 03,*,0,*,*,*,*,*,*,*
511,T,SemNov02-2018,SemNov03-*,*,T,valdivia 04,*,0,*,*,*,*,*,*,*
512,T,SemJun03-2019,SemJun03-*,*,T,Valle Solar,*,0,*,*,*,*,*,*,*
513,T,SemJun03-2017,SemJun03-*,*,T,Valleland,*,0,*,*,*,*,*,*,*
514,T,SemFeb03-2019,SemMar01-*,*,T,Campiche,*,0,*,*,*,*,*,*,*
515,T,SemEne01-2020,SemEne03-*,*,T,Nueva Ventanas,*,0,*,*,*,*,*,*,*
516,T,SemEne01-2019,SemEne03-*,*,T,Ventanas 01,*,0,*,*,*,*,*,*,*
517,T,SemEne04-2018,SemFeb02-*,*,T,Ventanas 02,*,0,*,*,*,*,*,*,*
518,T,SemSep04-2018,SemOct01-*,*,T,Viñales 01,*,0,*,*,*,*,*,*,*
519,T,SemSep04-2018,SemOct01-*,*,T,Viñales 02,*,0,*,*,*,*,*,*,*
520,T,SemSep04-2018,SemOct01-*,*,T,Viñales 03,*,0,*,*,*,*,*,*,*
521,T,SemJul03-2017,SemJul03-*,*,T,Watt,*,0,*,*,*,*,*,*,*
522,T,SemEne03-2017,SemEne03-*,*,T,Watt II,*,0,*,*,*,*,*,*,*
523,T,SemNov04-2018,SemNov04-*,*,T,Yungay 04 CC Diesel,*,0,*,*,*,*,*,*,*
524,T,SemNov01-2018,SemNov01-*,*,T,Yungay 01 Diesel,*,0,*,*,*,*,*,*,*
525,T,SemNov02-2018,SemNov02-*,*,T,Yungay 02 Diesel,*,0,*,*,*,*,*,*,*
526,T,SemNov03-2018,SemNov03-*,*,T,Yungay 03 Diesel,*,0,*,*,*,*,*,*,*
527,T,SemNov04-2018,SemNov04-*,*,T,Yungay 04 Diesel,*,0,*,*,*,*,*,*,*
528,T,SemNov04-2018,SemNov04-*,*,T,CMPC Santa Fe,*,0,*,*,*,*,*,*,*
529,T,SemJun03-2017,SemJun03-*,*,T,Corral,*,0,*,*,*,*,*,*,*
530,T,SemFeb04-2017,SemFeb04-*,*,T,Cintac,*,0,*,*,*,*,*,*,*
531,T,SemJun03-2017,SemJun03-*,*,T,Marchigue II,*,0,*,*,*,*,*,*,*
532,T,SemSep01-2017,SemSep01-*,*,T,Esperanza II,*,0,*,*,*,*,*,*,*
533,T,SemJul01-2017,SemJul01-*,*,T,Solar Ñilhue,*,0,*,*,*,*,*,*,*
534,T,SemSep01-2017,SemSep01-*,*,T,Concon GNL,*,0,*,*,*,*,*,*,*
535,T,SemAgo04-2018,SemAgo04-*,*,T,Punta Sierra,Punta Sierra 220,0,*,*,*,*,*,*,*
536,T,SemAgo04-2017,SemAgo04-*,*,T,Cabilsol,*,0,*,*,*,*,*,*,*
537,T,SemAbr01-2017,SemAbr01-*,*,T,Panquehue II,*,0,*,*,*,*,*,*,*
538,T,SemAgo02-2017,SemAgo02-*,*,T,Genpac Solar I,*,0,*,*,*,*,*,*,*
539,T,SemMay03-2017,SemMay03-*,*,T,Las Turcas,*,0,*,*,*,*,*,*,*
540,T,SemMay03-2017,SemMay03-*,*,T,Valle de la luna 2,*,0,*,*,*,*,*,*,*
541,T,SemMay03-2017,SemMay03-*,*,T,Don Eugenio,*,0,*,*,*,*,*,*,*
542,T,SemJun04-2017,SemJun04-*,*,T,El Campesino Biogas,*,0,*,*,*,*,*,*,*
543,T,SemSep03-2017,SemSep03-*,*,T,La Quinta Solar,*,0,*,*,*,*,*,*,*
544,T,SemJul03-2017,SemJul03-*,*,T,San Francisco Solar,*,0,*,*,*,*,*,*,*
545,T,SemAbr01-2017,SemAbr01-*,*,T,El Queltehue,*,0,*,*,*,*,*,*,*
546,T,SemJun03-2017,SemJun03-*,*,T,Alturas de ovalle,*,0,*,*,*,*,*,*,*
547,T,SemAgo02-2017,SemAgo02-*,*,T,Chile generación,*,0,*,*,*,*,*,*,*
548,T,SemSep03-2017,SemSep03-*,*,T,El Nogal,*,0,*,*,*,*,*,*,*
549,T,SemFeb04-2017,SemFeb04-*,*,T,Los pinos biogas,*,0,*,*,*,*,*,*,*
550,T,SemSep03-2017,SemSep03-*,*,T,Molina,*,0,*,*,*,*,*,*,*
551,T,SemSep01-2017,SemSep01-*,*,T,Cuz cuz,*,0,*,*,*,*,*,*,*
552,T,SemAgo03-2017,SemAgo03-*,*,T,El Canelo 2,*,0,*,*,*,*,*,*,*
553,T,SemAgo03-2017,SemAgo03-*,*,T,Raso power 2,*,0,*,*,*,*,*,*,*
554,T,SemJul03-2017,SemJul03-*,*,T,Altos del Paico,*,0,*,*,*,*,*,*,*
555,T,SemJun04-2024,SemJun04-*,*,T,Eolica Maitencillo 01,*,0,*,*,*,*,*,*,*
556,T,SemAbr01-2020,SemAbr01-*,*,T,Eolica Ciruelos 01,*,0,*,*,*,*,*,*,*
557,T,SemJun04-2026,SemJun04-*,*,T,Eolica Mulchen 01,*,0,*,*,*,*,*,*,*
558,T,SemMay02-2025,SemMay02-*,*,T,Eolica Maitencillo 02,*,0,*,*,*,*,*,*,*
559,T,SemMay02-2024,SemMay02-*,*,T,Eolica Puerto Montt 01,*,0,*,*,*,*,*,*,*
560,T,SemEne01-2018,SemAgo03-*,*,T,Punta Sierra,Punta Sierra 220,*,*,*,*,*,*,*,*
561,T,SemSep01-2018,SemDic04-*,*,T,Punta Sierra,Punta Sierra 220,*,*,*,*,*,*,*,*
562,T,SemOct01-2018,SemDic02-2018,*,T,San Isidro 02 CC Diesel,*,0,*,*,*,*,*,*,*
563,T,SemOct01-2018,SemDic02-2018,*,T,San Isidro 02 FA GNL,*,0,*,*,*,*,*,*,*
564,T,SemOct01-2018,SemDic02-2018,*,T,San Isidro 02 GNL,*,0,*,*,*,*,*,*,*
565,T,SemSep02-2018,SemSep04-2018,*,T,San Isidro Diesel,*,0,*,*,*,*,*,*,*
566,T,SemSep02-2018,SemSep04-2018,*,T,San Isidro FA GNL,*,0,*,*,*,*,*,*,*
567,T,SemSep02-2018,SemSep04-2018,*,T,San Isidro GNL,*,0,*,*,*,*,*,*,*
568,T,SemSep03-2017,SemSep04-2017,*,F,Ventanas 01,*,0,*,*,*,*,*,*,*
569,T,SemJul01-2018,SemAgo01-2018,*,F,Ventanas 01,*,0,*,*,*,*,*,*,*
