ApeINum,ApeIAnoIni,ApeIAnoFin,ApeEtaNom,ApeIApe,ApeIHid,ApeHidPot
2112,4,4,MesNov,40,24,6067.489
2113,4,4,MesNov,41,38,6076.275
2114,4,4,MesNov,42,1,6084.071
2115,4,4,MesNov,43,10,6094.822
2116,4,4,MesNov,44,16,6106.669
2117,4,4,MesNov,45,13,6123.136
2118,4,4,MesNov,46,33,6124.376
2119,4,4,MesNov,47,18,6124.565
2120,4,4,MesNov,48,19,6125.047
2121,4,4,MesNov,49,2,6126.814
2122,4,4,MesNov,50,46,6132.365
2123,4,4,MesNov,51,55,6137.623
2124,4,4,MesNov,52,25,6162.259
2125,4,4,MesNov,53,43,6164.309
2126,4,4,MesNov,54,23,6168.263
2127,4,4,MesNov,55,6,6184.164
2128,4,4,MesNov,56,4,6185.207
2129,4,4,MesDic,1,30,2841.934
2130,4,4,MesDic,2,54,2970.916
2131,4,4,MesDic,3,56,3062.305
2132,4,4,MesDic,4,37,3122.196
2133,4,4,MesDic,5,51,3128.447
2134,4,4,MesDic,6,8,3134.351
2135,4,4,MesDic,7,9,3148.582
2136,4,4,MesDic,8,39,3198.285
2137,4,4,MesDic,9,29,3218.448
2138,4,4,MesDic,10,31,3324.906
2139,4,4,MesDic,11,48,3328.124
2140,4,4,MesDic,12,53,3372.039
2141,4,4,MesDic,13,3,3408.127
2142,4,4,MesDic,14,28,3444.32
2143,4,4,MesDic,15,22,3492.363
2144,4,4,MesDic,16,21,3555.504
2145,4,4,MesDic,17,26,3697.443
2146,4,4,MesDic,18,44,3719.885
2147,4,4,MesDic,19,50,3765.1
2148,4,4,MesDic,20,49,3776.364
2149,4,4,MesDic,21,36,3816.619
2150,4,4,MesDic,22,35,3879.65
2151,4,4,MesDic,23,45,3915.48
2152,4,4,MesDic,24,52,3974.023
2153,4,4,MesDic,25,40,4039.736
2154,4,4,MesDic,26,47,4293.19
2155,4,4,MesDic,27,34,4485.786
2156,4,4,MesDic,28,1,4527.507
2157,4,4,MesDic,29,14,4556.989
2158,4,4,MesDic,30,27,4625.362
2159,4,4,MesDic,31,24,4658.026
2160,4,4,MesDic,32,5,4714.377
2161,4,4,MesDic,33,17,4779.224
2162,4,4,MesDic,34,32,4927.369
2163,4,4,MesDic,35,12,5050.41
2164,4,4,MesDic,36,33,5056.838
2165,4,4,MesDic,37,19,5092.558
2166,4,4,MesDic,38,41,5099.602
2167,4,4,MesDic,39,46,5135.692
2168,4,4,MesDic,40,11,5179.851
2169,4,4,MesDic,41,16,5182.985
2170,4,4,MesDic,42,42,5211.332
2171,4,4,MesDic,43,2,5279.822
2172,4,4,MesDic,44,15,5280.436
2173,4,4,MesDic,45,20,5481.395
2174,4,4,MesDic,46,10,5799.438
2175,4,4,MesDic,47,18,5914.215
2176,4,4,MesDic,48,55,5950.866
2177,4,4,MesDic,49,38,5998.714
2178,4,4,MesDic,50,43,6025.689
2179,4,4,MesDic,51,23,6028.859
2180,4,4,MesDic,52,25,6044.268
2181,4,4,MesDic,53,13,6055.116
2182,4,4,MesDic,54,6,6066.97
2183,4,4,MesDic,55,7,6074.573
2184,4,4,MesDic,56,4,6086.748
2185,4,4,MesEne,1,48,2761.565
2186,4,4,MesEne,2,32,2781.062
2187,4,4,MesEne,3,50,2871.565
2188,4,4,MesEne,4,33,2877.24
2189,4,4,MesEne,5,47,2890.078
2190,4,4,MesEne,6,54,2937.126
2191,4,4,MesEne,7,49,2995.427
2192,4,4,MesEne,8,21,3036.596
2193,4,4,MesEne,9,51,3074.552
2194,4,4,MesEne,10,20,3082.473
2195,4,4,MesEne,11,34,3123.804
2196,4,4,MesEne,12,53,3143.611
2197,4,4,MesEne,13,18,3163.837
2198,4,4,MesEne,14,39,3177.372
2199,4,4,MesEne,15,40,3180.873
2200,4,4,MesEne,16,19,3190.336
2201,4,4,MesEne,17,9,3191.175
2202,4,4,MesEne,18,8,3194.452
2203,4,4,MesEne,19,3,3207.98
2204,4,4,MesEne,20,36,3217.358
2205,4,4,MesEne,21,35,3226.777
2206,4,4,MesEne,22,41,3230.662
2207,4,4,MesEne,23,37,3238.897
2208,4,4,MesEne,24,56,3256.327
2209,4,4,MesEne,25,52,3302.521
2210,4,4,MesEne,26,11,3343.754
2211,4,4,MesEne,27,28,3344.217
2212,4,4,MesEne,28,17,3345.19
2213,4,4,MesEne,29,31,3348.803
2214,4,4,MesEne,30,22,3388.556
2215,4,4,MesEne,31,1,3390.012
2216,4,4,MesEne,32,46,3392.64
2217,4,4,MesEne,33,2,3395.144
2218,4,4,MesEne,34,5,3395.906
2219,4,4,MesEne,35,45,3405.693
2220,4,4,MesEne,36,26,3412.887
2221,4,4,MesEne,37,27,3474.437
2222,4,4,MesEne,38,29,3488.589
2223,4,4,MesEne,39,44,3494.832
2224,4,4,MesEne,40,30,3496.494
2225,4,4,MesEne,41,24,3538.885
2226,4,4,MesEne,42,10,3547.605
2227,4,4,MesEne,43,42,3555.662
2228,4,4,MesEne,44,16,3584.889
2229,4,4,MesEne,45,12,3590.408
2230,4,4,MesEne,46,15,3590.629
2231,4,4,MesEne,47,6,3665.338
2232,4,4,MesEne,48,14,3746.989
2233,4,4,MesEne,49,43,3790.806
2234,4,4,MesEne,50,25,3818.073
2235,4,4,MesEne,51,7,4004.971
2236,4,4,MesEne,52,4,4117.877
2237,4,4,MesEne,53,13,4215.31
2238,4,4,MesEne,54,38,4938.259
2239,4,4,MesEne,55,23,5094.743
2240,4,4,MesEne,56,55,6286.885
2241,4,4,MesFeb,1,54,2608.209
2242,4,4,MesFeb,2,17,2623.542
2243,4,4,MesFeb,3,53,2736.384
2244,4,4,MesFeb,4,16,2759.084
2245,4,4,MesFeb,5,3,2796.77
2246,4,4,MesFeb,6,39,2834.932
2247,4,4,MesFeb,7,51,2856.866
2248,4,4,MesFeb,8,9,2863.614
2249,4,4,MesFeb,9,37,2896.022
2250,4,4,MesFeb,10,12,2896.178
2251,4,4,MesFeb,11,10,2909.83
2252,4,4,MesFeb,12,56,2910.367
2253,4,4,MesFeb,13,1,2917.684
2254,4,4,MesFeb,14,40,2922.238
2255,4,4,MesFeb,15,31,2939.413
2256,4,4,MesFeb,16,23,2947.134
2257,4,4,MesFeb,17,45,2950.331
2258,4,4,MesFeb,18,48,2964.376
2259,4,4,MesFeb,19,14,2971.364
2260,4,4,MesFeb,20,52,2981.345
2261,4,4,MesFeb,21,44,2991.426
2262,4,4,MesFeb,22,22,3015.449
2263,4,4,MesFeb,23,34,3024.903
2264,4,4,MesFeb,24,35,3025.714
2265,4,4,MesFeb,25,43,3037.898
2266,4,4,MesFeb,26,50,3037.993
2267,4,4,MesFeb,27,36,3040.934
2268,4,4,MesFeb,28,26,3042.861
2269,4,4,MesFeb,29,32,3073.044
2270,4,4,MesFeb,30,49,3074.623
2271,4,4,MesFeb,31,21,3092.039
2272,4,4,MesFeb,32,4,3106.661
2273,4,4,MesFeb,33,5,3106.83
2274,4,4,MesFeb,34,33,3111.799
2275,4,4,MesFeb,35,2,3124.449
2276,4,4,MesFeb,36,11,3127.848
2277,4,4,MesFeb,37,41,3149.61
2278,4,4,MesFeb,38,42,3155.274
2279,4,4,MesFeb,39,8,3163.331
2280,4,4,MesFeb,40,46,3166.427
2281,4,4,MesFeb,41,18,3186.799
2282,4,4,MesFeb,42,30,3209.138
2283,4,4,MesFeb,43,47,3212.848
2284,4,4,MesFeb,44,15,3215.384
2285,4,4,MesFeb,45,25,3247.376
2286,4,4,MesFeb,46,20,3265.842
2287,4,4,MesFeb,47,29,3277.333
2288,4,4,MesFeb,48,27,3304.198
2289,4,4,MesFeb,49,24,3322.373
2290,4,4,MesFeb,50,6,3336.46
2291,4,4,MesFeb,51,19,3344.838
2292,4,4,MesFeb,52,28,3348.2
2293,4,4,MesFeb,53,38,3398.4
2294,4,4,MesFeb,54,7,3450.89
2295,4,4,MesFeb,55,13,3634.659
2296,4,4,MesFeb,56,55,4297.492
2297,4,4,MesMar,1,54,1770.274
2298,4,4,MesMar,2,53,1837.439
2299,4,4,MesMar,3,12,1869.893
2300,4,4,MesMar,4,9,1906.159
2301,4,4,MesMar,5,3,1907.417
2302,4,4,MesMar,6,39,1919.24
2303,4,4,MesMar,7,10,1924.282
2304,4,4,MesMar,8,56,1926.36
2305,4,4,MesMar,9,16,1944.007
2306,4,4,MesMar,10,37,1955.701
2307,4,4,MesMar,11,17,1977.045
2308,4,4,MesMar,12,48,1986.411
2309,4,4,MesMar,13,40,2016.251
2310,4,4,MesMar,14,14,2031.212
2311,4,4,MesMar,15,51,2056.85
2312,4,4,MesMar,16,11,2065.456
2313,4,4,MesMar,17,30,2075.391
2314,4,4,MesMar,18,22,2079.469
2315,4,4,MesMar,19,31,2081.696
2316,4,4,MesMar,20,15,2096.649
2317,4,4,MesMar,21,8,2099.463
2318,4,4,MesMar,22,29,2099.927
2319,4,4,MesMar,23,24,2137.762
2320,4,4,MesMar,24,52,2138.368
2321,4,4,MesMar,25,26,2150.08
2322,4,4,MesMar,26,45,2158.193
2323,4,4,MesMar,27,5,2166.374
2324,4,4,MesMar,28,35,2174.45
2325,4,4,MesMar,29,44,2183.577
2326,4,4,MesMar,30,34,2192.206
2327,4,4,MesMar,31,2,2233.014
2328,4,4,MesMar,32,49,2237.869
2329,4,4,MesMar,33,50,2240.66
2330,4,4,MesMar,34,36,2268.855
2331,4,4,MesMar,35,33,2284.376
2332,4,4,MesMar,36,18,2285.416
2333,4,4,MesMar,37,32,2328.901
2334,4,4,MesMar,38,1,2333.387
2335,4,4,MesMar,39,47,2403.86
2336,4,4,MesMar,40,38,2418.147
2337,4,4,MesMar,41,19,2419.98
2338,4,4,MesMar,42,28,2437.214
2339,4,4,MesMar,43,41,2458.588
2340,4,4,MesMar,44,46,2463.033
2341,4,4,MesMar,45,7,2555.774
2342,4,4,MesMar,46,55,2573.208
2343,4,4,MesMar,47,4,2595.09
2344,4,4,MesMar,48,21,2603.494
2345,4,4,MesMar,49,27,2672.021
2346,4,4,MesMar,50,6,2695.209
2347,4,4,MesMar,51,43,2810.397
2348,4,4,MesMar,52,25,2897.69
2349,4,4,MesMar,53,23,2982.978
2350,4,4,MesMar,54,20,3035
2351,4,4,MesMar,55,13,3112.959
2352,4,4,MesMar,56,42,3144.339
2353,5,5,MesAbr,1,40,1184.173
2354,5,5,MesAbr,2,46,1362.006
2355,5,5,MesAbr,3,49,1385.575
2356,5,5,MesAbr,4,56,1455.382
2357,5,5,MesAbr,5,30,1466.644
2358,5,5,MesAbr,6,12,1491.363
2359,5,5,MesAbr,7,41,1516.961
2360,5,5,MesAbr,8,53,1534.36
2361,5,5,MesAbr,9,13,1542.094
2362,5,5,MesAbr,10,15,1544.864
2363,5,5,MesAbr,11,9,1547.588
2364,5,5,MesAbr,12,18,1591.362
2365,5,5,MesAbr,13,10,1612.509
2366,5,5,MesAbr,14,17,1614.277
2367,5,5,MesAbr,15,3,1638.891
2368,5,5,MesAbr,16,23,1639.788
2369,5,5,MesAbr,17,4,1673.388
2370,5,5,MesAbr,18,25,1673.952
2371,5,5,MesAbr,19,50,1704.35
2372,5,5,MesAbr,20,2,1712.319
2373,5,5,MesAbr,21,11,1749.427
2374,5,5,MesAbr,22,54,1752.11
2375,5,5,MesAbr,23,42,1814.501
2376,5,5,MesAbr,24,19,1831.629
2377,5,5,MesAbr,25,51,1866.352
2378,5,5,MesAbr,26,52,1871.122
2379,5,5,MesAbr,27,20,1890.244
2380,5,5,MesAbr,28,5,1901.001
2381,5,5,MesAbr,29,32,1927.849
2382,5,5,MesAbr,30,29,1929.563
2383,5,5,MesAbr,31,1,1937.313
2384,5,5,MesAbr,32,48,1999.532
2385,5,5,MesAbr,33,28,2027.123
2386,5,5,MesAbr,34,8,2029.516
2387,5,5,MesAbr,35,44,2075.634
2388,5,5,MesAbr,36,37,2120.787
2389,5,5,MesAbr,37,22,2153.289
2390,5,5,MesAbr,38,33,2191.222
2391,5,5,MesAbr,39,36,2212.764
2392,5,5,MesAbr,40,39,2241.778
2393,5,5,MesAbr,41,14,2261.797
2394,5,5,MesAbr,42,35,2294.159
2395,5,5,MesAbr,43,43,2416.561
2396,5,5,MesAbr,44,31,2419.701
2397,5,5,MesAbr,45,55,2439.267
2398,5,5,MesAbr,46,7,2489.149
2399,5,5,MesAbr,47,27,2501.043
2400,5,5,MesAbr,48,24,2584.119
2401,5,5,MesAbr,49,16,2611.473
2402,5,5,MesAbr,50,38,2653.771
2403,5,5,MesAbr,51,47,2660.958
2404,5,5,MesAbr,52,34,2698.078
2405,5,5,MesAbr,53,26,2725.267
2406,5,5,MesAbr,54,6,2810.967
2407,5,5,MesAbr,55,45,2828.606
2408,5,5,MesAbr,56,21,4066.794
2409,5,5,MesMay,1,30,1425.746
2410,5,5,MesMay,2,56,1562.29
2411,5,5,MesMay,3,40,1564.696
2412,5,5,MesMay,4,41,1589.349
2413,5,5,MesMay,5,54,1625.375
2414,5,5,MesMay,6,3,1643.298
2415,5,5,MesMay,7,52,1691.822
2416,5,5,MesMay,8,17,1692.35
2417,5,5,MesMay,9,48,1720.108
2418,5,5,MesMay,10,9,1749.585
2419,5,5,MesMay,11,51,1804.795
2420,5,5,MesMay,12,4,1840.205
2421,5,5,MesMay,13,1,1916.272
2422,5,5,MesMay,14,29,1942.168
2423,5,5,MesMay,15,44,1950.386
2424,5,5,MesMay,16,2,2007.077
2425,5,5,MesMay,17,37,2014.666
2426,5,5,MesMay,18,5,2031.183
2427,5,5,MesMay,19,45,2055.947
2428,5,5,MesMay,20,39,2058.571
2429,5,5,MesMay,21,11,2136.995
2430,5,5,MesMay,22,28,2162.36
2431,5,5,MesMay,23,36,2328.015
2432,5,5,MesMay,24,24,2533.923
2433,5,5,MesMay,25,53,2728.806
2434,5,5,MesMay,26,8,2795.299
2435,5,5,MesMay,27,15,2853.823
2436,5,5,MesMay,28,10,2868.435
2437,5,5,MesMay,29,35,2876.033
2438,5,5,MesMay,30,20,2905.462
2439,5,5,MesMay,31,38,2925.266
2440,5,5,MesMay,32,7,2935.817
2441,5,5,MesMay,33,25,2939.941
2442,5,5,MesMay,34,19,2951.544
2443,5,5,MesMay,35,43,2956.773
2444,5,5,MesMay,36,47,2972.317
2445,5,5,MesMay,37,23,3073.131
2446,5,5,MesMay,38,31,3097.445
2447,5,5,MesMay,39,50,3181.734
2448,5,5,MesMay,40,16,3213.711
2449,5,5,MesMay,41,14,3366.393
2450,5,5,MesMay,42,46,3622.368
2451,5,5,MesMay,43,6,3670.674
2452,5,5,MesMay,44,55,3713.298
2453,5,5,MesMay,45,12,3766.637
2454,5,5,MesMay,46,18,3938.63
2455,5,5,MesMay,47,42,4104.747
2456,5,5,MesMay,48,26,4107.664
2457,5,5,MesMay,49,34,4420.373
2458,5,5,MesMay,50,27,4740.712
2459,5,5,MesMay,51,49,5179.417
2460,5,5,MesMay,52,33,5481.272
2461,5,5,MesMay,53,22,6350.384
2462,5,5,MesMay,54,21,6363.105
2463,5,5,MesMay,55,32,6369.994
2464,5,5,MesMay,56,13,6374.182
2465,5,5,MesJun,1,56,1511.817
2466,5,5,MesJun,2,54,1645.885
2467,5,5,MesJun,3,9,1681.294
2468,5,5,MesJun,4,48,1837.048
2469,5,5,MesJun,5,39,2074.012
2470,5,5,MesJun,6,20,2369.066
2471,5,5,MesJun,7,5,2537.349
2472,5,5,MesJun,8,8,2549.531
2473,5,5,MesJun,9,30,2569.24
2474,5,5,MesJun,10,52,2679.566
2475,5,5,MesJun,11,3,2708.061
2476,5,5,MesJun,12,4,2722.188
2477,5,5,MesJun,13,51,2806.434
2478,5,5,MesJun,14,40,2929.84
2479,5,5,MesJun,15,12,3084.941
2480,5,5,MesJun,16,29,3114.865
2481,5,5,MesJun,17,25,3188.631
2482,5,5,MesJun,18,2,3259.392
2483,5,5,MesJun,19,50,3270.356
2484,5,5,MesJun,20,19,3319.838
2485,5,5,MesJun,21,1,3330.369
2486,5,5,MesJun,22,31,3414.273
2487,5,5,MesJun,23,37,3420.279
2488,5,5,MesJun,24,28,3459.776
2489,5,5,MesJun,25,11,3498.069
2490,5,5,MesJun,26,49,3515.971
2491,5,5,MesJun,27,24,3906.75
2492,5,5,MesJun,28,7,3929.859
2493,5,5,MesJun,29,14,4160.65
2494,5,5,MesJun,30,45,4449.239
2495,5,5,MesJun,31,17,4577.021
2496,5,5,MesJun,32,43,4596.697
2497,5,5,MesJun,33,18,4647.72
2498,5,5,MesJun,34,15,4696.005
2499,5,5,MesJun,35,26,4804.735
2500,5,5,MesJun,36,35,4822.677
2501,5,5,MesJun,37,53,4984
2502,5,5,MesJun,38,36,5142.278
2503,5,5,MesJun,39,16,5162.399
2504,5,5,MesJun,40,22,5186.228
2505,5,5,MesJun,41,23,5350.015
2506,5,5,MesJun,42,42,5372.589
2507,5,5,MesJun,43,44,5718.058
2508,5,5,MesJun,44,41,5820.834
2509,5,5,MesJun,45,10,5890.337
2510,5,5,MesJun,46,32,6084.291
2511,5,5,MesJun,47,47,6317.903
2512,5,5,MesJun,48,46,6455.691
2513,5,5,MesJun,49,33,6554.403
2514,5,5,MesJun,50,55,6554.494
2515,5,5,MesJun,51,21,6601.099
2516,5,5,MesJun,52,27,6606.634
2517,5,5,MesJun,53,34,6626.462
2518,5,5,MesJun,54,13,6638.295
2519,5,5,MesJun,55,38,6638.779
2520,5,5,MesJun,56,6,6647.043
2521,5,5,MesJul,1,54,1782.089
2522,5,5,MesJul,2,56,1867.151
2523,5,5,MesJul,3,9,2051.86
2524,5,5,MesJul,4,39,2231.62
2525,5,5,MesJul,5,3,2420.428
2526,5,5,MesJul,6,37,2523.188
2527,5,5,MesJul,7,5,2569.751
2528,5,5,MesJul,8,40,2592.671
2529,5,5,MesJul,9,31,2953.757
2530,5,5,MesJul,10,8,2958.363
2531,5,5,MesJul,11,30,3047.299
2532,5,5,MesJul,12,51,3052.392
2533,5,5,MesJul,13,52,3098.249
2534,5,5,MesJul,14,48,3288.155
2535,5,5,MesJul,15,29,3331.927
2536,5,5,MesJul,16,17,3402.129
2537,5,5,MesJul,17,10,3778.841
2538,5,5,MesJul,18,49,3808.451
2539,5,5,MesJul,19,11,3859.721
2540,5,5,MesJul,20,50,3897.032
2541,5,5,MesJul,21,53,3971.387
2542,5,5,MesJul,22,14,3980.635
2543,5,5,MesJul,23,15,4042.11
2544,5,5,MesJul,24,1,4056.943
2545,5,5,MesJul,25,43,4175.342
2546,5,5,MesJul,26,13,4270.709
2547,5,5,MesJul,27,24,4272.016
2548,5,5,MesJul,28,4,4403.54
2549,5,5,MesJul,29,38,4449.971
2550,5,5,MesJul,30,33,4494.143
2551,5,5,MesJul,31,16,4638.724
2552,5,5,MesJul,32,36,4675.099
2553,5,5,MesJul,33,20,4729.34
2554,5,5,MesJul,34,12,4784.766
2555,5,5,MesJul,35,7,4990.464
2556,5,5,MesJul,36,27,5090.758
2557,5,5,MesJul,37,26,5200.529
2558,5,5,MesJul,38,2,5226.352
2559,5,5,MesJul,39,6,5344.683
2560,5,5,MesJul,40,22,5486.286
2561,5,5,MesJul,41,45,5560.784
2562,5,5,MesJul,42,44,5662.552
2563,5,5,MesJul,43,34,5723.358
2564,5,5,MesJul,44,35,5773.062
2565,5,5,MesJul,45,28,5868.204
2566,5,5,MesJul,46,21,5889.277
2567,5,5,MesJul,47,25,6219.429
2568,5,5,MesJul,48,32,6262.245
2569,5,5,MesJul,49,18,6341.344
2570,5,5,MesJul,50,46,6373.182
2571,5,5,MesJul,51,41,6380.624
2572,5,5,MesJul,52,55,6445.208
2573,5,5,MesJul,53,19,6453.965
2574,5,5,MesJul,54,42,6468.619
2575,5,5,MesJul,55,47,6480.22
2576,5,5,MesJul,56,23,6481.179
2577,5,5,MesAgo,1,54,1678.069
2578,5,5,MesAgo,2,56,1854.911
2579,5,5,MesAgo,3,39,2214.411
2580,5,5,MesAgo,4,9,2317.155
2581,5,5,MesAgo,5,48,2574.789
2582,5,5,MesAgo,6,53,2819.045
2583,5,5,MesAgo,7,5,2911.665
2584,5,5,MesAgo,8,17,2930.037
2585,5,5,MesAgo,9,37,3162.623
2586,5,5,MesAgo,10,26,3191.641
2587,5,5,MesAgo,11,51,3236.656
2588,5,5,MesAgo,12,33,3421.168
2589,5,5,MesAgo,13,25,3551.68
2590,5,5,MesAgo,14,31,3599.145
2591,5,5,MesAgo,15,44,3663.958
2592,5,5,MesAgo,16,1,3671.978
2593,5,5,MesAgo,17,16,3739.13
2594,5,5,MesAgo,18,45,3749.403
2595,5,5,MesAgo,19,8,3807.264
2596,5,5,MesAgo,20,11,3838.808
2597,5,5,MesAgo,21,22,3850.527
2598,5,5,MesAgo,22,15,3857.684
2599,5,5,MesAgo,23,14,3913.645
2600,5,5,MesAgo,24,7,3936.356
2601,5,5,MesAgo,25,32,3944.401
2602,5,5,MesAgo,26,24,3952.362
2603,5,5,MesAgo,27,52,4027.154
2604,5,5,MesAgo,28,10,4149.266
2605,5,5,MesAgo,29,35,4155.863
2606,5,5,MesAgo,30,50,4195.37
2607,5,5,MesAgo,31,30,4247.489
2608,5,5,MesAgo,32,3,4271.704
2609,5,5,MesAgo,33,23,4291.933
2610,5,5,MesAgo,34,27,4344.256
2611,5,5,MesAgo,35,28,4382.752
2612,5,5,MesAgo,36,47,4390.44
2613,5,5,MesAgo,37,40,4423.621
2614,5,5,MesAgo,38,21,4463.364
2615,5,5,MesAgo,39,36,4518.481
2616,5,5,MesAgo,40,29,4616.472
2617,5,5,MesAgo,41,2,4621.573
2618,5,5,MesAgo,42,34,4626.048
2619,5,5,MesAgo,43,49,4652.137
2620,5,5,MesAgo,44,19,4689.857
2621,5,5,MesAgo,45,18,4954.657
2622,5,5,MesAgo,46,41,5044.464
2623,5,5,MesAgo,47,4,5073.227
2624,5,5,MesAgo,48,12,5495.347
2625,5,5,MesAgo,49,6,6128.165
2626,5,5,MesAgo,50,55,6259.31
2627,5,5,MesAgo,51,42,6297.563
2628,5,5,MesAgo,52,38,6340.87
2629,5,5,MesAgo,53,46,6457.555
2630,5,5,MesAgo,54,43,6517.305
2631,5,5,MesAgo,55,20,6523.038
2632,5,5,MesAgo,56,13,6544.383
2633,5,5,MesSep,1,54,1727.591
2634,5,5,MesSep,2,39,2192.715
2635,5,5,MesSep,3,56,2389.799
2636,5,5,MesSep,4,9,2658.146
2637,5,5,MesSep,5,53,3158.025
2638,5,5,MesSep,6,37,3188.139
2639,5,5,MesSep,7,48,3365.249
2640,5,5,MesSep,8,51,3441.334
2641,5,5,MesSep,9,29,3524.247
2642,5,5,MesSep,10,14,3528.413
2643,5,5,MesSep,11,26,3564.726
2644,5,5,MesSep,12,17,3656.414
2645,5,5,MesSep,13,11,3770.19
2646,5,5,MesSep,14,3,3788.826
2647,5,5,MesSep,15,1,3798.177
2648,5,5,MesSep,16,15,3893.226
2649,5,5,MesSep,17,24,3933.242
2650,5,5,MesSep,18,27,3978.736
2651,5,5,MesSep,19,50,3981.422
2652,5,5,MesSep,20,8,3991.396
2653,5,5,MesSep,21,52,4027.202
2654,5,5,MesSep,22,16,4060.46
2655,5,5,MesSep,23,5,4077.67
2656,5,5,MesSep,24,10,4099.691
2657,5,5,MesSep,25,49,4102.295
2658,5,5,MesSep,26,7,4141.992
2659,5,5,MesSep,27,6,4184.174
2660,5,5,MesSep,28,28,4232.271
2661,5,5,MesSep,29,30,4278.525
2662,5,5,MesSep,30,44,4296.222
2663,5,5,MesSep,31,22,4358.322
2664,5,5,MesSep,32,12,4444.137
2665,5,5,MesSep,33,21,4456.166
2666,5,5,MesSep,34,47,4515.684
2667,5,5,MesSep,35,34,4562.598
2668,5,5,MesSep,36,40,4573.947
2669,5,5,MesSep,37,33,4633.35
2670,5,5,MesSep,38,35,4637.341
2671,5,5,MesSep,39,36,4762.068
2672,5,5,MesSep,40,2,4795.537
2673,5,5,MesSep,41,13,4796.6
2674,5,5,MesSep,42,42,4805.995
2675,5,5,MesSep,43,43,4851.314
2676,5,5,MesSep,44,45,4899.803
2677,5,5,MesSep,45,41,4928.593
2678,5,5,MesSep,46,20,5030.982
2679,5,5,MesSep,47,46,5174.818
2680,5,5,MesSep,48,19,5222.246
2681,5,5,MesSep,49,25,5245.63
2682,5,5,MesSep,50,32,5348.176
2683,5,5,MesSep,51,31,5421.865
2684,5,5,MesSep,52,4,5711.722
2685,5,5,MesSep,53,18,5783.687
2686,5,5,MesSep,54,38,5998.807
2687,5,5,MesSep,55,55,6174.361
2688,5,5,MesSep,56,23,6191.611
2689,5,5,MesOct,1,54,2231.09
2690,5,5,MesOct,2,39,2553.05
2691,5,5,MesOct,3,56,2637.309
2692,5,5,MesOct,4,9,2829.547
2693,5,5,MesOct,5,53,3058.397
2694,5,5,MesOct,6,37,3219.54
2695,5,5,MesOct,7,51,4263.274
2696,5,5,MesOct,8,50,4318.525
2697,5,5,MesOct,9,3,4327.845
2698,5,5,MesOct,10,52,4366.036
2699,5,5,MesOct,11,48,4397.487
2700,5,5,MesOct,12,31,4402.733
2701,5,5,MesOct,13,49,4421.954
2702,5,5,MesOct,14,26,4450.909
2703,5,5,MesOct,15,10,4457.314
2704,5,5,MesOct,16,36,4531.845
2705,5,5,MesOct,17,22,4560.257
2706,5,5,MesOct,18,44,4697.693
2707,5,5,MesOct,19,45,4743.663
2708,5,5,MesOct,20,38,4792.046
2709,5,5,MesOct,21,11,4825.784
2710,5,5,MesOct,22,32,4830.301
2711,5,5,MesOct,23,21,4835.675
2712,5,5,MesOct,24,5,4837.248
2713,5,5,MesOct,25,6,4886.048
2714,5,5,MesOct,26,20,4891.591
2715,5,5,MesOct,27,7,4910.564
2716,5,5,MesOct,28,30,4936.764
2717,5,5,MesOct,29,47,4966.447
2718,5,5,MesOct,30,29,5055.123
2719,5,5,MesOct,31,8,5062.611
2720,5,5,MesOct,32,14,5126.052
2721,5,5,MesOct,33,34,5130.832
2722,5,5,MesOct,34,12,5199.667
2723,5,5,MesOct,35,33,5214.21
2724,5,5,MesOct,36,35,5313.876
2725,5,5,MesOct,37,27,5368.966
2726,5,5,MesOct,38,13,5460.062
2727,5,5,MesOct,39,41,5598.359
2728,5,5,MesOct,40,16,5611.849
2729,5,5,MesOct,41,1,5614.386
2730,5,5,MesOct,42,17,5614.437
2731,5,5,MesOct,43,40,5643.394
2732,5,5,MesOct,44,42,5654.743
2733,5,5,MesOct,45,28,5674.918
2734,5,5,MesOct,46,15,5682.572
2735,5,5,MesOct,47,46,5727.588
2736,5,5,MesOct,48,2,6021.049
2737,5,5,MesOct,49,24,6064.22
2738,5,5,MesOct,50,19,6115.726
2739,5,5,MesOct,51,23,6135.094
2740,5,5,MesOct,52,4,6265.714
2741,5,5,MesOct,53,18,6369.259
2742,5,5,MesOct,54,55,6402.27
2743,5,5,MesOct,55,25,6408.154
2744,5,5,MesOct,56,43,6447.314
2745,5,5,MesNov,1,54,2643.412
2746,5,5,MesNov,2,39,2844.594
2747,5,5,MesNov,3,37,3026.417
2748,5,5,MesNov,4,56,3208.823
2749,5,5,MesNov,5,53,3321.865
2750,5,5,MesNov,6,9,3394.682
2751,5,5,MesNov,7,31,3983.302
2752,5,5,MesNov,8,30,4044.072
2753,5,5,MesNov,9,3,4510.681
2754,5,5,MesNov,10,51,4797.853
2755,5,5,MesNov,11,50,4878.95
2756,5,5,MesNov,12,29,4886.094
2757,5,5,MesNov,13,49,4905.265
2758,5,5,MesNov,14,48,4954.898
2759,5,5,MesNov,15,47,4977.789
2760,5,5,MesNov,16,22,5032.02
2761,5,5,MesNov,17,8,5125.326
2762,5,5,MesNov,18,5,5127.18
2763,5,5,MesNov,19,44,5160.594
2764,5,5,MesNov,20,52,5199.534
2765,5,5,MesNov,21,21,5278.287
2766,5,5,MesNov,22,20,5326.004
2767,5,5,MesNov,23,27,5348.931
