ApeINum,ApeIAnoIni,ApeIAnoFin,ApeEtaNom,ApeIApe,ApeIHid,ApeHidPot
6606,11,11,MesJul,54,19,8266.136
6607,11,11,MesJul,55,42,8269.247
6608,11,11,MesJul,56,55,8663.581
6609,11,11,MesAgo,1,54,2553.027
6610,11,11,MesAgo,2,56,2677.966
6611,11,11,MesAgo,3,9,3231.66
6612,11,11,MesAgo,4,39,3308.108
6613,11,11,MesAgo,5,48,3450.05
6614,11,11,MesAgo,6,5,3762.976
6615,11,11,MesAgo,7,53,3771.188
6616,11,11,MesAgo,8,17,3804.124
6617,11,11,MesAgo,9,26,4050.265
6618,11,11,MesAgo,10,37,4132.664
6619,11,11,MesAgo,11,51,4158.399
6620,11,11,MesAgo,12,33,4209.28
6621,11,11,MesAgo,13,25,4311.631
6622,11,11,MesAgo,14,44,4558.677
6623,11,11,MesAgo,15,16,4585.427
6624,11,11,MesAgo,16,8,4700.581
6625,11,11,MesAgo,17,45,4701.525
6626,11,11,MesAgo,18,15,4720.619
6627,11,11,MesAgo,19,1,4748.105
6628,11,11,MesAgo,20,11,4760.214
6629,11,11,MesAgo,21,14,4774.323
6630,11,11,MesAgo,22,32,4782.85
6631,11,11,MesAgo,23,24,4872.896
6632,11,11,MesAgo,24,7,4961.537
6633,11,11,MesAgo,25,35,5045.383
6634,11,11,MesAgo,26,30,5151.992
6635,11,11,MesAgo,27,3,5282.473
6636,11,11,MesAgo,28,40,5338.726
6637,11,11,MesAgo,29,29,5339.915
6638,11,11,MesAgo,30,36,5551.709
6639,11,11,MesAgo,31,19,5693.917
6640,11,11,MesAgo,32,52,5702.053
6641,11,11,MesAgo,33,31,5822.965
6642,11,11,MesAgo,34,41,5896.025
6643,11,11,MesAgo,35,2,5995.332
6644,11,11,MesAgo,36,22,6041.386
6645,11,11,MesAgo,37,4,6121.105
6646,11,11,MesAgo,38,18,6151.644
6647,11,11,MesAgo,39,50,6423.428
6648,11,11,MesAgo,40,12,6449.208
6649,11,11,MesAgo,41,23,6467.084
6650,11,11,MesAgo,42,10,6630.189
6651,11,11,MesAgo,43,47,6749.61
6652,11,11,MesAgo,44,27,6885.631
6653,11,11,MesAgo,45,34,6892.179
6654,11,11,MesAgo,46,28,6926.305
6655,11,11,MesAgo,47,21,6962.027
6656,11,11,MesAgo,48,55,7063.323
6657,11,11,MesAgo,49,49,7073.987
6658,11,11,MesAgo,50,6,7108.628
6659,11,11,MesAgo,51,46,7300.339
6660,11,11,MesAgo,52,42,7314.123
6661,11,11,MesAgo,53,20,7348.322
6662,11,11,MesAgo,54,43,7405.809
6663,11,11,MesAgo,55,13,7781.989
6664,11,11,MesAgo,56,38,8194.056
6665,11,11,MesSep,1,54,2385.891
6666,11,11,MesSep,2,39,3015.589
6667,11,11,MesSep,3,56,3165.801
6668,11,11,MesSep,4,9,3520.37
6669,11,11,MesSep,5,53,3957.641
6670,11,11,MesSep,6,37,4034.516
6671,11,11,MesSep,7,29,4107.591
6672,11,11,MesSep,8,48,4119.235
6673,11,11,MesSep,9,51,4207.901
6674,11,11,MesSep,10,14,4310.489
6675,11,11,MesSep,11,26,4324.184
6676,11,11,MesSep,12,17,4434.074
6677,11,11,MesSep,13,3,4545.524
6678,11,11,MesSep,14,11,4549.724
6679,11,11,MesSep,15,15,4637.123
6680,11,11,MesSep,16,24,4642.284
6681,11,11,MesSep,17,1,4643.11
6682,11,11,MesSep,18,8,4724.521
6683,11,11,MesSep,19,16,4812.652
6684,11,11,MesSep,20,30,5055.913
6685,11,11,MesSep,21,5,5162.13
6686,11,11,MesSep,22,44,5190.088
6687,11,11,MesSep,23,12,5266.969
6688,11,11,MesSep,24,22,5276.518
6689,11,11,MesSep,25,7,5283.581
6690,11,11,MesSep,26,27,5428.235
6691,11,11,MesSep,27,6,5502.904
6692,11,11,MesSep,28,33,5576.43
6693,11,11,MesSep,29,52,5677.099
6694,11,11,MesSep,30,21,5718.7
6695,11,11,MesSep,31,42,5761.986
6696,11,11,MesSep,32,28,5782.586
6697,11,11,MesSep,33,10,5808.752
6698,11,11,MesSep,34,45,5881.485
6699,11,11,MesSep,35,34,6018.312
6700,11,11,MesSep,36,25,6023.754
6701,11,11,MesSep,37,46,6126.283
6702,11,11,MesSep,38,49,6135.785
6703,11,11,MesSep,39,41,6252.945
6704,11,11,MesSep,40,32,6271.8
6705,11,11,MesSep,41,50,6375.315
6706,11,11,MesSep,42,35,6528.282
6707,11,11,MesSep,43,19,6580.533
6708,11,11,MesSep,44,18,6615.784
6709,11,11,MesSep,45,4,6619.233
6710,11,11,MesSep,46,20,6660.177
6711,11,11,MesSep,47,40,6819.564
6712,11,11,MesSep,48,23,6850.309
6713,11,11,MesSep,49,47,6910.545
6714,11,11,MesSep,50,36,6922.113
6715,11,11,MesSep,51,43,6937.564
6716,11,11,MesSep,52,31,6970.607
6717,11,11,MesSep,53,2,6987.542
6718,11,11,MesSep,54,13,7002.044
6719,11,11,MesSep,55,38,8040.783
6720,11,11,MesSep,56,55,8317.758
6721,11,11,MesOct,1,54,3005.997
6722,11,11,MesOct,2,56,3408.883
6723,11,11,MesOct,3,39,3521.684
6724,11,11,MesOct,4,9,3686.851
6725,11,11,MesOct,5,53,3984.59
6726,11,11,MesOct,6,37,4157.701
6727,11,11,MesOct,7,3,5178.824
6728,11,11,MesOct,8,26,5366.252
6729,11,11,MesOct,9,10,5521.938
6730,11,11,MesOct,10,22,5557.525
6731,11,11,MesOct,11,31,5637.993
6732,11,11,MesOct,12,45,5713.55
6733,11,11,MesOct,13,48,5828.632
6734,11,11,MesOct,14,32,5864.656
6735,11,11,MesOct,15,11,5869.473
6736,11,11,MesOct,16,51,5950.625
6737,11,11,MesOct,17,29,5954.779
6738,11,11,MesOct,18,44,5965.639
6739,11,11,MesOct,19,14,6032.805
6740,11,11,MesOct,20,5,6054.001
6741,11,11,MesOct,21,49,6172.502
6742,11,11,MesOct,22,21,6219.24
6743,11,11,MesOct,23,30,6324.284
6744,11,11,MesOct,24,20,6516.567
6745,11,11,MesOct,25,16,6558.96
6746,11,11,MesOct,26,42,6578.822
6747,11,11,MesOct,27,17,6596.731
6748,11,11,MesOct,28,34,6614.633
6749,11,11,MesOct,29,52,6670.353
6750,11,11,MesOct,30,46,6687.314
6751,11,11,MesOct,31,7,6690.663
6752,11,11,MesOct,32,15,6773.386
6753,11,11,MesOct,33,50,6869.959
6754,11,11,MesOct,34,36,7006.964
6755,11,11,MesOct,35,23,7035.555
6756,11,11,MesOct,36,19,7056.561
6757,11,11,MesOct,37,24,7066.699
6758,11,11,MesOct,38,12,7113.996
6759,11,11,MesOct,39,27,7115.088
6760,11,11,MesOct,40,35,7128.978
6761,11,11,MesOct,41,33,7139.559
6762,11,11,MesOct,42,18,7140.174
6763,11,11,MesOct,43,4,7141.654
6764,11,11,MesOct,44,40,7144.054
6765,11,11,MesOct,45,47,7159.033
6766,11,11,MesOct,46,8,7161.063
6767,11,11,MesOct,47,1,7167.936
6768,11,11,MesOct,48,2,7197.377
6769,11,11,MesOct,49,6,7224.815
6770,11,11,MesOct,50,28,7241.485
6771,11,11,MesOct,51,13,7248.441
6772,11,11,MesOct,52,41,7253.772
6773,11,11,MesOct,53,43,7433.699
6774,11,11,MesOct,54,25,7439.269
6775,11,11,MesOct,55,38,7448.204
6776,11,11,MesOct,56,55,8603.139
6777,11,11,MesNov,1,54,3508.454
6778,11,11,MesNov,2,39,3925.897
6779,11,11,MesNov,3,37,4044.847
6780,11,11,MesNov,4,56,4052.607
6781,11,11,MesNov,5,9,4332.22
6782,11,11,MesNov,6,53,4426.254
6783,11,11,MesNov,7,31,5052.654
6784,11,11,MesNov,8,3,5815.191
6785,11,11,MesNov,9,51,6012.248
6786,11,11,MesNov,10,5,6093.537
6787,11,11,MesNov,11,22,6259.577
6788,11,11,MesNov,12,44,6528.231
6789,11,11,MesNov,13,48,6595.39
6790,11,11,MesNov,14,45,6778.069
6791,11,11,MesNov,15,26,6863.463
6792,11,11,MesNov,16,30,6908.083
6793,11,11,MesNov,17,20,6909.883
6794,11,11,MesNov,18,8,6917.738
6795,11,11,MesNov,19,42,6953.612
6796,11,11,MesNov,20,21,7019.675
6797,11,11,MesNov,21,32,7050.304
6798,11,11,MesNov,22,50,7060.573
6799,11,11,MesNov,23,47,7067.359
6800,11,11,MesNov,24,19,7094.179
6801,11,11,MesNov,25,1,7128.107
6802,11,11,MesNov,26,46,7129.481
6803,11,11,MesNov,27,18,7148.171
6804,11,11,MesNov,28,29,7170.058
6805,11,11,MesNov,29,49,7171.107
6806,11,11,MesNov,30,40,7225.941
6807,11,11,MesNov,31,7,7232.22
6808,11,11,MesNov,32,27,7241.11
6809,11,11,MesNov,33,52,7249.83
6810,11,11,MesNov,34,28,7276.504
6811,11,11,MesNov,35,11,7313.541
6812,11,11,MesNov,36,41,7332.874
6813,11,11,MesNov,37,17,7377.178
6814,11,11,MesNov,38,4,7423.584
6815,11,11,MesNov,39,2,7430.899
6816,11,11,MesNov,40,14,7458.748
6817,11,11,MesNov,41,33,7501.105
6818,11,11,MesNov,42,34,7502.844
6819,11,11,MesNov,43,35,7547.402
6820,11,11,MesNov,44,36,7557.51
6821,11,11,MesNov,45,6,7591.657
6822,11,11,MesNov,46,25,7694.779
6823,11,11,MesNov,47,16,7703.62
6824,11,11,MesNov,48,12,7744.49
6825,11,11,MesNov,49,13,7805.212
6826,11,11,MesNov,50,15,7826.579
6827,11,11,MesNov,51,10,7858.645
6828,11,11,MesNov,52,24,8085.909
6829,11,11,MesNov,53,38,8214.084
6830,11,11,MesNov,54,23,8239.849
6831,11,11,MesNov,55,43,8373.857
6832,11,11,MesNov,56,55,8730.864
6833,11,11,MesDic,1,54,4750.679
6834,11,11,MesDic,2,56,4968.409
6835,11,11,MesDic,3,37,5063.319
6836,11,11,MesDic,4,9,5266.476
6837,11,11,MesDic,5,31,5295.427
6838,11,11,MesDic,6,39,5428.381
6839,11,11,MesDic,7,53,5480.522
6840,11,11,MesDic,8,3,5513.826
6841,11,11,MesDic,9,51,5683.455
6842,11,11,MesDic,10,22,5697.2
6843,11,11,MesDic,11,48,5839.629
6844,11,11,MesDic,12,26,5896.294
6845,11,11,MesDic,13,52,5982.309
6846,11,11,MesDic,14,44,6033.206
6847,11,11,MesDic,15,40,6188.573
6848,11,11,MesDic,16,45,6270.857
6849,11,11,MesDic,17,29,6333.299
6850,11,11,MesDic,18,30,6479.917
6851,11,11,MesDic,19,49,6554.479
6852,11,11,MesDic,20,14,6674.779
6853,11,11,MesDic,21,1,6717.941
6854,11,11,MesDic,22,5,6732.777
6855,11,11,MesDic,23,17,7009.684
6856,11,11,MesDic,24,24,7146.453
6857,11,11,MesDic,25,8,7153.356
6858,11,11,MesDic,26,20,7180.68
6859,11,11,MesDic,27,46,7204.475
6860,11,11,MesDic,28,33,7321.356
6861,11,11,MesDic,29,11,7338.292
6862,11,11,MesDic,30,16,7351.195
6863,11,11,MesDic,31,12,7358.641
6864,11,11,MesDic,32,35,7435.418
6865,11,11,MesDic,33,32,7435.943
6866,11,11,MesDic,34,34,7452.055
6867,11,11,MesDic,35,50,7460.66
6868,11,11,MesDic,36,15,7522.629
6869,11,11,MesDic,37,21,7535.363
6870,11,11,MesDic,38,41,7549.069
6871,11,11,MesDic,39,19,7557.504
6872,11,11,MesDic,40,47,7566.568
6873,11,11,MesDic,41,36,7575.223
6874,11,11,MesDic,42,27,7583.334
6875,11,11,MesDic,43,2,7658.546
6876,11,11,MesDic,44,7,7665.547
6877,11,11,MesDic,45,18,7713.542
6878,11,11,MesDic,46,28,7725.138
6879,11,11,MesDic,47,43,7732.037
6880,11,11,MesDic,48,6,7774.626
6881,11,11,MesDic,49,42,7782.943
6882,11,11,MesDic,50,10,7793.992
6883,11,11,MesDic,51,13,7811.34
6884,11,11,MesDic,52,25,7924.39
6885,11,11,MesDic,53,4,7937.532
6886,11,11,MesDic,54,23,7995.348
6887,11,11,MesDic,55,38,8147.221
6888,11,11,MesDic,56,55,8538.843
6889,11,11,MesEne,1,54,4751.284
6890,11,11,MesEne,2,11,5180.047
6891,11,11,MesEne,3,56,5229.025
6892,11,11,MesEne,4,40,5291.504
6893,11,11,MesEne,5,9,5383.061
6894,11,11,MesEne,6,52,5389.824
6895,11,11,MesEne,7,39,5445.07
6896,11,11,MesEne,8,37,5487.033
6897,11,11,MesEne,9,10,5506.652
6898,11,11,MesEne,10,3,5562.04
6899,11,11,MesEne,11,36,5626.306
6900,11,11,MesEne,12,31,5648.961
6901,11,11,MesEne,13,5,5655.897
6902,11,11,MesEne,14,53,5674.286
6903,11,11,MesEne,15,29,5676.718
6904,11,11,MesEne,16,8,5687.868
6905,11,11,MesEne,17,12,5699.412
6906,11,11,MesEne,18,22,5737.521
6907,11,11,MesEne,19,17,5782.533
6908,11,11,MesEne,20,51,5807.939
6909,11,11,MesEne,21,1,5813.461
6910,11,11,MesEne,22,42,5968.255
6911,11,11,MesEne,23,45,5974.515
6912,11,11,MesEne,24,35,6011.511
6913,11,11,MesEne,25,26,6017.121
6914,11,11,MesEne,26,49,6075.191
6915,11,11,MesEne,27,30,6109.997
6916,11,11,MesEne,28,44,6112.349
6917,11,11,MesEne,29,14,6172.893
6918,11,11,MesEne,30,48,6195.608
6919,11,11,MesEne,31,34,6250.77
6920,11,11,MesEne,32,24,6353.418
6921,11,11,MesEne,33,16,6357.307
6922,11,11,MesEne,34,50,6491.868
6923,11,11,MesEne,35,15,6627.84
6924,11,11,MesEne,36,32,6801.663
6925,11,11,MesEne,37,2,7045.68
6926,11,11,MesEne,38,27,7175.993
6927,11,11,MesEne,39,21,7178.545
6928,11,11,MesEne,40,18,7242.859
6929,11,11,MesEne,41,47,7265.729
6930,11,11,MesEne,42,28,7306.336
6931,11,11,MesEne,43,20,7402.543
6932,11,11,MesEne,44,41,7428.35
6933,11,11,MesEne,45,33,7468.687
6934,11,11,MesEne,46,38,7649.867
6935,11,11,MesEne,47,46,7821.233
6936,11,11,MesEne,48,25,7863.624
6937,11,11,MesEne,49,7,7864.255
6938,11,11,MesEne,50,23,7893.657
6939,11,11,MesEne,51,13,7938.867
6940,11,11,MesEne,52,43,7941.434
6941,11,11,MesEne,53,4,7984.829
6942,11,11,MesEne,54,6,7985.989
6943,11,11,MesEne,55,19,8004.676
6944,11,11,MesEne,56,55,8317.223
6945,11,11,MesFeb,1,54,4577.387
6946,11,11,MesFeb,2,53,4932.585
6947,11,11,MesFeb,3,56,4945.909
6948,11,11,MesFeb,4,17,4971.34
6949,11,11,MesFeb,5,11,5014.19
6950,11,11,MesFeb,6,9,5125.327
6951,11,11,MesFeb,7,16,5126.863
6952,11,11,MesFeb,8,1,5144.729
6953,11,11,MesFeb,9,40,5156.233
6954,11,11,MesFeb,10,10,5181.272
6955,11,11,MesFeb,11,52,5196.582
6956,11,11,MesFeb,12,12,5221.395
6957,11,11,MesFeb,13,3,5223.796
6958,11,11,MesFeb,14,37,5227.524
6959,11,11,MesFeb,15,14,5260.965
6960,11,11,MesFeb,16,31,5276.73
6961,11,11,MesFeb,17,39,5296.403
6962,11,11,MesFeb,18,51,5323.357
6963,11,11,MesFeb,19,36,5361.171
6964,11,11,MesFeb,20,45,5441.611
6965,11,11,MesFeb,21,48,5451.57
6966,11,11,MesFeb,22,35,5473.348
6967,11,11,MesFeb,23,8,5475.902
6968,11,11,MesFeb,24,2,5489.661
6969,11,11,MesFeb,25,34,5512.8
6970,11,11,MesFeb,26,26,5536.419
6971,11,11,MesFeb,27,22,5537.599
6972,11,11,MesFeb,28,44,5571.675
6973,11,11,MesFeb,29,5,5584.668
6974,11,11,MesFeb,30,50,5599.336
6975,11,11,MesFeb,31,42,5602.611
6976,11,11,MesFeb,32,49,5624.718
6977,11,11,MesFeb,33,29,5679.079
6978,11,11,MesFeb,34,32,5708.067
6979,11,11,MesFeb,35,30,5714.487
6980,11,11,MesFeb,36,47,5714.796
6981,11,11,MesFeb,37,15,5736.154
6982,11,11,MesFeb,38,18,5743.277
6983,11,11,MesFeb,39,33,5757.545
6984,11,11,MesFeb,40,24,5888.378
6985,11,11,MesFeb,41,38,5934.438
6986,11,11,MesFeb,42,19,5973.551
6987,11,11,MesFeb,43,27,6022.705
6988,11,11,MesFeb,44,28,6044.571
6989,11,11,MesFeb,45,21,6145.032
6990,11,11,MesFeb,46,6,6279.866
6991,11,11,MesFeb,47,41,6292.336
6992,11,11,MesFeb,48,7,6330.636
6993,11,11,MesFeb,49,20,6502.486
6994,11,11,MesFeb,50,25,6518.207
6995,11,11,MesFeb,51,46,6628.856
6996,11,11,MesFeb,52,4,6701.792
6997,11,11,MesFeb,53,43,6803.193
6998,11,11,MesFeb,54,13,7745.06
6999,11,11,MesFeb,55,23,8173.327
7000,11,11,MesFeb,56,55,8281.758
7001,11,11,MesMar,1,54,3649.604
7002,11,11,MesMar,2,11,3900.979
7003,11,11,MesMar,3,56,3945.532
7004,11,11,MesMar,4,53,3997.442
7005,11,11,MesMar,5,40,4020.195
7006,11,11,MesMar,6,9,4149.684
7007,11,11,MesMar,7,10,4224.105
7008,11,11,MesMar,8,37,4225.504
7009,11,11,MesMar,9,14,4258.112
7010,11,11,MesMar,10,39,4268.402
7011,11,11,MesMar,11,3,4274.406
7012,11,11,MesMar,12,12,4275.778
7013,11,11,MesMar,13,52,4331.482
7014,11,11,MesMar,14,48,4348.42
7015,11,11,MesMar,15,16,4365.856
7016,11,11,MesMar,16,17,4378.759
7017,11,11,MesMar,17,29,4407.532
7018,11,11,MesMar,18,8,4407.879
7019,11,11,MesMar,19,51,4437.77
7020,11,11,MesMar,20,30,4451.706
7021,11,11,MesMar,21,31,4497.436
7022,11,11,MesMar,22,15,4505.147
7023,11,11,MesMar,23,2,4528.974
7024,11,11,MesMar,24,22,4529.362
7025,11,11,MesMar,25,35,4542.391
7026,11,11,MesMar,26,45,4587.127
7027,11,11,MesMar,27,5,4612.915
7028,11,11,MesMar,28,1,4617.508
7029,11,11,MesMar,29,26,4618.048
7030,11,11,MesMar,30,34,4639.049
7031,11,11,MesMar,31,36,4652.436
7032,11,11,MesMar,32,44,4657.917
7033,11,11,MesMar,33,49,4659.497
7034,11,11,MesMar,34,24,4666.712
7035,11,11,MesMar,35,50,4675.734
7036,11,11,MesMar,36,18,4742.072
7037,11,11,MesMar,37,7,4745.086
7038,11,11,MesMar,38,33,4801.61
7039,11,11,MesMar,39,32,4824.326
7040,11,11,MesMar,40,28,4867.489
7041,11,11,MesMar,41,38,4880.274
7042,11,11,MesMar,42,47,4898.861
7043,11,11,MesMar,43,19,4899.136
7044,11,11,MesMar,44,41,4941.429
7045,11,11,MesMar,45,46,5017.126
7046,11,11,MesMar,46,4,5058.089
7047,11,11,MesMar,47,6,5094.612
7048,11,11,MesMar,48,21,5144.046
7049,11,11,MesMar,49,27,5148.196
7050,11,11,MesMar,50,25,5340.219
7051,11,11,MesMar,51,43,5442.561
7052,11,11,MesMar,52,42,5531.739
7053,11,11,MesMar,53,20,5695.634
7054,11,11,MesMar,54,13,5704.217
7055,11,11,MesMar,55,23,5873.032
7056,11,11,MesMar,56,55,7965.36
7057,12,*,MesAbr,1,40,3246.021
7058,12,*,MesAbr,2,56,3400.271
7059,12,*,MesAbr,3,12,3406.577
7060,12,*,MesAbr,4,41,3418.112
7061,12,*,MesAbr,5,54,3556.816
7062,12,*,MesAbr,6,46,3610.704
7063,12,*,MesAbr,7,49,3675.939
7064,12,*,MesAbr,8,9,3708.575
7065,12,*,MesAbr,9,30,3728.101
7066,12,*,MesAbr,10,53,3757.939
7067,12,*,MesAbr,11,10,3773.062
7068,12,*,MesAbr,12,15,3840.07
7069,12,*,MesAbr,13,13,3895.551
7070,12,*,MesAbr,14,17,3901.112
7071,12,*,MesAbr,15,23,3918.277
7072,12,*,MesAbr,16,18,3940.415
7073,12,*,MesAbr,17,2,3951.397
7074,12,*,MesAbr,18,3,3960.059
7075,12,*,MesAbr,19,11,3974.705
7076,12,*,MesAbr,20,50,3980.016
7077,12,*,MesAbr,21,25,4038.594
7078,12,*,MesAbr,22,4,4049.793
7079,12,*,MesAbr,23,42,4112.317
7080,12,*,MesAbr,24,5,4128.032
7081,12,*,MesAbr,25,29,4148.867
7082,12,*,MesAbr,26,19,4158.163
7083,12,*,MesAbr,27,52,4178.433
7084,12,*,MesAbr,28,20,4181.189
7085,12,*,MesAbr,29,8,4213.992
7086,12,*,MesAbr,30,51,4220.831
7087,12,*,MesAbr,31,32,4256.152
7088,12,*,MesAbr,32,1,4266.347
7089,12,*,MesAbr,33,37,4284.155
7090,12,*,MesAbr,34,48,4297.482
7091,12,*,MesAbr,35,28,4330.391
7092,12,*,MesAbr,36,35,4437.451
7093,12,*,MesAbr,37,44,4473.419
7094,12,*,MesAbr,38,22,4479.997
7095,12,*,MesAbr,39,36,4487.528
7096,12,*,MesAbr,40,39,4497.66
7097,12,*,MesAbr,41,33,4498.589
7098,12,*,MesAbr,42,14,4641.195
7099,12,*,MesAbr,43,31,4696.632
7100,12,*,MesAbr,44,43,4727.829
7101,12,*,MesAbr,45,7,4748.542
7102,12,*,MesAbr,46,27,4850.773
7103,12,*,MesAbr,47,38,4854.411
7104,12,*,MesAbr,48,16,4974.812
7105,12,*,MesAbr,49,24,4981.794
7106,12,*,MesAbr,50,47,5018.587
7107,12,*,MesAbr,51,26,5096.803
7108,12,*,MesAbr,52,34,5219.401
7109,12,*,MesAbr,53,55,5261.032
7110,12,*,MesAbr,54,6,5818.954
7111,12,*,MesAbr,55,45,6237.233
7112,12,*,MesAbr,56,21,7275.281
7113,12,*,MesMay,1,54,3191.391
7114,12,*,MesMay,2,41,3220.554
7115,12,*,MesMay,3,56,3407.884
7116,12,*,MesMay,4,40,3409.696
7117,12,*,MesMay,5,30,3562.319
7118,12,*,MesMay,6,9,3800.245
7119,12,*,MesMay,7,29,3806.928
7120,12,*,MesMay,8,3,3825.378
7121,12,*,MesMay,9,17,3837.331
7122,12,*,MesMay,10,48,3925.397
7123,12,*,MesMay,11,52,3994.689
7124,12,*,MesMay,12,39,4016.091
7125,12,*,MesMay,13,44,4036.9
7126,12,*,MesMay,14,51,4059.711
7127,12,*,MesMay,15,5,4090.824
7128,12,*,MesMay,16,2,4164.282
7129,12,*,MesMay,17,37,4225.476
7130,12,*,MesMay,18,4,4226.651
7131,12,*,MesMay,19,1,4239.601
7132,12,*,MesMay,20,28,4253.552
7133,12,*,MesMay,21,45,4353.815
7134,12,*,MesMay,22,11,4376.346
7135,12,*,MesMay,23,36,4414.859
7136,12,*,MesMay,24,24,4751.538
7137,12,*,MesMay,25,35,4954.29
7138,12,*,MesMay,26,53,4961.65
7139,12,*,MesMay,27,20,5045.53
7140,12,*,MesMay,28,31,5057.303
7141,12,*,MesMay,29,15,5178.385
7142,12,*,MesMay,30,47,5226.111
7143,12,*,MesMay,31,25,5285.777
7144,12,*,MesMay,32,19,5291.775
7145,12,*,MesMay,33,8,5365.343
7146,12,*,MesMay,34,23,5517.737
7147,12,*,MesMay,35,7,5585.479
7148,12,*,MesMay,36,12,5600.679
7149,12,*,MesMay,37,10,5692.531
7150,12,*,MesMay,38,38,5855.651
7151,12,*,MesMay,39,46,6054.753
7152,12,*,MesMay,40,14,6075.824
7153,12,*,MesMay,41,43,6149.641
7154,12,*,MesMay,42,16,6295.697
7155,12,*,MesMay,43,18,6397.256
7156,12,*,MesMay,44,50,6467.469
7157,12,*,MesMay,45,6,7022.92
7158,12,*,MesMay,46,34,7085.591
7159,12,*,MesMay,47,26,7116.387
7160,12,*,MesMay,48,55,7162.855
7161,12,*,MesMay,49,27,7266.671
7162,12,*,MesMay,50,42,7278.384
7163,12,*,MesMay,51,33,7423.156
7164,12,*,MesMay,52,49,7505.109
7165,12,*,MesMay,53,13,7541.695
7166,12,*,MesMay,54,21,7891.082
7167,12,*,MesMay,55,22,8078.903
7168,12,*,MesMay,56,32,8410.66
7169,12,*,MesJun,1,54,2978.049
7170,12,*,MesJun,2,56,3143.769
7171,12,*,MesJun,3,9,3494.573
7172,12,*,MesJun,4,39,3739.217
7173,12,*,MesJun,5,48,3744.343
7174,12,*,MesJun,6,20,4300.977
7175,12,*,MesJun,7,5,4382.295
7176,12,*,MesJun,8,30,4407.608
7177,12,*,MesJun,9,40,4433.953
7178,12,*,MesJun,10,12,4528.998
7179,12,*,MesJun,11,29,4552.523
7180,12,*,MesJun,12,8,4569.451
7181,12,*,MesJun,13,3,4917.15
7182,12,*,MesJun,14,51,4926.552
7183,12,*,MesJun,15,4,4947.322
7184,12,*,MesJun,16,52,5018.928
7185,12,*,MesJun,17,25,5046.027
7186,12,*,MesJun,18,37,5455.334
7187,12,*,MesJun,19,31,5524.669
7188,12,*,MesJun,20,11,5749.565
7189,12,*,MesJun,21,19,5827.224
7190,12,*,MesJun,22,50,6050.66
7191,12,*,MesJun,23,28,6104.265
7192,12,*,MesJun,24,14,6159.855
7193,12,*,MesJun,25,2,6251.154
7194,12,*,MesJun,26,24,6431.355
7195,12,*,MesJun,27,45,6510.479
7196,12,*,MesJun,28,49,6529.9
7197,12,*,MesJun,29,1,6565.819
7198,12,*,MesJun,30,43,6662.472
7199,12,*,MesJun,31,15,6698.028
7200,12,*,MesJun,32,17,6891.225
7201,12,*,MesJun,33,26,7087.992
7202,12,*,MesJun,34,35,7154.392
7203,12,*,MesJun,35,16,7189.437
7204,12,*,MesJun,36,18,7240.244
7205,12,*,MesJun,37,53,7263.419
7206,12,*,MesJun,38,7,7319.567
7207,12,*,MesJun,39,23,7481.632
7208,12,*,MesJun,40,22,7488.136
7209,12,*,MesJun,41,47,7730.814
7210,12,*,MesJun,42,36,7772.593
7211,12,*,MesJun,43,42,7795.798
7212,12,*,MesJun,44,44,7840.106
7213,12,*,MesJun,45,10,7854.948
7214,12,*,MesJun,46,32,7886.317
7215,12,*,MesJun,47,41,7903.873
7216,12,*,MesJun,48,21,7955.051
7217,12,*,MesJun,49,6,7970.254
7218,12,*,MesJun,50,33,8066.649
7219,12,*,MesJun,51,38,8104.967
7220,12,*,MesJun,52,46,8112.071
7221,12,*,MesJun,53,55,8133.137
7222,12,*,MesJun,54,34,8144.805
7223,12,*,MesJun,55,13,8339.587
7224,12,*,MesJun,56,27,8644.896
7225,12,*,MesJul,1,54,3164.896
7226,12,*,MesJul,2,56,3223.26
7227,12,*,MesJul,3,9,3558.647
7228,12,*,MesJul,4,40,3784.435
7229,12,*,MesJul,5,5,3894.713
7230,12,*,MesJul,6,39,3960.129
7231,12,*,MesJul,7,37,4014.192
7232,12,*,MesJul,8,3,4031.094
7233,12,*,MesJul,9,8,4459.538
7234,12,*,MesJul,10,29,4489.44
7235,12,*,MesJul,11,30,4576.069
7236,12,*,MesJul,12,51,4671.286
7237,12,*,MesJul,13,31,4831.494
7238,12,*,MesJul,14,48,4865.747
7239,12,*,MesJul,15,52,4880.928
7240,12,*,MesJul,16,17,4936.153
7241,12,*,MesJul,17,15,5477.334
7242,12,*,MesJul,18,11,5521.878
7243,12,*,MesJul,19,33,5659.972
7244,12,*,MesJul,20,53,5666.842
7245,12,*,MesJul,21,43,5759.265
7246,12,*,MesJul,22,24,5835.765
7247,12,*,MesJul,23,1,5963.867
7248,12,*,MesJul,24,4,6189.21
7249,12,*,MesJul,25,50,6232.308
7250,12,*,MesJul,26,14,6530.211
7251,12,*,MesJul,27,49,6584.964
7252,12,*,MesJul,28,20,6655.043
7253,12,*,MesJul,29,27,6932.216
7254,12,*,MesJul,30,10,7039.913
7255,12,*,MesJul,31,44,7187.291
7256,12,*,MesJul,32,13,7200.03
7257,12,*,MesJul,33,7,7239.259
7258,12,*,MesJul,34,45,7265.469
7259,12,*,MesJul,35,38,7291.304
7260,12,*,MesJul,36,22,7293.422
