SecNum,SecAnoIni,SecAnoFin,SecTip,SecISim,SecNEta,1,2,3,4,5,6,7,8,9,10,11,12
822,15,15,SimSec,5,12,19,19,19,19,19,19,19,19,19,19,19,19
823,15,15,SimSec,6,12,20,20,20,20,20,20,20,20,20,20,20,20
824,15,15,SimSec,7,12,21,21,21,21,21,21,21,21,21,21,21,21
825,15,15,SimSec,8,12,22,22,22,22,22,22,22,22,22,22,22,22
826,15,15,SimSec,9,12,23,23,23,23,23,23,23,23,23,23,23,23
827,15,15,SimSec,10,12,24,24,24,24,24,24,24,24,24,24,24,24
828,15,15,SimSec,11,12,25,25,25,25,25,25,25,25,25,25,25,25
829,15,15,SimSec,12,12,26,26,26,26,26,26,26,26,26,26,26,26
830,15,15,SimSec,13,12,27,27,27,27,27,27,27,27,27,27,27,27
831,15,15,SimSec,14,12,28,28,28,28,28,28,28,28,28,28,28,28
832,15,15,SimSec,15,12,29,29,29,29,29,29,29,29,29,29,29,29
833,15,15,SimSec,16,12,30,30,30,30,30,30,30,30,30,30,30,30
834,15,15,SimSec,17,12,31,31,31,31,31,31,31,31,31,31,31,31
835,15,15,SimSec,18,12,32,32,32,32,32,32,32,32,32,32,32,32
836,15,15,SimSec,19,12,33,33,33,33,33,33,33,33,33,33,33,33
837,15,15,SimSec,20,12,34,34,34,34,34,34,34,34,34,34,34,34
838,15,15,SimSec,21,12,35,35,35,35,35,35,35,35,35,35,35,35
839,15,15,SimSec,22,12,36,36,36,36,36,36,36,36,36,36,36,36
840,15,15,SimSec,23,12,37,37,37,37,37,37,37,37,37,37,37,37
841,15,15,SimSec,24,12,38,38,38,38,38,38,38,38,38,38,38,38
842,15,15,SimSec,25,12,39,39,39,39,39,39,39,39,39,39,39,39
843,15,15,SimSec,26,12,40,40,40,40,40,40,40,40,40,40,40,40
844,15,15,SimSec,27,12,41,41,41,41,41,41,41,41,41,41,41,41
845,15,15,SimSec,28,12,42,42,42,42,42,42,42,42,42,42,42,42
846,15,15,SimSec,29,12,43,43,43,43,43,43,43,43,43,43,43,43
847,15,15,SimSec,30,12,44,44,44,44,44,44,44,44,44,44,44,44
848,15,15,SimSec,31,12,45,45,45,45,45,45,45,45,45,45,45,45
849,15,15,SimSec,32,12,46,46,46,46,46,46,46,46,46,46,46,46
850,15,15,SimSec,33,12,47,47,47,47,47,47,47,47,47,47,47,47
851,15,15,SimSec,34,12,48,48,48,48,48,48,48,48,48,48,48,48
852,15,15,SimSec,35,12,49,49,49,49,49,49,49,49,49,49,49,49
853,15,15,SimSec,36,12,50,50,50,50,50,50,50,50,50,50,50,50
854,15,15,SimSec,37,12,51,51,51,51,51,51,51,51,51,51,51,51
855,15,15,SimSec,38,12,52,52,52,52,52,52,52,52,52,52,52,52
856,15,15,SimSec,39,12,53,53,53,53,53,53,53,53,53,53,53,53
857,15,15,SimSec,40,12,54,54,54,54,54,54,54,54,54,54,54,54
858,15,15,SimSec,41,12,55,55,55,55,55,55,55,55,55,55,55,55
859,15,15,SimSec,42,12,56,56,56,56,56,56,56,56,56,56,56,56
860,15,15,SimSec,43,12,57,57,57,57,57,57,57,57,57,57,57,57
861,15,15,SimSec,44,12,58,58,58,58,58,58,58,58,58,58,58,58
862,15,15,SimSec,45,12,59,59,59,59,59,59,59,59,59,59,59,59
863,15,15,SimSec,46,12,1,1,1,1,1,1,1,1,1,1,1,1
864,15,15,SimSec,47,12,2,2,2,2,2,2,2,2,2,2,2,2
865,15,15,SimSec,48,12,3,3,3,3,3,3,3,3,3,3,3,3
866,15,15,SimSec,49,12,4,4,4,4,4,4,4,4,4,4,4,4
867,15,15,SimSec,50,12,5,5,5,5,5,5,5,5,5,5,5,5
868,15,15,SimSec,51,12,6,6,6,6,6,6,6,6,6,6,6,6
869,15,15,SimSec,52,12,7,7,7,7,7,7,7,7,7,7,7,7
870,15,15,SimSec,53,12,8,8,8,8,8,8,8,8,8,8,8,8
871,15,15,SimSec,54,12,9,9,9,9,9,9,9,9,9,9,9,9
872,15,15,SimSec,55,12,10,10,10,10,10,10,10,10,10,10,10,10
873,15,15,SimSec,56,12,11,11,11,11,11,11,11,11,11,11,11,11
874,15,15,SimSec,57,12,12,12,12,12,12,12,12,12,12,12,12,12
875,15,15,SimSec,58,12,13,13,13,13,13,13,13,13,13,13,13,13
876,15,15,SimSec,59,12,14,14,14,14,14,14,14,14,14,14,14,14
877,16,16,SimSec,1,12,16,16,16,16,16,16,16,16,16,16,16,16
878,16,16,SimSec,2,12,17,17,17,17,17,17,17,17,17,17,17,17
879,16,16,SimSec,3,12,18,18,18,18,18,18,18,18,18,18,18,18
880,16,16,SimSec,4,12,19,19,19,19,19,19,19,19,19,19,19,19
881,16,16,SimSec,5,12,20,20,20,20,20,20,20,20,20,20,20,20
882,16,16,SimSec,6,12,21,21,21,21,21,21,21,21,21,21,21,21
883,16,16,SimSec,7,12,22,22,22,22,22,22,22,22,22,22,22,22
884,16,16,SimSec,8,12,23,23,23,23,23,23,23,23,23,23,23,23
885,16,16,SimSec,9,12,24,24,24,24,24,24,24,24,24,24,24,24
886,16,16,SimSec,10,12,25,25,25,25,25,25,25,25,25,25,25,25
887,16,16,SimSec,11,12,26,26,26,26,26,26,26,26,26,26,26,26
888,16,16,SimSec,12,12,27,27,27,27,27,27,27,27,27,27,27,27
889,16,16,SimSec,13,12,28,28,28,28,28,28,28,28,28,28,28,28
890,16,16,SimSec,14,12,29,29,29,29,29,29,29,29,29,29,29,29
891,16,16,SimSec,15,12,30,30,30,30,30,30,30,30,30,30,30,30
892,16,16,SimSec,16,12,31,31,31,31,31,31,31,31,31,31,31,31
893,16,16,SimSec,17,12,32,32,32,32,32,32,32,32,32,32,32,32
894,16,16,SimSec,18,12,33,33,33,33,33,33,33,33,33,33,33,33
895,16,16,SimSec,19,12,34,34,34,34,34,34,34,34,34,34,34,34
896,16,16,SimSec,20,12,35,35,35,35,35,35,35,35,35,35,35,35
897,16,16,SimSec,21,12,36,36,36,36,36,36,36,36,36,36,36,36
898,16,16,SimSec,22,12,37,37,37,37,37,37,37,37,37,37,37,37
899,16,16,SimSec,23,12,38,38,38,38,38,38,38,38,38,38,38,38
900,16,16,SimSec,24,12,39,39,39,39,39,39,39,39,39,39,39,39
901,16,16,SimSec,25,12,40,40,40,40,40,40,40,40,40,40,40,40
902,16,16,SimSec,26,12,41,41,41,41,41,41,41,41,41,41,41,41
903,16,16,SimSec,27,12,42,42,42,42,42,42,42,42,42,42,42,42
904,16,16,SimSec,28,12,43,43,43,43,43,43,43,43,43,43,43,43
905,16,16,SimSec,29,12,44,44,44,44,44,44,44,44,44,44,44,44
906,16,16,SimSec,30,12,45,45,45,45,45,45,45,45,45,45,45,45
907,16,16,SimSec,31,12,46,46,46,46,46,46,46,46,46,46,46,46
908,16,16,SimSec,32,12,47,47,47,47,47,47,47,47,47,47,47,47
909,16,16,SimSec,33,12,48,48,48,48,48,48,48,48,48,48,48,48
910,16,16,SimSec,34,12,49,49,49,49,49,49,49,49,49,49,49,49
911,16,16,SimSec,35,12,50,50,50,50,50,50,50,50,50,50,50,50
912,16,16,SimSec,36,12,51,51,51,51,51,51,51,51,51,51,51,51
913,16,16,SimSec,37,12,52,52,52,52,52,52,52,52,52,52,52,52
914,16,16,SimSec,38,12,53,53,53,53,53,53,53,53,53,53,53,53
915,16,16,SimSec,39,12,54,54,54,54,54,54,54,54,54,54,54,54
916,16,16,SimSec,40,12,55,55,55,55,55,55,55,55,55,55,55,55
917,16,16,SimSec,41,12,56,56,56,56,56,56,56,56,56,56,56,56
918,16,16,SimSec,42,12,57,57,57,57,57,57,57,57,57,57,57,57
919,16,16,SimSec,43,12,58,58,58,58,58,58,58,58,58,58,58,58
920,16,16,SimSec,44,12,59,59,59,59,59,59,59,59,59,59,59,59
921,16,16,SimSec,45,12,1,1,1,1,1,1,1,1,1,1,1,1
922,16,16,SimSec,46,12,2,2,2,2,2,2,2,2,2,2,2,2
923,16,16,SimSec,47,12,3,3,3,3,3,3,3,3,3,3,3,3
924,16,16,SimSec,48,12,4,4,4,4,4,4,4,4,4,4,4,4
925,16,16,SimSec,49,12,5,5,5,5,5,5,5,5,5,5,5,5
926,16,16,SimSec,50,12,6,6,6,6,6,6,6,6,6,6,6,6
927,16,16,SimSec,51,12,7,7,7,7,7,7,7,7,7,7,7,7
928,16,16,SimSec,52,12,8,8,8,8,8,8,8,8,8,8,8,8
929,16,16,SimSec,53,12,9,9,9,9,9,9,9,9,9,9,9,9
930,16,16,SimSec,54,12,10,10,10,10,10,10,10,10,10,10,10,10
931,16,16,SimSec,55,12,11,11,11,11,11,11,11,11,11,11,11,11
932,16,16,SimSec,56,12,12,12,12,12,12,12,12,12,12,12,12,12
933,16,16,SimSec,57,12,13,13,13,13,13,13,13,13,13,13,13,13
934,16,16,SimSec,58,12,14,14,14,14,14,14,14,14,14,14,14,14
935,16,16,SimSec,59,12,15,15,15,15,15,15,15,15,15,15,15,15
936,17,17,SimSec,1,12,17,17,17,17,17,17,17,17,17,17,17,17
937,17,17,SimSec,2,12,18,18,18,18,18,18,18,18,18,18,18,18
938,17,17,SimSec,3,12,19,19,19,19,19,19,19,19,19,19,19,19
939,17,17,SimSec,4,12,20,20,20,20,20,20,20,20,20,20,20,20
940,17,17,SimSec,5,12,21,21,21,21,21,21,21,21,21,21,21,21
941,17,17,SimSec,6,12,22,22,22,22,22,22,22,22,22,22,22,22
942,17,17,SimSec,7,12,23,23,23,23,23,23,23,23,23,23,23,23
943,17,17,SimSec,8,12,24,24,24,24,24,24,24,24,24,24,24,24
944,17,17,SimSec,9,12,25,25,25,25,25,25,25,25,25,25,25,25
945,17,17,SimSec,10,12,26,26,26,26,26,26,26,26,26,26,26,26
946,17,17,SimSec,11,12,27,27,27,27,27,27,27,27,27,27,27,27
947,17,17,SimSec,12,12,28,28,28,28,28,28,28,28,28,28,28,28
948,17,17,SimSec,13,12,29,29,29,29,29,29,29,29,29,29,29,29
949,17,17,SimSec,14,12,30,30,30,30,30,30,30,30,30,30,30,30
950,17,17,SimSec,15,12,31,31,31,31,31,31,31,31,31,31,31,31
951,17,17,SimSec,16,12,32,32,32,32,32,32,32,32,32,32,32,32
952,17,17,SimSec,17,12,33,33,33,33,33,33,33,33,33,33,33,33
953,17,17,SimSec,18,12,34,34,34,34,34,34,34,34,34,34,34,34
954,17,17,SimSec,19,12,35,35,35,35,35,35,35,35,35,35,35,35
955,17,17,SimSec,20,12,36,36,36,36,36,36,36,36,36,36,36,36
956,17,17,SimSec,21,12,37,37,37,37,37,37,37,37,37,37,37,37
957,17,17,SimSec,22,12,38,38,38,38,38,38,38,38,38,38,38,38
958,17,17,SimSec,23,12,39,39,39,39,39,39,39,39,39,39,39,39
959,17,17,SimSec,24,12,40,40,40,40,40,40,40,40,40,40,40,40
960,17,17,SimSec,25,12,41,41,41,41,41,41,41,41,41,41,41,41
961,17,17,SimSec,26,12,42,42,42,42,42,42,42,42,42,42,42,42
962,17,17,SimSec,27,12,43,43,43,43,43,43,43,43,43,43,43,43
963,17,17,SimSec,28,12,44,44,44,44,44,44,44,44,44,44,44,44
964,17,17,SimSec,29,12,45,45,45,45,45,45,45,45,45,45,45,45
965,17,17,SimSec,30,12,46,46,46,46,46,46,46,46,46,46,46,46
966,17,17,SimSec,31,12,47,47,47,47,47,47,47,47,47,47,47,47
967,17,17,SimSec,32,12,48,48,48,48,48,48,48,48,48,48,48,48
968,17,17,SimSec,33,12,49,49,49,49,49,49,49,49,49,49,49,49
969,17,17,SimSec,34,12,50,50,50,50,50,50,50,50,50,50,50,50
970,17,17,SimSec,35,12,51,51,51,51,51,51,51,51,51,51,51,51
971,17,17,SimSec,36,12,52,52,52,52,52,52,52,52,52,52,52,52
972,17,17,SimSec,37,12,53,53,53,53,53,53,53,53,53,53,53,53
973,17,17,SimSec,38,12,54,54,54,54,54,54,54,54,54,54,54,54
974,17,17,SimSec,39,12,55,55,55,55,55,55,55,55,55,55,55,55
975,17,17,SimSec,40,12,56,56,56,56,56,56,56,56,56,56,56,56
976,17,17,SimSec,41,12,57,57,57,57,57,57,57,57,57,57,57,57
977,17,17,SimSec,42,12,58,58,58,58,58,58,58,58,58,58,58,58
978,17,17,SimSec,43,12,59,59,59,59,59,59,59,59,59,59,59,59
979,17,17,SimSec,44,12,1,1,1,1,1,1,1,1,1,1,1,1
980,17,17,SimSec,45,12,2,2,2,2,2,2,2,2,2,2,2,2
981,17,17,SimSec,46,12,3,3,3,3,3,3,3,3,3,3,3,3
982,17,17,SimSec,47,12,4,4,4,4,4,4,4,4,4,4,4,4
983,17,17,SimSec,48,12,5,5,5,5,5,5,5,5,5,5,5,5
984,17,17,SimSec,49,12,6,6,6,6,6,6,6,6,6,6,6,6
985,17,17,SimSec,50,12,7,7,7,7,7,7,7,7,7,7,7,7
986,17,17,SimSec,51,12,8,8,8,8,8,8,8,8,8,8,8,8
987,17,17,SimSec,52,12,9,9,9,9,9,9,9,9,9,9,9,9
988,17,17,SimSec,53,12,10,10,10,10,10,10,10,10,10,10,10,10
989,17,17,SimSec,54,12,11,11,11,11,11,11,11,11,11,11,11,11
990,17,17,SimSec,55,12,12,12,12,12,12,12,12,12,12,12,12,12
991,17,17,SimSec,56,12,13,13,13,13,13,13,13,13,13,13,13,13
992,17,17,SimSec,57,12,14,14,14,14,14,14,14,14,14,14,14,14
993,17,17,SimSec,58,12,15,15,15,15,15,15,15,15,15,15,15,15
994,17,17,SimSec,59,12,16,16,16,16,16,16,16,16,16,16,16,16
995,18,18,SimSec,1,12,18,18,18,18,18,18,18,18,18,18,18,18
996,18,18,SimSec,2,12,19,19,19,19,19,19,19,19,19,19,19,19
997,18,18,SimSec,3,12,20,20,20,20,20,20,20,20,20,20,20,20
998,18,18,SimSec,4,12,21,21,21,21,21,21,21,21,21,21,21,21
999,18,18,SimSec,5,12,22,22,22,22,22,22,22,22,22,22,22,22
1000,18,18,SimSec,6,12,23,23,23,23,23,23,23,23,23,23,23,23
1001,18,18,SimSec,7,12,24,24,24,24,24,24,24,24,24,24,24,24
1002,18,18,SimSec,8,12,25,25,25,25,25,25,25,25,25,25,25,25
1003,18,18,SimSec,9,12,26,26,26,26,26,26,26,26,26,26,26,26
1004,18,18,SimSec,10,12,27,27,27,27,27,27,27,27,27,27,27,27
1005,18,18,SimSec,11,12,28,28,28,28,28,28,28,28,28,28,28,28
1006,18,18,SimSec,12,12,29,29,29,29,29,29,29,29,29,29,29,29
1007,18,18,SimSec,13,12,30,30,30,30,30,30,30,30,30,30,30,30
1008,18,18,SimSec,14,12,31,31,31,31,31,31,31,31,31,31,31,31
1009,18,18,SimSec,15,12,32,32,32,32,32,32,32,32,32,32,32,32
1010,18,18,SimSec,16,12,33,33,33,33,33,33,33,33,33,33,33,33
1011,18,18,SimSec,17,12,34,34,34,34,34,34,34,34,34,34,34,34
1012,18,18,SimSec,18,12,35,35,35,35,35,35,35,35,35,35,35,35
1013,18,18,SimSec,19,12,36,36,36,36,36,36,36,36,36,36,36,36
1014,18,18,SimSec,20,12,37,37,37,37,37,37,37,37,37,37,37,37
1015,18,18,SimSec,21,12,38,38,38,38,38,38,38,38,38,38,38,38
1016,18,18,SimSec,22,12,39,39,39,39,39,39,39,39,39,39,39,39
1017,18,18,SimSec,23,12,40,40,40,40,40,40,40,40,40,40,40,40
1018,18,18,SimSec,24,12,41,41,41,41,41,41,41,41,41,41,41,41
1019,18,18,SimSec,25,12,42,42,42,42,42,42,42,42,42,42,42,42
1020,18,18,SimSec,26,12,43,43,43,43,43,43,43,43,43,43,43,43
1021,18,18,SimSec,27,12,44,44,44,44,44,44,44,44,44,44,44,44
1022,18,18,SimSec,28,12,45,45,45,45,45,45,45,45,45,45,45,45
1023,18,18,SimSec,29,12,46,46,46,46,46,46,46,46,46,46,46,46
1024,18,18,SimSec,30,12,47,47,47,47,47,47,47,47,47,47,47,47
1025,18,18,SimSec,31,12,48,48,48,48,48,48,48,48,48,48,48,48
1026,18,18,SimSec,32,12,49,49,49,49,49,49,49,49,49,49,49,49
1027,18,18,SimSec,33,12,50,50,50,50,50,50,50,50,50,50,50,50
1028,18,18,SimSec,34,12,51,51,51,51,51,51,51,51,51,51,51,51
1029,18,18,SimSec,35,12,52,52,52,52,52,52,52,52,52,52,52,52
1030,18,18,SimSec,36,12,53,53,53,53,53,53,53,53,53,53,53,53
1031,18,18,SimSec,37,12,54,54,54,54,54,54,54,54,54,54,54,54
1032,18,18,SimSec,38,12,55,55,55,55,55,55,55,55,55,55,55,55
1033,18,18,SimSec,39,12,56,56,56,56,56,56,56,56,56,56,56,56
1034,18,18,SimSec,40,12,57,57,57,57,57,57,57,57,57,57,57,57
1035,18,18,SimSec,41,12,58,58,58,58,58,58,58,58,58,58,58,58
1036,18,18,SimSec,42,12,59,59,59,59,59,59,59,59,59,59,59,59
1037,18,18,SimSec,43,12,1,1,1,1,1,1,1,1,1,1,1,1
1038,18,18,SimSec,44,12,2,2,2,2,2,2,2,2,2,2,2,2
1039,18,18,SimSec,45,12,3,3,3,3,3,3,3,3,3,3,3,3
1040,18,18,SimSec,46,12,4,4,4,4,4,4,4,4,4,4,4,4
1041,18,18,SimSec,47,12,5,5,5,5,5,5,5,5,5,5,5,5
1042,18,18,SimSec,48,12,6,6,6,6,6,6,6,6,6,6,6,6
1043,18,18,SimSec,49,12,7,7,7,7,7,7,7,7,7,7,7,7
1044,18,18,SimSec,50,12,8,8,8,8,8,8,8,8,8,8,8,8
1045,18,18,SimSec,51,12,9,9,9,9,9,9,9,9,9,9,9,9
1046,18,18,SimSec,52,12,10,10,10,10,10,10,10,10,10,10,10,10
1047,18,18,SimSec,53,12,11,11,11,11,11,11,11,11,11,11,11,11
1048,18,18,SimSec,54,12,12,12,12,12,12,12,12,12,12,12,12,12
1049,18,18,SimSec,55,12,13,13,13,13,13,13,13,13,13,13,13,13
1050,18,18,SimSec,56,12,14,14,14,14,14,14,14,14,14,14,14,14
1051,18,18,SimSec,57,12,15,15,15,15,15,15,15,15,15,15,15,15
1052,18,18,SimSec,58,12,16,16,16,16,16,16,16,16,16,16,16,16
1053,18,18,SimSec,59,12,17,17,17,17,17,17,17,17,17,17,17,17
1054,19,19,SimSec,1,12,19,19,19,19,19,19,19,19,19,19,19,19
1055,19,19,SimSec,2,12,20,20,20,20,20,20,20,20,20,20,20,20
1056,19,19,SimSec,3,12,21,21,21,21,21,21,21,21,21,21,21,21
1057,19,19,SimSec,4,12,22,22,22,22,22,22,22,22,22,22,22,22
1058,19,19,SimSec,5,12,23,23,23,23,23,23,23,23,23,23,23,23
1059,19,19,SimSec,6,12,24,24,24,24,24,24,24,24,24,24,24,24
1060,19,19,SimSec,7,12,25,25,25,25,25,25,25,25,25,25,25,25
1061,19,19,SimSec,8,12,26,26,26,26,26,26,26,26,26,26,26,26
1062,19,19,SimSec,9,12,27,27,27,27,27,27,27,27,27,27,27,27
1063,19,19,SimSec,10,12,28,28,28,28,28,28,28,28,28,28,28,28
1064,19,19,SimSec,11,12,29,29,29,29,29,29,29,29,29,29,29,29
1065,19,19,SimSec,12,12,30,30,30,30,30,30,30,30,30,30,30,30
1066,19,19,SimSec,13,12,31,31,31,31,31,31,31,31,31,31,31,31
1067,19,19,SimSec,14,12,32,32,32,32,32,32,32,32,32,32,32,32
1068,19,19,SimSec,15,12,33,33,33,33,33,33,33,33,33,33,33,33
1069,19,19,SimSec,16,12,34,34,34,34,34,34,34,34,34,34,34,34
1070,19,19,SimSec,17,12,35,35,35,35,35,35,35,35,35,35,35,35
1071,19,19,SimSec,18,12,36,36,36,36,36,36,36,36,36,36,36,36
1072,19,19,SimSec,19,12,37,37,37,37,37,37,37,37,37,37,37,37
1073,19,19,SimSec,20,12,38,38,38,38,38,38,38,38,38,38,38,38
1074,19,19,SimSec,21,12,39,39,39,39,39,39,39,39,39,39,39,39
1075,19,19,SimSec,22,12,40,40,40,40,40,40,40,40,40,40,40,40
1076,19,19,SimSec,23,12,41,41,41,41,41,41,41,41,41,41,41,41
1077,19,19,SimSec,24,12,42,42,42,42,42,42,42,42,42,42,42,42
1078,19,19,SimSec,25,12,43,43,43,43,43,43,43,43,43,43,43,43
1079,19,19,SimSec,26,12,44,44,44,44,44,44,44,44,44,44,44,44
1080,19,19,SimSec,27,12,45,45,45,45,45,45,45,45,45,45,45,45
1081,19,19,SimSec,28,12,46,46,46,46,46,46,46,46,46,46,46,46
1082,19,19,SimSec,29,12,47,47,47,47,47,47,47,47,47,47,47,47
1083,19,19,SimSec,30,12,48,48,48,48,48,48,48,48,48,48,48,48
1084,19,19,SimSec,31,12,49,49,49,49,49,49,49,49,49,49,49,49
1085,19,19,SimSec,32,12,50,50,50,50,50,50,50,50,50,50,50,50
1086,19,19,SimSec,33,12,51,51,51,51,51,51,51,51,51,51,51,51
1087,19,19,SimSec,34,12,52,52,52,52,52,52,52,52,52,52,52,52
1088,19,19,SimSec,35,12,53,53,53,53,53,53,53,53,53,53,53,53
1089,19,19,SimSec,36,12,54,54,54,54,54,54,54,54,54,54,54,54
1090,19,19,SimSec,37,12,55,55,55,55,55,55,55,55,55,55,55,55
1091,19,19,SimSec,38,12,56,56,56,56,56,56,56,56,56,56,56,56
1092,19,19,SimSec,39,12,57,57,57,57,57,57,57,57,57,57,57,57
1093,19,19,SimSec,40,12,58,58,58,58,58,58,58,58,58,58,58,58
1094,19,19,SimSec,41,12,59,59,59,59,59,59,59,59,59,59,59,59
1095,19,19,SimSec,42,12,1,1,1,1,1,1,1,1,1,1,1,1
1096,19,19,SimSec,43,12,2,2,2,2,2,2,2,2,2,2,2,2
1097,19,19,SimSec,44,12,3,3,3,3,3,3,3,3,3,3,3,3
1098,19,19,SimSec,45,12,4,4,4,4,4,4,4,4,4,4,4,4
1099,19,19,SimSec,46,12,5,5,5,5,5,5,5,5,5,5,5,5
1100,19,19,SimSec,47,12,6,6,6,6,6,6,6,6,6,6,6,6
1101,19,19,SimSec,48,12,7,7,7,7,7,7,7,7,7,7,7,7
1102,19,19,SimSec,49,12,8,8,8,8,8,8,8,8,8,8,8,8
1103,19,19,SimSec,50,12,9,9,9,9,9,9,9,9,9,9,9,9
1104,19,19,SimSec,51,12,10,10,10,10,10,10,10,10,10,10,10,10
1105,19,19,SimSec,52,12,11,11,11,11,11,11,11,11,11,11,11,11
1106,19,19,SimSec,53,12,12,12,12,12,12,12,12,12,12,12,12,12
1107,19,19,SimSec,54,12,13,13,13,13,13,13,13,13,13,13,13,13
1108,19,19,SimSec,55,12,14,14,14,14,14,14,14,14,14,14,14,14
1109,19,19,SimSec,56,12,15,15,15,15,15,15,15,15,15,15,15,15
1110,19,19,SimSec,57,12,16,16,16,16,16,16,16,16,16,16,16,16
1111,19,19,SimSec,58,12,17,17,17,17,17,17,17,17,17,17,17,17
1112,19,19,SimSec,59,12,18,18,18,18,18,18,18,18,18,18,18,18
1113,20,20,SimSec,1,12,20,20,20,20,20,20,20,20,20,20,20,20
1114,20,20,SimSec,2,12,21,21,21,21,21,21,21,21,21,21,21,21
1115,20,20,SimSec,3,12,22,22,22,22,22,22,22,22,22,22,22,22
1116,20,20,SimSec,4,12,23,23,23,23,23,23,23,23,23,23,23,23
1117,20,20,SimSec,5,12,24,24,24,24,24,24,24,24,24,24,24,24
1118,20,20,SimSec,6,12,25,25,25,25,25,25,25,25,25,25,25,25
1119,20,20,SimSec,7,12,26,26,26,26,26,26,26,26,26,26,26,26
1120,20,20,SimSec,8,12,27,27,27,27,27,27,27,27,27,27,27,27
1121,20,20,SimSec,9,12,28,28,28,28,28,28,28,28,28,28,28,28
1122,20,20,SimSec,10,12,29,29,29,29,29,29,29,29,29,29,29,29
1123,20,20,SimSec,11,12,30,30,30,30,30,30,30,30,30,30,30,30
1124,20,20,SimSec,12,12,31,31,31,31,31,31,31,31,31,31,31,31
1125,20,20,SimSec,13,12,32,32,32,32,32,32,32,32,32,32,32,32
1126,20,20,SimSec,14,12,33,33,33,33,33,33,33,33,33,33,33,33
1127,20,20,SimSec,15,12,34,34,34,34,34,34,34,34,34,34,34,34
1128,20,20,SimSec,16,12,35,35,35,35,35,35,35,35,35,35,35,35
1129,20,20,SimSec,17,12,36,36,36,36,36,36,36,36,36,36,36,36
1130,20,20,SimSec,18,12,37,37,37,37,37,37,37,37,37,37,37,37
1131,20,20,SimSec,19,12,38,38,38,38,38,38,38,38,38,38,38,38
1132,20,20,SimSec,20,12,39,39,39,39,39,39,39,39,39,39,39,39
1133,20,20,SimSec,21,12,40,40,40,40,40,40,40,40,40,40,40,40
1134,20,20,SimSec,22,12,41,41,41,41,41,41,41,41,41,41,41,41
1135,20,20,SimSec,23,12,42,42,42,42,42,42,42,42,42,42,42,42
1136,20,20,SimSec,24,12,43,43,43,43,43,43,43,43,43,43,43,43
1137,20,20,SimSec,25,12,44,44,44,44,44,44,44,44,44,44,44,44
1138,20,20,SimSec,26,12,45,45,45,45,45,45,45,45,45,45,45,45
1139,20,20,SimSec,27,12,46,46,46,46,46,46,46,46,46,46,46,46
1140,20,20,SimSec,28,12,47,47,47,47,47,47,47,47,47,47,47,47
1141,20,20,SimSec,29,12,48,48,48,48,48,48,48,48,48,48,48,48
1142,20,20,SimSec,30,12,49,49,49,49,49,49,49,49,49,49,49,49
1143,20,20,SimSec,31,12,50,50,50,50,50,50,50,50,50,50,50,50
1144,20,20,SimSec,32,12,51,51,51,51,51,51,51,51,51,51,51,51
1145,20,20,SimSec,33,12,52,52,52,52,52,52,52,52,52,52,52,52
1146,20,20,SimSec,34,12,53,53,53,53,53,53,53,53,53,53,53,53
1147,20,20,SimSec,35,12,54,54,54,54,54,54,54,54,54,54,54,54
1148,20,20,SimSec,36,12,55,55,55,55,55,55,55,55,55,55,55,55
1149,20,20,SimSec,37,12,56,56,56,56,56,56,56,56,56,56,56,56
1150,20,20,SimSec,38,12,57,57,57,57,57,57,57,57,57,57,57,57
1151,20,20,SimSec,39,12,58,58,58,58,58,58,58,58,58,58,58,58
1152,20,20,SimSec,40,12,59,59,59,59,59,59,59,59,59,59,59,59
1153,20,20,SimSec,41,12,1,1,1,1,1,1,1,1,1,1,1,1
1154,20,20,SimSec,42,12,2,2,2,2,2,2,2,2,2,2,2,2
1155,20,20,SimSec,43,12,3,3,3,3,3,3,3,3,3,3,3,3
1156,20,20,SimSec,44,12,4,4,4,4,4,4,4,4,4,4,4,4
1157,20,20,SimSec,45,12,5,5,5,5,5,5,5,5,5,5,5,5
1158,20,20,SimSec,46,12,6,6,6,6,6,6,6,6,6,6,6,6
1159,20,20,SimSec,47,12,7,7,7,7,7,7,7,7,7,7,7,7
1160,20,20,SimSec,48,12,8,8,8,8,8,8,8,8,8,8,8,8
1161,20,20,SimSec,49,12,9,9,9,9,9,9,9,9,9,9,9,9
1162,20,20,SimSec,50,12,10,10,10,10,10,10,10,10,10,10,10,10
1163,20,20,SimSec,51,12,11,11,11,11,11,11,11,11,11,11,11,11
1164,20,20,SimSec,52,12,12,12,12,12,12,12,12,12,12,12,12,12
1165,20,20,SimSec,53,12,13,13,13,13,13,13,13,13,13,13,13,13
1166,20,20,SimSec,54,12,14,14,14,14,14,14,14,14,14,14,14,14
1167,20,20,SimSec,55,12,15,15,15,15,15,15,15,15,15,15,15,15
1168,20,20,SimSec,56,12,16,16,16,16,16,16,16,16,16,16,16,16
1169,20,20,SimSec,57,12,17,17,17,17,17,17,17,17,17,17,17,17
1170,20,20,SimSec,58,12,18,18,18,18,18,18,18,18,18,18,18,18
1171,20,20,SimSec,59,12,19,19,19,19,19,19,19,19,19,19,19,19
1172,21,21,SimSec,1,12,21,21,21,21,21,21,21,21,21,21,21,21
1173,21,21,SimSec,2,12,22,22,22,22,22,22,22,22,22,22,22,22
