SecNum,SecAnoIni,SecAnoFin,SecTip,SecISim,SecNEta,1,2,3,4,5,6,7,8,9,10,11,12
1174,21,21,SimSec,3,12,23,23,23,23,23,23,23,23,23,23,23,23
1175,21,21,SimSec,4,12,24,24,24,24,24,24,24,24,24,24,24,24
1176,21,21,SimSec,5,12,25,25,25,25,25,25,25,25,25,25,25,25
1177,21,21,SimSec,6,12,26,26,26,26,26,26,26,26,26,26,26,26
1178,21,21,SimSec,7,12,27,27,27,27,27,27,27,27,27,27,27,27
1179,21,21,SimSec,8,12,28,28,28,28,28,28,28,28,28,28,28,28
1180,21,21,SimSec,9,12,29,29,29,29,29,29,29,29,29,29,29,29
1181,21,21,SimSec,10,12,30,30,30,30,30,30,30,30,30,30,30,30
1182,21,21,SimSec,11,12,31,31,31,31,31,31,31,31,31,31,31,31
1183,21,21,SimSec,12,12,32,32,32,32,32,32,32,32,32,32,32,32
1184,21,21,SimSec,13,12,33,33,33,33,33,33,33,33,33,33,33,33
1185,21,21,SimSec,14,12,34,34,34,34,34,34,34,34,34,34,34,34
1186,21,21,SimSec,15,12,35,35,35,35,35,35,35,35,35,35,35,35
1187,21,21,SimSec,16,12,36,36,36,36,36,36,36,36,36,36,36,36
1188,21,21,SimSec,17,12,37,37,37,37,37,37,37,37,37,37,37,37
1189,21,21,SimSec,18,12,38,38,38,38,38,38,38,38,38,38,38,38
1190,21,21,SimSec,19,12,39,39,39,39,39,39,39,39,39,39,39,39
1191,21,21,SimSec,20,12,40,40,40,40,40,40,40,40,40,40,40,40
1192,21,21,SimSec,21,12,41,41,41,41,41,41,41,41,41,41,41,41
1193,21,21,SimSec,22,12,42,42,42,42,42,42,42,42,42,42,42,42
1194,21,21,SimSec,23,12,43,43,43,43,43,43,43,43,43,43,43,43
1195,21,21,SimSec,24,12,44,44,44,44,44,44,44,44,44,44,44,44
1196,21,21,SimSec,25,12,45,45,45,45,45,45,45,45,45,45,45,45
1197,21,21,SimSec,26,12,46,46,46,46,46,46,46,46,46,46,46,46
1198,21,21,SimSec,27,12,47,47,47,47,47,47,47,47,47,47,47,47
1199,21,21,SimSec,28,12,48,48,48,48,48,48,48,48,48,48,48,48
1200,21,21,SimSec,29,12,49,49,49,49,49,49,49,49,49,49,49,49
1201,21,21,SimSec,30,12,50,50,50,50,50,50,50,50,50,50,50,50
1202,21,21,SimSec,31,12,51,51,51,51,51,51,51,51,51,51,51,51
1203,21,21,SimSec,32,12,52,52,52,52,52,52,52,52,52,52,52,52
1204,21,21,SimSec,33,12,53,53,53,53,53,53,53,53,53,53,53,53
1205,21,21,SimSec,34,12,54,54,54,54,54,54,54,54,54,54,54,54
1206,21,21,SimSec,35,12,55,55,55,55,55,55,55,55,55,55,55,55
1207,21,21,SimSec,36,12,56,56,56,56,56,56,56,56,56,56,56,56
1208,21,21,SimSec,37,12,57,57,57,57,57,57,57,57,57,57,57,57
1209,21,21,SimSec,38,12,58,58,58,58,58,58,58,58,58,58,58,58
1210,21,21,SimSec,39,12,59,59,59,59,59,59,59,59,59,59,59,59
1211,21,21,SimSec,40,12,1,1,1,1,1,1,1,1,1,1,1,1
1212,21,21,SimSec,41,12,2,2,2,2,2,2,2,2,2,2,2,2
1213,21,21,SimSec,42,12,3,3,3,3,3,3,3,3,3,3,3,3
1214,21,21,SimSec,43,12,4,4,4,4,4,4,4,4,4,4,4,4
1215,21,21,SimSec,44,12,5,5,5,5,5,5,5,5,5,5,5,5
1216,21,21,SimSec,45,12,6,6,6,6,6,6,6,6,6,6,6,6
1217,21,21,SimSec,46,12,7,7,7,7,7,7,7,7,7,7,7,7
1218,21,21,SimSec,47,12,8,8,8,8,8,8,8,8,8,8,8,8
1219,21,21,SimSec,48,12,9,9,9,9,9,9,9,9,9,9,9,9
1220,21,21,SimSec,49,12,10,10,10,10,10,10,10,10,10,10,10,10
1221,21,21,SimSec,50,12,11,11,11,11,11,11,11,11,11,11,11,11
1222,21,21,SimSec,51,12,12,12,12,12,12,12,12,12,12,12,12,12
1223,21,21,SimSec,52,12,13,13,13,13,13,13,13,13,13,13,13,13
1224,21,21,SimSec,53,12,14,14,14,14,14,14,14,14,14,14,14,14
1225,21,21,SimSec,54,12,15,15,15,15,15,15,15,15,15,15,15,15
1226,21,21,SimSec,55,12,16,16,16,16,16,16,16,16,16,16,16,16
1227,21,21,SimSec,56,12,17,17,17,17,17,17,17,17,17,17,17,17
1228,21,21,SimSec,57,12,18,18,18,18,18,18,18,18,18,18,18,18
1229,21,21,SimSec,58,12,19,19,19,19,19,19,19,19,19,19,19,19
1230,21,21,SimSec,59,12,20,20,20,20,20,20,20,20,20,20,20,20
1231,22,22,SimSec,1,12,22,22,22,22,22,22,22,22,22,22,22,22
1232,22,22,SimSec,2,12,23,23,23,23,23,23,23,23,23,23,23,23
1233,22,22,SimSec,3,12,24,24,24,24,24,24,24,24,24,24,24,24
1234,22,22,SimSec,4,12,25,25,25,25,25,25,25,25,25,25,25,25
1235,22,22,SimSec,5,12,26,26,26,26,26,26,26,26,26,26,26,26
1236,22,22,SimSec,6,12,27,27,27,27,27,27,27,27,27,27,27,27
1237,22,22,SimSec,7,12,28,28,28,28,28,28,28,28,28,28,28,28
1238,22,22,SimSec,8,12,29,29,29,29,29,29,29,29,29,29,29,29
1239,22,22,SimSec,9,12,30,30,30,30,30,30,30,30,30,30,30,30
1240,22,22,SimSec,10,12,31,31,31,31,31,31,31,31,31,31,31,31
1241,22,22,SimSec,11,12,32,32,32,32,32,32,32,32,32,32,32,32
1242,22,22,SimSec,12,12,33,33,33,33,33,33,33,33,33,33,33,33
1243,22,22,SimSec,13,12,34,34,34,34,34,34,34,34,34,34,34,34
1244,22,22,SimSec,14,12,35,35,35,35,35,35,35,35,35,35,35,35
1245,22,22,SimSec,15,12,36,36,36,36,36,36,36,36,36,36,36,36
1246,22,22,SimSec,16,12,37,37,37,37,37,37,37,37,37,37,37,37
1247,22,22,SimSec,17,12,38,38,38,38,38,38,38,38,38,38,38,38
1248,22,22,SimSec,18,12,39,39,39,39,39,39,39,39,39,39,39,39
1249,22,22,SimSec,19,12,40,40,40,40,40,40,40,40,40,40,40,40
1250,22,22,SimSec,20,12,41,41,41,41,41,41,41,41,41,41,41,41
1251,22,22,SimSec,21,12,42,42,42,42,42,42,42,42,42,42,42,42
1252,22,22,SimSec,22,12,43,43,43,43,43,43,43,43,43,43,43,43
1253,22,22,SimSec,23,12,44,44,44,44,44,44,44,44,44,44,44,44
1254,22,22,SimSec,24,12,45,45,45,45,45,45,45,45,45,45,45,45
1255,22,22,SimSec,25,12,46,46,46,46,46,46,46,46,46,46,46,46
1256,22,22,SimSec,26,12,47,47,47,47,47,47,47,47,47,47,47,47
1257,22,22,SimSec,27,12,48,48,48,48,48,48,48,48,48,48,48,48
1258,22,22,SimSec,28,12,49,49,49,49,49,49,49,49,49,49,49,49
1259,22,22,SimSec,29,12,50,50,50,50,50,50,50,50,50,50,50,50
1260,22,22,SimSec,30,12,51,51,51,51,51,51,51,51,51,51,51,51
1261,22,22,SimSec,31,12,52,52,52,52,52,52,52,52,52,52,52,52
1262,22,22,SimSec,32,12,53,53,53,53,53,53,53,53,53,53,53,53
1263,22,22,SimSec,33,12,54,54,54,54,54,54,54,54,54,54,54,54
1264,22,22,SimSec,34,12,55,55,55,55,55,55,55,55,55,55,55,55
1265,22,22,SimSec,35,12,56,56,56,56,56,56,56,56,56,56,56,56
1266,22,22,SimSec,36,12,57,57,57,57,57,57,57,57,57,57,57,57
1267,22,22,SimSec,37,12,58,58,58,58,58,58,58,58,58,58,58,58
1268,22,22,SimSec,38,12,59,59,59,59,59,59,59,59,59,59,59,59
1269,22,22,SimSec,39,12,1,1,1,1,1,1,1,1,1,1,1,1
1270,22,22,SimSec,40,12,2,2,2,2,2,2,2,2,2,2,2,2
1271,22,22,SimSec,41,12,3,3,3,3,3,3,3,3,3,3,3,3
1272,22,22,SimSec,42,12,4,4,4,4,4,4,4,4,4,4,4,4
1273,22,22,SimSec,43,12,5,5,5,5,5,5,5,5,5,5,5,5
1274,22,22,SimSec,44,12,6,6,6,6,6,6,6,6,6,6,6,6
1275,22,22,SimSec,45,12,7,7,7,7,7,7,7,7,7,7,7,7
1276,22,22,SimSec,46,12,8,8,8,8,8,8,8,8,8,8,8,8
1277,22,22,SimSec,47,12,9,9,9,9,9,9,9,9,9,9,9,9
1278,22,22,SimSec,48,12,10,10,10,10,10,10,10,10,10,10,10,10
1279,22,22,SimSec,49,12,11,11,11,11,11,11,11,11,11,11,11,11
1280,22,22,SimSec,50,12,12,12,12,12,12,12,12,12,12,12,12,12
1281,22,22,SimSec,51,12,13,13,13,13,13,13,13,13,13,13,13,13
1282,22,22,SimSec,52,12,14,14,14,14,14,14,14,14,14,14,14,14
1283,22,22,SimSec,53,12,15,15,15,15,15,15,15,15,15,15,15,15
1284,22,22,SimSec,54,12,16,16,16,16,16,16,16,16,16,16,16,16
1285,22,22,SimSec,55,12,17,17,17,17,17,17,17,17,17,17,17,17
1286,22,22,SimSec,56,12,18,18,18,18,18,18,18,18,18,18,18,18
1287,22,22,SimSec,57,12,19,19,19,19,19,19,19,19,19,19,19,19
1288,22,22,SimSec,58,12,20,20,20,20,20,20,20,20,20,20,20,20
1289,22,22,SimSec,59,12,21,21,21,21,21,21,21,21,21,21,21,21
1290,23,23,SimSec,1,12,23,23,23,23,23,23,23,23,23,23,23,23
1291,23,23,SimSec,2,12,24,24,24,24,24,24,24,24,24,24,24,24
1292,23,23,SimSec,3,12,25,25,25,25,25,25,25,25,25,25,25,25
1293,23,23,SimSec,4,12,26,26,26,26,26,26,26,26,26,26,26,26
1294,23,23,SimSec,5,12,27,27,27,27,27,27,27,27,27,27,27,27
1295,23,23,SimSec,6,12,28,28,28,28,28,28,28,28,28,28,28,28
1296,23,23,SimSec,7,12,29,29,29,29,29,29,29,29,29,29,29,29
1297,23,23,SimSec,8,12,30,30,30,30,30,30,30,30,30,30,30,30
1298,23,23,SimSec,9,12,31,31,31,31,31,31,31,31,31,31,31,31
1299,23,23,SimSec,10,12,32,32,32,32,32,32,32,32,32,32,32,32
1300,23,23,SimSec,11,12,33,33,33,33,33,33,33,33,33,33,33,33
1301,23,23,SimSec,12,12,34,34,34,34,34,34,34,34,34,34,34,34
1302,23,23,SimSec,13,12,35,35,35,35,35,35,35,35,35,35,35,35
1303,23,23,SimSec,14,12,36,36,36,36,36,36,36,36,36,36,36,36
1304,23,23,SimSec,15,12,37,37,37,37,37,37,37,37,37,37,37,37
1305,23,23,SimSec,16,12,38,38,38,38,38,38,38,38,38,38,38,38
1306,23,23,SimSec,17,12,39,39,39,39,39,39,39,39,39,39,39,39
1307,23,23,SimSec,18,12,40,40,40,40,40,40,40,40,40,40,40,40
1308,23,23,SimSec,19,12,41,41,41,41,41,41,41,41,41,41,41,41
1309,23,23,SimSec,20,12,42,42,42,42,42,42,42,42,42,42,42,42
1310,23,23,SimSec,21,12,43,43,43,43,43,43,43,43,43,43,43,43
1311,23,23,SimSec,22,12,44,44,44,44,44,44,44,44,44,44,44,44
1312,23,23,SimSec,23,12,45,45,45,45,45,45,45,45,45,45,45,45
1313,23,23,SimSec,24,12,46,46,46,46,46,46,46,46,46,46,46,46
1314,23,23,SimSec,25,12,47,47,47,47,47,47,47,47,47,47,47,47
1315,23,23,SimSec,26,12,48,48,48,48,48,48,48,48,48,48,48,48
1316,23,23,SimSec,27,12,49,49,49,49,49,49,49,49,49,49,49,49
1317,23,23,SimSec,28,12,50,50,50,50,50,50,50,50,50,50,50,50
1318,23,23,SimSec,29,12,51,51,51,51,51,51,51,51,51,51,51,51
1319,23,23,SimSec,30,12,52,52,52,52,52,52,52,52,52,52,52,52
1320,23,23,SimSec,31,12,53,53,53,53,53,53,53,53,53,53,53,53
1321,23,23,SimSec,32,12,54,54,54,54,54,54,54,54,54,54,54,54
1322,23,23,SimSec,33,12,55,55,55,55,55,55,55,55,55,55,55,55
1323,23,23,SimSec,34,12,56,56,56,56,56,56,56,56,56,56,56,56
1324,23,23,SimSec,35,12,57,57,57,57,57,57,57,57,57,57,57,57
1325,23,23,SimSec,36,12,58,58,58,58,58,58,58,58,58,58,58,58
1326,23,23,SimSec,37,12,59,59,59,59,59,59,59,59,59,59,59,59
1327,23,23,SimSec,38,12,1,1,1,1,1,1,1,1,1,1,1,1
1328,23,23,SimSec,39,12,2,2,2,2,2,2,2,2,2,2,2,2
1329,23,23,SimSec,40,12,3,3,3,3,3,3,3,3,3,3,3,3
1330,23,23,SimSec,41,12,4,4,4,4,4,4,4,4,4,4,4,4
1331,23,23,SimSec,42,12,5,5,5,5,5,5,5,5,5,5,5,5
1332,23,23,SimSec,43,12,6,6,6,6,6,6,6,6,6,6,6,6
1333,23,23,SimSec,44,12,7,7,7,7,7,7,7,7,7,7,7,7
1334,23,23,SimSec,45,12,8,8,8,8,8,8,8,8,8,8,8,8
1335,23,23,SimSec,46,12,9,9,9,9,9,9,9,9,9,9,9,9
1336,23,23,SimSec,47,12,10,10,10,10,10,10,10,10,10,10,10,10
1337,23,23,SimSec,48,12,11,11,11,11,11,11,11,11,11,11,11,11
1338,23,23,SimSec,49,12,12,12,12,12,12,12,12,12,12,12,12,12
1339,23,23,SimSec,50,12,13,13,13,13,13,13,13,13,13,13,13,13
1340,23,23,SimSec,51,12,14,14,14,14,14,14,14,14,14,14,14,14
1341,23,23,SimSec,52,12,15,15,15,15,15,15,15,15,15,15,15,15
1342,23,23,SimSec,53,12,16,16,16,16,16,16,16,16,16,16,16,16
1343,23,23,SimSec,54,12,17,17,17,17,17,17,17,17,17,17,17,17
1344,23,23,SimSec,55,12,18,18,18,18,18,18,18,18,18,18,18,18
1345,23,23,SimSec,56,12,19,19,19,19,19,19,19,19,19,19,19,19
1346,23,23,SimSec,57,12,20,20,20,20,20,20,20,20,20,20,20,20
1347,23,23,SimSec,58,12,21,21,21,21,21,21,21,21,21,21,21,21
1348,23,23,SimSec,59,12,22,22,22,22,22,22,22,22,22,22,22,22
1349,24,24,SimSec,1,12,24,24,24,24,24,24,24,24,24,24,24,24
1350,24,24,SimSec,2,12,25,25,25,25,25,25,25,25,25,25,25,25
1351,24,24,SimSec,3,12,26,26,26,26,26,26,26,26,26,26,26,26
1352,24,24,SimSec,4,12,27,27,27,27,27,27,27,27,27,27,27,27
1353,24,24,SimSec,5,12,28,28,28,28,28,28,28,28,28,28,28,28
1354,24,24,SimSec,6,12,29,29,29,29,29,29,29,29,29,29,29,29
1355,24,24,SimSec,7,12,30,30,30,30,30,30,30,30,30,30,30,30
1356,24,24,SimSec,8,12,31,31,31,31,31,31,31,31,31,31,31,31
1357,24,24,SimSec,9,12,32,32,32,32,32,32,32,32,32,32,32,32
1358,24,24,SimSec,10,12,33,33,33,33,33,33,33,33,33,33,33,33
1359,24,24,SimSec,11,12,34,34,34,34,34,34,34,34,34,34,34,34
1360,24,24,SimSec,12,12,35,35,35,35,35,35,35,35,35,35,35,35
1361,24,24,SimSec,13,12,36,36,36,36,36,36,36,36,36,36,36,36
1362,24,24,SimSec,14,12,37,37,37,37,37,37,37,37,37,37,37,37
1363,24,24,SimSec,15,12,38,38,38,38,38,38,38,38,38,38,38,38
1364,24,24,SimSec,16,12,39,39,39,39,39,39,39,39,39,39,39,39
1365,24,24,SimSec,17,12,40,40,40,40,40,40,40,40,40,40,40,40
1366,24,24,SimSec,18,12,41,41,41,41,41,41,41,41,41,41,41,41
1367,24,24,SimSec,19,12,42,42,42,42,42,42,42,42,42,42,42,42
1368,24,24,SimSec,20,12,43,43,43,43,43,43,43,43,43,43,43,43
1369,24,24,SimSec,21,12,44,44,44,44,44,44,44,44,44,44,44,44
1370,24,24,SimSec,22,12,45,45,45,45,45,45,45,45,45,45,45,45
1371,24,24,SimSec,23,12,46,46,46,46,46,46,46,46,46,46,46,46
1372,24,24,SimSec,24,12,47,47,47,47,47,47,47,47,47,47,47,47
1373,24,24,SimSec,25,12,48,48,48,48,48,48,48,48,48,48,48,48
1374,24,24,SimSec,26,12,49,49,49,49,49,49,49,49,49,49,49,49
1375,24,24,SimSec,27,12,50,50,50,50,50,50,50,50,50,50,50,50
1376,24,24,SimSec,28,12,51,51,51,51,51,51,51,51,51,51,51,51
1377,24,24,SimSec,29,12,52,52,52,52,52,52,52,52,52,52,52,52
1378,24,24,SimSec,30,12,53,53,53,53,53,53,53,53,53,53,53,53
1379,24,24,SimSec,31,12,54,54,54,54,54,54,54,54,54,54,54,54
1380,24,24,SimSec,32,12,55,55,55,55,55,55,55,55,55,55,55,55
1381,24,24,SimSec,33,12,56,56,56,56,56,56,56,56,56,56,56,56
1382,24,24,SimSec,34,12,57,57,57,57,57,57,57,57,57,57,57,57
1383,24,24,SimSec,35,12,58,58,58,58,58,58,58,58,58,58,58,58
1384,24,24,SimSec,36,12,59,59,59,59,59,59,59,59,59,59,59,59
1385,24,24,SimSec,37,12,1,1,1,1,1,1,1,1,1,1,1,1
1386,24,24,SimSec,38,12,2,2,2,2,2,2,2,2,2,2,2,2
1387,24,24,SimSec,39,12,3,3,3,3,3,3,3,3,3,3,3,3
1388,24,24,SimSec,40,12,4,4,4,4,4,4,4,4,4,4,4,4
1389,24,24,SimSec,41,12,5,5,5,5,5,5,5,5,5,5,5,5
1390,24,24,SimSec,42,12,6,6,6,6,6,6,6,6,6,6,6,6
1391,24,24,SimSec,43,12,7,7,7,7,7,7,7,7,7,7,7,7
1392,24,24,SimSec,44,12,8,8,8,8,8,8,8,8,8,8,8,8
1393,24,24,SimSec,45,12,9,9,9,9,9,9,9,9,9,9,9,9
1394,24,24,SimSec,46,12,10,10,10,10,10,10,10,10,10,10,10,10
1395,24,24,SimSec,47,12,11,11,11,11,11,11,11,11,11,11,11,11
1396,24,24,SimSec,48,12,12,12,12,12,12,12,12,12,12,12,12,12
1397,24,24,SimSec,49,12,13,13,13,13,13,13,13,13,13,13,13,13
1398,24,24,SimSec,50,12,14,14,14,14,14,14,14,14,14,14,14,14
1399,24,24,SimSec,51,12,15,15,15,15,15,15,15,15,15,15,15,15
1400,24,24,SimSec,52,12,16,16,16,16,16,16,16,16,16,16,16,16
1401,24,24,SimSec,53,12,17,17,17,17,17,17,17,17,17,17,17,17
1402,24,24,SimSec,54,12,18,18,18,18,18,18,18,18,18,18,18,18
1403,24,24,SimSec,55,12,19,19,19,19,19,19,19,19,19,19,19,19
1404,24,24,SimSec,56,12,20,20,20,20,20,20,20,20,20,20,20,20
1405,24,24,SimSec,57,12,21,21,21,21,21,21,21,21,21,21,21,21
1406,24,24,SimSec,58,12,22,22,22,22,22,22,22,22,22,22,22,22
1407,24,24,SimSec,59,12,23,23,23,23,23,23,23,23,23,23,23,23
1408,25,25,SimSec,1,12,25,25,25,25,25,25,25,25,25,25,25,25
1409,25,25,SimSec,2,12,26,26,26,26,26,26,26,26,26,26,26,26
1410,25,25,SimSec,3,12,27,27,27,27,27,27,27,27,27,27,27,27
1411,25,25,SimSec,4,12,28,28,28,28,28,28,28,28,28,28,28,28
1412,25,25,SimSec,5,12,29,29,29,29,29,29,29,29,29,29,29,29
1413,25,25,SimSec,6,12,30,30,30,30,30,30,30,30,30,30,30,30
1414,25,25,SimSec,7,12,31,31,31,31,31,31,31,31,31,31,31,31
1415,25,25,SimSec,8,12,32,32,32,32,32,32,32,32,32,32,32,32
1416,25,25,SimSec,9,12,33,33,33,33,33,33,33,33,33,33,33,33
1417,25,25,SimSec,10,12,34,34,34,34,34,34,34,34,34,34,34,34
1418,25,25,SimSec,11,12,35,35,35,35,35,35,35,35,35,35,35,35
1419,25,25,SimSec,12,12,36,36,36,36,36,36,36,36,36,36,36,36
1420,25,25,SimSec,13,12,37,37,37,37,37,37,37,37,37,37,37,37
1421,25,25,SimSec,14,12,38,38,38,38,38,38,38,38,38,38,38,38
1422,25,25,SimSec,15,12,39,39,39,39,39,39,39,39,39,39,39,39
1423,25,25,SimSec,16,12,40,40,40,40,40,40,40,40,40,40,40,40
1424,25,25,SimSec,17,12,41,41,41,41,41,41,41,41,41,41,41,41
1425,25,25,SimSec,18,12,42,42,42,42,42,42,42,42,42,42,42,42
1426,25,25,SimSec,19,12,43,43,43,43,43,43,43,43,43,43,43,43
1427,25,25,SimSec,20,12,44,44,44,44,44,44,44,44,44,44,44,44
1428,25,25,SimSec,21,12,45,45,45,45,45,45,45,45,45,45,45,45
1429,25,25,SimSec,22,12,46,46,46,46,46,46,46,46,46,46,46,46
1430,25,25,SimSec,23,12,47,47,47,47,47,47,47,47,47,47,47,47
1431,25,25,SimSec,24,12,48,48,48,48,48,48,48,48,48,48,48,48
1432,25,25,SimSec,25,12,49,49,49,49,49,49,49,49,49,49,49,49
1433,25,25,SimSec,26,12,50,50,50,50,50,50,50,50,50,50,50,50
1434,25,25,SimSec,27,12,51,51,51,51,51,51,51,51,51,51,51,51
1435,25,25,SimSec,28,12,52,52,52,52,52,52,52,52,52,52,52,52
1436,25,25,SimSec,29,12,53,53,53,53,53,53,53,53,53,53,53,53
1437,25,25,SimSec,30,12,54,54,54,54,54,54,54,54,54,54,54,54
1438,25,25,SimSec,31,12,55,55,55,55,55,55,55,55,55,55,55,55
1439,25,25,SimSec,32,12,56,56,56,56,56,56,56,56,56,56,56,56
1440,25,25,SimSec,33,12,57,57,57,57,57,57,57,57,57,57,57,57
1441,25,25,SimSec,34,12,58,58,58,58,58,58,58,58,58,58,58,58
1442,25,25,SimSec,35,12,59,59,59,59,59,59,59,59,59,59,59,59
1443,25,25,SimSec,36,12,1,1,1,1,1,1,1,1,1,1,1,1
1444,25,25,SimSec,37,12,2,2,2,2,2,2,2,2,2,2,2,2
1445,25,25,SimSec,38,12,3,3,3,3,3,3,3,3,3,3,3,3
1446,25,25,SimSec,39,12,4,4,4,4,4,4,4,4,4,4,4,4
1447,25,25,SimSec,40,12,5,5,5,5,5,5,5,5,5,5,5,5
1448,25,25,SimSec,41,12,6,6,6,6,6,6,6,6,6,6,6,6
1449,25,25,SimSec,42,12,7,7,7,7,7,7,7,7,7,7,7,7
1450,25,25,SimSec,43,12,8,8,8,8,8,8,8,8,8,8,8,8
1451,25,25,SimSec,44,12,9,9,9,9,9,9,9,9,9,9,9,9
1452,25,25,SimSec,45,12,10,10,10,10,10,10,10,10,10,10,10,10
1453,25,25,SimSec,46,12,11,11,11,11,11,11,11,11,11,11,11,11
1454,25,25,SimSec,47,12,12,12,12,12,12,12,12,12,12,12,12,12
1455,25,25,SimSec,48,12,13,13,13,13,13,13,13,13,13,13,13,13
1456,25,25,SimSec,49,12,14,14,14,14,14,14,14,14,14,14,14,14
1457,25,25,SimSec,50,12,15,15,15,15,15,15,15,15,15,15,15,15
1458,25,25,SimSec,51,12,16,16,16,16,16,16,16,16,16,16,16,16
1459,25,25,SimSec,52,12,17,17,17,17,17,17,17,17,17,17,17,17
1460,25,25,SimSec,53,12,18,18,18,18,18,18,18,18,18,18,18,18
1461,25,25,SimSec,54,12,19,19,19,19,19,19,19,19,19,19,19,19
1462,25,25,SimSec,55,12,20,20,20,20,20,20,20,20,20,20,20,20
1463,25,25,SimSec,56,12,21,21,21,21,21,21,21,21,21,21,21,21
1464,25,25,SimSec,57,12,22,22,22,22,22,22,22,22,22,22,22,22
1465,25,25,SimSec,58,12,23,23,23,23,23,23,23,23,23,23,23,23
1466,25,25,SimSec,59,12,24,24,24,24,24,24,24,24,24,24,24,24
1467,26,26,SimSec,1,12,26,26,26,26,26,26,26,26,26,26,26,26
1468,26,26,SimSec,2,12,27,27,27,27,27,27,27,27,27,27,27,27
1469,26,26,SimSec,3,12,28,28,28,28,28,28,28,28,28,28,28,28
1470,26,26,SimSec,4,12,29,29,29,29,29,29,29,29,29,29,29,29
1471,26,26,SimSec,5,12,30,30,30,30,30,30,30,30,30,30,30,30
1472,26,26,SimSec,6,12,31,31,31,31,31,31,31,31,31,31,31,31
1473,26,26,SimSec,7,12,32,32,32,32,32,32,32,32,32,32,32,32
1474,26,26,SimSec,8,12,33,33,33,33,33,33,33,33,33,33,33,33
1475,26,26,SimSec,9,12,34,34,34,34,34,34,34,34,34,34,34,34
1476,26,26,SimSec,10,12,35,35,35,35,35,35,35,35,35,35,35,35
1477,26,26,SimSec,11,12,36,36,36,36,36,36,36,36,36,36,36,36
1478,26,26,SimSec,12,12,37,37,37,37,37,37,37,37,37,37,37,37
1479,26,26,SimSec,13,12,38,38,38,38,38,38,38,38,38,38,38,38
1480,26,26,SimSec,14,12,39,39,39,39,39,39,39,39,39,39,39,39
1481,26,26,SimSec,15,12,40,40,40,40,40,40,40,40,40,40,40,40
1482,26,26,SimSec,16,12,41,41,41,41,41,41,41,41,41,41,41,41
1483,26,26,SimSec,17,12,42,42,42,42,42,42,42,42,42,42,42,42
1484,26,26,SimSec,18,12,43,43,43,43,43,43,43,43,43,43,43,43
1485,26,26,SimSec,19,12,44,44,44,44,44,44,44,44,44,44,44,44
1486,26,26,SimSec,20,12,45,45,45,45,45,45,45,45,45,45,45,45
1487,26,26,SimSec,21,12,46,46,46,46,46,46,46,46,46,46,46,46
1488,26,26,SimSec,22,12,47,47,47,47,47,47,47,47,47,47,47,47
1489,26,26,SimSec,23,12,48,48,48,48,48,48,48,48,48,48,48,48
1490,26,26,SimSec,24,12,49,49,49,49,49,49,49,49,49,49,49,49
1491,26,26,SimSec,25,12,50,50,50,50,50,50,50,50,50,50,50,50
1492,26,26,SimSec,26,12,51,51,51,51,51,51,51,51,51,51,51,51
1493,26,26,SimSec,27,12,52,52,52,52,52,52,52,52,52,52,52,52
1494,26,26,SimSec,28,12,53,53,53,53,53,53,53,53,53,53,53,53
1495,26,26,SimSec,29,12,54,54,54,54,54,54,54,54,54,54,54,54
1496,26,26,SimSec,30,12,55,55,55,55,55,55,55,55,55,55,55,55
1497,26,26,SimSec,31,12,56,56,56,56,56,56,56,56,56,56,56,56
1498,26,26,SimSec,32,12,57,57,57,57,57,57,57,57,57,57,57,57
1499,26,26,SimSec,33,12,58,58,58,58,58,58,58,58,58,58,58,58
1500,26,26,SimSec,34,12,59,59,59,59,59,59,59,59,59,59,59,59
1501,26,26,SimSec,35,12,1,1,1,1,1,1,1,1,1,1,1,1
1502,26,26,SimSec,36,12,2,2,2,2,2,2,2,2,2,2,2,2
1503,26,26,SimSec,37,12,3,3,3,3,3,3,3,3,3,3,3,3
1504,26,26,SimSec,38,12,4,4,4,4,4,4,4,4,4,4,4,4
1505,26,26,SimSec,39,12,5,5,5,5,5,5,5,5,5,5,5,5
1506,26,26,SimSec,40,12,6,6,6,6,6,6,6,6,6,6,6,6
1507,26,26,SimSec,41,12,7,7,7,7,7,7,7,7,7,7,7,7
1508,26,26,SimSec,42,12,8,8,8,8,8,8,8,8,8,8,8,8
1509,26,26,SimSec,43,12,9,9,9,9,9,9,9,9,9,9,9,9
1510,26,26,SimSec,44,12,10,10,10,10,10,10,10,10,10,10,10,10
1511,26,26,SimSec,45,12,11,11,11,11,11,11,11,11,11,11,11,11
1512,26,26,SimSec,46,12,12,12,12,12,12,12,12,12,12,12,12,12
1513,26,26,SimSec,47,12,13,13,13,13,13,13,13,13,13,13,13,13
1514,26,26,SimSec,48,12,14,14,14,14,14,14,14,14,14,14,14,14
1515,26,26,SimSec,49,12,15,15,15,15,15,15,15,15,15,15,15,15
1516,26,26,SimSec,50,12,16,16,16,16,16,16,16,16,16,16,16,16
1517,26,26,SimSec,51,12,17,17,17,17,17,17,17,17,17,17,17,17
1518,26,26,SimSec,52,12,18,18,18,18,18,18,18,18,18,18,18,18
1519,26,26,SimSec,53,12,19,19,19,19,19,19,19,19,19,19,19,19
1520,26,26,SimSec,54,12,20,20,20,20,20,20,20,20,20,20,20,20
1521,26,26,SimSec,55,12,21,21,21,21,21,21,21,21,21,21,21,21
