DemIndINum,DemIndAñoFRlt,DemIndAñoIni,DemIndAñoFin,DemIndBar,DemIndSisGbl,DemIndSisPri,DemIndSisSec,DemIndSisCmr,DemIndIBlo,DemIndEtaTip,MesAbr,MesMay,MesJun,MesJul,MesAgo,MesSep,MesOct,MesNov,MesDic,MesEne,MesFeb,MesMar
2467,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0,0,0,0,0,0,0,0,0,1.02923306,1.127982565,1.171308814
2468,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0,0,0,0,0,0,0,0,0,1.043624621,1.032810884,0.941633547
2469,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0,0,0,0,0,0,0,0,0,1.034202479,1.158691057,1.166672781
2470,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0,0,0,0,0,0,0,0,0,1.028356964,0.98706854,0.93309988
2471,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0,0,0,0,0,0,0,0,0,1.000804764,1.052862593,1.17555228
2472,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,0,0,0,0,0,0,0,0,0,0.98812607,0.924744595,0.892307926
2473,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0,0,0,0,0,0,0,0,0,1.024211906,0.927169728,1.212456727
2474,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0,0,0,0,0,0,0,0,0,0.940863941,0.865257013,0.824081434
2475,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0,0,0,0,0,0,0,0,0,0.924352165,1.032505278,1.202003842
2476,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,0,0,0,0,0,0,0,0,0,1.026414556,0.990932979,0.851293206
2477,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0,0,0,0,0,0,0,0,0,0.956462257,1.117039892,1.171813544
2478,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0,0,0,0,0,0,0,0,0,1.037887933,1.011083271,0.901124335
2479,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,0,0,0,0,0,0,0,0,0,1.029239766,1.193737186,1.167794402
2480,F,2015,2015,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,0,0,0,0,0,0,0,0,0,1.001931434,1.063943282,0.958375298
2481,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.065754137,0.894848753,1.033935292,1.014755146,0.95051557,1.249475084,1.103579611,1.161629325,1.132455525,1.023364233,1.148702426,1.164971236
2482,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.914479125,0.750603556,0.830401944,0.936516467,0.74819147,0.78669976,0.980443299,1.101202081,1.069754311,0.984402982,1.075652713,0.955194546
2483,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,1.202718832,1.161855652,1.16367212,1.145657512,1.30366739,1.311008461,1.094474687,0.95227332,1.11446698,1.029236443,1.12798334,1.17130316
2484,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,1.107952656,1.187297937,1.132801066,1.183990485,1.256375197,1.138175956,0.945947763,1.121679786,0.994968638,1.043621672,1.032809372,0.941626527
2485,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,1.125028774,1.169203962,1.206205572,1.121005979,1.411948974,1.342524725,1.01052635,0.812389879,1.056897627,1.034211238,1.158691558,1.1667536
2486,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.090053425,1.181213515,1.112533974,1.137011292,1.23629469,1.13900049,0.99119668,1.074328847,0.934460542,1.028362085,0.987060102,0.933112869
2487,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,1.027733965,1.19196179,1.021273259,1.013938315,1.203849713,1.226613015,0.853411296,0.893922871,1.068765863,1.000811826,1.052873668,1.175589896
2488,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.054687446,1.085899607,1.065021953,1.092067036,1.103747218,1.05100421,1.034210205,0.901204166,0.805253047,0.988122107,0.924735563,0.892314103
2489,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.979815505,1.085712896,1.012570562,0.996533536,0.709275411,0.902557673,0.893015713,1.060351762,1.061971659,1.024211481,0.927166275,1.212445559
2490,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.081501415,0.982581941,0.967920238,0.935488289,0.943730114,0.904343744,0.98553305,0.79758708,0.747060481,0.940863449,0.865256869,0.824083548
2491,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.94985208,1.000247656,1.079252038,1.096249723,0.610755533,0.768451708,1.012279866,1.142788035,1.179880419,0.924336537,1.032513044,1.201977947
2492,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.091002098,0.936713755,1.000868963,0.907367604,0.887205546,0.782498189,1.04167062,0.892121313,0.982372795,1.026414732,0.990941047,0.85129934
2493,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.047837467,0.914700159,1.104536902,1.07293863,0.706115552,0.96347776,1.002009271,1.166621141,1.179351874,0.956448355,1.117062207,1.171738178
2494,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.688848362,0.65884107,0.807057548,0.590380146,0.58263924,0.587065967,1.071389304,1.072133198,1.131583769,1.037891346,1.011091374,0.901161728
2495,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.020367797,0.880974704,1.15839954,1.018242385,0.794403507,1.097532617,1.051458429,1.188239832,1.142954349,1.029242946,1.193725214,1.167810935
2496,F,2016,2016,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,0.560079924,0.583164439,0.574231,0.6358899,0.594497666,0.561767776,1.026175913,1.056425868,1.154716189,1.00192916,1.063939778,0.958384675
2497,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.065755608,0.894888072,1.033958882,1.01475368,0.950521759,1.249490232,1.103579797,1.161616693,1.132455089,1.023353083,1.148685306,1.164979219
2498,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.914484408,0.750596324,0.830386113,0.936514232,0.748193999,0.786689929,0.980445096,1.101203017,1.069753727,0.984403549,1.075657347,0.955208728
2499,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,1.202740947,1.161899132,1.163669301,1.145664092,1.30366231,1.311003495,1.09448612,0.952265108,1.114464543,1.029241582,1.127970778,1.171297731
2500,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,1.107960604,1.187305993,1.132799894,1.183991897,1.256379617,1.138176013,0.945949009,1.121678158,0.994967146,1.043623107,1.032813415,0.941626266
2501,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,1.125042773,1.169122825,1.206215687,1.120992749,1.411942212,1.342542999,1.010505631,0.812381973,1.05689363,1.034224157,1.158672667,1.166703513
2502,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.090039879,1.18121037,1.112524327,1.137024969,1.236312346,1.138994525,0.991189518,1.07432621,0.934463399,1.028351101,0.98706575,0.933091015
2503,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,1.027743385,1.192015558,1.021284278,1.013931301,1.203843484,1.226598656,0.853406544,0.893928304,1.068763081,1.000818253,1.052834376,1.175558781
2504,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.054671809,1.08593148,1.065023064,1.092068298,1.103743317,1.051004435,1.034206952,0.90120706,0.80525229,0.988125039,0.924737215,0.892319518
2505,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.979800376,1.085705107,1.012600178,0.996559833,0.709271656,0.902557341,0.893021357,1.06034008,1.061974547,1.024210475,0.927173286,1.212455732
2506,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.081492032,0.982558816,0.967925523,0.935500796,0.943726152,0.904346316,0.985529155,0.79759154,0.747058201,0.940864103,0.86525957,0.824085731
2507,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.949859242,1.000215888,1.079260616,1.096199572,0.610783991,0.768453339,1.012302992,1.142788977,1.179886299,0.924343267,1.032489751,1.201978459
2508,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.090986635,0.936727823,1.000875694,0.907357189,0.887214772,0.782501746,1.041679029,0.892132878,0.982370519,1.026405426,0.990931229,0.851290839
2509,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.047828121,0.914646997,1.10457182,1.0728684,0.706025811,0.96347767,1.002004598,1.166639034,1.179338837,0.956465781,1.11705866,1.171788716
2510,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.68885911,0.658782581,0.807051159,0.590367806,0.582636843,0.58706277,1.071388483,1.072142583,1.131583143,1.037894174,1.011090903,0.901168211
2511,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.020378982,0.880865609,1.158386632,1.018256401,0.794393007,1.097507348,1.051456321,1.188220546,1.142961708,1.029229,1.193736321,1.167814074
2512,F,2017,2017,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,0.560100398,0.58320697,0.574219437,0.635885189,0.594498328,0.561790241,1.026178445,1.056420469,1.154729653,1.001930067,1.06394994,0.95837529
2513,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.06575709,0.894919525,1.033954078,1.014753485,0.950493021,1.24949053,1.103560631,1.161618552,1.132449112,1.02336109,1.148680992,1.164971692
2514,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.914484606,0.750611133,0.830395059,0.936523674,0.748193617,0.78669969,0.980441665,1.101201572,1.069754921,0.984412323,1.075651963,0.955197583
2515,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,1.202741365,1.161864112,1.163685497,1.145661537,1.303664333,1.311006368,1.094487523,0.952264561,1.114458794,1.029244198,1.127979489,1.17130224
2516,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,1.107964222,1.187309428,1.132801441,1.18399068,1.256378254,1.138178063,0.945951835,1.121678562,0.994968986,1.043622386,1.032807654,0.941627812
2517,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,1.125091755,1.169109384,1.206187841,1.121008235,1.411926688,1.342547216,1.010511146,0.812390097,1.056870619,1.034227978,1.158687484,1.16674146
2518,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.090038539,1.181192177,1.112542971,1.137011005,1.236301202,1.138995807,0.991194904,1.074320241,0.934472708,1.028346573,0.98706238,0.933097239
2519,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,1.027723893,1.192027052,1.021269555,1.013928434,1.203860802,1.226609834,0.853392233,0.893931896,1.068758991,1.000802929,1.052838998,1.175575795
2520,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.054684382,1.085934349,1.06503116,1.092072527,1.103742254,1.051005032,1.034207862,0.901208222,0.805254075,0.988122054,0.924746723,0.892311335
2521,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.979795589,1.085711681,1.012592606,0.996543437,0.709271017,0.902557181,0.893016589,1.060353215,1.061975295,1.024206887,0.927167691,1.212450801
2522,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.0814944,0.982552812,0.967921025,0.935495039,0.943722266,0.904338324,0.985526704,0.797588641,0.747056591,0.94086569,0.865258588,0.824079517
2523,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.94985839,1.000155812,1.079177161,1.09619778,0.610781735,0.768436676,1.012312609,1.142805728,1.179889913,0.924322519,1.032504705,1.201991761
2524,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.090980619,0.936673431,1.000864018,0.907352236,0.887212504,0.782509213,1.041673609,0.89212455,0.982364253,1.02641506,0.990936453,0.851302034
2525,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.047801967,0.914599944,1.104546207,1.072919563,0.706095651,0.963481828,1.002020772,1.166618093,1.17934902,0.95647352,1.11705497,1.171789651
2526,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.688843436,0.658827903,0.807011416,0.590372026,0.58265454,0.587055356,1.071395614,1.072137343,1.131592698,1.03789683,1.011096321,0.901167429
2527,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.020383522,0.880994215,1.158400279,1.018259951,0.79440612,1.097506465,1.051459185,1.188235823,1.142973983,1.029231708,1.193740806,1.167814926
2528,F,2018,2018,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,0.560092545,0.583218684,0.574222843,0.635889111,0.594499161,0.561773734,1.026178178,1.056416957,1.154725522,1.001923683,1.063944062,0.958373011
2529,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.065752437,0.894928976,1.033944084,1.014795157,0.950512031,1.24947061,1.10358448,1.161624056,1.13243991,1.02334859,1.148674132,1.164984496
2530,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.914479992,0.750583712,0.830389079,0.936525957,0.748203533,0.786686588,0.980444049,1.101209819,1.069756706,0.984396665,1.075664225,0.955195279
2531,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,1.202739989,1.16186715,1.163679831,1.145666641,1.303670436,1.311001946,1.094471659,0.952269587,1.114468669,1.029234994,1.127969156,1.171299318
2532,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,1.10795441,1.187306837,1.132801664,1.183986186,1.256376501,1.138182115,0.945953305,1.121681105,0.994966425,1.043624727,1.032816678,0.941626414
2533,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,1.125048222,1.169161658,1.206219432,1.121036826,1.411950632,1.342548018,1.010496851,0.812385375,1.056896933,1.034235669,1.158664962,1.166756075
2534,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.090029288,1.181185572,1.112544711,1.137013497,1.236312104,1.138990236,0.991195369,1.074314386,0.934463006,1.02834591,0.987057775,0.933083404
2535,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,1.027745982,1.192014382,1.021278925,1.01391761,1.20384881,1.226597805,0.853401757,0.893927993,1.068765895,1.000836323,1.05287971,1.175585395
2536,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.054685623,1.0859416,1.065022994,1.092067144,1.103741979,1.051015339,1.034200649,0.901209625,0.805252675,0.988125783,0.924743933,0.892324948
2537,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.979809269,1.085682904,1.01259216,0.996542182,0.709258922,0.902555822,0.893025426,1.060340644,1.061977878,1.024207957,0.927164464,1.212445664
2538,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.081495371,0.982572377,0.967917366,0.935496834,0.943727162,0.904341534,0.98553025,0.79758677,0.747059018,0.940863683,0.86525878,0.824079876
2539,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.949875614,1.000214738,1.079202862,1.096231503,0.610750738,0.768459639,1.012316305,1.142808321,1.179893385,0.924331522,1.032491185,1.201987634
2540,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.09099049,0.936699324,1.000857727,0.907351513,0.88721161,0.782489873,1.041669317,0.892122149,0.982362878,1.026413412,0.990945609,0.851299327
2541,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.04782082,0.914670056,1.104496679,1.072830254,0.70610666,0.963512958,1.002006065,1.166622168,1.179322869,0.956476086,1.117028971,1.171813647
2542,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.688844267,0.658837606,0.80704796,0.590381598,0.582618052,0.587053364,1.071404033,1.072147372,1.131586534,1.037887622,1.011090014,0.901164984
2543,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.02038759,0.880850066,1.158396598,1.018246841,0.794405018,1.09751397,1.051457896,1.188222398,1.142977669,1.029241145,1.193715745,1.167813308
2544,F,2019,2019,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,0.560095127,0.583196257,0.574229871,0.635890379,0.59449324,0.561790427,1.026172148,1.056419049,1.154726775,1.001930063,1.063952502,0.958369834
2545,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.06578466,0.894865042,1.033946031,1.014778705,0.950492119,1.249475037,1.103561432,1.161613457,1.132441925,1.023361601,1.148693437,1.164989979
2546,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.914480945,0.750625196,0.830395658,0.936509081,0.748193418,0.786690304,0.980443644,1.101200607,1.069754605,0.984409557,1.075650918,0.95520883
2547,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,1.202741242,1.161887707,1.163679064,1.145668948,1.303675452,1.311006785,1.094482252,0.952271745,1.11446141,1.029233106,1.127984085,1.171295629
2548,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,1.107959343,1.18730169,1.132800518,1.183991425,1.256379503,1.138180298,0.945950614,1.121682457,0.99496433,1.043624883,1.032809307,0.941628676
2549,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,1.125063324,1.169122187,1.206204467,1.121027395,1.411922685,1.342519389,1.010502903,0.81238932,1.056884099,1.034220201,1.158675841,1.166707345
2550,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.090049414,1.181201186,1.112544335,1.137006079,1.236298128,1.13900152,0.991195305,1.074316029,0.934470536,1.028348696,0.987055703,0.933127713
2551,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,1.027719665,1.191981136,1.02128367,1.013943235,1.203862396,1.226604498,0.853393885,0.893926587,1.068760934,1.000809125,1.052840297,1.175553401
2552,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.054677306,1.085937624,1.065026781,1.092067503,1.103748735,1.051000592,1.034201946,0.901201372,0.805261816,0.988128103,0.924734617,0.892307051
2553,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.97980421,1.085699584,1.012593462,0.996571229,0.709264298,0.90256614,0.89303106,1.060347063,1.061974171,1.024217935,0.927173884,1.212460574
2554,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.081491027,0.982575941,0.967929208,0.935495518,0.943734264,0.90433841,0.985534393,0.797587311,0.747060182,0.94086381,0.865259343,0.824076576
2555,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.949865846,1.000166925,1.079167465,1.096193781,0.610779323,0.768459485,1.012310162,1.142806874,1.179883161,0.924356722,1.032489429,1.201994361
2556,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.090996082,0.936678617,1.000874712,0.907351453,0.887202525,0.782511843,1.041670465,0.892125102,0.982370309,1.026398972,0.990938362,0.85129035
2557,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.047807569,0.914709624,1.104510161,1.072858249,0.706090701,0.963515189,1.002017974,1.166639256,1.179343305,0.956441182,1.117036531,1.171762234
2558,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.688841432,0.6587827,0.807030052,0.590365368,0.582630903,0.58704668,1.0714067,1.072147362,1.131588858,1.037896313,1.011101715,0.901155538
2559,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.020367,0.880948715,1.158376869,1.018235821,0.79439947,1.097504679,1.051457232,1.18822265,1.142952594,1.029224917,1.19373375,1.167809051
2560,F,2020,2020,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,0.560094633,0.583208217,0.574227737,0.635893225,0.594490823,0.561785982,1.026163262,1.056415925,1.15472555,1.001930272,1.063951467,0.958381097
2561,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,1.065766786,0.89488249,1.033938911,1.014753632,0.950511934,1.24947482,1.103556321,1.16160433,1.132449658,1.023344348,1.148671911,1.164966323
2562,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.914481111,0.75060628,0.830401029,0.93651601,0.748193692,0.786696694,0.98044639,1.101207808,1.06975191,0.984398093,1.07565622,0.955208966
2563,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,1.202724312,1.161880071,1.163684936,1.145664183,1.303672,1.311011032,1.094480504,0.952273965,1.114465467,1.029247525,1.127965251,1.171308241
2564,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,1.107954652,1.187311926,1.132803529,1.183986614,1.256375757,1.138178788,0.945950099,1.121685105,0.994964736,1.043622455,1.0328108,0.941629727
2565,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,1.125074663,1.169186379,1.206183634,1.121007722,1.411930661,1.342530234,1.010497975,0.812366415,1.05687614,1.034198577,1.158664544,1.166693083
2566,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.090045748,1.181196979,1.112546797,1.137022566,1.236312604,1.138998781,0.991200437,1.074328036,0.934468329,1.028353826,0.987058433,0.933123708
2567,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,1.027730855,1.191976155,1.021270182,1.013941593,1.203862038,1.22659322,0.853396297,0.893927532,1.068762116,1.000826583,1.052860191,1.175593745
2568,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.054678735,1.085930315,1.065033547,1.092065126,1.10374796,1.051004793,1.034203179,0.901198712,0.805253043,0.988117873,0.924751425,0.892329009
2569,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.979805582,1.085695206,1.012586624,0.996560674,0.709276807,0.902562411,0.893024957,1.060341706,1.061985336,1.024214863,0.92716981,1.212452217
2570,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.08150111,0.982566618,0.967926228,0.935495928,0.943728476,0.90433391,0.985527677,0.797588072,0.747059351,0.940868033,0.865262812,0.824078829
2571,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.949827633,1.000211404,1.079172819,1.096203618,0.610789957,0.768451559,1.012305252,1.142799552,1.179875294,0.92432331,1.032500868,1.201981773
2572,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.090988322,0.936704513,1.000866395,0.907363134,0.887192623,0.782511311,1.041683962,0.892128172,0.982374077,1.026406297,0.990948613,0.851292563
2573,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,1.047819461,0.914661182,1.104495573,1.072875948,0.706054031,0.963481651,1.002003772,1.166648435,1.179328302,0.956457541,1.117037478,1.171779175
2574,F,2021,2021,Colbun 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.688857604,0.658811782,0.807019393,0.590386007,0.582633962,0.587064022,1.071405457,1.072137833,1.131596436,1.037896719,1.011083502,0.901161385
