DemIndNum,DemIndAñoFRlt,DemIndAñoIni,DemIndAñoFin,DemIndBar,DemIndTasa,DemIndFPot,DemIndEtaTip,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic,Ene,Feb,Mar
109,F,2020,2020,Apoquindo 110,0,F,EtaMes,0.942732273,0.978084733,0.954516426,0.989868886,1.013437193,0.930948119,0.989868886,1.00165304,1.048789653,1.015543642,0.931910636,1.027491214
110,F,2021,2021,Apoquindo 110,0,F,EtaMes,0.955805781,0.991648498,0.967753353,1.00359607,1.027491214,0.943858209,1.00359607,1.015543642,1.063333931,1.033149157,0.948066285,1.045303853
111,F,2022,2022,Apoquindo 110,0,F,EtaMes,0.972375677,1.008839765,0.984530373,1.020994461,1.045303853,0.960220981,1.020994461,1.033149157,1.081767941,1.050661608,0.964136534,1.063022333
112,F,2023,2023,Apoquindo 110,0,F,EtaMes,0.988857984,1.025940158,1.001218709,1.038300883,1.063022333,0.976497259,1.038300883,1.050661608,1.100104507,1.073389111,0.984992361,1.086017218
113,F,2024,2024,Apoquindo 110,0,F,EtaMes,1.010248575,1.048132897,1.022876682,1.060761004,1.086017218,0.997620468,1.060761004,1.073389111,1.12390154,1.10529129,1.014267302,1.118294717
114,F,2025,2025,Apoquindo 110,0,F,EtaMes,1.040274156,1.079284437,1.053277583,1.092287863,1.118294717,1.027270729,1.092287863,1.10529129,1.157304998,1.14478177,1.050505624,1.15824979
115,F,2026,2026,Apoquindo 110,0,F,EtaMes,1.077441666,1.117845728,1.090909686,1.131313749,1.15824979,1.063973645,1.131313749,1.14478177,1.198653853,1.182499346,1.085117046,1.196411103
116,F,2027,2027,Apoquindo 110,0,F,EtaMes,1.11294056,1.154675832,1.126852317,1.168587589,1.196411103,1.099028803,1.168587589,1.182499346,1.238146374,1.219453758,1.119028154,1.233800273
117,F,2028,2028,Apoquindo 110,0,F,EtaMes,1.147721184,1.190760728,1.162067699,1.205107243,1.233800273,1.133374669,1.205107243,1.219453758,1.276839817,1.257573729,1.154008834,1.272368714
118,F,2029,2029,Apoquindo 110,0,F,EtaMes,1.183598804,1.227983759,1.198393789,1.242778744,1.272368714,1.168803819,1.242778744,1.257573729,1.31675367,1.268275546,1.163829325,1.283196435
119,F,2030,2030,Apoquindo 110,0,F,EtaMes,1.193671102,1.238433769,1.208591991,1.253354657,1.283196435,1.178750214,1.253354657,1.268275546,1.327959101,1.274046028,1.16912459,1.289034804
120,F,2031,*,Apoquindo 110,0,F,EtaMes,1.199102144,1.244068474,1.21409092,1.259057251,1.289034804,1.184113367,1.259057251,1.274046028,1.334001135,1.297512978,1.190658968,1.312777836
